date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Blackberries,Blueberries,Bok Choy,Boysenberries,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Honeydew Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2009-10-01,27,0,0,0,0,34,0,34,0,0,18,0,0,31,0,0,0,0,21,55,61,0,4,18,0,0,0,0,0,0,16,0,0,0,0,24,0,16,0,0,0,0,25,0,0,0,0,0,0,0,0,0,15,0,0,0,0,11,0,0,15,0,0,29,0,0,67,12,0,54,0,0,0,29,0,0,0,32,0,0,0,46,0,15,0,17,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,16,0,0,14,0,0,0
2009-11-01,31,0,0,0,0,44,0,0,0,0,0,0,0,30,0,0,0,0,0,54,60,0,0,18,0,0,0,49,15,0,0,94,0,0,0,17,0,0,16,70,0,18,50,0,0,0,0,0,0,22,0,0,0,94,0,43,0,0,0,0,15,100,0,34,0,0,0,16,0,0,16,0,0,0,0,0,43,16,0,0,0,13,0,15,0,17,0,0,0,0,0,0,0,32,15,0,0,30,0,0,0,16,15,0,21,28,0,0
2009-12-01,19,0,0,0,26,41,0,0,0,0,0,0,0,0,0,0,0,20,0,56,0,0,0,0,0,0,0,50,0,0,17,0,0,53,0,18,0,16,0,72,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,51,15,0,0,16,0,0,0,18,0,12,0,0,0,32,0,0,0,8,0,0,0,17,0,0,0,0,23,0,0,16,23,10,0,30,0,61,0,0,23,0,22,0,0,0
2010-01-01,17,17,0,17,23,46,0,0,0,0,16,0,0,56,0,26,27,0,0,0,0,0,0,0,0,0,0,30,21,0,0,0,0,0,0,16,0,15,15,0,0,0,23,0,0,0,0,28,0,20,0,0,28,0,0,0,23,10,0,0,0,0,0,20,14,0,61,15,0,49,15,0,0,0,0,16,40,36,0,29,0,14,0,14,0,15,0,0,0,0,0,0,28,0,14,0,0,0,0,0,0,24,0,0,39,0,0,0
2010-02-01,23,0,0,0,25,58,0,17,0,0,0,53,0,0,0,28,0,0,0,0,0,0,4,18,0,0,0,0,0,30,16,0,0,51,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,22,90,8,0,0,0,43,0,16,0,0,0,0,0,12,29,0,0,20,0,0,16,0,0,11,0,0,0,0,0,0,0,7,0,29,0,16,0,0,0,0,0,0,30,23,15,20,30,0,0,0,0,15,22,0,14,0,0,0
2010-03-01,14,0,0,0,23,41,100,31,39,0,0,96,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,60,14,0,15,0,0,0,0,32,0,15,0,0,0,0,23,0,0,0,0,27,0,20,0,7,14,0,0,0,0,14,0,0,14,0,0,17,13,0,61,17,0,0,22,0,0,10,0,17,0,29,0,0,0,11,0,27,0,15,60,0,0,0,0,0,28,14,13,18,0,0,0,0,0,22,0,0,26,0,0,0
2010-04-01,15,0,34,0,25,31,0,25,0,0,0,0,0,30,0,0,0,0,20,0,0,0,0,0,0,0,0,32,15,0,16,0,0,51,0,0,0,0,0,0,0,0,24,0,65,0,0,29,0,22,0,0,30,0,0,0,0,10,0,0,0,0,0,9,0,0,0,23,0,0,16,0,0,17,0,0,0,41,0,0,0,17,0,15,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,15,15,0,21,0,0,0
2010-05-01,23,0,17,0,24,31,0,16,0,56,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,16,0,0,0,0,34,0,0,15,0,0,0,0,0,64,38,0,0,0,0,0,0,0,0,0,42,0,10,0,50,0,0,0,33,19,0,0,15,0,0,0,0,0,11,0,17,0,46,0,30,0,7,0,14,0,0,0,0,0,0,0,0,0,30,14,19,0,0,0,0,0,0,14,0,0,0,0,0
2010-06-01,17,0,0,19,27,55,0,0,0,0,19,56,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,71,16,0,0,0,0,55,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,100,0,0,0,11,0,0,16,0,0,13,16,0,0,8,0,0,0,0,0,0,0,19,0,25,0,0,0,8,0,0,0,0,0,0,0,33,0,0,0,17,0,11,0,32,0,0,0,0,0,0,23,0,0,0
2010-07-01,17,0,19,0,28,44,0,19,0,0,20,0,0,34,0,0,33,0,22,60,0,0,0,20,0,0,0,0,25,0,18,0,0,0,0,0,0,0,0,0,0,0,27,91,0,0,0,0,0,0,100,9,16,0,0,48,0,23,0,0,16,0,0,28,0,0,0,17,0,0,17,0,0,12,0,20,0,26,0,0,0,8,0,16,0,18,74,0,0,0,0,0,34,17,16,11,0,0,0,0,0,0,33,0,23,0,0,0
2010-08-01,39,19,0,0,26,37,0,0,0,0,0,0,0,0,0,0,32,21,21,0,0,0,0,19,0,0,0,0,0,0,17,100,0,0,35,18,0,0,0,73,0,19,26,0,0,0,0,32,0,0,0,8,16,0,0,45,0,0,0,0,0,0,75,26,15,0,0,21,0,56,17,0,100,12,0,0,45,17,0,33,57,16,0,16,0,35,0,0,0,32,0,0,0,0,31,0,0,0,0,0,0,22,0,0,30,0,0,0
2010-09-01,30,0,17,0,24,30,0,16,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,19,0,14,0,15,0,0,0,0,0,0,30,30,0,0,0,31,0,0,0,0,0,15,21,0,7,0,0,0,41,0,10,0,0,29,0,0,30,0,0,63,13,0,50,30,0,0,22,0,0,0,30,0,30,0,7,0,0,0,32,0,0,0,0,0,0,57,0,14,0,0,0,0,57,0,15,0,0,34,0,0,0
2010-10-01,23,0,0,0,0,49,0,15,0,0,0,70,0,0,0,25,0,18,0,0,53,0,3,23,0,0,18,29,13,0,0,0,41,91,44,26,0,0,14,0,0,0,36,0,0,0,0,52,0,19,0,0,20,0,0,38,0,0,0,0,13,0,0,17,13,0,0,21,0,0,28,0,0,20,0,0,38,23,0,0,0,33,53,13,0,15,0,0,0,0,0,0,53,0,13,9,0,0,0,0,0,21,0,0,31,0,0,0
2010-11-01,26,0,0,0,35,40,0,28,0,0,15,0,0,0,0,0,0,17,17,0,0,0,3,15,0,0,0,27,12,25,13,0,38,42,27,14,0,13,13,58,0,0,21,0,0,0,0,0,0,0,0,0,18,0,0,0,0,13,0,0,12,0,0,34,12,0,0,20,24,0,13,0,0,19,0,0,0,13,0,0,0,23,0,24,0,14,0,0,0,0,0,0,25,13,12,0,0,49,0,0,100,13,12,0,0,0,0,0
2010-12-01,35,0,14,0,21,40,0,28,0,0,0,0,0,25,0,0,0,0,17,45,49,0,3,0,0,0,17,0,21,0,0,0,0,0,27,29,0,13,20,0,0,0,27,0,0,0,0,0,13,18,0,6,12,0,0,0,0,13,0,0,12,0,0,44,0,0,0,16,0,0,13,0,0,14,0,0,0,30,0,0,0,6,0,0,0,0,0,0,0,0,0,0,25,13,0,0,0,0,0,49,0,13,0,0,18,0,0,0
2011-01-01,16,0,10,0,23,28,0,10,0,0,0,0,0,18,0,34,18,0,0,0,72,0,0,11,0,0,0,20,0,18,0,0,0,31,0,10,0,14,0,0,0,0,30,0,40,0,0,36,9,13,0,0,12,0,0,26,0,16,0,0,9,0,0,22,9,0,79,19,0,32,9,0,0,13,0,0,0,25,0,0,0,9,0,18,0,10,0,43,0,0,0,0,18,9,9,12,0,18,0,36,0,9,9,0,21,0,0,46
2011-02-01,20,0,0,0,16,48,0,0,0,0,0,0,0,0,0,0,0,26,0,0,39,0,0,0,0,0,0,21,10,0,0,0,0,32,0,11,0,13,10,0,0,11,16,0,43,0,0,28,0,14,0,5,14,0,62,68,0,13,100,0,0,0,0,32,9,0,0,10,0,34,10,11,0,7,0,11,0,20,0,0,0,10,0,9,0,11,0,0,0,0,14,0,26,10,10,6,0,0,0,38,0,10,10,0,18,0,0,0
2011-03-01,9,11,0,0,15,36,63,10,25,35,11,0,0,27,0,17,0,12,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,9,0,0,0,21,30,0,0,0,0,18,9,13,0,5,0,0,0,34,0,6,0,0,0,0,42,22,0,0,39,7,0,0,0,0,0,7,0,0,0,22,0,0,0,4,0,18,0,10,0,0,0,0,0,0,30,14,9,6,0,18,0,0,0,14,9,19,8,0,0,0
2011-04-01,33,12,12,24,34,30,0,22,28,0,0,0,0,20,0,19,0,13,0,0,0,0,0,0,0,0,0,32,10,0,11,63,0,0,0,0,0,10,0,0,0,0,25,55,0,0,0,0,0,0,60,0,10,0,0,57,17,21,0,0,20,0,0,15,16,0,0,11,20,35,0,0,0,7,0,0,0,17,0,0,0,20,0,20,0,11,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,31,10,22,33,19,0,0
2011-05-01,25,12,11,17,16,56,0,0,40,0,0,0,0,19,0,18,0,0,0,34,38,0,0,11,0,0,13,21,28,0,10,0,29,32,41,22,0,10,10,0,0,11,26,52,0,0,0,19,10,14,0,0,19,0,61,27,32,7,0,0,0,0,0,28,0,0,0,12,0,0,17,0,0,11,0,11,0,30,0,0,0,8,0,9,0,0,0,0,0,0,0,0,19,10,19,13,0,0,0,38,0,15,9,21,13,0,0,0
2011-06-01,22,12,0,12,0,43,0,11,28,0,0,0,0,0,0,0,20,0,0,0,40,0,0,18,0,0,0,22,10,0,11,0,0,34,22,12,0,0,10,0,0,0,33,0,0,0,0,19,0,14,0,0,10,62,0,0,0,14,0,34,10,0,46,10,10,0,43,14,0,0,10,0,0,11,0,12,0,31,0,0,0,10,39,15,0,17,44,0,0,0,0,0,20,0,0,13,0,19,0,39,0,27,20,43,51,0,0,0
2011-07-01,51,12,0,12,34,43,0,17,29,0,0,0,0,0,0,0,0,13,14,72,40,0,0,24,0,0,0,22,0,0,11,0,0,0,22,12,0,11,11,0,0,0,17,0,0,0,0,20,10,22,61,0,10,0,0,29,0,0,0,0,0,0,0,19,10,28,0,9,0,0,21,11,0,0,0,0,0,18,0,0,0,13,0,0,0,11,44,0,0,0,15,0,61,0,10,7,0,0,0,0,0,21,10,0,14,0,0,0
2011-08-01,56,0,12,0,17,54,0,22,0,0,12,0,0,31,0,0,20,14,0,0,0,0,3,12,100,0,0,44,10,0,11,63,0,0,22,24,0,21,0,47,0,0,22,0,0,0,0,20,11,15,0,5,0,0,0,29,17,21,0,0,0,0,0,19,20,0,0,14,0,36,21,23,0,8,0,12,0,39,0,0,0,19,40,0,0,11,0,0,56,0,0,0,20,11,10,0,0,0,0,0,0,11,10,0,43,0,0,0
2011-09-01,29,0,11,12,24,30,0,11,27,37,0,0,0,19,55,18,19,0,0,0,0,0,0,12,0,0,0,0,10,0,10,0,0,0,21,11,0,0,10,0,0,12,32,0,0,0,0,19,0,14,0,0,10,0,0,28,0,10,0,0,10,0,0,26,9,0,42,7,0,0,10,0,0,18,0,12,0,20,0,0,0,16,38,14,0,21,0,0,0,20,0,0,20,10,14,11,19,0,0,0,0,10,24,21,46,0,0,0
2011-10-01,62,0,16,0,15,47,64,10,38,34,0,31,0,0,0,0,36,12,12,0,0,0,0,11,0,0,18,32,0,0,10,0,0,0,59,10,0,9,9,0,0,11,20,0,0,0,0,53,9,13,0,0,18,0,0,0,15,6,0,0,0,0,0,22,12,0,0,14,0,0,9,10,0,13,0,11,0,41,0,0,0,79,0,9,0,15,40,0,0,18,0,0,24,9,18,12,0,0,0,35,0,14,9,0,17,0,68,45
2011-11-01,53,0,15,0,34,41,0,0,25,0,0,31,0,70,0,0,17,23,12,0,0,0,0,10,0,0,12,50,0,17,28,54,26,0,19,15,0,18,9,0,0,0,43,0,0,23,0,17,0,13,0,0,9,0,0,50,14,6,0,0,9,0,0,31,11,0,0,8,0,31,12,10,0,13,0,0,50,42,0,0,0,17,0,13,0,10,0,0,47,0,0,0,17,0,31,0,0,17,19,0,0,18,22,19,20,16,0,0
2011-12-01,39,0,10,10,19,45,0,29,24,0,10,0,0,26,0,16,0,11,0,0,0,0,0,0,0,70,0,19,13,0,9,0,0,0,19,10,0,9,9,0,0,0,14,0,0,22,0,0,18,25,0,0,17,54,0,37,0,12,0,0,0,0,0,45,8,24,75,23,0,30,9,20,54,10,0,0,0,45,0,0,0,13,0,0,0,19,0,0,0,0,0,0,43,0,13,6,0,17,0,0,0,18,13,0,8,0,0,0
2012-01-01,55,0,9,9,26,47,0,17,0,30,9,0,0,31,0,29,15,10,10,0,0,0,2,9,0,0,10,100,23,0,8,0,0,0,0,9,0,0,0,0,0,9,34,0,0,0,0,15,8,11,0,8,15,0,49,44,0,21,0,0,8,0,36,26,11,0,34,9,0,41,16,9,0,11,0,9,0,27,0,0,0,13,0,15,0,8,0,0,0,0,0,0,15,8,15,5,0,15,0,30,0,12,8,17,29,0,0,0
2012-02-01,32,0,9,0,27,37,0,23,23,32,10,58,0,16,0,0,16,0,11,0,32,0,0,10,81,0,22,0,16,0,9,0,0,42,0,23,0,11,8,0,0,0,36,0,0,0,23,0,0,12,0,0,8,0,0,23,0,6,0,0,8,0,0,20,8,0,36,6,0,29,9,0,0,15,0,10,0,57,0,0,0,8,0,8,0,14,0,0,0,0,12,0,33,0,13,9,0,16,0,32,0,14,8,0,15,0,0,0
2012-03-01,38,10,9,0,13,44,0,18,45,0,0,28,0,32,0,30,16,0,16,29,0,0,3,9,0,0,11,17,8,0,35,0,25,55,0,9,0,8,13,0,0,19,62,44,0,0,0,16,0,12,96,4,16,0,0,0,0,6,0,0,8,0,0,18,10,0,0,11,0,28,8,9,0,12,0,10,23,45,0,33,0,10,0,8,0,0,0,0,0,16,0,0,32,0,8,18,0,16,0,0,0,21,0,0,23,0,0,0
2012-04-01,33,10,20,10,19,47,0,14,0,0,10,30,0,17,0,0,0,11,0,0,34,0,0,10,0,0,11,19,8,0,14,53,0,0,0,10,0,0,9,0,0,0,14,0,38,0,0,34,9,12,0,0,25,0,0,37,0,6,0,0,0,0,0,14,8,0,0,10,0,30,13,0,0,19,0,0,0,48,0,18,0,9,0,13,9,0,0,0,0,0,0,0,52,0,11,15,0,34,0,0,0,18,0,0,24,0,65,0
2012-05-01,28,0,10,10,28,53,0,19,0,0,10,0,0,17,0,16,0,11,11,0,0,0,0,25,0,0,11,0,12,0,13,0,0,29,18,19,0,9,9,0,0,0,50,0,0,0,0,0,9,0,0,4,17,0,0,24,14,6,0,0,0,0,38,19,11,0,0,11,0,0,15,9,0,31,0,0,0,38,0,0,0,8,0,12,0,23,0,0,0,0,0,0,33,9,8,24,0,0,0,0,0,14,8,18,39,0,0,0
2012-06-01,23,10,10,10,29,56,0,0,24,0,10,30,0,35,0,0,0,12,0,0,0,0,0,10,0,0,0,19,13,0,19,0,0,30,0,10,0,27,0,41,0,10,29,47,0,23,0,34,0,13,0,0,14,0,0,0,0,12,0,0,9,0,0,22,17,0,0,8,17,31,9,10,0,26,73,16,25,39,100,0,0,4,0,17,9,14,39,0,48,18,0,0,18,0,26,12,0,17,0,0,0,18,13,19,37,0,0,0
2012-07-01,35,0,10,11,38,39,0,40,26,0,0,64,0,36,0,0,0,0,0,33,0,0,2,27,0,74,0,19,27,0,0,0,0,31,20,11,0,9,0,0,0,11,35,0,0,0,0,18,0,13,0,0,22,0,0,39,15,16,0,0,23,0,0,23,15,0,0,16,18,32,9,10,0,14,0,0,26,25,0,0,0,9,0,27,0,10,0,0,0,0,13,0,18,0,13,8,0,35,0,36,0,19,13,20,51,0,0,45
2012-08-01,28,11,10,0,15,37,64,10,0,35,0,0,0,24,0,17,0,24,12,33,36,0,0,0,0,0,0,20,0,0,19,56,0,0,0,10,0,0,14,42,0,0,50,0,0,0,38,53,9,0,0,0,9,0,58,43,0,6,0,0,18,0,42,43,9,0,80,8,18,64,9,0,0,7,0,0,0,38,0,0,0,12,0,22,13,10,60,0,0,0,13,0,18,0,9,12,0,18,0,36,0,14,13,20,47,17,0,0
2012-09-01,39,10,10,10,14,44,0,19,24,0,10,91,0,35,0,16,0,0,11,0,34,0,2,0,0,0,11,74,0,0,9,0,0,0,0,15,0,0,9,40,0,10,56,0,0,0,24,25,0,12,0,4,8,0,0,25,0,12,0,0,8,0,0,14,17,0,0,16,17,0,13,0,0,13,0,10,24,45,0,0,0,19,0,8,0,9,0,0,47,17,0,0,26,0,11,11,0,0,28,34,69,9,9,0,36,0,0,0
2012-10-01,46,0,13,0,38,30,0,8,43,0,9,27,0,26,43,0,30,10,10,0,0,0,2,9,0,0,10,33,8,0,8,48,23,0,17,9,0,8,20,0,0,9,42,0,34,0,0,15,8,0,0,8,15,0,0,22,0,11,0,0,8,0,0,30,17,0,33,10,15,27,8,0,0,17,0,0,22,45,0,0,0,80,0,8,0,8,0,0,0,0,0,0,31,16,15,8,0,0,0,30,0,18,11,0,29,0,0,0
2012-11-01,40,0,9,0,12,35,0,17,0,0,9,26,0,38,0,14,15,0,10,0,0,0,4,0,0,0,10,16,0,15,8,0,30,0,0,13,0,8,8,0,0,18,33,0,0,0,21,0,0,11,0,0,22,0,0,21,0,13,0,0,7,0,0,42,15,0,0,21,15,26,10,8,47,8,63,0,21,34,0,0,0,33,30,7,7,12,0,0,0,0,0,0,30,8,22,16,0,29,0,29,0,15,7,0,21,0,0,0
2012-12-01,47,0,9,0,19,33,0,13,21,0,0,0,0,15,0,0,0,0,0,0,59,0,2,0,0,0,0,16,0,0,8,0,0,25,0,0,0,8,8,0,0,0,37,0,34,0,0,15,8,18,45,0,10,0,48,21,0,8,0,0,0,0,0,61,15,0,65,18,0,26,16,8,0,17,0,0,21,34,0,16,0,12,0,11,0,17,33,36,0,0,11,0,35,0,7,7,0,15,16,29,0,16,15,0,14,0,0,0
2013-01-01,38,0,8,8,11,42,47,15,19,0,8,23,0,40,0,0,0,0,9,0,26,0,0,0,0,0,9,14,10,13,10,0,20,34,29,8,0,0,7,0,0,8,29,36,0,0,0,0,0,19,0,0,11,0,0,38,0,7,0,0,7,0,0,32,13,0,58,15,0,0,14,0,0,27,0,8,19,30,0,0,0,7,53,6,7,7,0,0,0,13,0,0,27,14,13,7,0,0,14,26,0,9,13,0,31,0,0,0
2013-02-01,34,0,8,0,48,38,0,0,0,28,0,0,0,24,0,0,14,10,29,0,29,0,2,0,0,0,10,0,11,0,8,0,0,0,0,8,0,0,15,0,0,12,64,0,0,0,0,29,7,10,0,0,10,0,0,0,0,13,0,0,7,0,67,21,35,0,32,9,0,0,8,0,46,16,0,9,0,43,0,0,0,13,0,14,14,8,0,0,0,0,11,0,22,8,14,13,0,14,0,29,0,23,7,16,17,0,55,0
2013-03-01,22,8,8,0,16,33,0,22,0,0,0,23,0,22,0,0,13,9,13,0,26,0,0,0,0,53,18,21,7,0,12,0,0,0,14,8,0,7,7,0,0,0,29,0,0,0,0,52,7,0,0,3,11,0,0,28,0,5,0,22,7,0,30,16,21,0,29,9,13,23,16,0,0,22,0,0,19,41,0,14,0,5,0,13,0,0,29,0,0,13,0,0,22,7,19,7,0,17,0,0,0,11,13,0,22,0,100,0
2013-04-01,46,8,20,0,19,34,0,12,20,0,0,25,0,28,0,26,14,0,28,0,28,0,0,8,0,0,9,15,14,0,10,0,0,0,15,49,0,7,0,32,0,13,58,38,31,0,0,14,0,10,0,0,14,0,0,27,0,10,0,0,14,0,0,10,27,0,0,11,0,0,0,0,0,16,0,0,20,37,0,0,0,5,28,9,7,8,0,0,0,0,10,0,33,7,14,16,0,14,0,28,0,15,7,0,23,0,0,0
2013-05-01,27,8,8,25,24,62,0,31,30,27,0,50,0,14,0,0,14,9,14,0,28,100,0,8,0,0,10,15,7,0,15,0,0,48,16,12,0,7,11,33,0,0,31,0,31,18,0,28,0,0,0,4,7,0,0,20,0,15,0,0,14,0,33,7,12,0,31,15,0,0,7,16,0,26,0,0,40,39,0,0,0,8,0,21,0,0,31,0,39,0,10,0,19,7,7,11,0,21,0,28,0,22,7,0,20,0,0,0
2013-06-01,34,0,8,11,24,62,0,12,20,28,9,0,0,22,0,20,14,0,0,0,87,0,0,17,0,0,0,24,14,0,8,0,0,25,0,8,0,8,8,0,0,0,100,0,0,0,0,14,7,11,0,0,11,0,0,21,12,5,0,0,7,0,34,11,18,0,32,13,0,26,8,0,0,11,0,9,0,46,0,0,0,5,29,11,0,8,32,0,40,15,11,0,29,15,21,12,0,14,0,43,0,13,7,16,41,0,0,0
2013-07-01,26,0,9,9,17,52,0,17,21,29,9,27,0,15,0,14,15,10,0,27,30,0,0,22,0,0,0,16,12,0,14,0,0,26,0,9,0,8,12,0,0,9,75,41,34,0,0,15,0,11,45,0,11,0,0,22,0,8,0,0,7,0,35,14,11,0,0,9,15,27,11,9,0,14,0,18,0,50,0,16,0,4,0,7,0,8,0,0,83,0,0,0,40,8,15,7,0,0,0,30,0,31,7,16,64,0,0,0
2013-08-01,15,9,18,0,25,42,0,42,43,29,0,27,0,31,0,28,23,10,0,27,45,0,0,18,0,0,10,16,11,0,8,47,0,0,33,9,0,8,16,35,0,9,50,0,0,0,0,30,0,11,0,4,19,0,0,22,0,0,0,0,7,0,0,13,7,21,0,16,0,0,8,0,0,8,0,18,0,34,0,0,0,14,0,7,0,0,0,0,42,0,0,0,15,0,25,5,0,30,0,0,0,16,15,0,46,0,58,0
2013-09-01,40,17,8,8,18,35,0,20,20,28,0,25,0,14,0,39,0,9,9,26,28,0,0,8,0,0,9,0,7,0,8,0,21,49,41,8,0,7,7,32,0,8,78,39,0,0,0,14,7,0,43,0,7,0,0,20,0,5,0,0,11,0,65,25,14,0,31,11,14,25,12,8,0,11,0,8,0,29,0,15,0,20,0,7,0,12,0,0,0,14,0,0,19,0,21,9,0,28,0,28,0,26,11,0,17,13,0,0
2013-10-01,42,8,8,15,22,43,0,15,18,0,0,0,0,31,0,12,0,9,13,24,26,0,2,0,0,0,9,14,6,0,7,0,20,0,14,11,0,21,9,31,0,0,51,0,0,0,0,13,7,9,0,3,13,0,42,0,11,5,0,0,13,44,30,14,9,0,29,13,13,23,14,22,0,12,0,0,19,21,0,0,0,84,26,16,0,7,29,0,0,13,0,0,13,7,19,9,0,13,0,0,0,20,6,14,31,0,0,0
2013-11-01,39,0,0,0,16,47,45,7,19,0,8,34,0,22,0,12,13,18,9,69,0,0,2,8,0,0,9,23,6,0,7,0,0,90,14,8,0,7,10,89,0,8,46,0,0,17,0,19,0,0,0,0,11,40,0,19,11,0,0,43,6,0,0,9,15,0,43,12,13,22,17,0,40,10,0,15,19,41,0,0,0,29,0,6,0,7,0,0,0,0,0,0,13,14,22,6,0,19,14,38,0,17,13,0,30,0,0,0
2013-12-01,34,8,7,0,21,46,47,11,18,0,0,23,0,22,0,36,0,9,9,23,0,0,2,0,0,0,13,42,6,13,7,0,20,0,0,7,0,13,10,30,0,8,81,0,0,0,0,13,0,16,0,3,10,0,41,19,0,9,0,0,6,43,0,37,13,0,42,15,0,23,13,22,0,5,0,8,18,34,0,0,0,11,0,6,0,12,28,30,0,13,10,0,19,20,13,4,13,19,0,51,0,13,6,14,33,0,0,0
2014-01-01,36,7,13,7,16,43,0,13,16,0,0,20,0,27,32,11,0,8,8,21,35,0,0,20,0,0,8,38,9,11,8,36,0,0,13,13,0,6,12,53,0,7,64,0,0,15,16,23,6,17,34,3,15,0,37,25,0,10,0,0,6,0,27,11,11,0,25,12,0,51,10,7,37,13,0,14,16,26,0,12,0,11,0,17,0,9,0,0,0,12,0,0,31,18,23,8,0,23,0,23,0,8,15,13,30,0,0,0
2014-02-01,25,0,8,8,18,50,0,11,0,25,8,23,0,26,37,0,0,13,0,0,26,0,2,0,0,0,9,19,19,0,12,0,20,66,14,15,0,14,0,0,0,8,61,0,0,17,0,51,7,9,39,3,9,41,0,19,0,18,0,22,6,0,30,8,8,0,0,11,0,23,10,11,0,12,0,0,19,29,0,0,0,6,0,9,0,0,43,0,35,0,0,0,13,7,6,10,0,0,0,51,0,13,10,14,40,0,0,0
2014-03-01,26,0,0,7,13,48,0,23,25,0,0,21,0,44,0,55,0,0,8,21,35,0,2,0,0,0,0,13,0,12,17,0,18,0,0,14,0,19,6,28,100,0,75,0,52,0,0,64,0,9,36,3,10,0,0,23,10,0,0,0,6,39,0,7,12,0,26,13,0,21,19,7,38,18,0,0,0,47,0,0,0,6,0,9,6,7,0,28,33,12,9,0,36,22,18,9,0,12,13,23,0,20,6,13,31,11,0,0
2014-04-01,27,8,15,11,16,58,0,14,0,0,0,23,0,34,0,12,13,9,17,23,25,0,2,11,0,0,0,21,6,0,7,0,0,0,14,0,0,0,10,0,0,8,56,0,0,0,0,32,7,9,0,0,11,0,0,0,0,9,0,0,16,0,44,16,9,0,28,8,0,23,11,7,0,22,0,0,0,31,0,0,0,3,0,9,6,11,0,30,35,13,0,0,26,7,13,14,0,13,0,0,0,15,6,0,12,0,0,0
2014-05-01,32,8,7,8,37,77,91,11,27,24,8,22,0,26,36,12,19,34,17,23,25,0,0,15,0,0,9,28,6,0,9,40,20,22,14,15,8,13,13,30,0,8,67,0,0,0,0,13,13,0,0,3,10,0,41,0,11,0,0,0,13,43,30,12,19,0,28,23,0,23,10,7,0,14,0,0,28,38,0,0,0,12,0,19,0,11,28,0,0,13,0,0,26,10,13,28,0,0,0,0,0,20,19,0,39,12,0,0
2014-06-01,29,0,8,11,18,42,0,28,20,27,17,25,0,22,0,20,14,26,15,26,43,0,6,8,0,0,10,0,14,0,8,88,0,49,16,14,0,0,8,66,0,9,59,59,0,19,0,28,7,10,0,6,11,0,0,21,12,5,0,0,7,0,0,13,7,0,0,16,0,0,7,8,0,13,0,8,20,47,0,0,0,10,0,0,0,11,31,0,0,0,0,0,38,11,14,14,0,14,0,29,0,15,7,16,54,0,0,0
2014-07-01,34,9,8,9,28,49,0,24,0,56,9,26,0,22,0,27,36,10,0,26,29,0,4,13,0,0,15,21,12,0,13,0,0,100,0,17,9,8,8,34,0,9,92,0,0,0,0,43,8,11,0,4,14,0,0,21,0,5,0,0,14,0,0,12,7,0,0,18,0,26,8,8,0,16,0,0,21,20,0,0,0,9,0,11,0,8,0,35,40,15,0,0,29,8,19,10,0,14,0,29,0,15,14,32,90,0,56,0
2014-08-01,46,0,8,9,16,45,0,33,0,0,9,26,0,44,0,0,14,16,15,26,29,0,0,13,0,0,10,16,7,0,0,0,0,25,16,14,0,0,8,34,0,0,85,40,0,19,0,14,8,21,0,4,7,0,0,21,12,10,0,0,11,49,34,16,7,21,48,19,22,26,10,8,0,16,0,13,0,26,0,0,0,16,0,14,0,8,32,0,40,15,0,0,20,0,22,16,0,14,0,0,0,25,14,0,66,0,55,0
