date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Honeydew Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Mandarin Oranges,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2009-06-01,13,21,0,26,19,12,0,16,0,10,0,0,0,0,0,0,12,32,17,0,17,0,19,0,0,0,0,0,100,19,17,13,19,0,0,0,8,15,21,0,16,19,0,0,37,12,0,0,0,0,48,0,0,0,0,0,13,0,21,0,24,8,0,47,0,42,0,0,0,13,0,19,21,24,12,0,13,0,0,8,0,12,0,24,0,33,13,0,0,0,51,0,0,0,0,0,0,0,8,32,0,0,0,12,0,0,0,19,19,0,17,9,0,0,0
2009-07-01,0,27,0,24,17,11,0,15,17,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,17,34,0,0,7,0,8,0,14,0,0,0,0,56,0,0,0,0,0,0,0,16,66,0,12,0,0,14,0,0,0,42,0,38,0,0,0,12,14,0,20,22,0,0,12,0,0,10,0,11,0,25,0,0,29,0,0,0,23,0,66,0,81,0,0,0,7,22,26,0,0,0,0,0,0,22,0,100,0,28,0,0,0
2009-08-01,0,38,31,23,17,21,0,17,17,17,22,0,59,0,0,0,0,0,0,0,15,0,0,9,0,0,11,0,0,8,0,11,17,0,0,0,0,0,8,0,0,0,17,0,0,36,0,22,0,0,0,0,0,0,0,0,12,0,0,13,0,7,0,0,0,19,0,0,0,11,0,0,0,21,0,0,0,0,0,11,0,14,19,11,0,29,29,0,0,0,23,0,0,0,0,0,0,0,14,14,0,11,0,11,0,15,0,14,0,0,0,31,0,0,52
2009-09-01,0,28,16,25,18,11,0,21,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0,0,0,0,0,9,0,12,18,0,0,0,8,0,13,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,68,0,18,0,0,14,0,7,0,0,0,0,0,0,0,0,14,0,0,16,0,0,12,0,0,20,0,11,0,15,0,30,24,0,0,0,24,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,22,0,0,0,12,0,0,0
2009-10-01,0,19,0,22,16,19,0,10,0,16,0,0,0,0,0,0,0,0,14,0,0,12,0,0,0,0,0,0,0,8,0,31,0,0,0,0,7,12,7,0,13,21,16,0,61,25,0,0,0,0,39,0,0,0,0,16,11,0,0,0,20,7,0,0,0,0,0,0,0,0,12,0,0,34,0,0,0,39,0,7,0,10,0,23,0,0,37,0,0,0,21,0,0,0,73,0,0,0,10,13,32,10,0,19,0,0,0,8,16,0,0,0,0,100,48
2009-11-01,0,34,0,22,16,10,0,13,0,8,0,0,0,0,0,0,0,14,15,0,0,13,34,0,0,0,0,0,0,0,15,0,16,16,0,0,0,13,13,0,27,15,17,0,0,40,0,0,0,0,0,0,0,0,0,0,11,0,18,13,21,7,0,0,0,18,0,0,0,11,13,0,0,10,0,0,11,0,0,5,0,0,0,14,0,29,28,0,0,0,22,0,0,0,77,0,21,0,7,14,17,0,0,0,0,0,0,24,17,0,0,20,11,0,0
2009-12-01,0,18,0,0,0,0,0,8,0,8,0,100,0,0,0,0,13,0,0,14,15,0,0,18,0,0,11,0,0,8,15,11,0,0,0,0,7,0,15,0,0,0,0,0,32,39,0,21,0,0,0,0,0,15,0,0,22,0,0,19,0,7,0,0,0,17,0,0,0,11,0,0,0,10,0,0,0,0,0,5,0,10,0,20,0,0,22,0,0,0,43,49,0,0,76,0,0,0,0,13,16,10,0,15,0,0,0,12,16,0,15,7,0,0,49
2010-01-01,0,39,14,21,0,9,0,10,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,8,14,10,15,0,0,0,6,0,7,0,0,10,30,0,0,18,0,0,0,0,38,0,0,0,57,0,0,0,0,24,0,6,0,0,0,17,0,0,0,10,12,0,0,19,9,0,10,0,0,10,0,9,34,19,0,26,31,0,0,0,0,0,0,0,0,0,0,0,6,13,30,0,0,9,0,0,0,17,0,0,0,17,0,0,0
2010-02-01,0,22,15,0,17,10,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,22,0,0,8,0,0,0,0,0,0,0,0,12,0,0,17,17,0,65,20,0,22,0,0,0,0,0,0,0,0,11,0,0,13,0,7,0,0,0,18,0,0,0,0,26,0,0,21,0,0,0,82,0,6,0,10,19,10,0,29,11,0,63,0,0,0,0,0,0,0,21,0,0,0,17,10,14,17,0,14,0,8,17,0,0,11,0,0,0
2010-03-01,0,30,0,17,13,8,0,18,0,0,0,0,44,0,0,94,12,0,0,0,0,10,0,7,0,0,0,8,0,6,0,0,0,25,0,0,0,10,6,0,11,17,0,0,25,52,0,0,0,0,32,0,0,0,0,0,9,0,0,14,0,5,0,0,0,21,0,0,0,0,0,0,0,13,0,0,17,31,0,11,0,12,0,21,0,22,0,0,0,0,34,0,0,0,0,0,0,0,0,11,13,8,0,16,0,0,0,22,13,0,0,19,0,0,0
2010-04-01,0,30,0,18,13,11,0,20,13,0,0,0,0,0,0,0,8,0,12,0,0,0,13,0,0,0,0,0,0,6,12,9,0,0,11,0,5,0,10,0,11,0,13,0,25,23,0,0,0,13,0,0,0,12,0,0,17,0,0,0,0,5,0,0,0,0,0,0,12,9,10,0,0,18,8,0,13,0,0,11,0,8,22,21,0,44,17,0,0,0,26,0,0,0,0,0,16,0,11,11,13,8,0,8,0,0,0,13,0,0,0,15,0,0,0
2010-05-01,9,37,0,19,0,17,100,13,0,27,17,0,46,0,0,0,8,0,0,0,0,11,0,0,0,0,9,0,71,0,0,0,0,0,0,0,0,11,6,0,0,18,14,0,26,16,0,18,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,33,0,0,0,0,0,9,0,0,0,8,0,0,9,0,0,9,0,8,15,9,0,0,18,0,0,0,27,0,0,0,64,0,0,44,0,11,14,8,0,17,0,0,0,13,14,0,12,12,0,0,0
2010-06-01,0,36,12,18,26,8,0,10,0,7,0,0,0,100,0,0,8,0,24,0,12,0,0,7,0,0,9,0,0,0,12,9,0,0,0,0,6,10,8,0,11,0,0,0,26,13,0,17,0,0,33,0,0,0,0,0,18,0,0,10,0,6,23,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,9,0,0,0,8,0,23,9,0,0,0,18,0,0,0,0,55,0,0,14,16,0,0,0,8,0,0,0,9,0,0,12,10,0,0,0
2010-07-01,0,28,11,0,0,17,0,16,0,15,0,0,41,0,0,87,0,0,0,0,0,0,0,0,0,0,16,0,0,6,0,8,12,0,0,0,5,19,6,0,0,8,0,0,23,19,39,16,0,0,0,0,0,0,45,0,8,0,0,10,15,5,0,58,0,13,0,0,0,8,9,0,0,7,0,0,8,0,0,8,0,11,27,20,0,0,12,0,0,0,31,0,0,0,0,0,0,0,10,10,12,0,0,15,0,0,0,12,12,0,0,22,0,0,0
2010-08-01,0,41,10,0,11,7,0,17,0,9,0,0,39,0,0,0,0,0,10,10,0,9,11,0,0,0,0,0,0,0,10,15,11,0,0,0,5,0,8,0,9,0,0,0,0,21,0,15,0,0,29,0,0,0,0,0,8,0,13,23,0,14,0,0,0,13,0,0,0,0,0,0,13,14,0,0,8,28,0,9,0,0,0,19,0,19,23,0,0,0,15,0,0,0,0,0,0,0,10,14,12,7,0,19,0,0,0,20,23,0,10,14,0,0,0
2010-09-01,0,52,0,17,0,8,0,19,0,6,0,0,0,0,0,0,8,11,0,0,0,0,13,0,0,100,0,0,0,13,0,8,0,0,0,0,0,15,0,0,11,17,13,0,0,13,0,17,0,0,32,0,0,0,0,0,18,0,14,10,0,5,0,0,100,14,0,0,0,0,0,0,0,18,0,0,0,32,0,4,0,8,14,16,0,22,35,0,0,0,34,0,0,0,0,0,0,0,5,0,13,8,0,12,0,0,0,9,0,0,23,12,0,0,0
2010-10-01,0,36,0,0,11,0,0,18,0,5,0,0,37,0,0,0,7,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,99,5,13,5,0,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,11,0,0,9,14,7,0,0,0,0,0,0,0,15,0,11,0,23,0,33,7,0,0,8,0,7,19,21,0,0,7,0,0,0,15,0,0,0,0,0,0,0,5,9,11,7,9,20,0,0,0,14,0,0,10,8,0,0,0
2010-11-01,0,50,0,0,0,7,0,12,0,9,15,73,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,5,0,0,8,12,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,5,0,0,0,0,0,0,0,8,0,0,0,19,0,0,12,29,0,7,0,7,0,22,0,20,27,0,0,0,26,0,45,0,54,0,15,0,10,14,23,0,0,19,0,0,0,8,0,0,0,16,0,0,35
2010-12-01,0,27,11,16,18,12,0,14,0,12,0,0,0,0,0,87,7,0,0,0,0,0,0,7,0,0,12,0,0,6,0,12,0,0,0,0,0,0,11,0,10,12,12,0,23,22,0,0,0,0,59,61,0,11,0,0,8,0,0,19,0,5,0,0,0,13,0,0,0,8,9,0,0,18,0,36,8,29,41,6,0,0,0,30,0,20,20,0,45,0,16,36,0,28,0,0,0,0,5,10,18,7,0,15,0,0,0,14,12,0,0,5,0,0,0
2011-01-01,0,47,11,9,13,8,0,24,0,9,8,0,22,48,15,46,5,0,6,0,0,5,0,0,0,0,4,0,0,3,6,7,6,6,5,0,3,7,5,0,5,4,13,0,12,10,0,17,0,0,16,0,0,0,0,0,6,0,7,12,0,3,0,0,0,7,100,0,0,4,5,6,7,12,0,19,4,15,0,8,0,8,11,30,0,16,19,0,0,0,42,0,0,0,29,0,0,0,8,5,6,8,0,12,0,0,0,8,13,0,6,6,0,0,0
2011-02-01,0,46,6,9,0,8,0,20,0,8,9,0,0,51,17,49,4,0,6,0,6,0,0,6,0,0,5,0,0,3,6,9,7,10,0,0,4,11,8,0,0,0,0,100,26,20,0,9,0,7,0,0,0,10,0,0,5,0,0,13,9,3,0,17,0,7,0,0,0,7,5,7,0,17,0,0,4,17,0,4,0,0,8,11,0,11,9,0,0,0,18,21,0,16,0,0,0,0,4,0,7,0,0,8,21,6,0,14,0,0,12,15,0,43,21
2011-03-01,0,50,8,15,0,12,0,23,6,8,0,0,0,0,0,40,0,0,0,0,0,0,7,0,0,0,4,0,0,4,5,4,0,16,5,50,0,7,3,0,0,4,5,0,11,14,0,0,0,6,0,28,0,0,21,0,4,0,9,11,0,2,0,0,0,6,0,0,0,6,4,0,6,17,0,0,4,13,0,6,0,4,6,16,0,9,11,0,0,0,7,0,0,0,0,23,0,0,5,7,11,6,0,10,0,0,0,8,8,0,0,10,4,35,17
2011-04-01,4,44,0,8,6,8,0,19,0,6,7,0,0,0,0,0,3,0,5,0,0,9,8,0,0,0,0,0,0,3,10,11,8,17,0,0,0,9,7,0,9,9,6,0,22,23,0,7,0,0,0,0,0,0,21,0,12,0,0,0,7,5,0,14,0,6,0,0,0,8,4,6,6,17,0,17,4,0,0,8,0,7,6,14,0,10,17,0,0,14,22,0,0,13,26,0,0,0,7,12,11,5,0,9,0,0,0,7,6,32,5,12,0,36,0
2011-05-01,4,49,5,10,5,14,0,26,5,15,7,0,0,42,0,0,7,0,5,0,0,7,6,6,0,44,4,0,0,4,8,4,11,11,0,0,2,0,6,0,0,4,0,0,0,18,0,0,0,6,14,0,0,5,0,0,0,0,0,10,7,0,0,0,0,6,0,0,5,7,4,0,6,11,0,0,4,0,0,3,0,3,6,8,0,14,11,0,0,13,15,0,21,13,0,23,7,0,6,5,11,7,5,8,0,0,0,14,6,0,5,11,0,0,0
2011-06-01,0,47,5,7,8,12,0,24,5,10,0,0,0,0,14,100,8,0,10,0,0,9,6,6,0,0,0,0,0,5,0,4,5,5,5,0,2,4,9,0,5,5,5,0,0,13,0,14,8,6,0,0,0,5,0,5,9,0,0,9,7,5,0,0,0,6,0,0,0,7,4,0,0,6,0,0,5,13,0,9,0,3,0,18,0,9,28,0,0,0,14,0,0,0,26,0,7,0,5,9,7,5,0,10,0,0,0,10,16,0,10,14,0,0,17
2011-07-01,4,50,8,11,10,7,0,21,0,13,0,0,18,0,0,0,6,4,7,0,5,4,10,3,0,0,5,0,0,0,0,7,5,15,0,0,3,8,7,0,9,10,5,0,10,11,0,7,0,0,0,0,0,5,20,5,7,0,0,15,10,4,0,13,0,9,0,0,0,5,6,0,6,11,3,16,13,26,0,5,0,6,6,15,0,9,19,0,0,0,21,0,0,0,0,0,0,0,4,13,5,0,0,14,0,4,0,6,5,0,0,13,0,0,0
2011-08-01,0,46,5,14,10,7,0,23,5,8,0,0,17,0,0,0,13,4,5,4,0,0,5,6,0,0,7,0,0,4,0,7,7,5,0,0,0,5,10,0,4,0,5,0,10,14,0,0,0,0,19,0,92,0,0,5,14,0,0,15,6,4,0,0,0,6,0,0,5,3,4,0,11,10,6,0,10,0,0,7,0,5,0,10,0,9,19,0,0,0,11,0,0,0,24,0,0,0,6,4,10,6,0,9,0,0,0,7,5,0,5,13,0,0,16
2011-09-01,3,53,9,7,5,9,0,17,0,10,6,0,0,0,0,36,4,4,5,4,0,5,5,4,0,0,3,3,0,2,11,8,0,20,0,45,2,4,5,0,4,4,5,0,0,13,0,7,7,5,25,0,0,5,19,0,17,0,6,7,9,8,0,12,0,5,0,0,5,0,8,0,6,20,3,0,7,12,0,7,0,3,8,18,0,9,17,0,0,0,20,0,0,0,0,0,0,0,6,17,10,4,0,12,0,0,100,8,8,0,5,14,0,0,0
2011-10-01,0,49,4,6,5,7,0,19,0,2,0,28,0,0,0,67,10,7,6,4,0,5,5,0,0,0,6,0,0,5,8,0,4,9,0,0,2,7,5,0,4,7,0,0,9,9,0,6,0,5,17,0,0,4,0,0,6,0,0,5,11,4,0,0,0,10,0,0,4,9,7,5,0,10,3,0,10,15,0,7,0,4,10,21,0,11,26,0,0,0,8,0,0,0,43,0,0,0,6,6,9,6,0,6,0,0,0,13,5,0,4,10,3,0,0
2011-11-01,0,44,4,6,5,7,0,19,0,5,9,0,0,0,17,34,5,0,4,0,4,4,5,8,0,36,0,0,0,4,6,5,6,7,4,0,2,4,5,0,4,6,5,0,9,11,15,0,0,0,0,0,0,0,0,5,10,0,0,4,10,4,0,0,0,8,0,0,0,8,7,9,0,17,0,0,5,11,16,4,0,5,10,10,0,8,27,0,0,0,10,14,0,0,0,19,0,0,8,5,12,3,0,9,0,0,0,18,19,0,4,6,3,0,14
2011-12-01,0,41,5,0,4,4,0,21,4,11,0,0,0,0,11,32,6,0,4,0,0,7,4,4,0,0,0,0,0,2,12,6,0,9,4,0,2,7,8,0,5,7,4,0,8,4,0,0,0,5,11,0,0,4,0,0,9,0,0,5,11,3,8,0,0,10,0,0,4,3,3,0,5,14,0,0,4,0,0,8,0,3,7,31,0,7,25,0,0,0,12,0,0,0,20,18,0,14,3,15,15,3,0,18,0,0,0,8,4,0,6,15,0,27,13
2012-01-01,0,46,6,12,11,7,0,14,0,7,6,28,0,0,17,50,9,4,4,0,4,9,5,3,0,0,3,0,0,3,0,3,4,5,4,0,0,4,6,0,8,3,7,0,9,7,0,6,0,5,11,0,0,4,17,0,12,0,0,4,0,4,12,0,0,5,0,15,4,5,9,5,0,7,3,0,8,0,15,7,0,4,13,20,0,12,35,0,34,0,14,0,17,11,21,0,0,0,4,6,5,4,0,6,0,4,0,6,9,0,0,10,0,0,14
2012-02-01,3,49,6,6,9,7,0,21,4,11,0,0,23,0,11,33,10,4,6,0,4,6,22,5,0,0,0,0,0,3,12,7,6,7,0,0,3,7,4,0,6,6,7,0,0,10,15,6,7,9,0,23,0,9,0,0,6,0,0,11,6,4,0,0,0,10,0,0,0,7,7,0,5,11,0,0,4,0,0,6,0,0,10,21,0,0,24,0,17,0,14,0,0,0,21,19,0,0,3,7,13,8,4,26,0,6,0,10,5,0,8,11,0,0,14
2012-03-01,0,43,4,5,4,8,0,26,4,9,0,0,14,0,10,0,6,0,4,3,7,3,8,6,0,0,3,0,0,3,6,5,8,12,0,36,2,3,4,0,3,5,6,0,8,8,0,0,6,4,10,20,0,0,15,0,16,0,0,8,0,4,0,0,0,7,0,0,0,5,9,0,0,12,0,12,4,10,0,3,0,0,5,18,0,0,15,0,0,0,13,0,0,0,37,17,5,0,5,10,8,2,0,11,0,3,0,10,6,0,4,14,0,0,0
2012-04-01,3,41,5,11,12,5,0,30,4,6,5,0,0,31,10,29,2,0,4,3,0,0,8,2,0,0,0,0,0,3,9,5,4,12,0,73,0,4,4,0,0,5,0,0,16,12,0,0,0,0,10,0,74,8,0,0,7,0,0,6,0,4,0,0,0,11,0,13,0,3,6,4,0,17,0,0,7,0,0,5,0,2,5,19,0,11,16,0,0,0,11,0,0,9,0,0,5,0,5,7,0,2,0,14,0,0,0,5,5,0,4,11,0,0,12
2012-05-01,0,42,3,10,6,13,0,24,4,8,5,24,13,29,10,28,3,0,7,0,3,9,4,4,0,30,3,0,0,4,9,4,5,10,0,0,3,6,9,0,6,4,4,0,11,11,13,0,0,4,10,0,71,4,0,0,8,0,0,10,8,4,0,9,0,8,0,0,0,4,3,0,0,14,2,12,7,0,0,5,100,2,6,20,0,7,9,0,0,0,14,0,0,0,27,0,5,12,7,7,10,2,0,12,0,3,0,10,4,0,0,16,0,24,12
2012-06-01,3,42,5,5,4,23,0,27,0,10,0,25,0,0,10,29,5,0,4,7,0,3,8,0,0,0,3,0,0,3,7,5,8,8,0,0,2,9,5,0,3,4,6,0,8,9,13,5,0,0,10,20,72,0,0,0,12,0,4,9,5,7,0,0,0,11,0,0,0,3,3,0,7,17,0,0,7,10,13,7,0,0,4,12,0,0,13,0,15,0,7,12,0,0,28,0,0,0,6,7,7,5,0,14,12,0,0,10,8,0,4,16,0,0,0
2012-07-01,3,49,3,5,11,17,0,25,4,12,0,24,0,29,9,55,5,0,10,0,3,4,4,3,0,0,6,0,0,5,7,5,10,9,3,35,3,8,7,0,10,6,4,0,0,8,12,5,6,4,0,20,0,4,0,4,10,0,0,11,5,4,0,9,0,8,0,13,4,7,4,0,0,23,0,0,5,14,0,6,0,5,6,9,0,13,13,0,0,0,10,0,0,0,18,0,5,0,4,14,13,5,0,8,0,0,0,7,4,0,7,15,0,0,0
2012-08-01,0,35,10,8,4,12,0,20,0,11,5,24,14,0,10,0,7,3,4,0,0,5,5,4,0,31,9,0,0,2,7,16,4,6,0,72,5,9,11,0,3,8,0,0,0,14,26,5,0,4,20,20,0,0,15,4,12,0,0,17,5,3,0,10,31,6,0,13,4,5,9,5,4,15,2,12,9,10,13,5,0,4,7,22,0,7,13,0,15,0,7,0,0,0,19,0,5,13,4,7,4,5,0,9,0,0,0,8,6,0,0,17,3,0,24
2012-09-01,0,55,3,5,8,9,0,23,0,15,5,23,0,0,0,28,5,0,9,7,3,4,8,4,0,0,5,0,0,3,3,4,0,15,3,51,2,7,8,0,4,5,4,0,7,12,0,0,0,4,9,0,0,11,14,4,10,0,4,8,0,4,0,0,0,4,0,0,4,6,6,0,0,13,2,17,8,9,0,7,0,6,7,13,0,13,20,0,14,0,15,12,14,9,18,0,5,0,6,8,11,4,0,14,0,0,0,15,4,0,0,20,0,0,0
2012-10-01,2,63,5,5,7,17,0,21,3,14,4,0,0,0,8,0,8,6,6,4,5,4,3,4,0,27,2,0,0,4,8,5,7,10,0,31,3,5,4,0,4,3,14,0,13,12,0,9,0,0,17,0,0,3,13,3,14,0,4,13,4,3,0,8,0,6,0,11,0,8,0,0,0,20,0,0,8,8,12,6,0,8,11,23,0,15,24,0,0,0,9,0,0,0,16,0,4,0,7,8,6,2,0,7,0,0,0,12,5,0,6,14,0,0,10
2012-11-01,5,51,3,9,7,8,0,24,3,11,4,21,11,0,0,49,6,8,5,3,3,4,7,4,0,26,2,2,0,2,6,7,3,5,6,0,1,4,7,100,3,3,7,0,0,9,0,4,0,3,17,0,0,3,13,3,11,0,0,11,4,4,0,8,0,6,0,11,0,2,7,3,6,13,0,0,2,17,0,7,0,3,7,12,0,6,11,4,12,8,15,10,0,0,0,0,0,0,5,15,5,3,0,10,0,3,0,7,7,0,3,7,0,0,0
2012-12-01,2,45,4,7,6,11,0,25,3,11,0,0,11,0,8,24,4,3,6,3,3,3,7,2,0,51,2,0,0,2,6,6,8,6,3,0,2,5,6,0,3,5,0,0,6,7,11,6,5,3,8,33,59,0,12,0,11,0,0,9,0,4,0,16,0,4,0,0,0,7,6,0,4,11,0,0,6,8,0,7,0,0,7,26,0,14,14,0,0,0,9,10,0,0,15,14,4,0,5,10,7,4,0,8,0,0,0,10,7,0,3,10,0,0,0
2013-01-01,2,51,6,4,3,8,24,18,5,9,4,0,11,25,12,32,7,3,10,3,3,3,0,5,0,25,2,0,0,2,4,5,6,8,0,29,3,4,9,0,4,4,3,0,6,10,0,4,0,0,12,0,0,3,12,0,16,0,0,7,0,2,12,0,0,4,0,0,3,4,13,0,0,14,2,10,4,12,11,7,0,2,10,23,0,6,24,0,0,0,14,10,12,0,23,0,0,0,5,11,10,2,3,9,0,0,0,13,5,0,0,11,0,0,0
2013-02-01,0,43,11,0,11,7,26,21,11,12,5,22,12,0,9,79,7,3,3,3,3,8,4,4,0,0,7,0,0,2,4,6,4,16,3,0,2,4,3,0,3,9,7,0,7,12,0,0,0,4,15,0,0,3,0,5,9,11,0,10,9,7,9,0,0,7,57,0,3,4,6,0,0,11,0,0,8,9,12,4,0,3,7,16,0,8,15,0,14,9,21,0,0,0,0,0,0,0,4,8,6,4,0,10,0,0,0,12,7,0,8,15,0,0,22
2013-03-01,0,36,5,8,7,10,0,20,3,13,11,0,10,0,15,0,7,2,8,3,0,6,3,4,0,0,2,2,0,2,5,5,0,4,3,0,2,4,7,90,4,7,3,0,8,13,0,4,0,3,10,15,0,3,11,0,13,0,3,5,0,3,5,7,23,7,0,10,0,3,9,0,0,13,2,18,7,7,0,6,0,3,6,24,0,7,9,0,11,7,9,0,11,0,14,12,4,0,5,4,8,4,0,11,0,3,0,14,5,34,3,12,2,0,0
2013-04-01,0,36,4,4,4,13,0,24,3,13,4,0,10,0,15,33,8,2,10,3,0,4,8,3,41,0,2,0,16,5,5,6,6,6,3,27,2,6,12,0,4,11,9,89,17,11,0,4,0,0,15,15,0,3,11,0,11,0,3,8,4,1,5,7,0,7,48,0,3,5,5,0,0,17,2,18,8,7,0,6,0,3,5,12,0,15,7,0,0,0,5,9,11,0,28,0,8,0,5,7,12,4,0,8,0,3,0,9,6,0,3,16,2,0,14
2013-05-01,2,39,5,6,6,12,21,21,3,11,4,0,10,0,14,20,7,0,0,0,0,4,4,5,0,22,5,0,0,1,5,7,3,6,5,26,1,4,7,0,6,6,6,0,0,10,0,4,0,3,12,0,51,3,11,0,5,0,3,10,4,2,0,7,0,3,45,0,3,4,2,3,3,15,0,9,4,7,0,6,0,5,5,15,0,10,20,0,0,0,21,13,11,0,13,0,7,9,7,6,8,4,0,12,0,0,0,14,4,0,5,16,0,0,13
2013-06-01,3,46,8,10,9,14,21,34,0,12,4,18,10,22,0,21,5,0,9,0,0,2,7,3,0,23,5,0,15,3,5,8,6,4,2,0,2,6,6,0,3,7,4,0,12,11,14,4,0,3,0,0,54,3,11,3,14,9,3,5,4,5,0,11,0,5,0,10,0,8,3,3,3,14,2,13,3,14,20,7,0,4,7,16,0,7,10,3,0,0,10,0,11,0,14,0,4,19,5,9,9,3,0,17,0,0,0,7,6,0,0,14,0,19,9
2013-07-01,4,46,6,9,7,12,20,100,4,7,3,34,9,21,7,0,9,2,6,4,2,4,6,6,38,22,3,0,0,4,4,5,11,11,2,25,4,10,9,0,7,5,6,0,11,13,0,4,0,3,17,14,0,3,0,3,8,0,3,9,3,2,0,7,21,4,0,9,0,6,3,0,3,12,2,8,6,0,0,4,0,3,3,29,0,6,17,0,0,0,9,8,0,0,13,0,3,0,8,5,10,3,0,9,8,0,0,10,8,0,2,19,0,17,0
2013-08-01,2,42,7,5,14,16,0,60,9,15,4,18,15,22,0,21,5,0,7,5,0,4,6,2,0,0,4,0,0,4,5,6,3,6,5,0,4,7,6,0,4,7,4,43,8,11,0,4,0,0,10,30,0,4,11,3,11,0,0,13,4,4,0,7,0,9,0,0,0,4,5,3,6,13,2,9,5,14,0,7,0,2,15,28,0,7,20,0,0,0,8,9,11,0,14,0,7,0,9,12,10,4,0,10,0,0,0,14,10,17,4,20,0,0,0
2013-09-01,3,44,5,5,9,17,0,45,3,16,0,0,10,21,0,21,7,0,8,2,3,2,3,4,38,0,2,0,15,5,6,9,6,15,2,0,2,8,6,84,4,6,3,42,5,6,9,4,0,6,16,0,0,3,16,0,14,0,3,8,0,4,0,0,22,9,0,9,3,4,2,3,3,15,2,9,8,7,0,5,0,2,5,32,0,10,18,0,10,7,15,17,16,7,20,0,7,0,6,5,7,2,2,10,0,0,0,14,8,0,3,18,0,18,9
2013-10-01,4,40,6,7,10,20,0,42,0,13,5,16,9,20,13,20,9,2,9,0,5,5,5,4,36,0,4,2,0,3,3,8,5,13,2,0,2,7,8,0,4,5,5,0,9,8,9,4,0,3,22,0,0,4,10,3,14,0,0,9,0,2,0,7,0,6,0,0,3,7,7,0,9,17,0,8,9,13,0,7,0,5,5,24,0,9,15,3,10,13,11,0,0,6,12,0,0,0,10,10,12,2,0,12,0,0,54,18,6,0,3,15,0,17,8
2013-11-01,3,41,16,9,5,11,0,39,0,14,3,17,0,41,7,0,9,0,9,0,0,7,5,2,0,0,2,0,14,3,6,5,3,9,0,25,2,5,7,0,4,7,5,0,10,8,9,0,4,4,11,0,100,4,21,0,14,0,6,9,0,3,5,0,0,4,0,9,0,4,4,0,0,15,2,8,4,9,9,5,0,2,5,26,0,14,16,0,0,0,13,17,10,0,13,0,3,0,6,4,12,3,0,16,0,0,0,12,12,0,2,13,0,0,8
2013-12-01,0,36,4,5,5,10,0,34,4,15,3,0,9,0,10,19,13,2,6,2,4,5,4,3,0,0,3,2,14,2,6,9,3,11,0,24,3,8,9,0,3,8,4,0,10,8,0,4,8,3,11,14,0,2,10,5,7,0,4,14,0,3,5,0,21,7,0,9,0,4,4,3,4,18,0,0,4,7,9,5,68,2,6,26,0,5,22,0,10,0,11,8,10,0,12,0,3,0,8,8,10,3,2,10,0,0,0,11,12,0,0,12,0,0,0
2014-01-01,6,44,5,8,9,10,0,32,4,15,3,0,0,0,7,40,12,2,5,2,2,4,11,3,0,21,3,0,0,4,5,5,3,8,2,25,2,9,7,0,5,5,5,0,7,12,0,5,0,7,24,0,0,6,10,0,12,8,0,9,3,4,12,7,0,5,0,9,3,5,6,3,3,19,0,25,5,7,0,7,0,2,11,28,0,16,22,0,10,7,20,8,10,6,13,0,7,0,14,11,10,7,0,7,0,5,0,11,9,0,2,19,0,0,8
