date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Bitter Melon,Blueberries,Bok Choy,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Chayote,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Hominy,Kale,Kumquat,Lemons,Lettuce,Limes,Longan,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Raisins,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2012-02-01,30,39,0,0,0,21,8,25,0,0,34,38,21,0,38,98,8,0,13,0,0,0,13,0,0,0,0,11,0,11,40,0,14,0,0,0,0,13,40,0,6,0,0,0,0,0,14,14,0,0,17,0,0,0,10,0,16,0,5,0,0,0,0,0,11,0,0,6,12,10,0,10,0,0
2012-03-01,18,0,0,0,13,4,10,0,0,0,64,18,10,65,0,0,0,0,0,0,4,0,0,0,0,0,0,10,8,10,0,0,0,0,44,0,88,5,0,29,7,0,0,0,0,18,7,0,0,0,5,0,11,0,0,0,25,0,11,74,10,0,33,0,10,26,0,8,9,0,0,9,0,0
2012-04-01,16,0,0,19,27,12,5,0,0,0,0,19,20,0,19,0,12,0,0,0,0,0,8,0,11,0,5,11,0,11,0,0,6,0,0,15,93,5,39,0,0,0,0,0,0,0,7,0,0,0,6,0,12,0,0,0,11,0,0,39,0,0,0,5,11,0,0,11,7,0,0,5,0,0
2012-05-01,16,0,0,0,9,11,10,0,0,0,0,0,0,67,0,0,0,0,0,0,4,0,0,0,0,0,0,11,9,10,0,0,0,0,0,0,0,5,0,0,6,27,0,0,0,0,0,0,29,0,8,0,10,0,0,0,31,0,4,0,0,0,0,0,0,0,0,7,9,0,0,5,0,0
2012-06-01,11,0,0,20,0,8,0,0,0,0,0,20,0,0,20,51,0,0,0,0,4,0,0,0,0,0,0,11,0,11,0,0,6,0,0,0,0,5,0,0,6,29,0,0,0,0,0,0,31,0,6,8,9,0,0,0,22,0,5,0,11,0,18,0,0,29,0,9,5,0,0,10,16,0
2012-07-01,8,0,0,0,9,8,0,0,0,0,0,19,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,22,0,0,6,0,47,0,0,0,0,0,6,57,0,0,0,0,0,19,0,0,0,8,7,0,20,22,21,0,5,0,0,0,17,0,0,0,0,14,0,0,19,10,16,0
2012-08-01,8,0,0,0,18,8,5,0,0,0,0,28,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,39,0,6,0,0,0,0,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,22,21,0,4,0,11,0,0,6,0,28,0,13,0,0,0,5,16,0
2012-09-01,18,0,0,0,9,14,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,46,0,0,10,0,0,6,0,0,0,0,0,7,0,0,0,7,0,13,0,0,22,10,0,4,0,0,0,33,5,10,0,0,5,4,10,0,5,0,0
2012-10-01,17,0,0,0,16,9,9,22,0,0,0,23,9,0,0,0,0,0,12,0,0,0,7,0,0,0,5,15,8,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,0,17,0,13,0,0,10,0,5,0,0,20,10,0,5,0,0,0,0,0,0,25,0,8,4,9,0,5,0,0
2012-11-01,14,0,0,0,0,15,5,0,0,0,0,16,9,61,58,0,0,0,11,0,0,0,7,0,19,0,0,10,0,0,0,0,7,0,41,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,5,0,16,0,9,20,22,0,4,0,9,5,0,5,9,0,31,8,6,18,0,4,0,0
2012-12-01,10,0,0,0,8,5,5,0,0,0,31,0,9,0,17,44,0,0,0,0,4,8,0,0,10,0,0,15,0,10,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,17,0,0,0,0,5,0,5,0,0,20,22,0,4,0,10,5,0,0,0,0,0,12,4,0,0,0,0,0
2013-01-01,28,0,0,0,7,10,5,20,0,0,27,25,0,0,0,38,13,0,0,0,0,0,0,0,0,67,0,9,0,0,31,31,9,0,37,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,17,0,4,0,8,4,0,4,0,0,0,7,4,8,0,4,0,0
2013-02-01,20,0,0,0,0,12,4,21,0,0,0,16,0,0,16,40,7,0,0,0,4,0,7,0,9,0,0,13,8,18,0,0,7,0,0,0,0,4,0,0,10,0,0,0,0,16,6,12,0,0,5,0,6,0,0,0,15,0,4,0,18,0,14,5,0,0,0,7,6,0,0,4,0,0
2013-03-01,18,0,0,0,7,6,5,0,0,0,26,14,8,0,14,0,0,0,0,0,3,0,0,0,8,0,0,8,0,0,30,0,4,0,0,0,0,4,0,0,0,0,6,0,0,14,11,0,0,0,4,6,12,0,0,0,24,32,10,30,0,0,0,0,12,21,0,12,3,8,0,8,0,0
2013-04-01,19,0,79,0,7,10,4,0,0,0,0,22,8,0,44,0,6,0,0,0,0,0,13,0,8,66,0,17,7,8,30,0,4,0,36,0,0,8,31,0,4,0,0,0,37,0,8,11,0,29,4,6,6,0,0,0,22,0,10,0,0,6,13,4,0,22,0,7,4,8,0,12,0,22
2013-05-01,16,29,78,0,7,8,8,0,0,0,0,14,0,0,0,36,6,0,20,0,5,7,12,0,0,0,4,8,7,8,0,0,7,0,53,11,0,6,0,0,0,0,0,0,0,0,5,11,0,0,4,0,4,0,0,0,16,0,6,29,8,4,13,0,16,0,27,7,7,8,0,15,0,0
2013-06-01,11,0,0,0,14,9,4,0,0,0,27,0,8,0,0,0,0,0,0,0,0,0,7,0,8,0,0,9,7,9,0,0,0,0,0,0,0,4,32,25,7,0,0,0,0,15,0,11,0,0,7,0,8,0,8,0,11,0,4,0,0,0,28,4,8,0,28,9,5,8,0,7,0,0
2013-07-01,12,0,77,0,10,9,4,0,0,86,0,0,8,0,28,0,0,0,10,0,6,0,6,0,8,63,0,0,0,0,0,0,0,0,35,0,0,4,0,23,4,0,0,0,0,21,0,0,0,0,0,0,4,0,0,0,32,0,8,0,0,8,0,4,0,21,0,8,7,0,0,0,0,21
2013-08-01,4,0,77,0,0,10,6,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,6,0,8,0,0,24,7,0,0,0,6,0,0,0,69,5,29,0,11,0,9,0,36,0,0,11,0,0,13,0,4,0,0,0,0,0,3,29,0,0,26,0,8,0,26,6,3,0,0,8,0,0
2013-09-01,10,0,0,0,13,14,4,18,58,0,24,20,11,49,20,35,6,0,0,0,0,0,0,0,7,61,4,11,0,8,42,0,4,0,0,0,66,7,28,44,0,0,0,0,0,0,0,20,0,0,8,6,5,4,7,16,20,0,7,0,7,0,12,0,11,0,0,6,7,0,0,4,11,0
2013-10-01,9,25,0,0,9,11,5,16,0,0,22,0,7,0,0,0,0,0,0,0,3,6,5,0,21,0,0,7,0,0,0,0,6,100,31,0,0,5,0,20,4,0,0,0,0,0,5,9,0,25,9,5,7,0,0,0,7,0,8,0,7,4,0,0,0,0,0,9,4,0,0,10,0,0
2013-11-01,12,0,0,0,6,13,10,0,0,0,0,12,10,0,37,31,0,0,9,0,3,0,5,0,0,0,0,7,6,7,0,0,7,0,0,0,0,4,0,0,0,18,0,0,32,12,5,0,0,0,4,0,6,0,7,0,21,28,9,0,0,0,0,7,7,0,23,9,7,0,13,5,0,19
2013-12-01,18,0,0,13,9,10,6,0,0,0,22,12,0,0,12,32,0,0,8,0,3,0,5,0,7,0,0,11,6,0,0,26,0,0,30,0,0,7,0,0,4,0,11,0,0,0,0,0,0,0,5,5,7,0,0,0,9,0,5,0,7,4,23,4,0,0,0,14,0,7,0,4,0,0
2014-01-01,24,0,0,0,0,11,8,15,0,68,0,22,12,0,22,29,5,18,0,0,2,0,0,0,12,0,0,6,5,6,23,0,0,0,28,0,0,4,0,18,3,0,0,0,0,0,6,25,0,0,7,5,12,0,0,0,19,0,4,0,6,0,10,0,0,17,21,12,7,12,0,3,0,0
2014-02-01,17,0,0,0,0,13,8,0,0,75,44,16,7,0,0,47,0,0,0,0,4,0,11,0,21,0,0,0,6,7,0,25,7,0,0,0,0,8,51,0,0,0,0,0,0,12,7,9,0,0,7,5,8,0,0,15,18,28,4,26,21,0,11,0,0,0,46,5,5,0,0,6,0,37
2014-03-01,25,22,0,0,5,13,4,14,0,0,0,14,6,0,0,28,0,0,0,0,0,5,0,0,6,0,0,10,5,6,0,0,10,0,27,9,0,7,0,0,3,16,5,0,0,11,0,12,0,0,6,5,6,0,0,13,16,0,6,0,6,3,10,3,6,0,20,8,3,6,0,6,14,0
2014-04-01,14,0,0,11,5,13,7,22,0,0,0,17,18,0,11,0,5,0,0,0,0,0,5,92,6,0,0,6,5,0,23,23,3,0,28,0,0,7,23,18,7,0,0,0,0,11,8,0,0,0,3,5,9,0,0,0,17,0,3,0,0,3,15,3,6,50,42,8,5,6,0,6,9,0
2014-05-01,14,0,0,11,5,24,9,15,0,0,0,15,0,0,11,0,0,0,0,0,2,0,0,0,19,0,3,0,0,6,0,23,3,0,27,9,0,5,0,0,8,0,0,0,28,0,8,13,0,0,5,5,11,3,0,13,21,0,3,23,6,0,0,0,6,0,21,8,5,6,0,6,0,0
2014-06-01,12,0,0,0,6,8,7,0,0,0,22,12,7,45,12,31,5,0,0,0,3,0,11,0,10,0,0,11,0,0,0,0,4,0,31,10,0,3,0,0,6,0,5,0,31,0,5,0,19,0,4,0,4,0,0,0,12,0,6,0,14,4,11,4,14,0,0,8,4,0,0,8,10,0
2014-07-01,7,48,0,12,0,11,10,0,0,0,21,0,6,0,12,30,5,0,0,0,3,0,0,0,7,0,0,9,0,0,0,0,4,0,30,9,58,10,0,0,0,0,0,0,0,0,5,9,0,0,4,0,8,0,0,14,20,0,7,0,7,0,11,0,7,0,0,7,6,0,0,3,10,0
2014-08-01,14,0,0,0,9,7,7,16,0,0,42,0,8,0,12,0,0,0,8,0,3,6,5,100,10,0,0,10,0,0,0,25,7,0,29,9,0,4,0,0,4,0,5,0,0,0,4,22,0,0,4,5,5,0,0,14,9,0,3,0,10,0,0,3,0,0,44,7,3,0,0,3,10,0
2014-09-01,19,0,0,11,5,8,0,0,0,67,20,16,6,40,0,0,9,0,8,0,5,0,7,0,6,50,0,6,0,6,0,0,6,0,55,0,54,6,23,18,3,0,5,0,0,16,12,8,0,0,6,0,5,0,0,13,8,0,8,0,0,0,20,0,0,0,0,6,4,0,0,6,0,0
2014-10-01,10,0,0,0,7,12,6,14,0,0,37,10,6,0,16,0,0,0,0,0,2,5,7,0,0,0,0,6,5,9,0,0,9,0,26,0,0,6,0,0,0,0,0,0,27,11,4,8,0,0,6,4,3,3,0,0,10,0,6,0,0,0,9,0,6,0,39,4,3,0,0,6,0,0
2014-11-01,12,0,58,0,7,12,9,0,0,0,0,11,9,0,21,28,5,0,0,0,2,5,0,0,12,0,0,6,0,6,22,0,5,0,0,0,53,5,22,0,3,0,0,0,0,11,0,8,0,0,11,0,0,3,0,0,12,0,13,0,12,3,10,3,12,0,0,7,4,0,0,3,0,0
2014-12-01,6,0,61,11,0,8,6,0,0,0,20,22,8,41,11,0,0,0,0,0,2,5,5,0,6,50,0,6,5,6,0,23,10,0,55,0,0,3,0,0,0,0,0,0,0,17,4,0,0,0,10,0,5,0,6,0,19,0,7,0,6,3,10,0,6,0,0,12,0,0,0,4,9,0
2015-01-01,17,0,0,0,5,13,5,13,0,0,18,16,8,0,10,25,4,0,0,0,0,9,0,0,6,0,3,9,5,11,21,21,3,0,25,0,49,16,0,16,3,0,0,0,25,10,4,0,0,0,4,0,8,0,0,12,11,22,8,0,6,0,9,3,8,15,37,6,3,0,0,4,13,0
2015-02-01,30,43,58,11,5,10,5,14,46,0,0,16,8,0,11,0,5,0,0,0,4,0,5,0,0,48,3,15,0,0,0,22,5,0,0,8,0,6,22,0,6,0,9,0,0,11,6,8,17,0,5,0,6,3,0,0,12,0,5,0,0,0,19,3,0,16,20,14,3,0,0,3,0,0
2015-03-01,16,0,0,10,5,18,6,0,0,0,17,28,8,0,9,0,0,0,7,0,2,0,4,0,5,0,0,7,5,0,0,0,13,0,47,0,0,6,0,0,3,0,0,0,0,0,7,11,0,0,7,0,3,0,0,0,18,21,10,0,5,0,17,6,8,0,0,8,7,5,0,5,0,0
2015-04-01,15,0,53,10,5,12,8,0,42,0,0,14,26,0,15,0,4,0,0,0,2,0,6,0,8,0,0,13,5,5,20,0,4,0,24,0,48,5,0,0,3,14,0,0,0,20,5,7,0,0,7,0,10,0,5,0,18,0,6,0,11,3,0,3,0,14,27,6,5,0,0,3,8,0
2015-05-01,21,19,0,0,5,16,3,0,41,0,0,10,10,0,10,24,8,0,0,0,0,0,8,0,8,0,0,5,5,5,0,20,6,0,36,0,0,6,20,0,5,0,0,0,24,10,4,7,0,0,4,4,10,3,10,23,13,0,8,0,8,0,0,0,0,0,18,13,4,5,0,3,0,14
2015-06-01,16,0,0,0,5,10,3,0,0,0,0,0,9,37,15,26,0,0,7,10,0,0,4,0,6,46,3,11,5,6,0,0,0,0,37,0,0,5,0,17,11,0,4,0,0,10,0,7,16,0,3,0,7,0,5,12,19,23,5,0,0,0,14,3,11,0,0,13,2,5,0,7,8,15
2015-07-01,19,0,0,0,5,14,6,0,0,0,0,9,15,35,0,0,0,0,6,0,3,0,4,78,0,0,3,0,5,0,0,20,7,0,24,0,0,3,0,15,6,0,0,0,0,10,0,14,0,0,5,4,15,0,5,0,11,0,5,0,5,3,9,0,5,0,0,8,3,0,0,6,0,0
2015-08-01,13,0,0,0,9,16,3,0,0,57,22,14,8,35,9,0,4,0,6,0,0,0,10,0,5,0,0,7,4,11,0,0,6,0,23,0,0,4,0,15,4,14,0,0,24,0,0,7,0,0,3,0,8,0,0,11,12,21,3,0,5,0,8,0,8,14,0,10,4,5,0,5,0,0
2015-09-01,4,18,0,0,12,9,5,0,39,56,0,9,10,34,9,0,0,0,0,0,3,0,6,0,5,41,3,5,0,10,28,19,4,0,45,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,5,0,10,0,5,0,8,0,8,0,5,0,17,4,3,10,9,5,8,14
2015-10-01,18,17,46,9,9,13,7,0,37,0,0,17,8,0,8,22,4,0,6,0,3,4,4,71,5,0,2,10,0,10,18,0,6,0,21,0,0,3,18,0,3,13,0,0,0,8,0,13,0,17,5,4,5,2,0,15,22,19,10,0,5,2,8,2,7,12,32,5,3,0,0,4,7,0
2015-11-01,7,0,0,0,4,9,5,12,0,54,0,26,5,64,13,0,4,0,12,0,2,0,4,0,7,0,0,10,0,10,18,0,3,0,33,0,0,4,0,28,3,0,0,0,45,0,0,10,14,0,8,4,2,0,5,10,20,20,3,0,5,0,8,3,0,0,16,9,6,0,9,4,0,0
2015-12-01,8,0,49,0,9,4,2,0,0,0,32,12,5,0,9,23,0,0,6,0,2,0,6,0,5,0,0,8,0,5,0,19,4,0,45,0,0,4,0,0,3,0,0,0,0,23,3,7,0,18,5,4,7,0,0,11,30,0,6,0,0,0,12,0,0,13,0,14,4,0,0,3,0,0
2016-01-01,20,0,0,0,8,14,6,11,0,51,22,20,4,0,11,21,3,0,6,0,2,8,9,0,5,0,0,8,0,5,17,34,6,0,31,0,40,6,0,0,2,0,0,0,21,8,9,6,0,16,5,3,10,0,9,0,23,19,5,17,9,2,15,2,9,12,0,4,3,4,8,11,0,0
2016-02-01,25,34,0,0,6,10,8,11,0,0,0,8,9,93,17,43,4,0,6,0,4,0,7,0,0,0,2,14,6,5,0,17,7,0,42,7,41,5,18,0,5,0,4,0,21,8,3,6,0,0,6,0,11,0,0,10,19,0,10,0,5,0,23,2,5,0,16,8,7,5,0,2,0,13
2016-03-01,22,16,0,8,0,19,7,11,0,49,14,24,9,29,8,21,3,13,0,0,4,0,7,67,7,0,0,5,0,7,0,0,9,0,0,0,0,8,0,0,5,0,0,0,0,8,3,6,0,0,2,3,6,2,4,29,20,18,8,17,5,0,7,2,9,12,15,11,5,4,0,5,7,12
2016-04-01,12,0,0,0,4,14,2,0,35,0,15,16,4,0,11,21,0,0,6,0,3,8,5,0,9,37,2,5,4,7,0,0,6,0,20,6,0,3,0,0,5,0,0,0,0,8,3,12,0,16,4,5,7,0,4,10,17,18,4,17,0,0,8,2,5,12,0,8,7,4,0,5,7,0
2016-05-01,13,0,0,0,0,10,3,0,0,0,15,8,4,30,25,21,3,0,6,0,2,0,4,0,5,38,0,13,0,9,0,0,6,0,20,7,40,3,0,0,6,0,0,0,42,8,3,6,0,0,4,4,12,2,0,10,15,0,9,0,5,2,0,2,5,0,0,10,3,4,0,3,0,0
2016-06-01,14,0,0,9,0,10,3,11,37,53,0,12,9,32,9,0,4,0,0,0,3,0,0,0,5,0,0,5,0,7,18,0,6,0,22,14,0,6,0,0,4,0,0,0,0,9,3,7,0,0,4,7,9,0,0,0,7,39,2,0,5,3,16,3,0,0,33,8,4,0,0,4,7,0
2016-07-01,21,0,0,0,6,14,4,0,0,0,0,9,10,33,9,0,0,0,6,0,2,4,4,0,5,0,4,9,4,5,19,19,12,0,22,0,0,5,0,0,4,0,0,0,23,0,3,13,0,0,7,0,6,0,0,0,10,0,5,0,5,0,0,0,5,13,0,7,2,10,0,6,0,0
2016-08-01,5,19,0,0,13,13,5,12,0,0,17,9,8,0,19,24,0,0,0,0,2,0,4,0,0,42,4,5,4,5,19,0,6,0,46,0,46,0,19,15,4,14,4,0,24,0,0,7,0,0,3,0,5,3,0,11,11,0,4,0,5,0,8,3,5,14,35,7,5,0,0,5,0,0
2016-09-01,8,0,0,0,19,12,4,0,0,56,0,9,17,100,9,0,0,0,0,0,2,4,8,0,5,0,3,5,0,5,0,0,15,0,45,0,0,6,0,30,0,0,0,0,23,0,3,14,0,18,8,4,7,0,5,11,10,0,3,0,5,3,8,0,0,0,0,8,3,5,0,7,0,0
2016-10-01,15,0,0,9,11,17,3,11,0,0,0,11,6,31,13,22,4,14,6,8,2,0,6,0,9,0,2,10,0,5,0,0,13,0,42,0,42,5,18,0,6,13,11,0,0,0,3,6,0,17,4,4,5,0,0,10,8,0,3,0,5,4,12,2,5,0,0,5,5,0,0,3,7,19
2016-11-01,14,0,49,0,7,12,9,0,0,0,0,27,10,0,13,23,8,0,6,0,4,4,8,0,5,40,5,10,0,8,37,18,8,0,0,0,44,5,19,0,4,0,0,0,45,18,3,20,0,0,7,4,10,0,0,11,15,0,6,0,5,0,0,0,0,0,17,12,4,0,9,2,8,0
2016-12-01,5,0,49,0,4,9,7,12,0,0,16,9,14,0,0,0,0,0,6,0,0,0,4,0,5,0,0,8,0,0,0,19,5,0,0,7,0,4,0,15,3,0,0,0,23,0,3,14,14,0,8,4,6,0,0,0,27,41,4,0,5,0,0,3,0,13,0,18,2,0,0,5,8,14
2017-01-01,15,0,45,8,6,17,5,11,0,0,20,16,7,30,11,0,4,0,0,0,2,0,5,0,9,0,2,5,4,5,17,17,11,0,21,0,0,9,0,0,4,12,0,0,0,8,3,0,0,33,6,4,7,2,0,10,17,19,6,0,9,0,8,2,14,12,31,14,7,4,0,5,0,0
2017-02-01,28,0,48,0,4,13,7,23,0,54,0,9,9,32,18,23,4,0,0,0,2,0,4,0,5,41,0,7,0,5,0,18,8,0,44,0,0,6,18,0,4,13,0,0,0,9,3,0,0,0,4,4,10,0,0,10,13,0,3,0,7,0,0,3,7,13,0,11,7,5,0,3,7,0
2017-03-01,17,16,43,8,6,14,3,10,0,48,14,12,8,0,0,40,0,0,0,0,2,0,10,0,7,36,2,9,0,7,0,16,10,0,29,0,77,5,16,0,4,0,0,0,0,16,3,12,12,16,7,3,10,0,0,9,7,27,12,16,6,0,35,5,4,12,0,6,6,4,0,6,7,0
2017-04-01,26,0,0,0,8,14,5,22,36,0,15,11,6,31,8,64,4,0,12,0,2,0,0,0,9,0,2,10,4,5,17,0,6,0,21,0,0,4,0,0,4,0,4,0,21,17,3,13,0,0,4,11,14,2,0,10,14,19,7,0,0,0,15,0,5,19,0,5,5,9,0,4,0,13
2017-05-01,10,0,0,0,4,14,3,11,0,0,0,17,12,32,17,0,4,0,6,0,2,0,9,0,5,0,2,13,0,0,18,0,6,0,54,0,0,6,0,0,3,13,0,0,0,14,3,9,0,0,5,4,5,0,0,20,26,0,21,18,5,0,12,3,5,13,0,11,3,5,0,5,0,0
2017-06-01,17,20,0,0,5,14,7,12,0,58,0,19,5,35,19,0,4,0,7,0,2,5,4,0,5,0,3,5,0,0,20,20,12,0,24,0,0,3,0,16,4,0,4,0,37,10,7,11,0,0,3,4,13,3,0,11,20,0,7,0,5,0,17,0,0,0,18,8,2,0,0,5,0,0
2017-07-01,12,0,0,10,7,12,5,13,0,0,18,10,5,36,10,0,4,0,0,0,2,9,8,0,11,44,0,6,0,0,0,0,5,0,0,0,0,5,0,0,8,15,0,0,0,0,4,15,0,0,8,7,8,0,0,12,33,0,8,20,5,0,13,0,5,0,18,9,3,5,0,4,8,0
2017-08-01,9,0,0,0,15,9,3,12,0,57,0,9,12,34,9,0,0,0,0,0,3,0,8,0,0,0,0,8,7,16,0,19,8,0,0,0,46,5,0,23,4,14,0,0,24,0,0,16,0,0,3,4,8,0,0,11,13,0,4,0,0,0,26,3,0,0,0,9,3,0,0,7,0,0
2017-09-01,13,0,0,0,15,13,10,0,0,0,0,9,10,34,9,23,0,0,6,0,2,0,4,76,5,0,0,13,0,5,0,19,14,0,0,0,45,6,0,15,4,0,0,0,0,0,3,7,0,0,5,0,4,0,5,0,10,0,6,0,5,0,0,0,10,0,0,4,2,0,0,6,0,0
2017-10-01,6,0,48,0,15,21,5,0,38,0,16,17,19,0,9,22,7,0,0,0,2,0,11,0,5,0,0,7,6,10,18,0,8,0,22,0,0,6,18,28,7,0,0,0,0,9,0,16,0,0,4,0,5,0,0,0,12,0,6,0,5,0,8,0,7,13,0,19,6,7,0,5,0,13
2017-11-01,10,0,0,0,11,16,11,11,0,53,0,17,11,0,13,22,4,14,0,0,2,4,8,0,0,0,0,10,4,5,18,18,3,0,21,0,0,5,0,0,8,13,0,0,0,9,0,10,0,0,8,4,8,0,0,15,15,0,8,0,5,0,16,3,5,13,16,7,3,0,0,5,7,0
2017-12-01,4,0,0,0,6,10,6,0,39,0,16,12,8,33,18,23,4,0,6,0,3,0,10,0,5,0,0,15,0,5,0,0,4,0,0,0,0,4,19,0,0,13,4,0,23,9,3,7,0,0,8,4,7,0,5,0,15,20,4,0,5,0,8,0,10,13,17,11,2,0,0,5,0,0
2018-01-01,14,0,44,0,8,13,6,21,35,49,14,12,7,29,0,41,3,0,5,0,3,4,7,67,5,0,0,9,0,7,25,17,5,0,40,6,59,8,17,13,2,12,0,0,0,0,3,18,13,16,8,0,7,0,0,0,12,36,4,0,0,0,7,0,5,0,15,11,4,4,0,6,7,0
2018-02-01,19,18,49,0,11,15,7,12,0,0,48,12,10,33,18,0,6,0,6,0,3,0,8,0,7,0,0,13,6,0,19,18,4,0,30,0,0,7,0,15,3,0,0,0,23,0,3,7,14,18,7,4,6,0,0,11,18,0,8,0,5,0,24,0,5,0,17,7,8,5,0,5,0,20
2018-03-01,13,0,0,0,8,10,8,10,0,0,28,8,7,44,12,40,0,0,5,0,0,0,16,0,7,0,2,6,4,11,0,33,7,0,20,0,0,4,0,13,0,12,0,0,41,13,0,6,0,16,5,3,4,0,0,0,13,18,5,0,4,2,0,2,4,12,15,3,9,4,8,6,0,12
2018-04-01,20,0,0,8,4,14,10,0,35,0,22,20,7,30,24,21,5,0,11,0,2,0,9,0,5,49,2,12,8,9,17,0,6,0,20,0,0,3,0,0,5,0,0,0,52,8,3,0,0,0,4,7,9,0,4,10,14,18,8,17,5,0,7,5,0,12,15,8,6,0,0,2,7,12
2018-05-01,12,16,0,12,6,12,5,0,0,0,14,10,15,0,12,30,3,13,5,0,2,0,9,0,4,0,2,11,0,0,0,0,6,0,0,0,0,5,17,0,6,12,0,0,100,12,3,9,0,0,7,7,9,0,0,14,12,18,8,0,4,2,14,0,7,12,0,9,5,4,8,10,7,0
2018-06-01,12,0,0,8,7,15,4,0,34,0,0,12,7,0,8,20,0,0,0,0,3,0,5,0,7,36,0,5,4,4,0,16,5,0,40,0,0,6,0,0,4,12,0,0,50,0,0,10,0,0,6,7,9,0,0,0,9,0,4,0,4,2,7,0,0,18,0,8,3,4,0,4,0,0
2018-07-01,11,0,44,0,13,14,7,0,35,0,0,20,0,0,8,0,3,0,17,0,2,4,5,0,5,36,0,5,0,9,34,17,6,0,0,6,0,5,0,0,4,12,0,0,41,0,3,24,0,16,4,0,12,0,0,0,11,18,7,0,5,0,0,0,9,12,0,8,4,0,0,7,0,0
2018-08-01,14,0,0,8,10,21,9,11,35,100,0,8,0,30,0,21,0,0,6,0,2,0,5,0,5,37,0,14,4,9,0,17,4,0,20,6,40,7,0,0,3,0,0,0,0,0,0,12,0,0,7,0,9,2,4,0,20,0,5,0,9,0,7,2,0,24,15,6,5,4,0,9,0,0
2018-09-01,17,0,0,0,10,28,5,16,0,50,22,8,7,0,8,21,3,0,6,0,2,0,4,0,5,0,0,9,0,9,0,17,5,0,0,0,0,4,17,27,4,0,0,0,21,0,6,9,0,0,6,5,10,0,0,10,17,18,3,0,5,2,7,0,5,24,15,8,6,4,0,2,0,12
2018-10-01,10,16,0,12,8,26,7,0,0,0,22,14,9,0,16,21,4,0,0,0,2,4,5,0,5,0,2,6,0,5,0,34,6,0,51,6,0,8,0,27,5,12,3,0,41,8,6,12,0,0,2,4,11,0,0,20,25,18,5,0,7,2,7,2,9,0,16,8,3,0,0,4,0,0
2018-11-01,10,0,0,0,13,20,5,11,0,0,0,8,5,31,17,22,0,0,0,0,2,4,7,0,7,39,0,15,4,5,18,18,9,0,21,0,42,10,0,14,13,0,4,0,22,0,3,13,0,0,4,5,10,0,0,0,11,19,3,0,0,7,15,2,19,0,32,7,6,5,0,4,7,0
2018-12-01,7,0,46,9,4,15,9,0,0,0,15,13,15,0,17,22,4,0,6,0,2,4,7,0,10,39,2,12,4,5,0,0,5,0,21,0,0,9,0,14,3,0,7,0,22,8,0,9,0,0,4,0,8,2,0,0,22,19,4,0,7,0,0,0,5,13,24,12,8,5,0,3,7,13
