date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Belgian Endive,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Boysenberries,Broccoflower,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Casaba Melon,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Dried Plums,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Madarins,Malanga,Mandarin Oranges,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Water Chestnuts,Watercress,Watermelon,Waxed Beans,Yams,Yellow Squash,Cassava,Zucchini Squash
2008-10-01,32,62,15,34,39,15,19,15,18,93,39,25,32,33,27,28,13,9,29,0,24,24,22,13,29,58,8,45,20,22,10,30,18,10,16,28,16,33,18,8,41,10,35,46,52,71,42,32,38,32,18,44,13,6,25,51,19,12,30,4,43,28,8,9,15,34,54,31,5,43,24,17,18,25,0,43,20,33,9,52,53,20,18,25,35,83,48,13,11,70,37,38,38,31,26,21,27,16,38,42,12,56,98,25,6,59,19,35,5,1,25,21,19,35,9,44,15,23,9,15,21,25,29,37,21,14,18,10,0,7,13,26,8
2008-11-01,24,66,25,64,67,21,21,14,41,76,45,42,41,37,21,47,12,8,40,0,24,52,54,41,31,18,7,21,35,0,11,45,28,24,19,0,28,15,59,9,38,29,23,69,61,98,46,25,68,12,27,35,39,69,37,46,47,41,46,5,53,25,9,10,13,33,61,38,6,25,27,19,16,12,0,32,58,37,0,52,38,10,10,40,54,42,53,12,12,83,41,31,77,44,0,20,41,48,23,31,25,11,95,31,15,72,18,58,9,1,43,50,29,54,22,55,15,75,61,33,55,28,22,64,13,34,27,9,0,83,9,19,6
2008-12-01,32,33,20,83,65,20,20,14,20,66,30,31,26,54,19,41,19,10,27,23,15,0,40,26,29,34,5,28,25,24,15,32,43,19,20,15,21,9,33,8,24,34,23,74,59,29,50,25,56,11,44,27,27,46,26,30,15,33,30,5,40,25,8,9,8,26,48,50,5,31,30,12,13,14,0,0,71,32,10,62,34,3,9,33,72,46,36,8,8,67,40,24,20,32,21,26,27,29,33,37,43,2,63,21,11,61,15,52,9,1,32,34,27,65,17,24,11,44,19,42,89,13,21,28,31,52,17,8,0,22,12,19,5
2009-01-01,46,27,22,39,31,18,13,21,19,67,45,35,29,60,32,39,23,21,30,0,15,24,27,14,37,49,8,44,29,0,11,46,38,21,17,0,37,10,14,12,34,22,26,61,87,49,50,17,45,11,40,39,16,15,31,31,29,21,17,5,49,34,8,0,16,61,53,43,7,43,30,19,18,10,0,29,33,37,18,53,29,6,10,29,61,52,30,9,16,60,52,38,18,27,0,26,22,18,21,52,45,1,39,33,22,60,17,47,8,1,27,32,26,48,13,19,21,46,10,60,81,31,27,37,27,16,30,8,0,6,8,36,7
2009-02-01,49,26,22,43,37,31,20,22,0,70,49,30,31,20,31,30,37,19,43,0,15,76,26,9,30,26,11,46,27,0,13,36,31,40,15,15,25,7,12,10,26,23,26,70,56,29,48,18,46,11,38,36,14,9,31,32,15,20,30,8,24,29,10,16,16,70,48,51,6,33,39,23,23,13,0,30,54,43,10,53,40,17,6,23,55,20,36,12,14,44,41,33,8,28,21,24,17,18,29,43,37,1,24,52,22,79,19,26,9,1,21,33,30,48,12,14,28,30,7,61,35,13,25,29,33,33,21,9,0,4,11,19,5
2009-03-01,62,27,22,36,55,39,24,25,36,65,50,31,33,24,30,74,26,17,33,0,34,0,27,11,42,23,15,56,27,43,11,32,21,37,14,0,21,10,11,13,27,10,31,51,57,23,46,14,44,10,40,52,14,14,31,39,41,20,33,7,25,49,10,11,12,69,46,44,8,48,39,20,46,14,0,0,55,47,9,53,50,11,15,24,48,18,34,13,24,49,49,37,8,34,45,34,14,20,17,57,23,1,27,37,16,60,28,61,13,1,20,18,43,45,12,12,35,34,8,54,48,12,36,30,32,43,31,12,0,5,5,25,7
2009-04-01,100,28,22,44,56,46,19,24,46,70,50,31,33,33,32,33,29,18,26,0,14,0,29,9,31,16,17,16,29,0,13,36,61,33,15,35,21,11,13,12,26,16,27,51,60,27,46,16,44,10,35,52,20,28,34,35,21,12,29,11,58,41,8,35,14,37,49,42,9,30,33,25,44,11,0,0,56,61,12,65,46,8,22,29,45,37,20,12,21,45,47,35,7,43,39,22,13,22,13,58,9,1,23,23,21,59,33,44,18,1,15,28,52,47,13,12,45,29,10,34,30,24,43,29,42,30,30,15,0,8,8,34,9
2009-05-01,58,25,25,40,43,39,19,26,55,67,41,29,33,37,38,28,43,22,35,21,28,23,25,5,28,16,16,31,26,66,12,28,36,48,24,28,10,19,10,23,24,21,30,54,39,71,44,19,38,47,24,52,16,16,38,37,35,28,26,8,14,57,9,12,18,47,50,44,9,47,35,26,41,22,0,0,34,77,18,66,43,23,21,37,30,23,17,15,24,43,60,40,11,35,33,22,14,17,18,33,8,1,23,34,26,67,43,29,67,2,17,23,37,47,9,12,58,30,7,27,42,12,59,22,40,24,31,27,0,3,14,26,13
2009-06-01,49,21,48,38,44,29,13,25,19,63,39,33,44,21,41,24,48,38,53,0,22,24,27,6,27,24,28,30,21,45,12,32,82,29,47,29,40,20,14,27,27,32,38,50,40,34,41,23,42,48,22,48,20,18,43,30,14,21,30,15,22,61,14,9,61,37,35,33,10,36,30,26,33,38,0,29,30,92,43,47,50,31,30,36,22,33,12,13,33,33,72,39,10,36,27,43,12,17,16,50,5,1,29,52,56,51,46,30,59,1,16,19,42,50,10,24,68,39,6,10,20,13,63,33,17,26,28,34,0,4,39,27,26
2009-07-01,29,21,82,38,35,20,25,28,0,66,30,38,61,21,36,52,65,64,38,0,28,24,28,7,31,31,36,41,24,87,12,31,36,18,74,21,18,27,10,49,26,11,49,42,37,41,58,47,43,74,26,45,27,22,42,28,14,49,34,8,47,59,11,9,66,36,25,38,10,23,41,42,21,30,0,57,43,68,45,48,37,60,48,48,22,56,20,18,46,38,60,49,11,41,53,62,11,17,23,57,7,1,22,49,34,52,70,39,43,3,19,31,63,42,8,35,43,48,6,24,28,18,77,26,26,41,23,42,0,4,68,26,45
2009-08-01,42,27,49,33,64,20,19,27,36,62,44,40,56,25,43,74,33,44,32,0,14,0,24,4,29,63,34,44,25,32,11,30,40,8,32,28,27,25,9,52,37,16,69,55,47,33,41,74,43,47,16,60,29,16,36,37,37,44,22,12,18,54,12,17,41,23,42,34,6,39,38,55,16,24,0,28,27,44,9,55,46,41,55,43,22,55,17,17,63,53,47,62,9,34,39,67,13,17,81,51,3,2,43,23,19,62,40,51,32,1,24,28,42,40,9,36,25,45,6,34,21,79,78,26,19,27,24,34,46,4,62,34,43
2009-09-01,65,53,20,33,82,18,18,25,29,64,26,34,44,28,41,45,28,17,29,20,14,22,27,5,31,56,19,43,27,21,12,32,42,23,16,20,28,26,13,24,43,20,55,54,60,36,53,56,45,15,21,65,21,11,28,44,36,31,18,8,28,41,12,13,23,27,50,36,7,50,21,34,18,18,0,27,35,44,17,57,27,25,34,33,27,40,20,16,43,77,41,60,18,35,19,62,21,18,69,69,8,8,62,36,23,60,40,51,16,1,16,34,33,38,9,38,18,33,8,35,33,18,52,30,13,23,22,22,0,5,29,28,23
2009-10-01,36,72,21,38,66,20,28,19,17,65,42,29,46,23,32,60,11,11,36,19,13,21,28,12,35,21,11,40,29,20,16,34,53,16,14,13,16,39,17,12,47,29,40,51,65,43,59,36,46,38,21,56,15,16,31,46,29,28,27,9,53,36,12,12,30,32,59,37,7,36,26,18,14,14,0,0,29,34,24,54,51,14,18,25,34,42,41,13,14,64,37,47,42,31,42,29,35,21,39,56,14,56,96,36,22,69,17,62,16,1,29,30,23,41,13,59,17,31,12,22,35,33,32,44,17,25,25,12,0,7,17,16,13
2009-11-01,39,71,28,51,28,26,12,19,34,64,39,46,46,38,21,35,18,13,40,0,26,22,58,42,37,39,6,22,42,0,22,54,24,21,19,26,44,16,70,11,45,10,30,55,80,66,63,32,74,10,31,38,43,64,33,43,30,15,24,7,81,33,15,19,22,29,60,48,6,34,35,17,17,13,100,0,82,29,17,62,52,5,17,42,51,60,67,13,11,85,43,36,88,44,24,21,54,54,31,51,31,12,69,57,24,79,22,63,14,1,56,74,29,56,30,60,21,60,70,25,61,40,23,67,11,60,30,8,43,76,17,16,12
2009-12-01,19,34,29,78,51,24,17,19,17,66,38,34,34,42,30,17,20,11,26,29,17,21,45,19,31,29,10,22,32,0,16,39,56,30,20,13,32,11,40,10,58,29,28,78,42,40,52,28,60,10,40,34,28,38,24,29,25,11,10,5,37,26,13,16,12,40,63,49,7,30,32,20,13,14,98,26,95,42,8,53,51,8,7,33,70,51,62,11,9,72,40,33,50,31,12,15,43,32,16,51,20,2,53,40,16,81,17,42,9,1,40,48,24,71,18,29,17,41,23,49,90,22,23,50,15,41,22,8,0,21,11,39,8
2010-01-01,80,27,23,39,48,24,0,26,48,74,58,35,33,32,31,45,21,18,39,18,0,0,35,15,40,23,10,40,37,19,19,52,50,35,16,31,41,9,19,12,51,54,32,58,86,38,57,23,53,14,41,34,16,18,32,39,56,16,24,6,50,42,17,0,13,57,59,42,7,52,33,17,18,12,0,25,82,35,0,63,69,12,16,30,78,52,51,12,13,59,48,42,19,33,34,17,23,22,24,70,40,2,29,40,25,77,19,49,7,1,46,46,50,52,17,24,21,27,12,63,77,21,27,35,38,38,27,10,40,7,12,23,9
2010-02-01,64,25,22,48,42,35,17,30,16,68,46,32,34,59,25,42,22,18,37,19,12,21,31,16,37,19,15,35,33,20,20,43,42,69,14,25,28,7,14,12,30,42,35,70,50,24,61,19,47,9,35,39,15,14,36,34,21,16,20,13,48,41,15,15,14,42,45,44,7,49,29,16,15,13,0,26,62,44,8,57,63,14,16,26,64,33,42,12,13,60,43,45,10,28,47,29,15,20,36,72,43,1,16,58,19,57,21,28,10,2,32,34,34,52,14,18,23,29,9,65,62,33,27,37,52,39,35,10,0,6,8,15,9
2010-03-01,71,27,25,37,56,45,46,25,22,67,41,31,41,64,32,42,37,17,44,34,0,19,32,11,43,13,15,32,34,0,17,43,30,64,14,35,18,10,14,13,33,25,34,68,69,52,62,19,44,17,38,45,13,14,35,43,26,17,27,8,68,45,16,11,15,54,65,51,8,44,30,13,33,18,0,23,72,55,14,61,58,8,20,27,51,38,43,13,17,49,48,38,13,35,27,42,17,22,31,61,19,1,12,57,24,67,25,38,15,2,28,28,51,47,13,15,34,28,10,45,66,15,34,29,38,39,39,11,0,5,10,14,10
2010-04-01,74,28,24,48,54,54,0,27,31,68,56,35,42,35,36,36,42,19,49,0,18,20,34,9,34,13,19,25,33,19,16,37,52,54,15,60,25,12,15,16,41,22,30,51,55,63,65,19,43,9,36,58,19,15,37,49,23,21,31,13,55,47,14,11,22,57,65,43,10,49,41,21,74,15,0,24,75,50,23,60,34,10,18,30,40,55,32,13,24,49,56,44,4,44,17,27,16,24,28,41,11,1,23,55,38,62,29,39,29,2,21,22,62,49,12,13,53,36,10,47,36,31,42,24,24,37,34,15,0,8,12,15,11
2010-05-01,60,23,36,45,56,44,16,35,16,75,49,32,43,33,43,49,52,25,51,0,19,20,29,7,31,14,23,24,28,0,14,38,35,60,25,31,34,23,17,25,34,18,27,59,40,85,41,21,43,0,28,54,17,14,45,40,28,28,32,13,32,76,15,11,23,46,59,46,19,41,43,19,84,22,0,25,55,79,55,65,32,12,34,33,33,49,21,16,26,45,60,49,12,43,17,29,12,19,27,58,10,1,27,44,48,63,35,31,70,8,17,26,48,53,13,15,65,41,7,28,26,43,60,25,16,33,34,25,0,4,18,23,14
2010-06-01,46,21,70,33,27,33,27,30,34,60,27,35,50,34,45,73,72,46,64,19,26,0,27,7,35,36,22,27,26,0,15,32,43,36,49,13,39,26,13,34,20,33,39,58,75,77,56,28,44,43,23,55,23,17,48,37,21,48,20,8,10,63,20,11,66,38,40,49,11,41,33,26,45,33,0,26,60,68,62,55,73,29,32,39,22,50,26,17,42,29,76,54,5,41,60,49,16,18,26,52,5,1,21,35,48,58,57,49,52,2,18,29,94,52,9,26,67,46,7,22,21,22,71,35,19,28,24,35,0,3,42,31,33
2010-07-01,29,22,71,35,40,25,19,29,28,64,37,37,63,32,35,51,62,64,50,16,18,18,25,5,36,24,31,34,28,34,14,36,31,37,48,22,27,31,13,58,36,20,56,48,43,41,61,56,45,64,20,52,28,13,34,33,16,34,28,11,22,59,15,7,64,33,42,41,10,43,38,24,23,37,0,33,31,59,18,48,55,34,45,50,19,68,17,18,67,33,59,55,7,36,15,74,9,17,14,55,4,1,23,52,26,55,56,47,36,3,14,28,52,43,9,32,39,44,7,7,28,61,81,31,14,37,31,47,36,4,61,33,44
2010-08-01,57,28,47,31,54,20,14,31,20,63,32,37,56,46,44,62,28,35,33,16,26,17,26,8,31,46,31,35,26,32,13,32,51,37,27,21,27,32,11,51,29,15,72,44,49,20,52,60,44,23,14,58,25,17,37,33,55,45,14,9,13,39,13,6,36,32,41,34,7,37,32,44,15,33,0,42,37,76,9,53,39,38,53,43,23,41,15,19,61,49,45,62,7,31,24,65,13,17,53,45,3,2,28,42,22,53,38,46,24,2,19,27,37,40,10,32,25,53,7,13,52,45,76,21,10,15,28,39,0,4,41,19,30
2010-09-01,63,55,23,35,62,21,27,26,22,62,47,34,49,33,34,27,19,15,58,0,10,0,29,10,29,57,22,49,28,40,13,34,37,38,13,31,24,26,15,24,28,23,56,38,50,54,43,56,44,15,16,63,21,5,33,43,23,44,16,7,39,29,16,13,24,23,44,31,7,54,32,32,17,22,0,0,43,49,11,50,49,47,40,30,21,77,28,19,38,54,39,64,9,29,38,55,18,18,66,66,4,9,56,33,22,62,24,32,16,1,19,27,35,43,12,41,21,44,9,18,57,53,48,22,19,39,36,31,33,5,26,12,24
2010-10-01,50,70,18,39,77,22,20,19,25,67,39,31,48,37,35,32,15,10,56,15,10,0,30,20,34,22,15,38,32,15,18,38,35,39,12,15,30,41,20,13,21,18,43,45,72,44,54,31,45,14,18,40,19,9,31,55,14,20,13,7,63,27,19,8,21,31,56,41,6,35,34,21,20,19,74,20,31,36,14,55,49,23,31,28,31,51,50,15,17,69,40,45,25,30,18,36,28,21,67,52,13,62,69,32,19,60,24,54,22,1,40,27,24,43,14,62,17,38,13,19,34,42,31,39,10,26,44,15,0,9,16,24,13
2010-11-01,40,66,22,50,47,28,17,18,25,59,57,48,47,54,28,26,15,12,43,15,10,0,56,51,34,29,10,32,41,15,23,49,68,22,18,10,49,18,69,13,49,22,31,74,91,33,68,33,72,14,25,38,46,47,42,48,26,34,18,6,75,28,22,21,22,37,58,42,6,47,28,19,24,16,0,20,37,25,12,57,28,3,9,43,41,58,73,12,14,71,45,36,59,39,27,24,56,54,40,49,37,12,57,71,19,87,18,62,10,1,53,67,26,57,34,64,13,71,69,12,44,21,24,62,19,63,29,10,0,77,15,12,12
2010-12-01,79,36,26,79,24,25,14,17,0,64,26,38,41,40,20,29,11,10,38,15,0,0,42,31,36,18,7,38,36,15,16,45,42,30,18,10,32,10,38,11,46,32,25,68,51,35,67,29,60,14,42,25,29,30,30,33,45,17,15,6,40,21,16,8,13,50,54,43,6,39,34,21,10,17,74,39,67,31,9,49,60,7,15,36,59,80,61,14,11,71,42,32,33,34,36,19,44,34,19,50,38,3,51,52,22,95,19,58,11,1,49,44,26,72,23,33,16,42,23,35,87,17,24,46,21,66,34,9,32,21,8,18,8
2011-01-01,68,31,24,47,45,34,21,29,44,74,62,45,47,39,30,36,22,21,49,18,8,13,43,24,50,14,12,22,45,0,24,58,44,31,19,8,40,11,21,15,38,26,41,78,84,54,76,21,61,17,51,36,20,15,38,46,54,27,33,12,54,37,27,14,21,80,75,58,8,57,37,27,19,17,0,0,60,46,12,64,60,16,19,36,65,69,70,16,17,50,62,48,16,34,47,26,27,28,18,66,83,2,24,51,22,82,21,47,10,2,54,45,62,63,22,32,19,39,16,60,99,37,35,47,62,71,42,11,0,9,17,14,13
2011-02-01,83,29,22,58,57,45,29,29,32,75,56,41,45,43,35,35,24,23,68,0,12,0,41,19,39,24,17,32,42,19,24,54,40,39,22,37,57,9,17,14,44,36,35,77,69,39,73,20,55,24,42,43,20,15,39,42,35,25,15,12,78,49,27,7,18,59,61,56,8,60,30,25,20,21,0,0,42,68,10,59,46,2,18,34,60,67,60,15,17,54,52,49,8,37,42,33,22,25,25,68,68,2,20,45,23,72,30,56,10,2,41,37,49,68,19,24,29,38,13,64,69,14,34,41,71,39,56,13,0,7,11,15,13
2011-03-01,86,29,25,41,74,49,9,28,38,83,53,41,45,43,40,47,39,25,57,11,7,24,38,19,57,21,20,27,44,11,20,50,21,59,17,19,45,11,16,18,34,30,28,69,76,32,57,21,50,16,44,53,22,14,42,53,41,23,23,11,38,51,29,21,17,73,61,57,9,46,32,27,37,24,56,15,54,67,14,64,52,15,24,33,55,71,41,17,18,48,54,45,9,46,38,29,18,26,19,62,45,1,23,67,26,76,31,65,14,2,36,33,55,61,18,19,42,40,13,51,62,32,38,39,100,41,52,15,24,7,16,18,12
2011-04-01,64,31,25,57,56,66,17,30,25,78,54,45,57,63,45,46,43,20,55,23,19,13,41,17,39,40,27,28,42,18,20,48,93,74,18,27,37,16,17,22,38,11,32,76,73,63,74,23,53,6,35,55,28,25,47,56,28,38,69,9,50,70,26,5,15,65,73,51,10,52,35,20,67,25,0,0,56,68,18,83,61,9,24,38,46,71,44,19,23,49,64,49,8,57,32,41,16,32,14,65,20,1,18,49,47,76,35,40,23,2,32,30,64,65,18,18,60,43,15,41,52,17,49,35,66,43,60,18,0,10,15,25,19
2011-05-01,72,28,36,58,55,57,18,34,23,76,57,43,43,46,44,35,56,30,65,11,10,12,38,10,41,48,34,20,36,18,20,46,33,57,25,30,39,26,13,31,31,22,45,71,54,61,59,20,45,20,31,54,24,11,44,50,39,26,49,10,56,94,27,19,25,65,66,59,11,48,50,31,69,40,0,15,57,93,22,76,46,11,34,46,39,84,28,20,23,31,66,55,7,56,28,28,18,25,35,57,9,1,18,41,50,65,44,43,67,3,23,32,63,62,15,20,72,36,11,38,50,46,66,34,41,33,48,38,0,6,20,18,24
2011-06-01,86,25,55,44,52,45,21,38,17,72,76,41,59,45,49,33,63,52,81,17,26,13,37,14,42,29,48,13,37,18,19,38,36,47,38,35,44,30,13,43,38,14,51,81,77,33,67,28,51,29,30,58,23,17,57,50,33,56,35,13,44,74,33,17,73,52,42,55,13,52,48,22,34,60,0,0,38,88,49,59,63,32,48,47,27,71,29,20,47,40,75,63,6,52,32,43,16,24,22,49,5,2,16,64,64,67,59,58,76,3,19,29,68,61,16,28,76,45,10,36,33,64,77,45,36,50,43,51,0,5,42,10,43
2011-07-01,65,27,59,41,44,37,13,40,33,74,52,50,80,24,64,45,68,57,66,11,22,12,37,10,48,34,43,17,36,76,18,42,27,39,69,34,42,40,15,77,36,19,72,81,69,23,79,67,51,42,28,53,34,21,58,55,22,86,16,21,17,74,38,8,93,41,39,48,12,47,55,49,25,49,0,23,42,91,24,64,77,50,60,59,28,89,27,24,74,38,80,72,5,52,21,69,17,23,43,60,4,2,24,56,44,67,69,60,37,3,22,22,75,57,13,43,58,59,9,22,54,29,87,41,31,33,36,59,50,4,66,21,69
2011-08-01,54,29,48,37,39,30,19,39,41,72,51,49,73,35,51,76,38,36,52,11,11,18,35,11,41,37,44,31,36,44,18,40,37,47,40,25,36,36,14,64,35,26,94,64,49,20,63,67,55,24,22,62,34,12,46,45,44,49,6,12,26,65,31,12,44,39,44,49,9,51,47,73,21,39,0,21,48,63,11,66,45,37,65,55,25,70,19,27,62,60,59,73,7,43,20,64,14,23,47,63,3,3,16,33,25,71,41,50,28,2,25,33,39,51,13,39,36,45,9,20,38,59,85,35,24,34,47,43,0,4,63,12,52
2011-09-01,47,63,29,39,66,26,19,36,21,74,55,48,67,39,44,70,27,18,49,42,11,12,39,15,39,39,51,30,39,22,21,39,49,45,19,14,43,32,12,33,49,26,70,71,53,59,53,74,54,18,22,60,31,16,42,49,42,46,18,9,49,50,31,7,30,38,51,48,8,57,57,42,18,29,0,14,29,52,9,70,52,30,49,40,26,53,30,20,41,75,50,70,12,39,33,69,21,24,62,73,4,11,43,46,28,68,37,56,23,2,27,21,21,50,16,47,24,53,12,14,26,58,59,34,21,42,37,29,23,6,34,11,27
2011-10-01,59,88,22,45,75,27,10,27,26,77,44,42,66,65,42,42,12,13,67,10,7,22,40,28,42,52,24,29,43,0,27,49,57,38,15,24,34,55,24,17,47,12,52,61,54,64,69,39,52,15,28,54,24,17,46,56,57,19,16,12,57,39,37,8,31,40,62,41,11,56,47,31,21,30,0,0,35,52,8,69,60,13,27,36,30,44,56,19,19,79,48,65,30,37,56,41,30,28,61,74,16,77,75,51,41,76,25,65,16,4,39,29,31,53,22,77,23,34,19,28,38,41,41,58,23,34,27,15,22,10,20,14,21
2011-11-01,33,85,26,62,35,40,20,26,17,73,59,65,59,41,29,42,25,14,63,15,13,11,75,76,46,37,11,25,55,16,32,60,71,86,20,30,54,23,84,16,61,17,36,77,79,74,89,31,81,17,34,47,63,71,50,57,42,21,14,8,71,37,40,11,28,56,79,55,8,52,35,26,21,23,0,20,60,38,4,75,54,5,20,50,52,64,99,16,12,90,56,45,61,52,28,31,68,70,36,57,37,15,72,45,33,87,28,81,13,2,69,96,38,71,48,80,20,82,91,19,57,17,35,76,25,74,40,11,33,89,22,14,17
2011-12-01,38,45,25,90,39,30,11,26,11,67,46,49,47,36,31,45,23,13,47,19,10,16,55,42,41,48,11,27,45,10,25,50,40,24,24,22,44,13,41,15,68,31,32,100,83,57,80,34,68,12,47,36,36,40,39,46,40,17,22,6,34,39,32,6,18,56,67,65,8,41,45,20,18,21,0,19,55,43,4,74,58,3,17,40,91,69,68,13,10,89,52,44,34,39,42,29,55,40,30,69,52,4,44,43,20,78,17,75,11,1,44,53,33,84,35,41,20,58,29,44,71,22,31,53,30,77,30,9,0,23,11,16,12
2012-01-01,49,34,25,49,51,29,18,43,26,75,67,54,57,51,43,54,28,27,69,9,18,10,52,32,63,24,15,39,52,14,35,59,68,54,19,30,72,13,20,18,50,29,47,87,84,50,77,23,61,11,56,45,27,23,48,47,45,29,28,12,54,49,53,6,22,92,65,76,10,77,55,16,25,23,46,24,74,58,10,81,61,5,17,40,100,72,79,18,14,64,70,52,19,41,42,30,30,29,17,72,100,3,18,64,27,74,23,82,12,2,51,39,66,72,33,38,28,42,18,74,88,23,38,66,55,55,39,12,20,8,16,24,16
2012-02-01,76,31,22,58,70,65,11,44,27,73,73,47,53,44,43,31,30,26,71,9,6,14,48,27,47,14,14,35,50,10,36,61,45,54,20,47,50,13,18,19,37,43,41,87,65,49,79,23,62,18,47,44,22,16,50,45,38,19,19,12,100,56,47,10,20,76,64,66,9,67,41,22,28,26,0,19,66,53,8,75,51,11,22,39,84,63,52,23,19,63,63,55,7,40,26,27,19,27,28,59,56,2,21,48,31,71,31,56,12,2,51,42,51,70,30,28,38,36,15,61,76,27,34,49,87,43,39,13,0,7,17,30,15
2012-03-01,72,32,23,49,42,70,14,42,26,75,49,45,53,21,48,48,32,21,72,18,9,26,45,25,69,29,23,19,48,18,28,51,54,67,15,24,42,14,14,21,52,38,42,78,82,27,70,20,56,20,41,56,24,18,45,54,49,32,33,11,60,63,55,13,25,83,69,79,11,58,61,23,63,24,0,24,56,68,6,83,44,14,26,36,71,53,35,25,18,55,66,54,8,52,53,32,15,28,20,59,29,2,16,48,36,75,29,57,16,2,38,35,62,61,29,22,49,34,14,48,55,15,42,42,74,43,42,17,20,7,16,15,18
2012-04-01,68,31,28,53,58,86,9,47,35,75,62,49,63,56,54,57,46,26,66,9,8,10,49,24,46,20,29,23,53,47,29,52,55,73,18,40,53,18,15,25,47,32,45,63,72,45,74,21,61,4,44,55,32,21,56,59,34,46,30,12,74,68,51,17,22,80,78,63,12,69,49,23,90,30,0,24,60,83,28,98,73,12,30,40,56,58,36,22,21,50,72,57,8,64,48,36,19,33,24,69,17,2,28,56,46,70,39,49,41,3,28,39,70,69,26,20,69,56,18,44,44,26,50,36,66,63,48,21,20,11,20,20,26
2012-05-01,91,28,43,54,46,58,22,54,48,79,61,46,60,36,57,37,69,34,73,0,12,13,41,13,44,19,39,21,44,9,27,49,42,84,29,32,51,31,15,35,51,52,46,64,73,65,69,22,52,28,31,54,27,22,55,50,48,38,34,12,51,76,48,8,40,69,61,65,14,55,56,23,60,43,0,12,56,76,50,78,52,14,25,44,41,65,23,26,29,43,74,59,7,55,46,35,20,27,26,75,15,2,22,64,63,67,43,55,80,3,24,26,68,64,22,24,79,44,14,35,36,40,68,34,44,53,45,44,0,6,31,19,35
2012-06-01,69,28,86,47,37,46,22,60,45,79,66,51,79,49,57,57,83,56,92,9,12,25,42,12,50,23,43,24,45,19,27,48,35,60,58,28,51,38,13,54,43,34,53,79,79,62,72,44,58,32,31,66,32,25,70,55,20,58,40,15,38,82,61,5,100,49,50,59,14,64,56,31,47,54,0,25,39,78,39,71,86,40,46,54,32,61,30,30,53,38,93,70,7,57,31,55,18,26,33,51,4,2,27,57,74,68,70,60,70,3,22,29,87,68,20,40,82,45,13,16,22,59,82,50,50,49,38,57,0,5,60,19,64
2012-07-01,73,29,100,41,39,36,16,67,23,73,52,53,94,48,59,70,54,59,54,0,22,0,40,11,52,39,58,29,45,54,28,47,35,48,69,38,47,51,16,79,39,48,79,64,50,31,83,65,58,33,27,56,37,17,63,59,23,64,45,13,27,88,61,5,87,40,58,63,13,68,70,49,27,45,0,23,41,70,11,77,64,53,79,65,27,58,28,30,76,37,83,81,6,59,35,80,16,26,51,76,6,2,16,61,48,56,72,77,36,3,25,32,68,62,17,47,52,57,13,17,27,46,96,36,25,25,39,69,0,6,81,18,81
2012-08-01,53,34,43,37,45,31,18,59,30,88,43,55,77,33,58,68,42,34,50,8,14,10,42,10,41,32,62,47,45,22,25,43,41,35,35,20,40,39,15,61,32,27,100,60,52,37,58,73,56,23,23,70,37,25,49,54,36,84,34,10,26,66,52,5,40,41,48,59,12,64,58,54,15,36,0,23,44,68,18,77,62,45,71,51,27,46,26,27,68,52,62,78,10,46,45,77,17,25,76,69,5,3,28,48,29,57,41,48,28,4,23,29,50,56,17,43,34,55,13,12,27,56,88,27,21,30,38,52,19,6,68,14,54
2012-09-01,57,70,28,39,79,33,17,50,15,80,44,51,75,37,50,38,25,19,58,26,10,10,44,16,44,41,29,48,49,9,30,48,48,34,20,9,55,38,16,33,49,37,83,61,60,29,67,69,58,19,24,68,35,14,49,58,34,30,36,15,36,51,52,4,36,40,66,51,9,64,51,39,18,32,0,19,23,46,13,74,62,37,61,46,34,36,29,27,40,77,56,80,12,40,43,78,23,29,82,82,3,13,40,45,29,64,44,70,27,2,30,34,33,59,23,55,31,48,17,33,23,63,67,39,23,49,31,33,0,8,33,12,31
