date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Watercress,Watermelon,Yams,Cassava,Zucchini Squash
2009-06-01,15,0,20,56,21,33,0,21,0,0,0,0,0,0,0,10,0,0,0,0,19,0,21,0,15,14,0,0,0,0,36,0,22,0,0,0,21,32,0,0,0,27,0,0,0,24,0,0,0,0,47,0,0,0,0,30,40,0,0,0,0,0,0,0,0,0,0,0,33,0,30,45,0,56,0,0,0,20,0,15,0,0,30,19,0,73,9,0,0,0,22,0,0,20,0,0,0,0,33,22,14,24,0,0,0,63,0,42,15,0,0,24,0,0,0
2009-07-01,16,0,21,0,14,48,0,55,0,0,0,0,0,0,0,13,0,0,0,21,0,0,22,0,0,31,0,0,0,0,38,0,23,0,0,13,22,34,0,0,30,15,0,0,0,0,0,0,0,0,0,0,0,18,0,0,21,0,0,60,0,35,0,0,0,21,0,0,70,23,16,0,0,0,0,0,69,21,0,24,0,23,32,20,0,77,20,0,0,62,0,0,0,0,0,0,33,0,0,23,30,50,0,0,0,100,0,22,0,0,0,25,0,0,0
2009-08-01,37,0,0,52,16,37,0,19,0,0,0,0,46,0,0,7,0,0,22,18,0,0,19,0,0,0,0,0,0,0,33,0,20,0,0,0,0,29,19,0,27,0,0,0,0,40,0,0,0,0,0,0,0,15,0,0,18,0,75,52,0,0,0,30,0,36,0,0,31,0,28,0,0,26,0,0,0,0,0,42,0,0,28,18,0,0,9,83,0,0,21,20,0,0,0,0,0,0,31,20,46,0,0,0,0,58,0,19,21,0,0,11,0,0,14
2009-09-01,32,0,0,49,11,39,0,18,0,0,0,0,0,18,0,27,0,29,20,0,17,0,18,0,0,13,0,0,48,0,62,0,0,0,0,0,18,55,19,0,0,12,0,0,0,19,0,0,0,0,41,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,0,0,24,0,18,28,0,0,13,0,28,26,25,0,63,8,0,0,0,19,0,0,0,0,0,0,0,29,19,19,0,0,0,0,0,0,18,13,0,0,15,0,0,13
2009-10-01,28,17,0,0,16,35,0,17,0,0,0,0,0,0,0,20,0,41,0,17,0,0,17,0,21,12,0,0,46,20,29,0,19,28,0,10,0,53,0,0,0,0,0,0,0,27,0,0,0,0,40,0,0,14,0,0,17,0,0,0,0,18,0,28,0,0,0,0,0,0,12,0,0,23,60,0,40,0,0,31,0,0,0,18,0,0,54,0,0,0,37,0,0,0,0,0,0,0,0,18,32,20,0,0,41,52,0,0,25,0,0,10,0,0,13
2009-11-01,30,0,16,0,17,23,0,17,45,0,0,0,41,0,0,14,0,27,0,0,16,0,17,0,25,0,0,0,0,20,0,0,18,0,0,0,17,0,17,0,0,0,0,0,0,22,0,63,41,0,39,0,0,13,0,0,32,100,0,0,0,0,0,0,0,16,100,0,0,0,12,0,25,0,0,0,26,0,0,0,0,18,0,29,0,0,8,0,0,0,18,0,0,16,0,0,0,0,0,0,23,0,0,21,0,0,0,17,12,0,0,15,41,0,0
2009-12-01,16,0,0,0,33,27,0,18,0,0,0,0,0,18,0,14,0,29,0,17,17,0,0,0,0,0,0,0,0,0,31,0,19,0,0,0,0,27,19,0,0,12,0,0,0,47,0,0,0,0,0,0,0,14,0,0,17,0,0,0,0,38,0,0,0,17,0,0,0,58,19,0,0,24,0,18,28,0,0,20,0,19,26,14,0,0,0,0,0,0,0,0,0,0,0,39,0,0,29,38,25,0,0,22,0,53,0,36,13,0,0,10,0,20,13
2010-01-01,14,0,15,0,39,28,100,16,42,0,0,0,39,0,0,16,0,26,0,39,0,35,0,0,23,23,0,0,43,0,0,0,17,0,0,9,16,37,16,88,0,0,0,0,0,34,0,0,0,20,0,0,0,26,45,0,15,0,0,0,0,17,0,0,0,15,0,0,26,17,12,0,24,0,0,0,0,15,0,12,0,17,0,11,0,56,7,0,0,0,0,0,0,0,0,0,24,0,26,17,15,37,0,20,0,0,0,32,0,0,0,15,0,18,0
2010-02-01,18,17,33,93,45,29,0,17,0,30,0,0,41,0,0,20,0,28,0,16,16,0,0,0,12,0,0,0,0,0,30,0,18,28,0,10,17,0,17,0,0,23,0,0,0,31,0,0,0,0,0,0,0,27,0,24,16,0,0,0,0,18,0,0,0,16,0,0,27,18,0,0,0,0,0,23,27,0,0,25,0,0,25,12,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,20,0,0,81,52,0,34,12,0,0,20,0,0,0
2010-03-01,30,0,15,0,23,30,0,23,0,0,72,0,0,0,0,22,0,0,0,15,0,34,0,0,11,11,0,0,41,18,0,0,0,25,0,0,15,0,24,0,0,10,23,0,25,24,0,0,37,0,0,0,0,25,0,0,0,0,0,41,0,16,0,24,0,15,0,0,25,16,11,0,0,0,0,15,24,0,0,22,0,0,22,16,0,0,7,0,35,0,41,0,0,15,0,0,23,0,25,16,37,29,0,19,0,0,0,36,0,0,0,9,0,17,11
2010-04-01,18,16,24,44,30,37,0,33,43,0,0,0,0,0,0,18,0,26,0,16,15,0,17,0,12,12,0,0,44,19,28,0,17,0,0,10,0,25,17,0,0,22,24,0,27,30,0,0,0,0,38,0,0,13,0,0,16,0,0,0,0,26,0,0,0,16,0,0,27,35,12,0,0,33,0,0,26,0,0,24,0,17,0,8,0,58,11,0,0,0,0,0,0,0,24,0,0,36,0,0,23,19,29,0,0,0,0,22,24,0,0,14,40,0,12
2010-05-01,17,0,0,44,20,28,0,24,0,0,0,0,78,0,0,19,0,26,0,16,0,36,0,0,0,11,0,0,43,19,28,0,0,0,0,0,0,25,17,0,23,11,0,0,0,34,0,0,0,0,0,0,67,13,0,0,16,0,0,88,0,0,0,0,0,23,0,0,26,17,12,0,0,22,0,0,25,0,0,12,0,0,0,15,0,0,7,0,0,0,17,0,0,31,0,0,0,0,0,17,28,28,0,20,0,99,0,16,12,0,0,19,0,0,0
2010-06-01,13,0,18,0,19,25,0,25,49,0,0,0,0,0,0,14,0,0,21,0,0,41,0,0,14,13,0,0,50,0,0,0,0,0,0,0,0,58,0,100,0,0,27,0,0,24,0,0,0,0,0,0,0,0,0,26,18,0,0,0,0,20,0,0,0,18,0,0,0,20,0,0,0,0,0,0,29,0,0,18,0,19,27,17,0,0,0,0,0,0,20,0,0,0,0,0,0,0,45,0,13,21,0,23,0,0,0,28,14,0,0,32,45,42,14
2010-07-01,13,0,18,52,31,28,0,19,50,0,0,0,45,0,0,13,0,0,21,0,0,0,19,0,14,13,0,0,0,0,33,0,20,30,0,11,0,29,0,0,26,12,0,0,0,22,0,0,0,0,0,0,77,31,0,0,0,0,0,51,0,40,0,30,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,27,0,20,28,12,0,0,17,0,44,0,0,0,0,18,0,42,0,0,31,20,22,22,0,46,0,0,66,19,14,0,0,36,46,21,14
2010-08-01,50,15,15,0,19,28,0,21,0,27,0,0,38,0,0,20,0,0,18,15,14,0,0,0,0,11,0,0,42,18,0,0,0,0,0,0,15,24,16,0,21,10,23,0,0,29,0,0,0,0,0,0,0,25,43,0,15,0,61,0,19,16,0,25,0,15,0,0,25,33,11,0,0,0,0,16,36,0,0,15,0,17,0,11,0,0,7,0,0,0,17,0,0,0,0,0,0,0,50,16,47,18,0,0,37,47,0,16,17,0,40,18,0,18,19
2010-09-01,24,15,22,0,32,26,0,22,0,0,0,0,0,0,0,24,0,24,0,15,0,33,0,0,22,0,0,0,39,26,26,0,16,48,0,0,0,69,15,0,0,0,0,0,0,18,0,0,0,0,0,0,0,12,0,0,0,0,59,0,0,16,0,48,0,14,0,0,0,16,0,0,0,20,0,0,23,14,0,16,0,16,0,18,0,0,7,65,0,0,0,0,0,0,0,65,0,0,48,16,10,23,0,0,0,0,51,15,11,0,0,29,36,0,22
2010-10-01,38,14,14,0,26,29,0,28,38,0,0,0,34,0,0,22,0,23,0,14,13,32,0,0,10,10,0,0,0,17,49,0,15,23,0,8,14,44,15,0,0,9,0,0,0,11,0,53,0,0,32,0,0,11,0,0,14,0,0,0,0,30,0,23,0,13,0,38,0,0,10,0,21,19,0,14,30,14,0,10,0,0,0,20,0,0,32,0,32,0,15,0,0,14,21,0,0,0,35,15,33,25,0,18,0,0,49,14,10,0,0,16,0,16,11
2010-11-01,28,0,14,39,15,30,0,29,38,0,0,0,0,15,0,21,0,23,0,14,0,0,14,0,21,0,0,0,38,17,37,0,15,0,0,0,15,33,15,0,20,10,0,100,0,15,0,0,0,0,33,0,59,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,15,16,0,21,0,0,14,45,14,0,21,0,31,21,29,0,0,19,0,0,0,31,0,0,0,0,0,0,0,58,30,33,17,0,27,34,44,0,14,16,0,0,11,0,16,11
2010-12-01,26,14,0,0,23,38,45,15,39,0,69,0,0,15,0,19,0,47,17,14,0,0,0,0,21,0,0,100,0,0,0,0,16,24,28,0,0,23,15,81,0,10,0,0,0,17,0,0,35,0,33,0,0,0,0,21,0,0,0,0,0,15,0,23,0,0,0,0,0,15,14,0,22,20,51,29,45,0,0,16,0,0,21,16,0,0,7,63,0,0,24,15,0,0,0,0,0,0,0,0,25,17,0,18,0,0,0,25,0,0,0,0,0,0,0
2011-01-01,32,0,11,0,39,34,38,32,0,0,0,0,0,12,0,44,0,0,13,23,0,27,12,100,9,0,0,0,53,0,21,0,13,39,0,7,0,0,12,0,17,16,18,84,19,38,0,0,0,0,0,0,0,10,0,0,15,0,0,0,0,38,0,19,0,0,0,0,19,19,0,0,18,16,0,12,47,11,0,9,0,19,0,13,0,0,8,0,27,0,13,0,0,0,0,26,0,0,19,0,30,27,0,29,0,36,41,0,17,0,0,14,29,14,9
2011-02-01,11,0,12,0,34,37,0,19,33,0,0,0,0,0,0,26,83,20,14,12,23,0,38,0,12,9,0,0,67,0,22,0,0,0,48,0,13,19,13,0,17,8,37,0,0,20,0,0,0,0,0,0,0,30,0,0,12,0,0,34,0,20,0,0,0,0,0,34,20,26,9,0,37,51,44,0,59,0,0,21,0,13,0,12,0,66,0,0,0,0,18,0,0,0,19,27,0,0,41,20,20,14,0,21,0,38,0,34,9,60,0,22,0,19,18
2011-03-01,24,11,11,0,16,29,0,19,0,0,0,0,0,0,0,37,76,18,0,16,0,0,0,0,8,8,0,0,30,0,20,0,12,18,22,7,0,17,12,0,0,11,0,0,0,27,0,0,0,0,26,0,0,12,0,0,11,0,0,31,0,12,0,27,0,11,0,0,0,18,8,0,17,0,39,0,27,0,0,25,0,0,0,19,100,40,0,0,0,0,12,0,0,0,0,25,0,0,31,24,21,0,0,14,0,34,58,23,17,0,0,17,0,13,8
2011-04-01,16,13,12,35,20,26,0,21,34,0,0,0,31,13,0,33,0,21,14,18,12,28,0,0,9,0,0,0,33,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,21,20,0,0,0,0,29,0,52,20,0,0,12,0,100,0,0,0,0,20,0,0,0,34,20,13,0,0,0,17,0,13,20,0,0,22,0,0,19,12,0,44,6,55,0,36,14,13,0,0,0,0,0,0,31,20,29,15,0,16,0,0,0,13,28,0,0,18,0,15,19
2011-05-01,39,11,16,31,30,44,0,45,0,20,0,0,0,0,0,24,0,18,19,11,11,25,11,0,8,0,0,0,30,0,20,0,30,18,0,0,23,18,18,0,0,0,34,0,19,15,0,42,27,0,0,0,0,28,31,0,11,0,0,31,0,0,0,18,0,0,0,0,0,12,0,0,17,15,0,11,42,22,0,44,20,24,0,10,0,0,5,0,0,0,12,0,0,18,0,25,0,0,37,24,13,20,0,28,0,0,39,27,8,0,0,13,0,0,8
2011-06-01,16,0,19,0,19,36,0,35,35,0,63,0,31,13,0,17,0,21,15,0,12,29,13,0,0,9,0,0,34,0,34,0,14,21,0,0,13,20,0,0,18,18,19,0,0,38,0,0,0,0,30,0,0,11,0,19,13,0,0,36,0,14,0,0,0,12,0,0,0,0,0,0,0,0,45,0,28,25,0,14,0,14,0,16,0,0,6,0,0,0,0,0,0,13,20,29,19,0,21,18,18,41,0,16,0,40,0,33,10,0,0,43,32,0,0
2011-07-01,24,13,26,0,16,29,0,27,0,23,0,0,32,0,0,21,0,32,23,26,12,0,13,0,29,22,0,0,35,16,23,0,14,21,0,0,0,0,14,0,0,0,0,0,0,35,0,0,0,0,46,100,55,11,0,19,0,0,0,0,0,28,0,21,0,0,0,35,0,14,0,29,0,18,0,0,42,13,0,13,0,21,20,12,0,0,6,0,0,0,0,0,90,26,0,29,0,0,22,0,43,46,0,16,0,41,0,18,10,0,0,28,0,0,20
2011-08-01,32,11,11,31,28,40,0,56,0,0,0,0,55,0,0,25,0,19,13,11,11,0,0,0,0,8,0,0,0,0,20,0,28,0,0,0,11,0,12,0,16,15,17,0,0,36,0,0,0,0,26,0,0,9,0,0,11,0,0,0,0,12,0,0,0,16,0,30,0,18,8,0,0,0,39,0,27,0,0,8,0,12,0,21,0,40,0,0,0,0,0,12,76,11,0,25,0,0,18,12,39,13,0,14,0,34,0,11,8,0,0,16,0,0,14
2011-09-01,37,0,14,30,18,30,0,22,29,19,0,0,27,0,0,24,0,0,0,11,0,24,0,0,16,15,0,75,29,13,0,0,20,0,0,0,11,17,23,0,15,0,16,0,18,38,0,0,0,0,0,0,0,9,0,16,16,0,0,0,0,0,0,18,0,10,0,0,0,24,8,0,0,15,0,11,17,11,0,27,0,12,16,23,98,39,20,0,0,0,30,12,0,11,33,24,0,0,54,0,23,13,0,0,0,0,38,26,12,0,29,32,27,12,16
2011-10-01,43,0,10,0,19,26,33,14,0,18,0,0,0,10,0,27,0,17,24,10,19,46,10,0,38,22,0,0,0,24,0,26,11,17,0,6,0,16,11,0,14,9,15,0,0,41,0,0,25,0,24,0,43,19,0,15,10,0,0,0,0,11,0,33,0,10,0,0,0,11,11,0,0,14,0,0,16,0,0,30,0,15,0,14,0,37,44,45,0,0,17,0,0,0,15,23,0,0,34,11,24,36,0,19,0,32,0,32,8,0,0,12,25,12,8
2011-11-01,23,11,30,29,13,44,33,11,28,19,0,0,0,11,0,35,0,17,0,20,10,35,11,0,15,7,0,0,56,12,55,0,19,0,0,0,11,33,16,0,15,7,16,0,17,42,100,0,51,0,0,0,0,8,0,0,10,0,0,28,0,11,0,17,0,20,0,0,0,11,8,0,16,22,0,11,17,10,100,19,0,11,16,18,0,37,26,0,0,0,26,0,0,0,0,23,16,0,43,22,29,12,0,13,0,32,0,21,8,0,0,6,26,12,8
2011-12-01,32,0,10,0,29,34,0,11,56,0,50,0,0,11,0,23,71,17,0,0,10,23,11,0,13,7,0,0,28,12,0,0,17,0,0,6,0,16,11,0,20,7,16,0,0,28,0,0,51,0,49,0,0,23,0,0,10,0,0,0,0,22,0,17,0,10,62,0,17,0,8,0,16,14,0,10,22,0,0,10,0,0,15,29,0,0,17,46,0,0,23,11,0,0,0,23,16,0,34,15,22,12,0,20,0,48,0,11,23,0,0,10,0,12,8
2012-01-01,14,19,9,0,24,27,0,35,0,17,0,0,0,19,0,48,0,21,22,9,13,22,0,0,9,9,0,0,25,17,17,0,10,15,0,11,14,15,20,0,13,11,14,0,16,30,0,0,0,0,33,0,0,27,0,0,25,0,0,26,0,15,0,15,0,14,0,0,31,10,7,0,14,13,0,10,23,14,0,19,0,10,14,18,0,0,6,0,0,0,10,0,0,0,14,21,28,0,26,17,27,11,0,12,0,0,0,16,11,0,0,11,0,11,18
2012-02-01,27,0,19,0,33,38,0,35,26,0,0,0,24,0,0,41,0,16,0,10,9,22,10,42,7,0,0,0,26,12,26,0,25,32,0,0,10,15,14,0,28,10,0,0,16,39,0,0,0,0,23,0,0,16,0,14,10,59,0,0,0,26,0,40,0,9,0,0,0,0,18,0,0,14,0,10,31,10,0,44,0,11,15,20,0,35,16,0,0,0,11,11,0,0,0,22,15,0,32,10,14,11,0,31,24,0,0,20,7,47,0,15,24,23,17
2012-03-01,29,0,9,52,29,36,0,16,51,0,0,0,23,0,0,40,0,0,0,9,12,21,10,0,7,7,0,0,25,11,17,0,20,0,0,0,10,29,15,0,26,0,14,67,15,30,0,0,0,12,22,0,0,23,0,0,9,0,38,39,12,10,0,15,0,0,0,0,47,30,14,0,14,19,33,9,0,9,0,30,0,13,14,15,0,67,6,0,0,0,10,0,0,0,0,0,0,0,31,10,22,18,0,24,0,0,0,14,10,0,0,13,0,11,10
2012-04-01,16,10,9,27,14,37,31,42,52,0,0,0,24,10,0,41,0,32,11,19,9,22,10,0,21,0,0,0,26,23,0,0,10,0,19,6,10,15,15,0,14,7,29,0,0,28,0,0,0,0,34,0,0,26,0,14,19,0,39,0,12,0,0,0,17,14,0,0,16,16,14,0,0,0,0,10,31,9,0,21,0,10,0,14,0,34,9,0,0,0,11,10,0,0,0,0,0,0,21,10,23,19,0,36,0,0,0,26,18,0,0,15,24,11,7
2012-05-01,12,0,9,0,41,31,0,16,25,0,0,0,23,10,0,35,63,0,11,9,9,22,0,0,14,7,0,0,0,11,17,23,20,15,0,0,10,15,10,0,13,6,14,0,16,28,0,0,35,12,0,0,0,13,53,14,18,0,0,0,0,20,0,15,0,15,0,0,0,15,7,0,0,13,0,9,15,9,0,9,0,10,0,16,0,33,13,0,0,27,0,10,0,14,0,21,0,0,39,15,38,26,0,36,0,0,0,35,21,0,25,37,0,22,14
2012-06-01,20,10,20,28,25,37,32,21,55,0,0,0,0,0,0,27,68,0,23,10,0,0,10,0,8,7,0,0,27,12,18,0,17,17,0,6,0,32,16,0,14,7,15,0,17,41,0,0,0,0,0,0,0,17,0,15,10,0,0,28,0,22,0,0,0,10,0,0,17,11,8,0,0,21,36,15,22,10,0,20,0,0,15,25,0,36,14,0,0,29,11,0,0,10,0,23,0,0,39,22,21,28,0,19,0,0,36,21,15,0,27,38,0,12,0
2012-07-01,21,0,14,29,26,37,0,18,57,0,0,16,26,11,0,26,0,26,12,14,10,0,11,0,8,15,0,0,29,0,19,0,23,0,0,6,22,17,22,0,22,0,16,0,17,31,0,0,26,13,0,0,0,13,0,15,21,63,0,29,0,22,0,0,0,15,64,0,17,11,8,23,16,15,75,11,22,10,0,18,0,15,16,29,0,0,12,46,25,0,12,23,0,10,0,23,0,23,17,22,27,37,0,13,0,0,37,32,8,0,27,39,0,12,16
2012-08-01,49,9,15,26,12,36,0,41,25,0,0,15,23,0,0,34,0,15,0,9,0,21,0,0,7,0,0,0,0,11,0,0,15,0,0,0,10,43,20,0,13,10,14,0,0,40,90,0,0,0,29,0,0,23,0,0,14,0,0,26,0,0,0,0,0,9,0,0,0,10,7,0,14,39,0,9,15,14,0,21,0,0,14,19,0,34,11,0,0,0,20,10,0,9,0,0,0,0,23,10,48,22,0,12,0,0,33,16,14,0,0,37,0,11,7
2012-09-01,41,9,12,25,24,33,0,24,0,16,0,0,0,0,0,25,0,30,16,13,8,20,9,0,10,6,0,0,24,0,16,22,13,15,0,0,9,19,14,0,13,0,20,0,15,29,0,34,44,0,21,0,38,22,0,13,17,54,36,0,0,0,0,0,0,14,0,24,0,15,7,0,20,25,0,9,21,9,0,11,0,10,27,28,0,48,27,0,21,26,10,10,0,0,0,0,0,20,15,10,50,16,16,11,0,0,0,15,10,0,0,14,0,10,23
2012-10-01,48,8,21,0,24,35,0,19,66,15,40,17,20,17,0,24,55,20,9,12,8,19,8,71,65,0,0,0,0,0,15,20,13,0,0,5,8,19,34,0,12,11,12,0,14,40,0,0,0,0,26,0,0,11,0,12,24,0,0,23,0,13,0,13,0,8,50,0,0,9,14,0,25,0,43,8,26,16,0,22,0,9,12,22,0,44,56,37,0,0,27,0,0,0,0,36,12,0,27,12,31,0,0,36,0,0,0,20,25,39,0,13,0,0,6
2012-11-01,26,0,14,23,26,31,0,54,0,15,0,0,0,0,0,41,0,28,0,21,8,19,9,0,15,6,0,0,23,20,0,0,28,0,0,0,9,13,13,0,12,0,19,0,0,25,0,0,0,0,20,0,35,25,0,0,16,0,0,23,0,27,0,0,0,25,51,0,28,9,15,0,13,23,30,17,13,11,0,12,0,9,13,21,0,30,27,0,19,24,14,0,0,8,0,19,0,0,14,18,57,10,0,32,0,0,0,32,9,0,0,25,0,10,16
2012-12-01,20,9,11,24,18,35,0,29,23,0,0,0,0,0,0,30,0,28,0,17,12,39,18,0,21,0,0,0,23,20,0,0,23,19,0,5,9,22,22,0,12,6,26,0,14,25,0,0,0,0,20,0,0,19,0,13,13,0,0,24,11,28,0,0,0,8,52,0,0,19,19,0,13,24,61,9,41,0,0,25,0,9,13,27,0,0,12,0,20,25,9,0,59,0,0,19,0,0,14,21,34,15,0,16,62,0,0,9,17,0,0,10,21,10,19
2013-01-01,24,8,11,21,19,43,25,44,31,0,0,48,19,16,0,47,0,26,0,10,22,18,0,33,15,6,0,0,21,0,41,19,13,13,15,5,16,18,20,0,15,7,12,56,13,27,0,0,19,10,54,0,0,30,0,34,11,0,0,0,0,29,0,13,0,8,0,0,19,17,11,0,12,32,0,16,12,10,0,13,0,8,12,28,0,0,14,0,18,0,17,0,0,0,12,17,12,0,51,19,27,9,14,29,0,0,27,16,11,37,0,18,0,9,10
2013-02-01,22,9,19,47,34,48,0,31,45,30,41,20,0,9,0,46,0,21,10,8,8,0,17,36,21,12,0,0,23,10,15,0,19,0,0,0,17,0,18,0,12,6,13,0,28,23,82,0,21,0,26,0,0,14,0,25,21,0,0,23,0,14,0,28,0,16,51,0,28,9,15,0,13,12,0,9,20,11,0,21,0,18,13,20,0,0,31,0,20,0,9,0,0,8,0,0,0,0,37,18,28,20,0,27,0,0,0,20,13,41,23,23,0,0,16
2013-03-01,35,0,19,22,36,57,24,29,42,14,38,12,0,20,0,43,0,26,18,8,12,0,8,0,17,5,0,0,21,0,0,0,17,13,15,0,16,24,30,0,16,5,23,0,19,33,0,0,37,10,27,0,32,17,21,0,13,0,0,43,0,8,0,0,14,7,0,0,13,19,6,17,11,21,27,16,25,15,0,25,0,12,0,26,0,0,11,0,0,0,8,8,0,0,0,17,0,17,25,16,29,9,0,19,19,0,27,18,20,37,20,23,19,13,17
2013-04-01,21,0,8,36,39,45,25,51,35,0,38,25,19,8,0,53,0,22,9,12,15,35,12,0,15,11,0,0,21,9,18,0,25,0,0,5,8,19,44,0,17,11,12,0,13,31,0,29,19,10,36,0,0,13,22,0,30,0,0,21,10,21,0,0,0,19,0,0,13,13,17,17,0,11,55,8,19,8,0,25,0,0,12,25,0,28,5,0,0,22,9,8,0,0,0,35,24,17,26,13,44,15,0,34,19,24,0,40,0,38,0,28,0,9,12
2013-05-01,23,8,13,43,18,34,25,39,21,0,57,12,29,8,0,38,0,0,9,8,22,18,8,0,13,6,0,0,32,0,34,0,23,0,0,0,0,0,16,0,11,9,20,0,0,40,0,0,0,0,36,0,33,32,0,0,23,0,0,21,10,8,0,0,0,7,0,0,13,8,10,0,12,32,27,8,19,8,0,19,14,8,12,28,0,0,9,0,0,22,13,8,0,11,0,0,12,0,26,17,42,9,0,36,0,0,27,29,6,75,0,43,0,9,14
2013-06-01,17,18,17,36,18,36,28,41,23,0,0,20,43,9,0,26,0,29,10,0,16,0,18,0,6,6,0,0,31,10,20,21,9,14,34,5,13,20,23,0,12,0,13,0,14,30,0,0,21,0,30,0,0,19,25,13,13,0,35,0,0,19,0,14,15,8,0,0,21,16,13,0,13,48,46,9,23,17,0,24,0,9,13,24,0,31,12,0,0,0,9,9,0,14,0,0,13,0,29,15,29,17,0,25,0,27,0,21,9,0,0,54,0,10,6
2013-07-01,28,0,17,36,20,48,28,38,23,15,0,41,21,9,0,37,0,14,20,0,16,20,9,37,6,16,0,0,35,10,30,0,16,0,0,8,9,27,21,0,0,6,13,0,0,46,0,32,0,0,30,0,36,16,0,13,17,52,0,24,0,0,0,14,0,25,0,0,0,23,6,0,20,30,30,13,28,9,0,36,15,9,0,24,0,31,14,0,20,25,14,9,0,0,0,19,0,19,29,14,37,15,0,32,0,0,0,24,13,0,0,61,0,0,19
2013-08-01,32,12,22,21,24,37,0,41,21,14,0,12,28,8,0,46,0,25,0,10,7,17,12,0,6,5,0,0,31,9,27,0,31,13,0,5,8,18,24,0,11,8,17,0,13,33,0,0,0,0,36,0,0,12,0,0,15,0,31,31,10,16,0,0,0,7,0,21,0,11,9,0,23,21,27,15,24,7,0,21,0,12,11,23,0,0,16,34,18,0,13,12,0,0,0,17,0,0,29,16,81,13,0,19,0,24,27,39,9,0,0,38,19,9,31
2013-09-01,55,7,11,21,23,46,23,27,53,0,36,0,27,8,0,42,50,12,9,7,19,25,8,0,11,5,0,0,40,9,17,0,11,0,0,4,13,23,23,0,11,8,11,0,37,55,0,0,18,0,26,0,0,9,0,0,18,44,0,0,0,24,0,12,0,14,0,0,12,21,9,0,55,51,26,11,27,0,0,11,0,16,11,36,0,40,22,33,0,21,8,8,0,0,11,50,0,0,31,18,68,17,13,40,0,0,0,27,11,0,0,28,0,9,13
2013-10-01,32,7,11,19,15,35,23,28,32,0,34,0,17,0,0,39,0,29,24,7,13,16,10,0,59,8,0,96,28,17,19,0,15,11,0,4,12,11,15,0,10,5,21,0,29,62,0,40,52,0,33,0,29,21,20,10,10,0,28,0,9,11,0,12,0,16,0,0,11,11,17,0,21,19,25,0,22,17,0,17,0,8,16,23,0,0,48,31,0,0,15,0,48,7,0,16,0,0,23,20,54,16,0,35,17,0,25,43,17,34,0,26,0,11,7
2013-11-01,40,7,29,20,22,45,23,35,20,13,35,0,0,0,0,43,0,20,9,29,14,25,10,31,51,0,0,0,20,9,13,0,24,24,0,4,11,0,15,0,20,5,15,0,0,39,0,28,27,0,40,0,0,12,21,16,0,0,30,0,0,27,0,0,0,18,0,0,16,8,11,0,11,10,0,7,23,7,0,20,0,8,22,33,0,26,25,0,35,21,8,12,0,0,0,16,0,0,28,31,45,9,13,52,0,23,0,25,20,36,20,17,0,17,17
2013-12-01,34,7,24,20,32,34,24,30,40,13,83,0,0,8,0,31,100,12,0,12,12,17,30,0,25,5,0,0,0,26,0,18,8,12,0,9,15,11,11,0,14,7,11,0,12,24,0,0,18,9,63,0,0,18,0,0,18,45,30,41,9,24,0,12,0,7,0,0,12,16,9,0,17,31,26,0,24,7,0,22,0,8,22,29,0,26,10,33,0,21,19,0,51,0,0,0,0,0,24,55,28,0,0,23,42,0,0,25,13,0,39,16,18,0,11
2014-01-01,28,7,15,0,30,46,0,27,18,0,0,11,25,14,0,58,0,11,8,13,13,23,10,0,25,7,0,0,18,11,12,0,17,11,0,4,7,11,7,0,10,5,10,0,22,34,0,25,17,0,47,0,0,15,0,0,9,42,0,0,0,18,0,11,0,26,0,0,0,20,7,0,50,23,0,7,14,13,0,18,0,15,20,20,0,25,12,30,0,0,26,0,46,13,10,23,0,0,30,22,57,11,12,37,17,21,24,23,20,0,0,29,17,13,24
