date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Boysenberries,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava,Zucchini Squash
2009-02-01,0,38,15,57,34,15,0,13,0,51,0,22,16,0,0,49,0,0,100,0,27,0,19,6,24,0,0,0,48,5,10,0,0,28,14,24,0,19,0,0,0,14,49,17,0,32,25,51,0,25,22,0,0,0,61,27,0,20,0,9,37,0,32,23,0,0,0,14,45,0,15,0,0,0,0,23,17,14,19,54,23,0,0,17,31,0,14,0,21,27,30,0,0,0,7,0,18,0,13,0,0,28,0,0,30,0,25,0,9,14,0,13,30,0,30,8,0,0,0,9,0,0,25,0
2009-03-01,36,36,13,41,30,9,0,11,0,54,0,25,0,0,0,43,0,0,0,0,24,0,9,5,66,32,31,0,44,7,13,0,0,0,9,21,0,22,0,0,0,12,0,15,0,25,33,45,0,0,20,0,0,0,0,24,0,0,0,13,22,38,29,13,0,32,44,12,10,0,23,0,17,0,0,40,61,19,17,0,22,19,20,15,19,0,10,0,48,24,29,97,0,0,5,0,19,0,0,32,0,0,0,52,0,0,36,11,16,13,0,12,53,0,0,20,9,0,0,14,0,0,0,0
2009-04-01,0,29,14,23,0,33,0,12,0,45,0,25,25,0,0,49,0,0,0,0,30,97,0,0,37,0,0,0,0,8,20,0,0,0,20,36,31,51,41,0,51,0,50,40,0,30,0,26,0,25,15,0,0,0,0,0,25,0,0,20,19,0,33,42,0,0,38,29,35,0,16,100,13,0,90,23,17,30,39,0,47,21,46,26,21,0,9,0,21,27,35,0,0,0,4,0,7,0,0,37,28,28,42,0,0,0,53,25,9,14,0,17,30,54,31,31,19,0,0,16,0,0,0,45
2009-05-01,0,25,0,0,32,24,0,7,0,48,0,16,15,26,0,0,0,29,0,0,24,45,9,15,0,25,32,35,45,10,18,0,0,26,15,67,0,0,0,0,0,26,46,16,0,28,46,0,0,23,27,0,0,0,0,0,23,28,0,19,19,40,31,26,0,0,23,22,21,0,33,0,23,0,0,21,42,13,35,0,34,19,21,24,39,0,13,0,20,25,34,0,0,0,12,0,7,0,19,33,0,26,39,0,0,0,42,9,17,27,0,12,28,50,27,10,9,0,0,6,0,0,23,42
2009-06-01,0,24,13,34,0,18,0,5,0,52,26,28,29,0,0,44,29,27,0,0,23,0,13,10,0,37,0,0,0,0,9,0,0,25,13,57,0,17,0,0,76,12,22,31,0,25,34,23,0,22,0,0,0,0,0,0,0,18,0,21,12,0,0,13,0,24,0,13,31,0,19,0,22,0,0,21,31,13,17,0,33,0,41,23,19,0,13,0,19,0,49,0,0,0,11,0,19,0,12,0,0,25,0,0,0,0,20,17,14,26,49,12,0,48,0,35,9,0,0,17,0,74,0,0
2009-07-01,0,27,17,20,0,9,0,8,0,49,26,22,15,0,24,44,0,27,0,100,27,0,22,7,44,24,31,34,0,5,17,30,0,37,23,21,28,25,36,43,40,12,22,15,0,20,44,22,0,22,13,0,0,100,54,0,44,0,0,20,13,0,29,31,0,24,22,12,15,0,23,0,17,0,0,40,25,19,17,0,8,0,41,15,19,0,10,0,38,0,27,0,0,0,15,0,16,0,12,0,25,100,0,0,0,0,33,11,13,13,0,0,0,0,0,34,14,0,37,20,0,0,0,40
2009-08-01,0,27,13,35,0,13,0,10,0,56,0,36,15,0,25,45,30,28,92,0,19,0,18,13,34,25,32,0,45,10,18,0,0,0,27,55,29,35,38,45,47,13,46,26,0,23,46,63,0,31,0,0,0,0,0,0,23,0,0,9,5,0,30,26,0,0,0,0,21,0,19,0,23,0,0,0,26,13,18,0,17,0,21,16,39,0,19,0,40,25,42,0,31,0,21,0,33,0,12,0,0,26,0,0,0,0,14,18,25,20,50,18,0,100,0,41,9,0,26,29,0,76,23,0
2009-09-01,0,41,17,30,30,8,0,8,0,44,0,22,14,0,24,42,0,0,0,0,29,0,14,13,43,47,60,34,42,7,17,0,0,24,13,27,0,55,35,0,0,28,43,22,0,30,22,44,0,22,25,0,0,0,0,0,0,18,0,9,15,0,29,16,0,31,43,24,20,0,9,0,21,0,77,0,15,25,17,0,8,18,26,37,18,54,0,0,19,24,24,0,29,0,18,24,12,0,35,0,0,0,0,0,26,0,39,8,24,13,0,22,26,47,0,38,17,0,0,27,25,71,0,39
2009-10-01,0,52,12,19,0,24,0,8,0,49,0,40,14,0,0,0,27,25,0,0,33,40,8,5,34,23,0,49,41,22,16,29,38,46,27,60,26,40,34,41,47,11,21,14,0,27,42,42,0,21,31,0,0,0,0,22,0,17,0,12,11,36,0,20,0,0,31,12,24,0,13,0,24,0,0,0,19,12,16,69,26,0,0,43,0,0,10,0,36,34,60,0,0,0,47,45,12,0,23,30,0,24,0,97,0,0,31,20,51,24,46,22,25,0,0,28,16,0,0,18,25,0,42,0
2009-11-01,0,61,0,19,0,12,83,6,0,60,24,24,13,0,22,0,0,25,0,0,35,40,12,10,60,22,28,64,0,13,8,0,0,22,24,29,26,15,0,0,55,11,0,42,0,41,30,62,0,20,12,0,0,0,0,22,20,0,0,9,10,35,0,17,0,15,20,0,0,0,8,0,20,0,0,19,21,28,16,22,15,17,56,28,17,0,14,0,26,0,65,0,0,0,13,22,15,0,28,0,23,0,0,47,0,0,18,16,52,20,0,67,0,0,25,16,8,0,23,10,48,0,0,37
2009-12-01,0,42,13,27,0,8,0,11,0,48,25,17,14,0,0,0,28,27,0,0,31,42,17,5,32,47,0,34,0,9,9,0,0,96,28,41,0,25,35,0,44,12,22,15,0,22,22,22,0,0,17,0,0,98,0,23,22,0,0,10,21,0,57,37,0,24,43,12,30,0,27,0,25,0,0,20,20,34,0,47,32,18,0,15,18,54,10,47,25,24,57,0,60,0,5,0,22,0,41,31,25,0,0,0,26,22,22,25,20,19,0,23,26,47,0,19,8,0,24,19,0,0,0,39
2010-01-01,0,34,11,18,0,15,78,9,0,49,0,22,0,22,21,0,25,0,0,0,42,0,7,5,19,49,40,75,0,8,10,0,0,32,27,18,49,29,31,0,78,11,38,13,0,37,29,20,0,19,30,0,67,0,0,0,19,0,0,7,14,33,25,25,0,0,0,11,26,0,36,0,16,65,0,18,26,45,0,21,19,0,0,26,32,0,24,0,17,21,37,0,0,0,10,0,8,0,47,0,22,0,32,45,0,0,46,17,26,11,0,17,23,83,0,22,20,0,0,15,0,0,0,0
2010-02-01,34,40,0,19,0,14,0,11,0,43,24,30,14,24,0,0,27,25,0,0,36,81,16,5,21,45,0,32,0,9,8,0,0,0,16,33,0,48,0,41,28,11,21,43,0,25,41,21,0,21,16,0,0,0,0,0,21,0,0,11,17,35,27,24,0,15,41,11,38,0,9,0,14,0,0,19,21,24,24,22,26,0,19,36,26,0,19,0,24,23,34,0,0,0,10,23,36,0,28,30,24,71,0,48,25,0,38,16,25,0,0,22,25,0,0,18,20,0,0,18,0,0,21,0
2010-03-01,30,43,11,17,0,11,0,13,0,43,0,40,12,0,20,0,25,46,0,0,28,36,11,4,37,61,26,29,0,9,11,0,0,21,14,18,0,28,30,0,25,17,19,64,0,32,28,38,0,57,33,0,0,0,0,0,19,0,0,13,27,32,24,32,0,14,19,0,26,0,35,0,22,0,0,17,30,22,0,41,17,15,17,58,16,0,15,41,16,20,58,81,0,21,7,20,11,0,15,27,0,21,0,0,0,0,26,15,14,11,0,10,22,0,22,39,10,0,0,9,0,0,0,0
2010-04-01,0,40,12,37,0,27,0,14,0,50,0,32,0,0,0,0,0,0,0,0,26,0,16,12,30,22,0,0,0,12,8,0,0,45,28,58,0,39,33,0,28,17,30,42,0,25,41,35,0,21,20,0,0,0,0,0,20,0,0,12,12,0,27,35,0,15,20,0,19,0,17,0,30,0,0,19,21,18,0,22,13,0,19,28,17,0,12,0,26,0,62,0,28,0,4,0,12,0,11,0,23,23,34,0,0,0,25,16,37,12,44,0,0,0,0,11,20,0,23,10,24,0,0,37
2010-05-01,0,36,23,24,0,34,0,13,0,53,0,36,13,0,0,39,44,24,0,0,19,39,12,14,40,22,28,47,39,10,8,0,0,22,12,19,0,20,0,39,41,17,20,32,0,12,40,41,0,20,18,0,69,0,0,0,0,16,0,14,16,0,26,34,20,0,20,11,23,0,12,0,20,0,0,18,41,19,16,33,25,0,0,21,25,0,9,0,35,44,40,0,0,0,11,0,0,0,11,29,0,23,34,0,0,0,20,20,32,27,0,21,24,0,0,36,8,0,23,13,36,0,0,54
2010-06-01,0,34,12,19,0,19,0,11,0,50,0,30,14,0,0,41,0,25,0,0,13,0,8,13,34,68,58,32,0,4,14,0,0,23,20,33,26,21,0,0,28,11,34,28,0,8,21,53,0,31,18,0,0,0,0,0,0,17,0,14,10,0,27,35,21,0,52,12,24,0,0,0,21,0,74,19,38,18,0,0,18,34,0,36,26,0,17,0,36,23,25,0,0,0,13,0,12,38,17,0,0,47,35,48,25,0,46,16,15,30,46,16,25,0,25,41,12,0,24,29,24,0,0,0
2010-07-01,0,41,12,18,0,8,0,11,0,53,0,22,33,0,0,39,26,37,0,0,18,0,8,34,26,22,56,31,0,6,16,0,0,29,15,63,0,30,0,0,27,0,20,14,0,14,39,0,0,40,12,0,68,0,0,0,0,0,0,23,15,34,0,34,0,0,20,11,9,0,16,0,20,0,71,36,34,15,15,0,11,0,36,41,41,49,18,0,34,22,40,0,27,22,14,21,23,36,32,0,0,0,0,0,0,20,32,8,14,40,0,21,0,0,0,29,13,22,22,45,24,0,0,0
2010-08-01,30,85,11,35,0,11,0,6,0,40,0,26,13,0,0,0,42,0,77,0,19,0,7,14,32,21,0,30,0,0,19,0,0,28,7,36,32,24,31,0,26,11,38,26,0,21,45,19,0,19,41,100,0,0,0,0,0,15,0,18,14,33,0,22,0,0,25,0,26,0,16,0,22,65,0,26,20,11,0,0,26,0,70,39,32,48,20,0,25,31,55,0,26,0,9,0,11,0,21,0,22,0,0,44,0,19,31,11,33,22,42,20,0,0,0,42,7,0,22,17,0,63,0,52
2010-09-01,0,73,11,35,0,11,0,6,0,58,0,34,13,0,0,0,25,23,0,0,27,0,7,11,19,21,27,45,0,6,15,0,35,32,30,43,0,39,31,0,0,21,25,35,24,25,26,39,73,29,26,0,0,0,0,0,19,31,0,11,8,33,50,38,0,0,19,11,18,0,20,0,19,0,0,0,31,17,15,31,21,0,17,26,27,0,13,0,33,21,38,0,26,0,15,0,25,0,10,28,0,22,0,0,23,0,31,7,23,11,0,15,23,0,23,36,11,0,0,43,0,0,0,0
2010-10-01,0,75,11,56,0,11,0,14,0,58,21,37,24,0,0,0,0,0,0,0,37,35,9,13,30,26,50,85,35,26,11,0,0,20,21,17,0,23,0,0,25,23,54,29,0,15,18,19,0,18,43,0,0,0,0,0,0,0,0,13,14,31,0,31,18,13,18,10,29,0,8,0,18,0,0,25,41,14,0,30,29,15,0,31,15,0,19,0,23,33,49,0,0,0,41,40,26,0,15,0,21,0,30,0,0,0,44,25,71,21,0,28,22,0,0,28,7,0,20,16,22,0,18,33
2010-11-01,0,66,41,40,0,14,71,11,0,53,0,39,34,0,19,0,23,22,0,0,26,68,11,4,35,96,37,27,34,20,7,0,0,39,23,33,0,18,29,0,24,14,26,78,0,32,23,18,68,18,38,0,0,0,0,0,18,0,0,12,29,30,23,17,0,13,47,10,20,0,11,0,13,0,0,16,24,41,14,39,13,0,24,73,15,44,12,0,20,32,89,0,24,0,14,19,17,32,19,25,0,0,0,0,0,0,35,21,30,10,0,61,0,38,0,18,7,0,0,20,52,0,0,32
2010-12-01,29,47,11,39,0,14,0,13,0,51,0,29,16,21,0,0,24,23,0,0,29,36,18,4,63,30,76,28,0,18,7,0,0,20,12,52,23,33,30,36,50,17,18,34,0,20,18,37,0,18,27,0,0,0,0,20,18,15,0,7,17,31,0,48,0,0,54,15,13,0,8,0,18,63,0,0,37,18,0,0,18,0,25,19,46,0,17,0,26,20,65,0,0,0,13,0,8,0,10,53,21,0,0,42,22,18,26,21,33,11,40,29,0,79,22,12,11,0,0,16,65,0,0,33
2011-01-01,0,54,8,21,19,8,0,16,0,35,0,34,13,15,0,0,18,17,0,0,57,26,13,5,27,40,28,21,0,7,9,0,25,37,21,35,34,21,44,0,37,12,27,19,0,36,41,14,0,21,28,0,0,0,0,14,14,17,0,10,13,23,18,15,13,10,14,8,28,0,17,0,17,0,0,19,22,18,10,15,18,11,25,37,23,0,20,0,0,0,22,60,19,0,3,0,33,25,11,0,0,0,0,32,0,0,19,14,22,12,29,16,16,29,16,21,26,0,15,21,0,0,0,0
2011-02-01,23,56,8,13,0,6,0,16,0,42,17,31,13,16,0,29,19,18,0,0,46,43,8,14,22,53,21,23,29,14,9,0,0,24,14,33,18,26,36,29,20,8,22,33,0,38,44,22,0,15,37,0,0,0,36,0,29,12,0,14,11,38,0,17,0,16,22,8,13,0,24,0,15,0,0,13,37,26,17,0,14,0,13,25,31,36,8,0,25,16,41,0,20,0,3,0,48,0,16,21,0,17,0,0,0,15,29,23,21,21,32,18,0,32,0,32,9,0,0,7,17,48,15,0
2011-03-01,0,60,8,25,0,0,0,17,0,40,0,31,9,0,0,0,18,17,0,61,51,0,8,17,14,15,29,21,27,13,7,0,25,30,16,31,17,35,0,27,37,23,14,19,0,29,14,14,0,14,54,0,0,61,0,15,0,11,30,19,18,0,0,18,0,30,14,12,16,0,20,0,18,0,0,25,28,12,11,0,22,11,25,28,19,35,22,0,24,15,36,0,19,0,6,0,28,0,30,0,0,0,0,32,0,0,28,14,15,13,0,29,16,30,17,23,16,0,0,21,16,0,0,0
2011-04-01,0,52,9,52,0,30,0,16,0,44,0,19,10,0,0,0,20,19,0,0,37,0,0,15,31,17,43,48,91,10,9,0,29,26,16,29,0,35,0,0,21,13,15,21,0,19,15,16,0,16,59,0,0,0,0,25,15,0,0,22,20,27,20,26,15,11,15,9,28,0,22,0,23,52,0,14,32,24,12,0,17,13,14,27,20,38,12,0,13,17,44,0,21,0,15,0,24,0,25,0,0,35,0,35,19,0,25,12,11,18,0,12,0,33,19,19,12,0,17,14,18,0,0,0
2011-05-01,0,45,19,25,0,32,0,17,0,38,0,40,9,0,0,0,30,34,0,0,33,0,7,20,14,15,0,22,27,3,11,0,26,15,16,35,0,46,0,0,38,18,23,25,0,37,14,14,0,14,33,0,0,0,0,0,0,0,30,37,19,24,0,13,0,25,14,8,19,0,20,55,11,0,49,12,31,16,0,0,19,12,13,14,35,0,22,0,16,15,32,0,19,15,11,15,22,0,15,0,0,16,23,0,0,0,19,11,13,19,0,14,0,0,33,23,8,0,0,17,0,0,14,0
2011-06-01,0,46,14,45,0,10,0,16,0,48,29,30,15,17,0,0,19,0,0,0,41,0,6,20,0,48,21,23,0,5,15,0,0,27,11,52,0,28,24,0,27,12,22,20,0,28,15,15,0,15,32,0,0,0,0,16,0,36,0,36,16,0,0,34,0,16,29,12,14,0,24,0,22,50,0,27,30,17,0,16,26,12,41,35,46,0,15,0,25,16,45,0,0,0,8,0,13,0,24,0,17,17,25,0,0,0,21,54,7,23,0,0,0,32,0,31,6,0,0,17,0,49,0,53
2011-07-01,0,48,12,48,0,5,0,14,0,43,0,21,0,0,0,0,31,0,0,0,42,0,13,12,14,15,39,33,0,7,15,0,0,16,24,41,18,36,47,0,38,12,28,26,0,30,24,36,0,28,64,0,0,0,0,15,14,0,0,29,19,0,0,13,0,10,28,8,16,0,12,0,12,0,0,26,10,21,33,0,21,12,20,29,12,0,23,0,24,16,28,0,0,0,10,0,16,26,27,20,16,16,0,0,17,0,17,11,10,11,31,15,0,31,17,33,13,0,0,29,0,47,14,25
2011-08-01,0,67,17,13,0,8,0,12,0,38,16,32,18,16,0,0,56,0,0,0,34,0,11,21,14,23,59,22,28,5,11,0,0,15,20,36,0,32,0,0,57,10,23,19,18,27,28,24,0,43,41,0,0,0,0,0,14,23,0,16,13,24,0,13,14,10,21,12,22,0,12,0,12,0,100,0,24,14,22,15,29,12,0,24,60,35,27,0,36,23,39,0,19,0,13,0,20,0,15,0,16,16,0,0,0,0,23,7,27,14,31,24,0,31,17,37,8,0,24,23,16,0,14,25
2011-09-01,0,70,8,51,0,11,0,12,0,41,0,30,18,0,0,0,37,17,0,0,35,27,14,10,42,31,20,33,27,13,14,0,0,31,27,40,18,21,69,28,25,15,33,26,0,33,28,19,0,14,55,0,0,0,0,0,0,11,0,16,9,24,0,24,14,10,0,24,42,0,12,0,37,47,0,25,14,19,11,15,29,0,32,48,24,0,24,0,28,20,40,0,19,0,24,31,22,0,11,20,0,0,0,33,17,0,37,15,50,20,0,12,17,0,0,23,5,0,0,25,16,0,0,0
2011-10-01,21,100,0,37,18,10,0,12,0,45,0,28,17,15,15,0,17,16,0,60,47,0,8,11,13,22,28,31,0,46,7,0,0,15,43,13,17,41,0,0,18,17,22,27,0,27,13,14,0,27,39,0,0,0,0,0,13,16,0,20,17,23,18,20,0,19,46,7,33,0,8,0,13,0,0,0,18,36,10,15,23,0,24,55,28,0,21,0,17,15,23,0,18,15,57,22,13,24,25,19,0,15,0,31,16,0,35,8,40,8,29,14,0,0,0,25,14,0,0,24,0,0,0,0
2011-11-01,0,59,8,40,18,5,0,16,0,39,15,44,17,29,14,0,0,0,0,0,58,25,15,4,13,19,18,51,0,24,18,0,0,14,27,12,16,35,21,0,27,7,13,24,0,37,26,44,100,13,64,0,0,0,32,14,13,16,0,17,9,0,17,25,0,19,30,7,21,0,33,53,19,0,0,0,27,23,10,29,29,22,30,31,33,0,23,0,0,43,66,0,0,14,24,29,30,0,28,19,0,15,22,61,0,0,37,20,37,8,0,68,0,57,0,14,8,0,0,8,77,43,26,23
2011-12-01,21,54,8,48,0,5,0,15,0,46,15,16,26,15,14,0,26,16,0,0,49,25,12,3,19,24,0,20,0,17,14,0,24,22,30,50,0,36,21,0,30,11,30,33,0,47,26,13,0,13,38,0,0,59,0,14,0,11,0,13,23,45,17,25,0,19,13,7,57,0,24,0,19,0,0,24,18,27,20,21,19,11,36,9,15,32,12,0,22,29,66,0,18,0,15,28,26,0,28,0,30,0,22,0,0,0,24,25,33,0,0,43,0,0,16,16,8,0,0,20,31,0,13,0
2012-01-01,0,59,0,21,0,7,0,24,0,42,13,37,8,0,0,0,20,14,0,0,66,22,9,9,23,29,24,36,0,24,12,0,0,25,27,33,0,17,19,0,16,17,11,24,0,54,19,17,0,12,54,60,0,0,0,18,11,19,0,18,15,30,0,17,0,17,42,10,68,0,21,0,17,0,41,10,24,13,0,13,17,10,11,24,29,0,22,0,23,13,39,0,0,0,11,0,26,0,12,17,13,0,0,0,0,0,35,27,18,7,25,14,14,0,0,19,15,0,0,13,20,0,11,21
2012-02-01,0,50,0,34,17,11,0,17,0,53,0,43,12,0,14,0,0,0,0,0,65,24,10,15,37,27,26,58,24,18,15,0,0,27,22,67,15,19,30,24,0,20,16,17,0,64,25,25,0,0,58,0,43,0,0,0,12,25,0,23,15,21,16,21,0,0,29,7,48,100,41,0,10,0,0,11,9,24,10,27,15,10,17,34,24,0,37,0,14,0,43,0,0,0,7,0,25,0,17,18,0,14,21,29,15,0,35,8,18,29,27,21,15,0,0,19,8,0,14,19,15,0,12,22
2012-03-01,19,57,18,26,0,12,0,22,0,52,0,25,8,14,13,24,16,0,0,0,50,0,9,12,18,27,17,19,24,17,8,0,22,0,20,15,15,46,0,0,16,20,20,25,0,40,18,25,0,28,57,0,0,0,30,13,12,10,0,26,23,0,40,21,0,18,28,10,56,0,23,0,27,41,0,22,31,25,19,27,24,10,22,29,17,0,31,0,16,20,50,0,0,13,11,0,23,0,16,0,0,14,0,28,0,0,44,11,10,9,26,17,14,53,15,35,16,0,0,23,14,0,12,0
2012-04-01,0,46,14,50,0,47,50,20,0,48,15,32,20,21,14,0,25,0,0,0,51,0,7,12,49,36,26,29,0,19,10,0,0,18,24,32,16,22,20,0,42,11,25,46,0,35,12,13,0,12,44,0,0,0,0,0,17,10,28,32,16,32,33,14,0,18,21,14,23,0,13,0,9,0,0,11,34,7,10,0,17,0,23,34,21,0,24,0,18,20,41,0,0,0,11,0,21,23,13,0,0,21,21,0,0,0,28,17,9,12,0,17,0,0,15,26,5,14,0,24,0,41,12,0
2012-05-01,0,47,14,40,0,56,0,21,0,49,0,19,12,0,0,0,24,15,0,0,31,71,8,21,37,20,17,38,0,7,13,0,23,27,27,31,0,47,20,0,33,40,20,20,0,42,21,19,0,16,68,0,0,0,30,13,12,30,0,40,17,21,16,30,0,18,33,14,25,0,13,0,14,0,0,22,17,14,0,14,32,0,11,34,10,31,24,0,11,27,46,0,34,13,15,13,9,34,13,0,14,28,21,0,0,0,45,11,13,26,0,11,0,27,15,29,10,0,14,30,0,0,12,0
2012-06-01,0,51,11,19,0,26,0,23,0,45,0,43,16,14,14,0,22,15,0,0,31,24,10,33,25,36,43,58,36,8,21,0,0,20,19,39,0,38,40,0,42,20,90,43,0,29,25,25,0,25,73,0,0,0,0,0,0,20,0,47,16,21,33,19,0,27,25,14,31,0,10,0,37,0,89,11,17,22,10,14,20,10,19,43,21,0,33,0,11,14,49,0,0,0,10,0,11,45,27,36,14,14,21,0,0,12,42,18,14,26,0,21,0,27,15,26,14,0,0,31,15,0,0,22
2012-07-01,0,60,7,33,0,12,0,21,0,45,14,43,16,0,13,0,23,22,0,0,47,0,8,22,18,33,42,19,0,5,33,0,0,13,11,38,0,49,19,0,40,15,30,14,0,31,28,42,0,20,63,62,82,0,29,13,0,10,0,37,13,21,0,20,0,22,18,7,38,0,12,0,24,0,0,22,12,19,9,13,19,20,11,29,27,29,23,0,38,39,43,52,0,0,11,26,12,22,36,0,14,27,20,0,0,0,36,15,12,18,0,25,0,26,14,36,5,13,14,44,14,39,12,29
2012-08-01,0,49,14,42,0,10,0,16,0,43,14,45,24,14,0,48,33,15,0,0,37,36,10,33,18,13,17,19,0,9,5,0,0,23,34,51,16,69,40,0,17,11,33,17,0,24,25,42,0,19,78,0,0,0,30,0,0,15,0,26,18,0,0,28,0,9,25,0,34,0,18,0,12,0,45,11,13,19,10,13,23,10,23,17,52,30,16,0,25,13,49,0,17,0,19,0,28,22,13,18,0,14,21,0,0,12,40,12,24,14,0,11,15,27,0,32,12,0,0,30,15,41,25,22
2012-09-01,20,64,18,52,17,10,0,18,0,42,0,40,11,14,0,24,27,15,0,0,55,24,9,19,44,31,25,28,0,9,10,0,0,22,16,31,0,40,30,24,41,11,28,22,15,28,30,12,0,16,57,0,0,0,30,0,0,10,0,24,7,0,16,18,0,18,49,0,28,0,15,0,24,0,44,22,14,19,9,27,26,10,11,17,26,0,27,0,14,31,42,0,17,0,25,13,23,0,20,44,0,0,20,0,15,12,37,27,64,7,27,19,15,0,0,34,16,0,0,21,0,40,24,22
2012-10-01,0,75,19,20,0,9,0,22,0,36,0,39,14,0,0,0,0,13,0,0,39,43,14,7,40,12,15,34,21,66,10,0,0,24,18,21,0,36,36,0,15,14,49,40,0,30,11,19,0,18,54,0,0,0,0,12,0,9,24,23,14,19,0,21,0,16,22,12,28,0,18,0,31,0,0,30,18,17,8,24,19,14,17,26,23,27,9,0,28,20,45,0,0,0,65,24,25,20,27,16,12,0,0,25,13,11,38,23,60,26,24,32,0,47,26,21,17,12,12,21,39,0,0,26
2012-11-01,17,79,6,43,15,6,0,24,0,42,0,48,12,18,12,21,0,13,0,0,61,32,17,5,32,44,40,42,0,27,7,0,0,36,32,31,0,37,0,0,25,10,32,45,0,44,25,52,0,38,66,0,0,0,0,23,11,27,0,17,9,0,14,33,0,8,14,0,22,88,9,0,14,0,0,15,22,21,8,12,15,9,20,41,15,54,24,0,12,18,78,0,15,12,28,0,50,0,9,16,25,12,18,25,0,0,35,31,29,25,24,68,0,0,0,18,18,0,0,10,32,36,11,20
2012-12-01,0,58,13,24,0,7,0,23,0,42,0,24,11,0,0,0,15,27,0,0,40,29,7,4,26,33,26,26,22,34,11,0,21,21,29,14,14,11,18,0,20,20,22,33,0,45,17,23,43,11,51,0,39,0,0,24,0,27,0,13,16,19,29,19,0,20,17,6,77,0,9,0,20,0,0,10,23,39,9,43,19,9,20,12,9,0,24,0,22,37,73,0,15,0,9,12,40,21,9,0,13,0,0,26,27,0,23,26,23,13,0,43,13,36,20,17,13,0,19,18,26,0,28,0
2013-01-01,16,43,9,36,0,6,0,24,28,45,0,49,11,22,11,0,13,24,0,0,50,19,6,7,58,18,18,38,19,14,13,0,18,11,15,22,12,30,16,0,40,20,19,20,0,70,20,33,0,13,52,0,0,0,0,0,10,28,22,17,18,34,0,28,0,25,23,0,62,0,12,0,13,100,0,15,23,26,0,16,14,8,22,30,16,0,13,0,17,21,46,0,13,11,9,11,33,0,26,0,11,0,16,34,0,10,30,22,19,11,0,32,12,21,12,17,15,0,0,9,11,0,0,18
2013-02-01,18,62,6,44,0,4,0,28,0,40,0,34,14,12,0,21,29,0,0,0,69,43,11,6,33,36,20,51,0,16,13,0,0,18,23,31,14,31,18,22,15,20,47,30,0,64,16,22,0,26,65,0,0,0,0,12,0,31,0,19,16,57,14,21,0,12,18,6,42,0,7,44,15,0,39,10,20,34,13,12,26,18,10,23,37,27,23,0,28,36,50,0,0,0,7,12,36,20,15,0,12,0,18,0,0,11,35,11,20,15,0,32,20,0,13,8,10,0,37,25,0,36,11,0
2013-03-01,16,57,12,37,0,18,0,24,0,45,0,36,13,11,0,20,31,19,0,45,68,20,10,14,17,40,33,23,0,18,6,0,19,17,20,51,13,23,33,0,27,20,70,37,0,57,13,15,0,13,53,0,0,0,24,11,15,16,0,20,25,35,20,40,10,22,15,8,28,0,33,0,22,0,0,15,11,23,16,28,19,8,22,24,31,25,24,0,22,15,62,0,0,11,8,11,43,37,14,14,11,11,17,23,0,0,49,9,18,10,0,38,20,22,16,22,9,0,11,23,0,0,30,18
2013-04-01,0,42,8,35,0,31,0,30,0,40,12,37,10,18,11,0,14,19,0,0,59,0,7,25,15,38,29,40,20,15,10,0,0,19,11,66,13,26,0,20,23,17,21,90,0,52,16,21,0,16,94,0,72,0,0,11,10,38,0,39,18,36,14,27,10,11,24,14,36,0,17,0,21,0,0,32,9,16,16,11,15,26,22,11,32,0,24,0,15,19,48,0,0,0,8,0,28,19,11,30,23,24,17,0,12,10,42,13,18,18,0,27,16,22,25,29,9,0,0,22,0,34,21,19
