date,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2009-04-01,37,0,60,0,37,10,0,54,0,31,26,0,0,0,0,0,0,13,0,35,0,0,0,0,0,0,0,20,0,0,0,14,23,40,22,0,0,28,0,0,40,0,30,29,29,0,32,18,0,0,0,0,0,0,0,0,14,30,65,55,0,0,0,0,6,0,31,0,35,0,26,0,20,23,0,20,0,0,29,29,43,0,18,0,0,0,34,0,0,7,0,0,0,16,60,47,37,0,0,0,0,22,15,24,22,0,18,0,0,0,12,30,0,0,0,22,32,0,0
2009-05-01,52,32,27,0,0,10,0,39,30,14,35,0,0,0,54,65,0,15,0,0,0,13,58,27,36,0,0,0,0,0,26,0,21,36,20,0,0,74,0,27,0,0,20,27,0,0,0,0,0,0,0,29,65,0,0,0,13,27,0,25,82,0,0,27,5,0,0,0,42,0,23,0,0,14,0,18,13,0,0,27,0,0,16,0,0,0,19,0,31,13,0,46,0,0,0,0,0,0,36,0,0,15,13,0,14,0,0,0,0,0,27,28,0,0,0,9,0,0,29
2009-06-01,50,0,26,0,22,8,0,45,0,23,34,0,0,0,26,0,0,20,0,30,11,0,0,0,35,0,0,17,0,0,0,8,20,0,19,26,44,0,0,0,52,0,13,0,25,0,0,0,0,0,0,28,0,0,0,0,12,0,0,24,0,0,14,0,0,0,0,0,20,0,37,0,17,13,38,0,12,0,25,38,19,25,30,0,32,0,18,0,0,0,0,0,0,0,26,0,0,28,0,0,0,14,17,0,38,34,15,0,34,0,26,44,0,0,0,15,0,0,0
2009-07-01,32,0,27,0,23,12,0,41,0,29,24,44,0,27,0,0,0,19,0,0,18,0,29,55,37,0,0,18,0,0,0,13,22,37,20,0,0,0,54,0,0,0,14,41,27,0,30,0,0,0,48,0,0,29,0,0,13,0,0,26,0,0,15,0,0,0,57,0,22,0,0,0,46,14,0,18,13,32,41,27,20,0,38,0,0,0,19,0,32,7,0,47,0,22,27,0,0,0,0,0,0,31,27,15,14,0,0,0,36,0,22,28,0,0,0,14,0,0,0
2009-08-01,24,0,28,0,24,11,0,36,0,22,25,0,0,0,0,68,0,15,0,33,12,14,30,0,0,83,0,19,0,0,0,9,22,76,35,28,0,0,55,28,0,73,19,0,28,0,61,0,0,0,0,0,0,0,0,0,0,0,0,52,86,28,15,28,14,0,29,0,22,0,24,0,38,24,0,0,14,0,28,0,41,0,26,0,0,0,16,0,0,18,0,48,0,15,0,0,0,0,0,0,0,24,0,15,14,37,17,0,0,0,17,29,0,0,38,7,0,0,0
2009-09-01,50,29,25,0,0,10,0,45,0,44,22,40,0,0,0,0,0,25,49,29,0,18,0,24,0,0,6,16,0,0,25,23,20,34,18,0,0,23,25,25,16,0,12,24,37,0,0,0,0,0,0,0,0,52,0,0,17,0,0,46,0,24,13,0,5,0,0,0,58,0,43,0,16,32,0,0,12,29,48,37,18,0,25,0,0,66,17,0,0,16,30,0,0,13,0,0,0,0,0,0,29,32,21,39,12,0,30,0,0,82,10,25,0,0,0,14,0,0,0
2009-10-01,45,0,31,0,0,6,0,39,26,25,20,0,0,0,0,0,0,22,0,0,10,17,25,0,0,0,0,16,100,0,23,21,27,31,23,23,0,21,23,71,47,0,43,23,23,0,0,14,0,0,0,0,0,24,0,26,11,24,0,54,0,0,13,0,9,0,0,0,24,0,20,0,31,12,0,0,11,0,46,23,0,0,25,0,57,31,29,0,0,36,57,40,0,17,0,0,0,0,31,43,0,46,15,18,12,0,14,0,0,77,10,24,0,0,0,10,0,0,0
2009-11-01,39,26,23,0,0,8,0,34,25,24,100,0,0,0,0,0,0,13,45,0,10,22,32,22,30,0,5,15,0,0,22,14,0,0,17,34,0,0,0,0,0,0,17,22,0,0,0,28,0,0,0,0,0,24,0,0,11,0,0,32,0,0,12,0,11,0,0,0,35,0,0,25,30,12,0,0,16,26,0,22,0,0,15,0,0,0,36,0,0,14,0,0,0,18,0,0,0,25,0,0,0,25,23,24,11,0,18,0,0,0,18,23,0,0,0,9,49,0,0
2009-12-01,41,0,46,0,0,11,0,30,0,12,21,0,49,0,0,57,0,26,47,28,10,23,50,0,31,0,0,21,0,0,23,40,37,32,18,0,0,22,0,0,32,0,24,47,0,0,25,0,0,0,0,0,0,24,0,26,17,0,52,22,0,0,13,0,19,0,24,0,18,0,20,26,16,12,0,47,15,27,23,35,17,0,19,0,0,0,46,0,0,13,0,0,0,19,0,0,0,25,0,0,0,13,12,19,12,0,24,0,62,0,10,24,50,0,0,9,26,0,0
2010-01-01,42,0,42,0,18,10,0,52,0,33,55,0,0,0,21,0,0,16,0,49,0,10,44,0,28,0,0,14,0,0,0,16,16,56,31,21,0,19,20,21,14,0,16,21,21,0,22,26,0,0,0,0,0,22,0,23,0,0,46,29,0,21,17,21,25,0,0,0,16,0,0,0,14,16,0,0,10,25,0,31,0,0,25,0,26,28,26,0,0,8,0,36,0,11,0,0,0,0,27,38,24,23,14,22,10,0,0,0,27,0,13,22,44,0,0,23,0,0,0
2010-02-01,31,0,34,0,0,14,0,46,26,45,0,37,0,0,0,55,0,17,0,27,0,0,24,23,62,0,0,23,98,0,23,7,27,0,25,0,40,42,22,0,31,0,23,0,0,0,0,14,0,0,0,0,0,24,0,26,0,23,0,43,0,23,36,23,16,0,23,0,18,0,0,0,31,0,0,0,11,0,0,46,0,0,23,0,0,0,37,0,0,8,0,39,0,25,0,37,0,0,0,0,0,19,11,18,11,0,14,50,30,0,9,23,97,0,0,14,0,0,0
2010-03-01,30,24,31,0,0,17,0,48,0,18,18,0,0,0,0,0,0,24,0,0,9,0,0,41,28,0,0,14,0,0,20,16,16,0,23,51,0,19,20,21,21,0,35,27,20,0,30,13,0,0,0,0,0,22,0,0,10,0,0,38,0,0,22,0,10,0,42,0,16,0,0,0,14,11,31,27,10,0,0,21,45,0,19,0,25,54,24,0,0,5,0,35,0,22,0,0,0,0,0,0,0,35,17,11,15,27,12,0,27,0,13,21,43,0,0,7,22,0,22
2010-04-01,40,27,46,0,19,18,0,44,26,24,40,0,0,0,0,55,0,16,0,27,10,17,0,23,31,0,5,15,0,0,45,7,18,0,60,23,39,21,34,0,69,0,23,46,23,0,25,14,0,0,0,0,0,36,0,26,11,0,0,21,70,23,0,34,11,0,47,0,18,0,0,0,15,24,0,15,11,27,23,0,0,0,21,0,28,0,32,0,0,13,0,39,0,12,0,0,0,0,30,0,0,21,30,18,29,31,23,0,30,0,19,24,97,100,31,13,0,34,0
2010-05-01,37,26,45,0,38,10,0,30,0,36,20,0,47,0,0,0,0,16,0,0,19,11,36,0,45,0,0,22,0,0,45,21,18,0,17,0,0,0,33,0,23,0,17,22,44,98,24,14,0,0,0,0,55,24,0,25,11,0,0,42,0,0,0,37,11,0,0,0,18,0,29,0,15,12,0,30,11,26,22,22,41,0,15,0,28,0,39,0,26,8,0,39,61,12,0,0,27,0,0,0,0,21,17,36,34,0,20,0,30,0,32,62,0,0,0,8,24,0,24
2010-06-01,20,0,39,0,29,18,0,26,0,41,51,37,0,0,0,0,0,18,0,0,20,0,37,23,0,0,0,41,0,0,46,7,37,31,35,46,0,0,0,24,31,0,0,23,0,0,0,14,0,0,0,0,0,24,0,0,11,0,0,65,0,0,12,23,18,0,24,0,27,0,20,25,23,24,0,0,11,27,23,46,17,23,9,0,28,0,29,0,0,11,0,40,0,19,0,0,0,25,0,43,0,26,12,12,0,0,14,0,0,0,19,24,0,0,0,11,25,0,0
2010-07-01,26,0,0,0,20,21,0,36,0,21,0,38,0,47,24,0,0,14,48,0,17,17,26,24,32,0,0,27,0,0,24,0,38,32,35,24,0,22,24,0,32,63,18,24,24,0,26,22,0,99,0,0,58,38,0,27,11,0,0,52,0,0,0,24,9,0,0,0,47,0,35,26,32,25,0,0,0,0,0,24,0,0,19,0,59,32,25,0,28,9,0,41,0,13,0,38,0,26,32,0,0,13,18,19,12,0,14,53,0,0,10,33,0,0,0,18,26,35,0
2010-08-01,83,26,22,0,19,19,100,28,25,66,19,0,46,22,44,0,0,27,0,0,9,21,24,22,30,0,5,15,0,0,22,14,0,30,33,22,0,20,43,22,44,0,22,0,44,0,0,14,0,0,0,0,0,0,0,25,15,0,0,21,0,22,0,0,4,0,45,0,17,0,32,0,15,11,0,15,16,26,22,44,16,0,17,0,27,0,35,0,38,11,27,0,0,12,0,0,27,0,0,0,0,12,15,29,11,0,13,48,0,0,18,23,47,0,0,14,24,33,24
2010-09-01,81,24,0,0,35,18,0,40,23,29,0,32,43,0,21,0,0,24,0,24,0,10,0,0,55,0,5,27,0,64,20,13,16,41,15,0,0,0,20,62,27,0,21,41,41,0,22,19,0,0,0,0,50,29,0,0,10,0,0,38,63,20,11,0,10,0,21,63,16,0,27,22,14,11,0,0,10,24,30,48,30,0,12,0,50,0,28,0,24,20,0,0,0,22,0,0,0,22,0,0,0,27,20,22,10,0,12,0,27,0,17,21,0,0,28,15,22,0,0
2010-10-01,55,23,30,0,0,12,0,32,0,38,17,0,0,0,0,0,0,22,0,0,8,0,21,20,40,0,5,13,0,0,20,9,0,27,34,20,0,27,29,40,26,0,17,39,20,0,21,12,0,0,0,0,0,21,0,0,19,0,0,31,0,20,21,0,8,0,0,0,15,0,17,22,13,15,0,13,9,0,39,26,14,0,16,0,24,39,32,0,23,38,0,34,0,11,0,0,0,0,26,0,0,28,13,26,0,0,30,0,52,0,8,34,42,0,0,13,22,0,0
2010-11-01,44,45,29,0,0,8,0,34,0,30,17,0,0,19,19,46,0,20,38,0,0,9,20,25,0,0,5,13,0,0,28,12,0,0,19,19,0,17,0,0,38,0,24,0,28,0,0,0,0,0,0,21,0,40,0,21,9,0,0,36,0,19,14,0,11,0,0,0,15,0,0,0,0,10,29,13,9,22,19,19,35,0,10,0,0,25,13,0,0,26,47,33,0,10,0,0,0,0,0,0,0,18,16,20,14,0,40,0,25,63,12,20,0,0,0,8,21,0,0
2010-12-01,40,0,20,61,0,13,0,31,0,31,26,31,0,0,0,0,0,24,39,46,8,10,21,0,27,0,5,0,0,0,39,45,16,0,15,20,0,18,19,0,26,0,10,20,20,0,43,18,0,0,0,21,0,21,0,0,18,0,0,31,0,20,0,0,35,0,20,0,16,47,0,0,27,0,0,26,0,0,19,46,29,0,18,0,48,0,36,0,23,8,0,34,0,11,0,31,0,0,0,73,0,22,20,10,0,0,24,0,26,0,32,0,0,0,27,10,0,0,0
2011-01-01,49,29,41,0,14,13,0,34,0,29,14,0,0,0,16,0,0,25,0,19,0,16,26,0,44,0,0,11,0,51,33,25,13,22,18,16,0,15,32,16,0,43,19,24,22,0,18,10,0,0,29,18,40,26,0,0,11,0,0,31,0,16,0,16,34,0,17,51,13,0,0,0,11,8,0,11,8,0,24,27,30,0,13,0,20,43,26,0,0,8,20,28,0,9,16,0,0,18,22,0,0,14,38,9,16,0,20,0,22,0,20,34,0,0,0,13,18,0,0
2011-02-01,41,31,27,0,0,18,0,28,20,25,31,29,0,0,0,0,0,28,36,0,0,9,38,27,0,0,4,0,0,0,0,8,14,24,33,18,0,41,35,18,24,0,23,18,18,0,19,11,0,0,0,0,0,19,0,0,25,18,40,33,55,0,10,0,11,0,0,0,28,42,0,0,0,22,27,24,8,0,0,24,13,0,26,0,22,24,35,0,21,10,0,31,0,10,18,0,22,0,24,33,0,15,18,19,18,0,18,0,23,0,25,18,38,0,0,7,0,0,0
2011-03-01,46,0,27,0,14,18,0,47,18,20,15,26,0,0,0,0,0,25,0,29,0,0,18,16,22,0,4,11,0,0,0,15,20,22,16,16,28,30,22,17,28,0,17,33,0,0,0,15,0,0,29,18,0,17,0,0,0,17,37,54,0,25,9,25,13,0,0,0,39,0,14,36,22,9,0,11,8,0,0,16,12,0,22,0,20,22,25,0,19,6,0,28,0,9,16,26,0,18,22,0,0,28,21,22,21,22,25,36,0,0,17,40,0,0,22,14,18,0,18
2011-04-01,34,32,30,0,36,16,0,43,20,39,48,0,38,0,0,44,0,19,0,0,10,18,20,18,0,0,4,12,78,0,18,11,22,0,27,55,0,0,0,19,31,0,28,36,18,0,20,17,0,0,0,0,0,39,0,0,26,19,81,34,0,0,0,0,13,0,19,0,14,0,0,0,18,29,0,24,0,0,18,24,13,0,36,56,45,0,27,0,21,11,0,32,100,10,18,0,0,0,0,34,0,21,18,24,14,0,22,40,0,0,22,38,0,0,25,18,20,0,0
2011-05-01,45,19,33,0,28,12,76,49,18,38,15,0,0,0,17,0,0,27,33,39,7,0,27,0,34,0,4,11,0,0,49,18,33,0,18,25,0,20,16,17,33,0,13,33,33,0,18,20,0,0,0,0,40,17,0,19,15,17,0,15,0,0,0,33,13,0,17,0,20,0,14,0,11,8,0,11,13,20,0,44,18,0,22,0,41,0,29,0,26,15,0,43,0,13,16,0,0,0,0,0,19,34,25,9,17,0,17,36,0,56,27,26,35,0,0,19,0,0,0
2011-06-01,51,60,28,0,22,9,0,60,38,45,15,0,0,17,17,61,0,30,0,20,0,8,37,0,0,0,0,28,0,0,22,8,40,0,21,0,0,15,17,17,34,44,14,17,0,0,0,16,0,0,0,0,0,18,0,0,28,34,0,16,0,0,0,17,7,0,0,0,27,0,22,19,11,26,26,17,19,0,0,17,24,0,33,0,0,22,31,0,0,10,21,29,47,9,17,0,21,18,0,0,20,25,62,22,13,22,36,37,0,0,31,23,0,0,0,26,18,25,0
2011-07-01,38,0,27,0,15,20,0,44,0,42,31,28,0,26,18,43,0,25,0,42,20,9,19,18,24,0,0,0,0,0,0,5,28,0,18,18,0,0,18,18,36,0,32,0,18,0,19,16,0,0,0,0,0,28,0,20,17,18,0,17,0,0,10,18,9,0,0,0,28,0,36,19,36,14,27,18,8,21,0,53,19,0,11,0,33,23,18,0,42,9,22,31,0,14,18,0,22,0,0,0,0,23,13,28,9,0,11,0,0,60,33,18,0,0,24,29,0,26,0
2011-08-01,68,0,17,0,14,14,0,53,19,27,15,27,0,0,34,0,0,23,0,0,22,0,18,0,23,0,8,11,0,54,17,10,20,0,25,34,0,16,34,17,23,0,22,17,25,0,19,26,0,0,0,0,0,0,0,38,8,17,38,24,0,0,9,17,7,0,0,0,34,0,30,0,11,13,0,11,16,20,17,17,44,0,25,0,42,0,28,0,20,6,0,49,47,0,0,0,0,0,22,63,0,29,17,32,9,0,10,0,22,0,32,18,36,0,23,17,0,0,0
2011-09-01,54,19,27,100,0,10,0,42,0,37,14,0,0,16,0,39,0,50,0,19,21,16,17,24,22,0,10,0,0,0,32,5,19,0,28,16,0,0,16,16,22,0,21,57,16,0,0,10,0,0,0,18,40,23,0,18,15,17,72,35,0,0,0,16,18,0,0,0,17,0,19,18,11,17,0,11,8,19,0,27,24,0,19,0,27,22,30,0,19,13,40,0,0,22,16,0,0,0,0,0,0,23,19,43,24,0,15,0,21,0,17,25,0,0,22,16,0,0,0
2011-10-01,65,0,25,0,13,12,0,37,0,54,13,25,32,0,15,37,100,31,61,36,13,0,33,15,21,0,4,24,0,47,46,19,0,21,29,20,0,42,61,15,26,0,23,20,20,0,16,9,0,0,27,0,37,16,0,17,14,16,0,29,0,15,11,0,8,0,16,0,32,0,13,17,15,12,0,10,15,18,15,46,11,0,21,0,38,0,37,0,18,45,19,26,0,12,0,0,38,0,40,0,0,26,23,28,12,0,18,0,0,0,16,32,32,0,21,10,16,0,0
2011-11-01,66,0,20,0,13,12,0,47,17,35,0,24,32,15,15,73,0,31,30,18,6,7,16,15,20,0,16,30,0,0,30,30,12,0,23,0,0,14,30,0,25,0,12,25,25,0,33,19,0,0,0,17,0,21,0,17,7,15,0,28,0,15,8,15,9,0,0,0,28,0,0,16,20,16,0,30,7,35,0,15,11,15,16,0,18,20,47,0,26,25,18,26,0,24,0,24,0,0,20,0,18,26,23,32,8,0,27,0,0,0,12,16,0,0,20,12,33,0,16
2011-12-01,66,0,50,0,13,17,0,54,17,28,20,0,0,0,0,0,0,32,30,52,6,11,16,15,30,44,5,10,0,0,15,88,0,0,26,15,0,21,15,31,40,0,23,35,15,0,0,9,0,0,0,16,0,16,0,17,25,0,0,19,0,0,8,15,33,0,0,0,20,0,0,17,10,19,22,35,11,18,15,15,22,0,26,0,19,0,75,0,0,22,18,26,0,8,15,24,19,16,0,28,18,11,13,32,15,0,23,33,20,0,31,16,48,0,20,7,0,0,16
2012-01-01,57,16,47,41,11,18,0,45,15,31,24,22,0,13,14,0,0,33,0,32,6,10,0,20,24,0,5,9,58,0,13,29,16,18,30,23,0,25,13,14,18,0,35,20,13,0,15,21,0,0,0,44,33,28,0,0,16,0,30,29,0,0,11,14,38,0,0,42,37,0,0,15,15,14,0,50,7,0,20,34,0,0,16,0,17,36,41,0,16,13,0,23,0,7,14,0,17,0,0,0,0,30,29,29,7,18,16,0,0,0,22,23,57,0,0,16,0,0,0
2012-02-01,53,0,24,0,12,16,0,49,16,36,45,47,31,0,0,35,0,37,0,0,0,7,16,15,20,0,3,24,0,0,14,22,17,0,22,20,0,27,24,30,15,0,27,19,14,0,16,13,0,0,0,0,36,23,0,16,14,0,32,18,0,15,8,15,22,0,0,0,34,0,0,0,15,18,22,10,14,17,0,19,11,0,37,0,18,19,42,0,17,13,18,38,0,16,0,0,0,0,38,0,0,36,15,12,15,19,21,32,19,49,24,15,31,0,0,11,0,0,0
2012-03-01,49,16,23,0,12,23,0,39,16,44,0,22,29,0,14,68,0,45,0,32,15,7,22,28,0,0,3,12,0,0,18,21,22,19,38,28,0,13,23,14,19,0,19,35,14,0,15,13,0,0,0,0,0,15,0,0,16,14,0,35,43,21,0,14,15,0,0,43,22,0,0,23,22,14,21,9,9,0,14,35,15,0,31,0,0,0,56,0,0,21,0,24,0,8,14,0,17,0,0,0,16,42,16,7,17,0,28,0,28,0,20,29,29,0,0,5,15,0,0
2012-04-01,43,25,43,0,24,18,0,52,0,51,31,23,30,0,0,70,0,43,0,17,12,0,26,21,29,0,10,19,0,45,21,26,23,39,28,43,25,20,35,15,14,0,22,22,28,0,16,44,0,0,0,16,0,25,0,0,20,15,32,40,0,0,8,0,10,0,15,0,23,0,13,23,19,15,0,10,11,0,21,38,16,0,11,0,0,0,46,0,0,17,0,25,0,15,0,0,18,0,0,0,0,32,12,19,0,0,22,31,0,0,38,25,0,0,0,8,0,21,16
2012-05-01,51,17,23,0,36,24,0,59,16,52,25,22,0,14,28,0,0,31,0,0,8,7,23,14,38,0,0,28,0,0,14,15,22,0,39,21,0,13,37,14,19,0,24,19,0,0,0,13,0,0,0,0,0,29,0,0,10,14,0,33,43,0,8,28,20,0,0,0,22,0,12,23,38,15,0,19,7,0,14,42,21,0,22,0,0,0,57,0,16,9,0,24,0,11,14,0,35,0,19,26,17,40,19,11,7,19,17,0,19,47,26,29,30,0,0,25,0,0,15
2012-06-01,57,27,42,0,20,15,0,39,16,37,25,45,0,0,21,34,0,29,0,16,27,13,15,21,19,0,3,14,0,0,14,19,50,19,31,28,0,13,23,50,19,0,21,14,28,0,0,21,0,0,0,15,0,15,0,16,10,0,0,30,0,14,0,23,7,0,15,0,16,0,36,15,19,7,0,19,7,16,14,23,41,0,18,0,34,37,42,0,16,17,0,48,0,23,0,22,17,0,0,26,0,39,24,15,21,0,14,0,0,0,40,34,0,0,0,26,15,0,0
2012-07-01,55,0,65,0,13,29,0,41,17,42,26,24,32,15,23,0,0,29,0,18,64,7,16,22,20,0,0,20,0,47,30,14,35,20,19,25,0,21,30,61,35,0,15,25,30,0,16,32,0,0,0,0,0,26,0,17,14,0,0,28,0,15,0,15,10,0,0,0,39,0,43,16,0,8,0,10,12,35,30,55,22,0,22,0,37,0,28,0,17,11,0,52,0,0,15,0,55,0,20,28,17,25,15,16,15,20,27,0,0,0,21,21,0,66,0,29,0,22,32
2012-08-01,42,26,30,0,13,24,0,43,17,52,19,0,31,0,15,36,0,34,0,26,38,14,24,15,20,0,0,16,63,0,29,25,12,0,29,29,0,14,37,30,40,0,15,15,22,0,24,9,0,0,0,0,0,39,0,16,17,0,0,28,0,15,12,0,12,0,0,0,31,0,34,16,13,8,0,10,18,17,15,34,32,0,16,0,36,19,37,0,0,18,0,42,0,16,15,0,36,16,0,0,0,44,7,27,11,0,18,32,0,49,24,23,0,0,0,29,0,0,0
2012-09-01,55,0,32,0,12,24,0,42,16,34,24,0,29,0,21,34,0,38,28,32,15,10,30,28,19,0,10,15,0,0,27,11,33,19,24,32,0,25,20,42,28,0,14,18,20,0,0,25,0,0,0,0,34,24,0,16,26,28,31,26,0,0,15,14,7,0,14,0,33,0,12,15,19,7,0,19,17,16,14,42,10,0,7,0,23,0,37,72,16,24,0,36,37,22,0,0,0,0,18,51,16,34,14,36,14,18,19,0,0,45,23,24,29,0,19,16,15,20,0
2012-10-01,53,15,33,0,14,20,0,42,0,40,22,39,0,12,25,30,0,33,37,29,7,0,22,19,17,0,8,8,0,39,33,36,10,17,43,25,0,11,31,19,38,0,11,12,12,0,41,19,0,0,22,0,0,39,0,28,9,13,0,50,0,12,0,17,9,0,0,39,39,0,22,0,17,9,0,21,6,15,16,25,14,12,20,0,23,33,59,0,14,59,0,43,34,20,0,20,0,14,0,0,14,35,29,43,6,0,20,0,16,0,25,45,0,0,17,7,0,0,13
2012-11-01,38,0,62,39,11,21,0,56,28,31,16,0,0,0,25,0,0,39,38,15,11,0,27,0,34,74,7,13,0,40,13,17,20,17,28,37,22,35,25,25,13,0,19,13,37,0,23,27,0,0,0,14,30,53,0,14,6,19,84,27,0,0,7,0,10,0,0,0,15,0,11,14,17,20,0,30,21,30,19,19,14,12,25,0,15,50,49,0,15,27,16,54,0,18,12,40,0,0,0,0,0,26,29,40,0,0,23,0,17,0,13,61,27,0,0,9,14,0,14
2012-12-01,60,30,38,0,14,19,0,45,0,38,33,0,0,0,0,0,0,26,38,29,9,12,27,33,25,0,3,25,0,0,13,93,20,17,25,13,0,0,19,13,17,0,28,13,25,0,20,15,100,0,22,14,30,35,0,14,29,13,28,35,0,25,7,12,39,0,0,0,54,30,0,0,20,9,0,42,6,29,19,29,28,12,23,0,31,42,52,0,15,24,15,65,34,13,0,0,0,14,0,0,15,35,29,50,13,0,33,27,16,42,18,35,0,0,0,11,14,18,0
2013-01-01,49,13,23,0,10,27,0,53,0,52,20,18,0,0,17,55,0,39,23,27,10,6,16,23,15,0,7,15,0,0,23,42,27,23,28,30,0,21,30,23,23,0,21,19,28,0,19,10,0,0,0,0,28,36,0,0,16,12,0,25,35,0,6,0,43,0,12,35,22,27,10,12,23,12,0,19,15,0,34,42,17,0,17,0,23,0,47,0,13,20,0,20,31,9,11,36,14,12,30,0,13,48,30,18,11,15,16,25,15,0,19,55,24,0,0,8,12,0,18
2013-02-01,34,0,56,0,22,26,0,62,14,71,23,21,27,0,39,0,0,50,26,23,11,0,18,34,23,0,3,13,0,41,13,24,20,26,15,26,22,12,34,33,39,0,35,30,21,0,14,16,0,0,0,14,32,50,0,0,24,20,28,36,40,13,7,0,22,0,13,0,37,0,0,14,17,18,0,13,12,15,38,39,19,0,7,0,32,34,48,68,15,19,16,33,36,7,26,21,16,14,51,24,15,44,35,41,13,0,27,0,0,0,21,58,27,0,18,19,0,0,14
2013-03-01,67,0,46,0,23,33,0,82,0,34,50,27,24,0,11,55,0,45,0,27,10,6,49,23,31,0,8,15,0,0,11,21,36,15,45,11,20,21,38,41,27,0,35,15,0,0,19,14,0,0,0,12,0,44,0,13,27,12,0,39,0,0,6,0,16,0,0,35,24,0,10,0,23,22,0,27,13,13,11,49,21,0,18,35,35,15,46,0,13,11,0,30,31,14,11,27,14,0,0,21,20,43,19,42,17,0,32,25,15,0,21,24,24,0,15,16,12,0,0
2013-04-01,57,21,36,0,31,30,0,52,18,49,21,0,25,12,31,29,0,50,0,21,10,6,13,18,16,0,6,8,0,0,0,30,19,33,30,12,21,28,24,18,41,0,21,16,20,0,13,30,0,100,0,26,30,34,0,14,20,0,54,57,37,0,0,24,10,0,13,0,35,0,0,13,14,17,0,24,8,14,12,32,18,0,32,0,22,24,34,0,14,18,0,21,33,17,12,19,15,0,0,45,0,50,14,22,6,0,22,26,0,40,17,21,26,0,16,9,0,0,13
2013-05-01,58,14,27,0,46,33,0,51,13,59,10,28,0,0,12,0,0,41,46,14,17,0,21,23,23,0,4,15,0,0,19,23,27,23,49,12,0,25,46,12,46,30,18,23,11,0,13,28,0,0,20,0,28,40,0,0,27,23,26,39,0,0,12,12,11,0,12,36,24,0,15,0,10,14,0,8,11,14,11,27,13,0,27,0,14,30,45,61,13,17,0,30,32,9,12,0,0,12,0,0,0,39,31,31,9,0,23,25,0,0,33,24,24,0,0,27,0,17,0
2013-06-01,47,42,20,0,25,43,0,59,0,40,21,0,25,0,12,29,0,38,24,21,32,6,19,30,32,35,5,32,0,0,18,16,19,48,33,20,20,16,24,12,48,0,12,24,24,0,34,18,0,0,0,13,0,29,0,13,14,0,53,26,0,12,0,12,21,0,12,0,14,0,24,13,12,21,0,16,8,0,12,36,13,12,27,0,0,32,39,0,0,16,0,21,0,6,12,19,22,13,0,22,0,56,18,16,15,16,19,26,16,0,22,29,25,0,16,27,26,0,0
2013-07-01,51,20,51,0,18,50,0,73,29,45,67,31,0,13,26,31,84,47,0,15,55,6,18,17,43,0,3,34,0,0,13,22,20,17,25,26,22,12,42,19,17,33,17,13,34,0,28,24,0,0,23,0,31,27,0,14,42,13,29,20,0,0,7,0,28,0,13,40,20,0,37,14,13,13,0,0,16,15,13,56,19,13,24,0,63,17,44,0,15,9,16,52,35,25,0,20,0,14,0,0,15,51,26,10,6,0,34,0,17,86,42,53,27,0,34,63,0,19,14
2013-08-01,54,14,45,38,14,50,0,71,18,59,16,0,26,12,25,0,0,48,25,36,32,9,20,18,50,37,4,8,0,0,29,17,24,33,28,29,21,17,61,37,16,0,29,16,25,0,14,23,0,0,0,0,30,26,0,14,17,0,0,34,38,0,7,12,11,0,0,0,43,30,36,13,17,15,19,17,9,15,12,25,18,0,31,0,30,24,47,64,22,18,15,0,0,18,0,20,15,0,0,0,14,23,18,42,6,16,27,27,16,0,53,34,26,0,0,35,13,0,0
2013-09-01,69,54,23,0,19,36,0,55,0,39,20,18,24,11,23,0,0,58,46,27,10,6,37,15,23,0,5,8,0,0,15,30,18,15,34,15,0,21,23,58,50,0,20,34,23,0,12,25,0,0,0,12,0,56,0,13,19,12,25,18,35,0,9,0,9,0,12,0,36,0,20,13,13,10,17,15,5,27,23,57,25,0,24,0,38,23,46,0,22,33,0,53,0,18,23,0,0,0,0,0,0,24,21,39,0,0,25,25,15,0,33,28,24,0,0,15,12,17,12
