date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Iceberg Lettuce,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava,Zucchini Squash
2009-03-01,0,33,8,14,19,0,13,0,48,0,24,0,44,16,0,0,0,0,0,9,0,0,0,18,0,0,33,0,0,0,0,36,0,11,0,16,0,0,0,0,0,35,0,0,32,0,0,0,30,0,0,0,79,0,0,0,0,0,0,14,0,0,0,0,17,0,0,0,0,0,0,0,19,16,0,0,0,0,21,32,40,0,18,0,19,0,28,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,32,0,11,0,19,0,0,0,0,39,20,0,55,13,0,0,23,0
2009-04-01,0,14,0,17,0,0,0,27,34,0,17,0,0,20,0,0,0,22,0,0,0,77,0,32,0,0,0,0,31,0,0,31,0,0,19,0,0,0,0,0,0,31,0,27,38,0,0,0,10,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,20,0,0,0,16,0,0,0,0,19,0,28,14,33,0,38,0,0,5,0,0,0,25,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,20,25,20,0,23,24,0,0,0,18,23,0,0,31,0,0,0,0
2009-05-01,0,40,0,22,0,0,21,0,49,51,20,0,46,0,0,0,0,20,0,10,0,68,0,0,19,37,0,0,0,0,0,0,0,12,0,38,0,0,0,0,0,18,0,24,25,0,0,0,14,0,0,26,0,0,0,0,18,0,19,31,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,25,25,29,22,0,43,0,12,0,0,0,29,100,0,17,0,0,0,0,38,0,0,0,0,0,42,0,35,45,12,30,0,22,100,0,0,12,21,0,0,38,0,0,0,0
2009-06-01,0,37,0,14,19,0,13,0,43,0,28,0,0,0,0,0,0,0,0,9,0,0,0,0,18,0,32,34,0,0,0,0,0,17,0,31,0,0,0,0,33,26,0,22,40,0,0,0,13,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,25,0,0,0,14,0,32,0,38,16,0,0,11,27,0,31,40,0,18,0,0,0,28,0,21,0,23,59,0,0,17,0,0,0,0,0,0,77,32,31,19,0,19,20,0,0,0,34,58,0,0,22,0,0,23,0
2009-07-01,0,78,8,20,18,0,51,0,77,0,28,0,0,0,0,0,0,18,0,9,0,62,0,42,0,0,0,49,25,0,0,17,51,11,0,45,0,0,0,44,32,66,0,0,41,23,0,31,22,0,0,0,0,0,0,0,0,0,0,21,0,0,0,100,33,0,0,0,14,0,0,0,19,15,0,0,0,26,0,60,0,0,15,0,18,22,26,0,0,0,22,0,0,0,17,0,0,0,0,0,39,0,47,0,40,0,18,19,0,0,0,26,0,0,0,28,0,0,0,0
2009-08-01,0,66,0,14,20,0,18,0,60,0,15,0,0,33,0,0,66,0,0,13,0,0,19,18,19,0,0,0,0,0,100,27,0,11,0,12,33,0,0,23,0,18,0,23,24,24,0,33,27,0,0,24,0,0,0,0,0,0,0,29,0,0,34,0,17,0,0,0,29,0,0,48,40,0,0,0,17,0,0,32,41,0,25,0,20,24,23,0,22,0,31,0,0,0,36,0,0,0,0,0,0,0,17,0,31,19,0,20,0,0,0,47,30,0,0,20,0,0,0,0
2009-09-01,0,37,9,29,20,0,21,24,46,0,20,0,0,0,0,0,0,20,26,10,0,0,0,37,0,37,0,36,0,0,0,18,0,12,0,19,0,0,0,0,0,36,0,24,33,0,0,0,9,0,0,0,0,0,0,0,0,0,56,22,20,0,0,0,18,0,0,0,0,0,0,0,20,17,0,24,12,0,22,34,0,0,10,0,0,0,34,0,0,17,24,0,0,0,19,0,0,0,0,0,0,0,17,22,20,20,0,21,0,0,0,32,20,0,0,20,0,0,0,0
2009-10-01,0,57,8,14,28,45,43,22,64,0,9,0,0,16,0,0,0,0,0,0,0,0,19,17,18,0,0,0,26,0,0,17,0,11,15,11,31,0,0,0,0,25,0,0,21,0,0,0,28,0,0,0,0,0,0,0,0,0,0,14,0,0,22,0,0,0,22,0,14,0,0,0,39,0,0,22,0,26,40,63,40,0,9,0,18,0,27,0,31,0,52,59,0,0,18,100,0,0,27,0,0,74,31,27,33,0,0,20,0,0,0,56,0,0,0,19,0,0,0,0
2009-11-01,0,35,8,0,19,0,13,0,58,0,28,0,0,0,0,0,0,19,0,9,0,0,0,35,18,0,0,0,0,0,0,17,52,11,0,29,0,0,0,0,34,17,0,0,16,0,0,32,34,0,47,0,78,60,0,0,0,0,0,14,0,0,22,0,17,0,23,0,21,0,0,0,19,0,0,0,11,27,21,0,40,0,9,0,0,0,40,0,21,0,57,0,0,0,18,0,0,0,0,0,0,0,49,21,15,0,0,20,0,0,0,19,19,0,27,24,0,0,0,0
2009-12-01,0,31,0,0,20,0,0,0,37,0,16,0,0,0,0,0,0,20,0,0,0,0,0,25,19,37,0,0,0,0,0,18,0,23,0,12,0,0,0,24,35,18,0,0,16,24,0,0,18,0,0,0,0,62,0,0,0,0,19,0,0,0,23,0,18,0,0,0,15,0,0,50,20,17,0,0,24,0,22,33,41,0,9,0,0,0,52,0,44,16,23,0,0,0,18,0,0,0,0,0,0,0,34,22,23,0,0,83,0,0,0,24,0,0,57,20,0,66,0,0
2010-01-01,0,25,0,25,0,0,12,0,51,42,17,17,0,14,0,0,0,17,0,0,0,0,17,31,16,31,29,0,0,0,0,36,0,10,0,17,0,0,0,0,0,46,0,0,14,21,0,29,15,0,0,0,70,0,0,0,0,0,0,19,0,0,20,0,15,0,0,0,18,0,0,0,17,14,0,0,10,0,0,0,35,0,16,0,0,0,28,0,0,14,20,0,0,0,16,0,0,0,0,0,0,0,14,25,25,16,0,18,0,0,0,37,17,0,24,23,0,56,20,76
2010-02-01,0,46,8,0,18,0,25,21,36,0,24,18,0,0,0,60,0,24,24,9,0,0,0,50,0,0,0,32,0,0,0,50,0,21,0,17,0,0,0,0,0,24,0,0,15,0,0,0,33,0,44,0,73,0,0,0,0,0,0,13,18,0,0,0,16,0,0,0,20,0,0,0,18,0,0,0,16,0,0,45,0,100,13,0,18,0,17,0,20,0,0,0,0,0,25,0,0,0,0,0,0,0,23,20,0,53,0,38,0,0,0,22,0,0,0,30,0,0,0,0
2010-03-01,62,38,0,0,0,0,11,0,43,0,37,0,0,0,0,0,0,16,22,8,0,57,0,25,0,0,0,29,0,0,0,0,0,10,14,20,0,0,0,0,29,15,0,0,27,41,0,0,15,0,0,0,0,52,0,0,0,0,15,20,0,0,20,0,29,0,0,0,0,0,0,0,17,0,0,0,10,23,0,0,0,0,10,0,16,19,12,0,0,0,20,0,0,0,21,0,0,0,0,0,0,0,28,27,29,0,0,35,0,66,0,26,25,0,0,12,0,0,20,0
2010-04-01,72,40,0,0,19,0,20,0,26,0,14,19,0,0,0,0,0,0,0,0,0,0,0,18,0,35,0,0,0,0,0,18,0,0,16,12,0,0,0,0,0,17,0,0,16,24,0,32,18,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,12,0,22,0,0,0,9,0,0,0,18,0,0,0,30,0,0,94,18,0,19,0,29,0,0,0,66,21,17,0,0,20,0,0,0,12,0,0,0,45,0,0,0,0
2010-05-01,0,16,0,14,19,0,13,0,32,0,16,28,0,16,0,63,0,56,0,9,0,0,0,0,18,0,0,0,0,0,0,17,0,11,0,12,0,0,0,0,0,17,0,23,24,0,0,0,13,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,26,0,0,0,0,0,0,0,19,16,0,0,11,0,0,0,79,0,4,0,0,0,14,0,21,0,0,0,0,0,17,0,0,0,28,0,41,0,24,0,28,19,0,20,0,0,0,15,0,0,0,24,0,0,0,0
2010-06-01,0,29,7,0,17,0,47,0,33,0,8,0,0,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,23,0,0,16,0,10,14,14,0,0,0,0,0,30,0,0,0,20,0,28,8,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,15,0,0,0,0,0,0,0,17,24,0,0,15,0,0,27,0,0,18,0,51,0,12,0,19,0,0,0,80,0,16,89,0,0,25,0,36,0,14,28,13,0,0,36,0,0,0,10,0,0,24,17,0,0,0,0
2010-07-01,0,49,6,0,0,0,27,0,59,0,20,15,0,19,0,49,0,15,19,11,0,0,0,28,0,41,0,0,0,0,0,14,0,9,0,30,0,0,0,0,0,20,0,27,18,54,0,0,11,0,0,0,0,47,0,0,0,0,0,44,14,0,0,0,31,0,0,0,11,100,0,0,15,19,14,0,0,21,16,0,31,0,3,0,0,0,11,0,0,0,18,46,0,73,0,78,15,0,29,0,0,0,13,16,23,15,15,39,0,0,0,48,0,0,21,30,0,0,0,0
2010-08-01,0,57,0,0,30,0,10,0,55,0,18,0,35,19,0,50,51,23,20,10,0,0,0,28,14,0,0,0,21,0,77,28,0,9,0,14,0,0,0,0,27,20,0,27,13,0,0,51,27,0,0,0,0,47,0,0,0,20,0,22,0,0,0,0,20,0,0,0,22,0,0,0,30,26,0,0,18,0,0,25,32,0,14,0,0,18,22,0,17,13,18,0,0,0,14,0,0,0,0,0,0,0,13,33,18,15,30,16,0,0,0,34,16,0,0,20,0,0,18,0
2010-09-01,0,58,0,12,16,0,33,0,42,0,37,16,0,14,0,0,0,24,20,8,0,0,16,20,0,0,0,0,0,0,0,22,0,14,0,16,27,0,0,0,0,29,0,0,26,20,0,40,19,0,0,20,64,100,0,0,0,0,0,20,16,0,28,0,0,0,19,0,11,0,0,81,32,0,0,0,10,23,0,0,0,0,19,0,0,19,19,0,44,0,0,0,0,0,0,0,0,0,0,0,33,0,27,26,19,16,24,17,0,0,0,38,24,0,23,27,0,0,0,0
2010-10-01,0,57,0,22,0,0,21,0,45,0,15,15,35,13,0,50,0,15,20,15,0,0,0,28,15,28,26,0,0,27,0,14,0,9,13,19,26,0,0,0,0,14,0,18,19,37,0,0,28,0,0,19,0,48,0,0,0,0,0,15,0,0,18,0,14,0,19,0,11,0,0,0,16,25,0,0,18,0,0,75,32,0,21,0,0,0,18,0,17,0,82,0,0,0,14,0,0,0,0,0,0,61,13,17,27,15,0,56,0,0,0,23,15,0,22,26,0,0,0,0
2010-11-01,0,57,6,0,15,0,10,0,39,0,17,0,0,13,0,0,49,22,19,7,0,0,0,27,0,0,0,0,20,26,0,13,0,17,0,9,0,0,0,0,0,26,0,17,29,0,0,25,22,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,13,0,0,0,11,0,0,0,15,12,0,0,13,0,0,0,0,80,10,0,15,0,14,0,0,0,47,0,0,0,27,0,0,0,0,0,31,0,13,16,22,0,15,23,0,59,0,36,0,0,21,17,0,0,18,0
2010-12-01,0,44,0,0,16,39,16,0,41,0,18,0,0,0,0,52,0,16,0,0,0,0,0,22,0,29,27,0,0,0,0,14,0,12,0,19,0,0,0,19,28,28,0,0,22,0,0,0,22,0,39,0,0,0,0,0,0,0,15,31,0,17,19,0,0,0,0,0,11,0,0,0,16,20,0,0,9,0,0,53,33,0,7,0,0,0,19,0,0,13,37,0,0,0,37,0,0,0,0,0,33,0,13,17,14,15,0,22,0,0,0,53,0,0,23,16,0,0,0,0
2011-01-01,22,46,3,9,6,14,8,0,40,15,18,6,0,8,20,0,0,10,0,7,0,40,0,16,11,22,0,0,8,0,0,9,16,9,5,14,0,0,0,7,10,32,0,14,13,10,0,10,22,0,0,7,0,0,0,11,5,8,5,34,6,7,14,0,8,0,0,0,9,0,0,0,15,5,0,7,4,9,6,10,12,0,12,0,9,7,15,0,6,0,14,0,0,0,7,31,0,0,15,22,12,0,5,15,19,9,12,31,0,0,0,20,18,0,0,22,100,0,0,0
2011-02-01,0,52,3,7,6,0,15,0,42,0,15,12,0,7,20,0,0,18,0,6,0,20,0,9,6,22,0,0,17,0,0,15,0,9,17,10,0,0,0,0,11,27,0,7,7,10,0,10,11,0,0,7,0,19,0,0,0,0,0,24,6,7,7,33,11,0,7,0,9,0,0,15,8,15,0,0,13,0,7,10,13,0,11,0,6,7,21,0,0,0,7,0,0,0,11,0,0,0,18,0,12,24,8,10,15,0,6,17,0,0,0,29,9,0,13,26,0,0,0,0
2011-03-01,20,46,2,8,13,13,10,0,36,13,17,12,0,9,0,0,0,19,0,5,0,18,0,18,10,10,9,0,7,0,0,10,22,7,9,15,9,0,100,0,0,33,0,6,10,7,0,18,12,0,13,0,22,16,0,0,0,0,5,24,0,0,10,0,8,0,6,0,13,35,0,27,13,9,5,0,5,8,0,9,0,0,10,100,0,6,15,0,6,9,6,0,0,26,5,0,0,0,8,20,0,0,18,17,14,5,11,24,0,0,0,23,7,0,11,19,0,0,0,0
2011-04-01,22,39,4,11,9,0,6,0,30,0,12,6,13,5,0,20,20,8,0,4,0,20,6,13,0,27,0,0,0,0,0,0,33,14,0,18,10,8,0,0,10,27,0,7,16,0,0,10,8,0,14,0,48,19,0,0,11,0,6,10,0,0,7,0,5,0,7,0,6,0,0,0,6,5,0,0,6,0,7,15,12,0,7,0,6,0,22,0,7,0,12,0,0,0,8,0,0,0,9,0,12,0,10,6,12,6,0,12,0,0,0,24,12,0,17,22,0,0,7,0
2011-05-01,20,34,2,10,0,0,15,0,24,0,14,5,12,0,0,18,0,12,0,7,0,18,0,18,7,10,0,10,7,0,0,15,15,5,0,8,0,0,0,0,14,10,0,0,11,13,0,9,5,0,0,0,22,17,0,10,5,0,0,35,0,0,13,29,10,0,13,0,9,0,9,13,8,5,0,7,5,8,0,9,11,0,4,0,5,6,25,0,6,9,9,0,0,0,10,0,5,0,8,0,23,0,23,21,10,5,0,17,0,0,0,20,5,0,8,21,90,18,0,0
2011-06-01,19,32,2,4,12,0,19,0,35,12,12,8,11,4,0,0,17,12,7,7,0,67,0,12,17,14,0,18,7,0,0,9,14,7,4,16,0,7,0,6,18,29,0,8,4,8,10,8,14,0,0,0,20,31,0,9,0,6,0,16,0,0,6,0,6,0,6,74,10,0,0,12,17,4,5,0,5,0,5,25,11,0,14,0,8,0,19,0,5,0,15,0,0,0,5,26,0,17,7,0,10,0,11,15,12,0,5,10,0,0,0,32,5,0,0,21,0,0,0,44
2011-07-01,0,54,3,5,7,0,39,0,54,0,21,11,10,8,0,15,23,10,0,9,0,0,0,39,0,8,8,16,19,0,0,14,12,9,4,12,8,0,0,5,8,22,0,5,30,8,0,8,22,0,0,11,28,28,15,8,4,0,4,9,4,0,19,25,17,0,6,0,9,29,8,11,12,11,4,6,8,0,14,15,9,0,24,0,4,17,19,0,5,4,19,14,0,0,11,47,4,0,13,0,14,35,13,10,35,7,9,20,0,18,0,34,9,100,6,19,0,0,0,0
2011-08-01,16,54,2,6,11,0,14,5,42,11,19,11,10,6,0,14,0,14,6,3,0,15,4,19,4,20,7,0,12,0,22,13,12,15,4,18,0,12,0,5,15,16,0,13,19,0,0,11,25,0,11,5,18,27,0,0,0,6,4,28,4,0,19,59,26,0,5,0,9,0,0,0,15,4,0,5,12,6,5,11,15,0,16,82,9,5,25,0,12,0,14,0,20,0,8,23,4,15,11,16,12,0,24,12,26,4,0,14,0,17,0,27,7,0,0,24,0,0,5,0
2011-09-01,17,63,5,4,9,11,15,0,44,11,20,7,17,6,0,0,15,12,9,8,0,15,0,23,4,41,0,0,12,0,0,10,37,13,0,20,7,0,85,0,24,26,0,13,16,8,0,11,28,0,0,5,55,0,0,8,0,9,4,24,4,0,9,0,9,0,0,0,6,0,0,11,16,4,0,0,11,10,5,26,9,24,15,0,9,5,22,0,7,4,16,28,0,22,19,24,0,0,13,0,0,0,11,10,16,4,11,32,0,0,0,26,11,0,6,26,0,0,0,0
2011-10-01,17,60,0,13,9,0,11,0,44,11,20,4,15,6,0,15,0,9,6,4,0,15,0,14,8,12,8,0,6,0,0,15,12,16,4,13,0,0,0,5,23,18,100,11,9,5,0,7,30,0,0,0,0,21,0,0,4,0,4,25,0,0,14,0,10,0,5,0,4,57,8,11,11,9,4,5,11,6,5,36,15,24,20,0,9,5,22,0,0,4,38,0,0,0,10,0,4,0,6,16,9,0,24,10,23,4,9,15,0,18,0,39,16,0,9,13,0,0,5,0
2011-11-01,0,47,3,3,11,0,12,0,39,16,13,4,15,11,0,44,15,9,0,7,0,15,0,12,7,24,0,8,6,0,0,5,18,10,4,15,7,0,0,5,8,12,0,5,12,5,9,7,22,0,11,0,18,0,0,8,4,9,0,13,0,0,13,0,8,0,0,0,9,30,0,17,8,5,0,5,17,6,10,18,28,0,13,0,13,8,18,0,10,0,26,0,21,43,7,0,0,0,7,17,14,36,8,15,15,4,4,27,0,0,0,29,9,0,13,13,0,0,0,0
2011-12-01,17,55,2,3,13,0,9,5,31,16,12,7,10,6,0,0,0,7,0,4,0,23,0,11,4,16,7,0,0,0,0,8,24,7,5,12,15,0,0,0,8,24,0,16,7,5,0,10,17,0,0,0,18,28,0,8,4,0,6,25,0,0,10,24,18,0,0,0,7,0,0,11,0,7,4,0,7,0,5,7,14,24,18,0,6,27,37,0,0,0,14,0,21,21,8,0,0,0,6,16,0,18,9,5,15,4,0,22,0,0,0,21,9,0,6,21,0,0,5,0
2012-01-01,15,48,3,7,8,0,11,0,39,0,18,4,14,3,0,13,26,16,0,8,0,20,0,10,8,15,0,0,11,0,0,22,22,12,5,16,0,0,0,5,14,14,0,9,4,5,0,7,27,0,0,15,16,0,0,0,5,5,0,25,4,0,11,21,8,0,5,0,3,0,0,10,14,13,4,12,8,6,6,16,16,0,14,0,8,7,25,0,6,0,19,0,0,0,11,0,0,0,12,0,0,0,19,10,20,6,6,32,0,0,0,26,10,0,0,28,0,13,7,0
2012-02-01,23,44,5,4,8,0,8,0,72,10,19,8,9,4,0,0,28,13,0,7,0,42,0,26,7,11,7,7,0,7,0,10,23,9,5,17,7,0,0,7,22,33,0,10,18,8,0,21,19,0,0,5,0,13,14,8,4,0,8,19,4,5,24,22,13,0,10,0,13,27,7,0,6,6,0,5,11,17,9,17,8,0,13,0,5,15,23,0,9,3,20,0,0,0,11,0,4,0,0,15,8,0,19,16,21,7,6,14,0,0,0,30,4,0,0,22,0,13,0,18
2012-03-01,14,45,2,5,9,0,11,0,98,0,16,9,9,5,0,13,13,13,0,6,0,32,4,20,5,18,0,0,5,0,0,9,31,7,6,12,0,0,0,5,0,14,0,9,8,5,0,6,24,0,0,5,15,24,0,7,3,0,9,21,4,0,7,0,8,0,5,0,3,0,7,19,12,4,0,7,9,7,6,9,16,0,16,0,4,5,31,0,4,3,11,0,0,19,5,20,0,0,0,0,8,0,13,10,10,7,4,17,0,0,0,31,4,82,8,25,0,0,5,17
2012-04-01,16,37,2,4,8,0,13,0,52,10,11,13,10,5,0,14,0,15,6,8,0,0,0,20,6,8,7,8,0,0,0,12,12,12,0,13,7,6,81,8,11,17,0,15,11,8,0,21,11,0,0,5,0,20,0,0,0,6,4,26,4,5,10,23,13,0,10,0,3,0,0,11,7,5,0,0,10,6,5,7,9,0,5,0,4,5,28,0,11,0,15,0,0,0,11,0,0,15,6,0,9,0,14,19,18,6,0,10,0,0,0,14,11,0,6,26,0,0,0,19
2012-05-01,15,31,3,5,4,0,12,0,45,0,14,12,9,5,0,13,13,13,5,5,0,27,0,11,6,7,0,0,8,0,0,10,11,2,5,14,0,0,0,5,14,11,88,5,13,19,0,7,8,0,0,5,16,12,0,7,4,5,0,28,4,0,9,0,22,0,0,0,11,0,0,0,4,5,0,0,8,11,4,22,12,0,5,73,6,5,25,0,7,3,17,0,37,0,11,21,0,0,13,0,16,0,12,6,25,8,0,14,0,16,0,24,6,0,6,21,0,13,5,17
2012-06-01,14,40,2,5,7,9,24,4,45,0,12,4,17,5,0,0,12,7,5,4,0,19,0,16,4,10,0,7,0,0,19,8,10,4,3,16,6,0,0,13,17,27,0,9,15,7,0,9,19,0,0,5,15,12,0,7,3,5,5,19,4,0,0,30,17,0,0,0,8,0,6,0,10,6,0,4,11,8,12,22,12,21,10,0,6,11,32,0,6,0,9,0,0,18,7,19,0,0,11,0,8,0,21,15,13,4,0,17,0,15,0,26,18,81,0,24,0,12,7,0
2012-07-01,13,57,4,9,16,8,59,4,62,9,29,10,16,7,12,11,23,39,0,11,0,12,3,48,10,32,9,6,5,0,0,26,29,18,9,30,6,5,0,6,18,16,79,8,42,6,0,0,28,0,0,6,14,22,0,6,0,5,3,34,3,0,14,19,26,0,4,0,7,0,6,13,18,6,3,0,10,12,6,20,19,0,26,0,5,4,37,0,0,3,18,11,0,17,12,19,3,0,7,0,7,14,18,10,48,8,16,21,0,14,100,52,12,0,5,46,58,0,4,15
2012-08-01,20,47,3,5,21,9,24,4,59,9,14,7,12,5,12,59,29,14,5,3,0,12,3,21,3,13,8,0,15,0,0,15,0,9,0,18,6,0,0,0,6,16,0,13,11,9,7,15,23,0,0,4,0,11,12,0,6,5,3,16,3,0,18,0,16,0,4,0,12,0,0,9,11,5,3,4,10,5,0,12,7,0,12,0,4,9,25,0,6,0,10,0,0,17,9,19,4,0,8,0,15,14,9,13,19,9,4,14,0,14,0,33,11,0,7,24,0,0,0,16
2012-09-01,13,56,3,9,14,17,15,4,55,0,20,6,0,3,12,12,24,23,5,5,0,12,0,17,9,20,6,0,5,0,18,14,34,12,4,14,6,0,68,0,12,19,0,11,29,7,0,8,35,0,9,4,0,11,0,0,3,7,5,25,3,4,12,19,16,0,0,0,9,0,0,36,14,7,8,4,6,0,4,12,11,0,16,0,7,4,29,0,8,3,19,0,0,0,21,0,4,12,5,13,10,14,19,15,22,5,9,20,0,14,0,34,10,0,5,24,0,0,6,16
2012-10-01,13,49,2,5,7,0,8,0,49,0,18,3,8,6,11,11,33,13,0,3,0,22,3,12,10,18,12,6,5,0,0,14,9,8,4,13,6,0,0,8,18,27,76,11,15,8,7,11,25,0,0,4,14,21,0,6,6,4,3,25,3,0,18,18,11,0,12,100,5,0,0,17,14,8,6,4,9,7,6,22,14,0,11,0,8,8,30,0,4,3,50,0,0,16,11,18,0,0,12,13,7,13,16,9,17,7,0,21,16,0,0,18,9,0,5,20,0,0,8,0
2012-11-01,13,48,6,5,7,0,13,0,40,0,15,6,0,4,12,12,34,28,5,6,0,18,3,14,7,19,6,15,5,0,0,17,10,9,9,13,0,0,66,4,24,26,0,5,18,4,0,12,17,0,0,9,14,11,0,0,3,5,0,30,5,0,20,0,18,0,0,0,6,0,0,18,16,9,0,8,8,10,4,28,11,0,16,0,7,6,26,0,6,0,21,11,16,17,9,36,3,12,8,0,0,14,18,19,17,6,7,17,0,0,0,31,9,0,8,22,0,0,4,15
2012-12-01,13,47,2,8,7,0,10,0,30,9,13,7,8,6,0,23,23,11,9,4,0,23,0,15,5,19,6,6,14,0,0,12,19,6,0,10,0,0,66,8,12,17,0,16,18,6,0,9,15,0,0,4,14,25,0,0,3,0,3,27,3,0,16,28,12,0,0,0,8,0,0,17,12,10,0,4,3,7,8,29,11,0,11,0,5,15,35,0,4,0,21,0,16,0,11,0,0,0,13,13,15,14,19,17,19,9,9,21,0,0,0,24,5,0,5,21,57,0,4,0
2013-01-01,0,47,3,4,12,7,5,0,43,7,19,7,7,7,10,10,30,18,4,2,0,15,6,19,8,23,10,11,4,0,0,9,21,12,3,16,0,0,0,0,16,18,0,11,20,9,0,9,18,0,8,4,24,19,0,0,5,6,3,27,6,3,12,16,10,0,4,0,5,0,8,23,10,8,3,4,10,4,13,10,15,17,15,0,6,9,28,0,7,0,18,0,0,29,15,16,3,21,13,0,11,12,18,10,19,11,6,21,0,24,0,21,8,0,4,27,51,0,4,0
2013-02-01,12,47,4,6,11,0,12,0,43,8,18,15,10,5,11,0,11,16,0,5,0,22,0,12,5,6,8,6,4,0,34,13,0,10,0,17,0,0,62,6,9,20,0,8,15,13,0,9,21,0,0,4,13,31,0,0,4,6,3,24,0,4,11,0,7,100,0,0,8,0,6,8,10,6,6,4,6,7,4,16,7,0,11,62,5,4,36,0,6,3,18,0,0,0,15,17,3,22,7,0,10,13,19,9,20,6,3,18,0,0,0,18,13,0,7,29,54,0,0,0
2013-03-01,23,39,1,4,10,0,15,7,38,15,18,11,9,4,0,20,20,16,4,4,0,15,0,15,7,6,5,5,4,0,0,11,8,8,0,10,5,0,57,7,8,13,0,5,13,7,0,8,14,0,0,4,18,33,0,0,7,4,0,27,0,0,11,0,6,0,4,0,7,0,0,8,7,8,0,7,4,6,3,12,0,0,12,0,6,7,24,15,10,2,14,0,0,14,15,16,3,0,7,0,6,12,20,15,14,4,4,25,0,24,0,26,11,66,9,37,0,0,4,0
2013-04-01,35,36,2,3,9,8,16,0,35,0,18,6,7,4,0,26,0,18,0,4,0,11,0,14,7,20,5,0,9,0,0,9,13,8,4,10,8,0,60,4,6,27,0,17,15,6,0,9,9,100,8,4,32,36,0,0,4,0,6,26,3,0,6,0,11,0,0,0,5,0,0,8,3,5,0,4,8,9,0,15,16,17,7,0,4,0,26,0,7,3,12,0,0,0,11,0,3,0,11,12,7,13,8,14,12,10,0,25,0,13,0,25,8,0,9,28,0,0,4,0
2013-05-01,11,35,3,5,6,0,19,0,35,11,16,7,7,3,10,10,10,12,0,3,0,10,3,5,3,14,0,0,12,0,0,6,16,8,2,13,0,0,57,4,13,23,0,9,7,9,0,5,8,0,0,9,12,34,0,5,4,0,0,24,0,0,3,0,12,0,3,0,9,0,5,0,5,3,0,0,9,4,5,7,6,0,4,0,6,3,29,0,3,2,16,9,0,14,10,16,0,0,10,0,12,12,19,18,23,6,9,14,0,0,0,20,7,0,4,26,0,0,4,13
2013-06-01,16,40,4,3,13,0,22,0,40,0,17,16,6,4,10,19,10,18,6,6,0,15,3,12,5,10,0,5,4,0,15,7,8,13,4,13,0,0,0,3,10,22,0,9,17,7,0,10,13,0,0,5,0,39,0,0,3,6,3,18,3,3,10,31,19,0,0,44,6,0,0,14,8,6,0,3,11,4,3,19,22,0,7,0,4,5,31,0,9,0,13,0,0,0,8,15,0,0,6,0,6,12,23,11,16,7,6,17,0,0,0,25,8,0,8,22,0,0,3,0
2013-07-01,20,66,4,10,17,0,63,3,91,13,29,9,6,8,0,18,9,26,0,11,0,9,0,45,11,32,5,0,13,0,14,24,15,17,2,22,0,0,0,6,19,25,0,7,51,12,0,12,28,0,7,5,16,53,0,5,2,3,4,37,3,3,21,14,28,0,0,0,10,0,5,10,20,7,3,3,11,8,0,20,11,0,26,51,6,6,33,0,5,0,8,0,0,13,7,0,0,0,9,10,11,21,29,13,45,5,13,24,0,11,0,36,13,0,8,43,44,9,5,12
