date,Apple,Apricot,Artichoke,Asparagus,Atemoya,Avocado,Banana,Bean Sprouts,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Honeydew Melon,Iceberg Lettuce,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2009-09-01,13,27,0,0,17,10,48,0,7,18,0,0,0,0,0,0,0,0,0,25,0,0,0,0,16,0,0,0,0,0,15,0,16,0,0,19,5,0,24,0,0,0,0,0,8,0,0,0,19,38,16,0,0,21,0,10,0,0,0,0,20,0,0,0,0,27,32,0,16,0,55,21,32,0,8,0,0,18,8,0,0,20,0,19,0,14,20,0,0,0,0,0,0,0,0,15,0,0,18,0,0,0,13,16,0,20,0,0,0
2009-10-01,32,27,0,0,8,20,49,0,7,0,0,0,0,0,0,15,0,13,0,17,0,0,0,0,32,14,0,0,16,19,0,0,0,0,0,14,0,19,23,11,0,13,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,73,0,5,0,32,0,17,0,0,25,31,0,7,0,0,17,8,0,0,32,0,18,0,14,0,100,0,0,0,74,0,0,15,23,33,0,0,19,0,0,8,0,0,35,57,0,0
2009-11-01,22,28,13,0,0,0,47,0,22,19,65,0,20,0,0,0,0,0,0,24,0,20,0,38,17,0,0,0,0,30,0,0,16,0,0,0,5,20,36,11,0,14,77,19,16,0,0,0,20,0,0,0,0,16,0,0,0,0,30,0,0,0,0,0,6,28,0,0,27,0,0,18,0,0,8,0,0,18,12,0,0,34,0,38,0,44,20,0,0,0,0,0,0,0,0,16,0,0,18,0,0,0,8,0,0,21,0,0,55
2009-12-01,21,0,14,0,9,11,59,0,8,39,0,0,22,0,0,0,0,0,0,12,0,0,0,0,18,15,0,0,0,42,0,0,34,100,0,11,0,0,0,0,15,14,0,0,8,0,0,0,0,0,18,0,0,17,0,0,0,0,0,0,0,0,0,0,6,30,0,0,11,0,0,23,0,0,11,0,0,0,9,0,0,21,0,20,0,23,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,8,0,0,11,0,0,0
2010-01-01,14,28,14,0,0,10,57,0,7,0,0,71,21,0,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,30,0,0,32,0,0,0,0,40,0,11,15,14,0,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,29,34,0,22,20,57,11,33,0,8,0,0,0,8,0,0,21,0,19,0,15,21,0,31,0,0,0,0,0,32,16,36,14,19,0,0,0,8,16,0,16,0,0,0
2010-02-01,22,31,15,0,0,0,61,0,12,0,0,0,0,0,0,17,0,0,0,38,0,0,0,0,18,0,0,0,0,22,0,0,18,0,0,0,6,0,27,31,0,0,0,0,9,0,0,0,22,43,0,0,16,18,0,0,0,0,0,0,0,23,0,0,6,31,0,21,53,0,62,17,0,0,9,0,0,0,9,0,0,15,0,21,0,16,0,0,0,0,0,0,0,0,0,17,38,0,0,0,0,0,18,0,0,11,0,100,0
2010-03-01,14,25,12,0,8,28,65,0,13,0,0,0,18,0,0,0,0,0,14,47,0,0,0,34,30,0,0,0,15,17,14,0,14,0,0,9,0,0,22,0,0,0,0,0,7,0,0,0,0,0,0,0,13,13,0,0,15,15,26,0,0,18,0,0,0,25,0,0,28,18,51,0,29,0,14,0,0,16,18,0,0,12,0,34,0,0,36,0,0,0,0,0,0,14,0,0,31,0,24,0,15,0,14,0,0,9,0,0,0
2010-04-01,32,45,13,0,0,20,61,0,7,18,0,0,0,0,0,0,0,0,0,37,10,0,0,36,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,11,14,0,0,0,11,0,0,0,19,0,0,0,0,15,0,0,13,0,28,0,0,0,0,0,0,27,0,0,17,0,0,20,31,0,7,0,0,17,32,0,0,26,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,15,0,0,0
2010-05-01,27,0,0,0,0,15,64,0,14,0,0,0,0,0,0,0,0,0,15,29,0,0,14,36,0,0,0,0,0,0,0,0,0,89,0,0,0,0,23,0,0,13,0,0,0,0,0,0,0,0,16,0,0,10,0,0,6,0,0,0,19,0,0,0,0,0,31,0,23,0,0,20,0,0,0,0,0,0,16,0,15,13,0,18,0,14,0,0,0,0,0,0,0,29,15,0,0,0,0,0,0,0,15,0,0,24,0,0,0
2010-06-01,36,0,0,0,0,10,68,0,7,19,0,0,20,0,0,31,0,0,0,39,11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,11,15,0,0,0,16,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,20,0,0,0,0,0,0,21,0,0,16,33,0,8,0,0,0,17,0,0,27,0,0,0,15,0,0,0,0,0,77,0,16,0,16,0,0,37,0,0,0,8,0,38,10,0,0,0
2010-07-01,30,0,0,31,12,0,75,0,7,0,0,67,0,0,0,15,0,0,0,19,10,0,0,0,16,14,0,0,0,0,0,35,0,0,0,9,0,19,35,0,14,13,0,0,15,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,19,0,0,0,27,0,0,10,0,0,10,0,0,15,0,25,17,8,0,0,0,0,0,0,0,0,0,29,0,0,73,0,15,15,30,0,0,0,19,16,0,8,0,0,30,0,0,0
2010-08-01,33,0,0,31,0,0,70,0,0,0,0,0,19,0,0,0,0,0,0,20,20,0,0,35,0,0,0,0,15,36,15,0,15,0,0,9,0,18,23,10,0,0,0,0,11,0,0,0,18,0,0,75,14,0,0,0,0,15,0,0,0,0,0,0,10,0,0,0,16,0,0,10,0,0,7,0,0,17,8,0,14,12,0,0,0,0,19,0,0,0,0,71,0,14,0,0,32,0,0,0,16,0,11,0,0,24,0,0,0
2010-09-01,42,0,12,0,0,15,68,0,7,0,0,0,19,60,0,0,0,0,0,27,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,23,21,14,0,0,0,0,0,0,0,0,0,16,0,0,15,0,0,6,16,0,0,19,0,72,0,0,53,0,0,10,0,0,15,61,0,11,0,25,17,8,0,0,25,0,0,0,14,0,98,0,0,0,0,0,14,14,0,33,0,0,0,0,0,11,30,0,19,0,0,0
2010-10-01,49,0,0,0,0,0,73,0,7,0,0,0,0,0,0,0,94,0,0,22,10,0,13,34,0,13,0,0,0,0,0,0,22,0,0,9,5,0,0,0,13,0,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,18,18,0,0,5,25,30,0,10,0,51,26,30,0,10,0,0,0,8,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,7,14,0,28,0,0,0
2010-11-01,34,50,0,0,0,0,73,0,13,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,15,18,0,0,14,0,0,9,5,0,22,20,0,12,0,0,0,0,0,0,0,0,0,0,0,19,0,0,6,0,27,0,0,18,0,0,0,25,0,0,16,0,51,28,0,0,7,0,0,0,11,0,0,24,0,17,41,0,0,0,27,0,0,0,100,0,0,14,0,0,33,0,0,0,0,14,0,0,0,0,0
2010-12-01,37,0,0,0,0,0,78,0,7,0,0,0,20,0,0,15,100,0,31,19,0,0,14,37,0,0,0,0,0,0,0,0,23,0,0,19,0,0,0,0,0,0,0,18,11,0,0,0,0,38,0,79,0,0,0,0,7,0,0,0,0,20,73,0,0,41,32,0,15,0,55,27,32,0,7,0,0,0,16,0,0,20,0,19,0,28,0,0,0,0,0,0,0,15,15,15,0,0,0,0,16,0,8,0,0,25,0,0,0
2011-01-01,35,12,6,0,4,9,81,0,4,8,0,0,18,0,0,14,0,6,0,31,0,0,0,0,14,0,0,100,0,17,0,0,7,0,0,0,0,0,21,5,13,6,0,0,8,0,0,0,0,0,0,0,0,9,0,0,3,7,13,0,9,17,0,0,0,12,0,0,9,0,25,14,14,0,6,0,0,8,5,0,0,17,0,0,0,6,0,0,0,0,0,0,0,10,10,7,15,0,8,0,0,0,6,10,0,13,0,0,0
2011-02-01,26,0,0,0,0,0,84,0,9,8,0,31,18,0,0,7,0,6,7,37,0,0,0,17,0,0,0,0,0,9,0,0,7,0,0,4,0,9,0,10,6,6,0,0,3,0,0,0,0,0,0,0,7,12,0,5,8,7,13,0,9,0,0,0,2,0,15,0,9,0,0,21,0,0,6,0,12,8,6,0,7,9,0,9,0,7,9,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,6,7,0,18,0,0,0
2011-03-01,19,11,5,0,0,8,91,0,4,0,0,0,8,0,0,6,0,5,0,26,4,8,0,15,6,6,0,91,13,19,6,0,6,0,0,8,2,8,9,0,11,5,0,7,8,0,26,0,8,0,0,0,6,10,0,0,4,0,0,0,8,8,0,0,0,0,0,7,22,8,44,12,19,0,9,0,11,7,6,0,0,11,0,7,18,6,0,0,0,0,0,30,0,6,6,6,18,5,7,0,6,0,8,0,0,10,23,0,0
2011-04-01,25,11,5,0,0,8,76,0,7,22,0,0,8,0,0,6,0,0,0,34,4,0,0,15,0,6,0,0,0,0,15,0,10,38,0,4,0,0,0,7,0,6,0,8,8,0,0,0,0,0,0,0,0,13,0,0,8,0,12,0,0,8,0,0,0,0,0,0,9,0,46,19,13,0,9,0,22,7,24,0,6,5,0,16,0,18,8,0,0,72,0,0,0,0,6,6,0,0,7,0,0,0,10,0,0,17,0,0,0
2011-05-01,34,11,5,25,0,4,76,0,8,0,0,0,11,0,0,6,0,5,0,47,4,7,5,14,0,5,0,0,0,11,18,0,0,0,0,9,2,8,14,4,11,0,0,14,13,0,0,0,15,0,6,0,0,6,0,0,5,0,0,0,0,15,0,0,2,0,0,7,8,0,42,7,12,0,10,30,0,0,3,0,6,10,0,7,0,14,8,0,0,0,0,0,0,0,6,6,13,0,0,0,0,0,3,12,14,21,0,34,21
2011-06-01,40,11,5,0,3,4,74,0,8,0,0,27,0,0,0,12,0,5,0,28,4,8,6,0,6,6,0,0,19,8,0,0,6,0,0,4,2,0,9,13,6,0,0,0,6,0,0,0,0,0,6,0,0,4,0,0,3,6,11,0,0,0,29,29,2,11,0,7,9,8,0,8,25,0,8,0,10,10,10,0,0,15,0,7,18,6,0,0,0,0,15,29,0,6,0,0,27,0,7,0,6,0,6,6,15,18,0,0,0
2011-07-01,58,10,5,0,0,4,81,97,4,7,23,26,7,0,0,13,0,5,0,33,4,0,0,0,9,5,0,0,0,7,6,0,12,0,0,5,0,12,0,16,0,0,0,0,6,0,24,0,7,0,6,0,0,6,0,0,5,0,22,0,0,0,0,27,0,15,12,0,10,7,21,14,0,0,9,0,10,0,21,0,0,5,0,14,0,16,7,0,0,0,0,28,0,6,6,6,13,0,0,0,12,0,6,6,0,11,0,0,0
2011-08-01,46,9,4,11,3,3,77,0,5,0,0,23,10,21,0,10,34,4,0,27,4,0,5,0,8,5,0,0,6,10,11,0,9,0,0,5,3,7,12,4,5,5,0,6,3,0,0,0,0,0,0,0,5,9,22,0,7,6,10,0,0,0,25,0,0,19,0,6,11,7,0,7,16,0,15,0,18,6,14,0,0,7,0,6,0,15,0,35,0,0,0,0,0,5,10,5,12,0,0,0,6,0,4,5,25,12,0,0,18
2011-09-01,35,0,4,0,3,3,78,0,9,6,21,0,7,0,0,10,0,5,5,27,4,0,5,13,0,5,0,0,8,26,5,12,0,0,0,0,0,10,16,6,7,5,0,6,6,0,0,0,0,0,0,0,0,5,0,3,2,5,0,0,0,0,25,0,2,0,11,6,15,0,0,8,22,0,15,0,0,0,12,0,0,13,0,6,0,5,0,35,0,0,0,25,0,5,0,5,12,0,9,0,0,0,5,11,0,17,0,0,0
2011-10-01,72,9,0,11,3,5,70,0,5,0,20,0,0,20,0,5,0,0,5,17,7,0,0,0,5,5,0,74,5,31,5,12,13,0,0,4,0,13,15,5,5,0,0,6,5,0,0,0,0,12,0,0,5,12,0,0,6,0,9,0,6,10,0,0,0,9,0,0,7,0,54,8,21,0,9,0,9,6,10,0,0,32,0,18,0,5,0,0,9,0,0,24,0,0,5,5,0,0,6,6,0,0,8,10,12,21,0,0,0
2011-11-01,52,9,0,11,0,7,73,0,8,6,0,23,7,42,0,5,0,0,0,19,0,0,5,18,0,5,0,0,5,19,5,0,13,31,0,5,0,0,16,7,5,7,0,0,5,33,0,0,6,0,5,0,0,9,0,0,0,0,10,0,13,0,0,0,4,9,0,6,9,0,18,9,11,0,6,0,9,0,13,0,0,26,0,0,0,5,0,0,10,0,0,0,0,5,0,5,34,0,12,0,0,0,9,10,0,17,19,0,0
2011-12-01,53,9,4,0,0,7,71,0,7,6,21,23,7,0,0,0,35,5,0,24,5,0,5,0,0,10,0,0,0,13,0,0,5,0,0,3,2,7,12,4,5,4,0,0,8,0,0,0,0,0,11,0,10,5,22,4,2,6,10,0,7,7,0,0,4,9,0,0,8,0,19,7,11,0,9,0,9,12,8,0,0,13,0,10,0,5,7,0,0,0,0,0,0,5,8,5,12,0,6,0,6,0,9,5,0,24,0,0,0
2012-01-01,45,9,8,10,4,3,69,0,4,6,0,43,13,0,0,8,0,0,5,30,5,6,0,12,0,4,0,0,0,12,10,0,7,0,0,3,0,6,22,0,7,8,0,0,5,0,0,0,6,0,16,0,5,7,0,0,3,0,14,0,6,6,0,0,3,22,0,0,15,6,17,10,0,0,7,0,12,6,13,0,0,10,0,6,0,7,6,0,0,0,0,0,0,5,0,10,11,0,9,0,0,0,5,0,0,13,0,0,0
2012-02-01,34,0,0,0,0,5,76,89,5,6,0,0,0,21,0,5,0,4,0,29,4,0,0,13,5,5,0,0,5,7,5,0,5,0,0,4,2,0,24,6,5,0,0,6,6,0,0,0,7,0,6,0,0,4,0,0,0,0,0,0,0,0,25,0,0,0,0,0,12,0,0,5,11,0,12,0,9,0,7,0,0,18,0,13,0,0,0,34,0,0,0,0,0,10,0,8,12,0,9,7,0,0,6,11,0,9,0,0,18
2012-03-01,24,8,6,0,2,4,71,0,6,5,0,0,6,0,0,4,0,0,5,41,6,6,8,15,5,6,0,0,5,9,0,0,5,0,0,0,0,11,14,10,4,0,0,0,5,0,0,0,6,0,5,23,4,5,0,0,4,0,0,0,0,0,22,0,2,16,0,0,15,0,16,11,9,0,5,0,8,5,10,0,0,10,9,8,0,11,6,0,9,0,0,0,0,4,4,5,10,4,11,6,0,0,5,9,0,18,0,0,0
2012-04-01,39,8,4,0,0,8,72,0,4,15,20,0,0,39,0,0,0,4,5,39,5,0,4,23,5,9,0,0,5,6,6,11,10,29,29,8,2,6,7,3,7,4,0,0,4,0,0,0,6,0,5,0,4,6,0,3,0,0,0,0,6,6,23,0,2,0,10,6,17,0,0,4,10,0,9,0,8,0,9,0,0,16,0,10,0,7,0,0,9,0,0,0,0,6,5,7,16,0,6,0,0,0,4,10,0,20,0,0,0
2012-05-01,32,8,4,0,4,13,67,0,7,21,0,0,6,0,0,4,0,4,7,39,3,6,4,21,0,4,0,0,5,8,0,0,9,27,0,3,0,6,7,3,4,8,0,0,11,0,0,0,8,0,7,23,0,4,0,3,2,5,0,0,0,6,0,0,2,16,0,0,9,0,16,6,14,0,12,0,8,0,14,0,0,15,0,8,0,8,0,0,0,100,11,0,0,9,4,7,15,0,5,0,0,0,4,0,11,20,0,0,0
2012-06-01,40,8,4,10,2,12,68,0,7,0,0,0,12,19,0,9,0,12,9,40,3,6,0,0,5,4,0,0,5,14,0,0,5,27,0,3,2,8,14,3,8,4,22,0,10,0,0,0,6,0,5,0,4,4,0,0,2,7,0,0,6,9,0,0,0,8,10,0,11,6,17,6,38,0,17,0,0,5,10,0,0,16,0,9,0,15,0,0,0,51,11,0,0,4,4,7,10,0,0,0,5,0,7,0,11,23,0,0,0
2012-07-01,31,8,4,0,2,3,67,0,7,10,0,20,6,0,0,4,0,0,0,29,3,5,0,11,5,6,0,0,5,11,7,0,6,0,0,4,1,6,17,14,6,4,0,5,7,0,0,0,0,0,5,0,4,10,0,3,4,0,8,0,6,0,0,0,2,8,0,0,7,6,0,5,9,0,3,0,11,5,13,0,0,13,0,11,0,14,11,0,0,50,21,0,0,4,4,4,10,0,5,6,5,100,2,5,0,16,17,0,0
2012-08-01,32,10,4,9,5,12,70,0,5,7,17,0,11,17,0,6,0,4,8,33,3,0,4,10,4,4,0,0,0,10,0,0,7,25,0,4,0,13,6,3,4,4,0,7,9,27,0,0,8,0,0,0,4,11,0,3,4,4,8,0,0,5,0,0,3,15,9,5,11,5,15,5,0,0,10,0,7,5,17,0,0,14,0,12,0,4,5,0,0,0,0,0,0,4,4,6,19,0,5,0,4,0,4,4,0,18,0,0,0
2012-09-01,34,8,4,0,0,6,72,0,3,7,0,20,9,18,0,13,0,6,0,22,3,6,0,0,5,4,0,0,5,8,9,0,9,0,0,7,3,6,14,8,8,0,0,5,12,0,0,0,0,0,9,0,0,11,18,0,2,0,8,0,6,0,0,0,2,24,9,0,15,6,16,4,28,0,12,0,15,5,13,0,4,11,0,13,0,12,0,0,0,0,11,0,0,7,4,7,10,0,0,0,0,0,4,4,11,17,0,0,0
2012-10-01,31,14,3,0,0,9,69,0,7,7,0,0,5,0,100,8,0,3,4,20,4,0,4,19,4,4,0,0,4,7,5,0,4,24,0,5,1,0,18,4,4,5,0,0,8,0,17,0,0,0,4,0,0,12,0,3,0,0,0,0,5,5,0,0,1,0,0,5,14,0,14,7,25,0,8,0,7,5,14,0,4,37,8,8,0,6,5,0,0,45,0,0,29,6,4,8,9,0,5,0,0,90,6,0,10,11,0,0,0
2012-11-01,32,7,7,18,2,3,69,0,6,10,0,0,5,17,0,4,27,5,4,12,0,0,8,0,0,6,0,0,7,21,6,0,13,0,0,3,1,0,0,6,8,4,20,0,9,0,0,0,5,0,4,0,4,6,17,3,0,0,16,0,8,5,0,20,0,7,9,0,13,8,0,8,9,0,12,0,7,10,16,0,4,27,0,8,0,4,0,0,8,0,10,0,0,12,8,8,9,0,5,0,0,0,3,8,0,18,16,24,14
2012-12-01,39,12,4,0,0,9,68,74,7,10,0,0,0,36,0,6,29,0,0,24,3,0,4,11,0,4,0,65,9,16,6,0,7,0,0,3,2,0,17,9,8,4,0,0,10,0,0,0,0,0,5,34,4,8,0,0,2,0,17,0,11,6,0,0,2,12,9,5,11,0,16,7,36,0,7,0,8,8,14,0,0,13,0,16,0,8,6,0,0,99,11,21,0,9,4,4,10,0,5,0,0,0,7,4,11,6,0,0,0
2013-01-01,30,7,3,0,4,10,68,65,7,5,0,0,5,16,0,5,0,0,4,38,3,5,0,9,0,4,0,0,0,15,8,0,4,23,0,5,1,5,6,10,11,3,0,4,4,0,0,0,0,10,4,0,4,8,0,3,3,0,7,0,5,5,0,0,0,21,0,0,15,5,0,6,12,0,6,0,0,9,10,0,4,5,0,5,0,5,5,0,7,0,0,0,0,5,4,10,9,0,11,0,0,0,5,0,0,14,0,0,0
2013-02-01,36,0,6,9,3,10,65,73,5,8,18,0,0,0,0,7,0,0,0,47,0,0,4,10,9,0,0,0,5,11,0,0,9,0,0,8,1,5,10,5,0,7,0,5,11,28,18,0,5,11,0,0,4,8,0,0,4,5,8,0,6,6,0,0,3,15,0,5,11,5,46,6,13,0,4,0,15,5,12,0,4,13,0,5,12,6,0,0,0,49,0,0,0,4,11,9,13,0,5,0,0,0,5,0,10,14,0,0,15
2013-03-01,36,16,6,0,2,6,66,62,7,4,0,0,0,0,91,4,0,3,4,43,2,0,7,0,0,7,0,0,4,14,7,0,11,0,0,5,2,14,8,13,3,0,0,13,8,0,16,0,14,9,0,19,0,7,0,0,5,0,7,0,5,5,0,18,1,13,0,4,11,0,13,6,11,0,9,0,13,4,16,0,0,6,7,7,11,3,5,0,7,41,9,18,0,11,14,11,8,0,4,0,0,0,2,7,0,13,0,21,0
2013-04-01,39,9,3,8,3,5,66,0,7,4,0,0,5,0,0,9,24,3,4,33,4,5,3,9,4,3,0,0,4,11,6,0,5,22,22,4,1,5,100,6,3,0,0,4,8,0,0,0,0,0,4,19,0,6,0,0,2,0,7,0,0,0,18,0,2,6,8,0,10,0,0,6,30,0,3,0,0,6,12,0,0,5,0,7,11,3,9,0,7,0,0,17,0,7,5,7,8,0,4,0,4,0,8,7,9,18,0,0,0
2013-05-01,34,12,9,0,0,12,68,0,9,8,0,0,5,14,0,9,0,3,0,39,5,13,10,17,5,3,0,0,4,9,4,8,7,21,21,10,1,4,16,5,3,0,0,8,7,0,0,0,11,0,4,0,3,8,0,0,2,4,13,0,0,5,0,0,2,12,7,0,8,0,0,5,7,0,7,0,12,8,16,0,0,10,0,4,0,7,0,0,0,0,0,0,0,9,5,13,12,0,4,0,0,0,4,4,8,9,13,20,0
2013-06-01,46,10,3,0,2,7,72,0,6,9,15,0,0,0,0,8,0,6,0,45,2,5,10,9,0,3,0,0,4,7,7,9,7,0,0,7,2,5,8,4,3,3,0,0,7,0,0,0,0,0,0,0,5,7,0,0,2,0,7,0,0,0,0,0,2,6,0,4,14,9,26,3,8,0,7,0,12,6,13,0,0,3,0,9,0,7,5,0,10,0,18,18,0,4,0,4,8,0,6,0,0,0,3,4,0,16,0,0,0
2013-07-01,42,6,6,7,2,5,84,0,7,4,0,0,9,14,0,5,0,3,4,27,2,4,5,0,4,8,0,0,0,13,5,8,8,0,0,4,1,7,8,2,3,9,0,8,7,0,15,5,4,0,4,18,10,5,0,2,2,4,10,0,0,9,0,17,2,16,7,4,12,0,13,4,11,0,9,0,0,4,16,0,3,10,0,9,0,8,9,23,7,39,9,0,0,0,0,7,13,0,6,0,4,0,5,7,9,16,13,20,0
2013-08-01,36,6,4,7,3,12,73,0,5,4,0,0,7,14,0,11,0,6,3,29,2,0,8,8,7,3,0,0,4,17,12,8,13,21,21,4,0,4,11,5,3,12,0,0,3,0,0,0,4,0,4,18,0,5,0,0,3,0,13,0,9,7,0,0,2,9,0,4,16,9,31,12,7,0,11,0,12,4,16,0,0,7,0,11,0,8,4,0,7,0,8,17,0,10,0,6,15,0,6,0,4,0,4,11,8,28,13,0,0
2013-09-01,49,12,3,0,3,10,77,0,6,8,0,0,4,14,0,5,0,6,6,29,2,4,3,8,4,0,0,0,7,9,5,0,5,0,0,5,1,4,16,4,5,3,0,4,5,0,15,4,0,0,0,0,0,5,0,0,1,0,0,0,0,9,0,0,2,9,7,0,12,0,0,5,11,0,7,0,6,12,9,0,0,10,13,10,0,6,4,0,0,0,0,34,0,6,0,4,23,0,4,0,0,0,6,7,0,21,0,0,12
2013-10-01,36,6,11,0,2,7,78,0,8,6,0,0,4,0,0,6,0,3,3,17,2,4,3,8,0,3,0,48,3,12,7,8,11,19,0,3,1,0,5,6,3,4,0,10,8,0,14,4,4,0,3,0,3,7,0,0,1,0,12,0,0,4,0,0,0,12,10,0,14,4,35,8,7,0,8,0,6,4,17,0,0,40,0,11,9,3,4,0,0,73,8,0,0,5,3,8,7,0,4,0,0,0,5,7,8,24,0,0,0
2013-11-01,40,6,7,0,2,10,76,0,6,5,14,15,10,0,0,6,23,4,3,17,2,0,9,14,4,3,0,0,6,13,7,8,14,0,21,2,2,4,13,5,6,7,0,4,7,0,0,0,4,0,0,18,3,6,14,0,6,4,13,0,4,9,0,0,2,0,0,4,10,4,31,4,7,20,7,0,9,4,11,0,3,28,0,6,0,5,4,0,0,0,0,0,0,0,3,7,20,0,8,4,0,0,4,7,0,23,13,19,0
2013-12-01,38,13,6,0,2,8,68,0,6,4,0,0,0,14,0,7,0,5,0,17,0,4,8,9,0,3,0,0,6,11,7,9,10,0,0,2,1,0,14,10,8,3,0,0,9,23,15,0,13,0,4,19,0,6,0,2,2,0,20,0,0,6,0,0,1,22,0,0,16,5,13,3,0,0,6,0,0,6,17,0,0,9,0,13,0,12,0,24,0,40,0,0,0,9,4,11,16,3,10,5,0,0,4,7,9,18,0,0,0
2014-01-01,32,12,4,0,4,7,69,0,7,4,27,15,4,0,0,7,22,4,3,36,3,0,4,0,4,0,0,0,0,21,4,0,12,0,0,3,2,6,15,9,14,3,0,0,8,0,0,4,10,8,0,17,5,4,0,2,1,0,9,0,4,9,0,0,2,18,0,4,14,0,0,8,0,0,10,0,17,4,11,0,3,10,0,12,0,9,9,0,0,0,0,0,0,5,3,12,15,0,4,4,3,0,6,10,8,11,0,0,0
2014-02-01,32,10,3,0,2,13,73,0,6,6,15,0,5,15,0,4,0,3,4,59,7,0,3,13,7,7,0,0,0,9,4,0,6,22,0,3,2,5,8,10,3,9,0,0,9,23,0,0,9,0,4,0,3,4,0,2,2,4,27,0,0,9,17,17,1,19,7,0,21,0,0,2,7,0,11,0,6,4,9,0,4,6,14,15,0,7,5,0,7,40,0,0,0,4,4,7,8,0,8,0,0,0,4,0,9,15,14,0,0
2014-03-01,33,6,3,0,2,5,74,54,7,4,13,0,6,0,0,3,21,7,5,47,5,4,4,8,7,9,0,47,0,14,6,0,9,0,0,0,0,4,7,8,3,4,0,6,9,0,13,0,5,0,3,16,0,10,13,0,3,0,6,0,4,4,0,15,4,6,0,8,14,4,11,6,10,0,11,0,5,4,10,0,0,7,0,6,9,6,4,0,0,36,0,16,0,3,5,10,11,0,7,0,5,0,3,3,8,10,0,18,0
2014-04-01,32,6,4,0,2,5,100,55,7,10,13,14,4,13,0,9,0,5,3,44,4,8,0,10,7,3,0,0,7,10,4,0,13,0,0,6,1,4,12,9,0,0,0,0,8,21,14,0,4,0,3,0,3,7,0,0,1,0,6,0,0,8,0,0,1,9,7,8,16,0,58,4,13,0,15,0,6,6,19,0,3,11,6,13,9,12,0,0,0,36,16,16,0,9,5,6,0,0,7,0,0,0,5,7,0,16,0,37,0
2014-05-01,33,6,5,7,2,10,80,0,10,5,0,14,5,13,0,4,21,6,3,47,2,0,3,15,4,4,0,0,3,17,5,7,3,0,0,4,0,4,12,4,4,4,0,5,9,20,0,0,16,0,3,0,3,7,0,2,0,3,0,0,4,6,15,0,4,11,0,0,14,4,22,8,6,0,8,0,8,4,10,0,3,16,6,10,0,12,0,0,6,70,8,0,0,6,9,7,7,3,7,0,3,0,6,3,8,16,12,0,11
2014-06-01,36,6,5,0,2,18,74,0,10,4,0,0,9,0,0,8,23,5,4,31,2,0,3,8,7,8,0,0,4,13,6,0,11,0,0,5,1,0,8,7,10,3,0,4,11,0,0,0,13,0,5,37,0,9,0,2,2,0,7,0,5,8,17,0,1,13,0,6,15,4,12,7,15,0,13,0,18,4,14,0,0,7,0,7,0,0,9,0,7,0,0,17,0,8,0,12,12,0,12,0,0,0,7,7,14,8,0,0,12
2014-07-01,29,9,7,7,2,12,73,0,6,10,13,0,7,13,0,7,0,7,3,40,6,4,6,0,0,3,0,0,3,12,7,0,10,0,0,5,0,4,10,7,3,3,0,10,13,0,0,0,6,0,3,0,3,8,0,0,1,0,6,0,0,4,0,16,5,17,7,4,13,4,12,5,17,0,10,17,8,10,13,0,3,11,6,9,0,6,0,22,6,0,8,0,23,11,3,10,11,0,8,4,0,0,5,3,8,16,0,0,0
