date,Apple,Apricot,Artichoke,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Greens,Guava,Honeydew Melon,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2010-03-01,37,0,29,36,22,0,27,0,22,0,0,0,0,0,0,25,0,0,0,0,30,0,22,0,0,0,0,24,20,49,0,0,0,0,21,0,33,0,0,22,0,0,23,0,0,55,0,0,24,0,22,20,0,0,0,44,0,0,0,0,23,0,0,11,34,0,0,0,0,32,0,0,24,0,0,19,0,74,0,0,100,0,0,0,0,0,0,0,17,0,20,0,0,0,11,21,0,19,0,0
2010-04-01,21,0,0,19,23,0,55,0,58,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,98,25,0,25,0,26,0,0,0,0,0,36,23,0,0,0,0,0,0,0,36,0,0,0,0,0,0,20,0,20,0,46,0,0,0,0,24,0,0,0,36,0,33,0,0,17,0,55,25,0,18,0,0,0,0,25,0,0,100,0,0,100,85,25,0,24,21,0,0,26,18,21,0,0,0,0
2010-05-01,30,23,31,18,0,0,36,67,23,31,0,25,0,0,0,26,18,0,0,0,31,0,0,0,0,0,0,25,21,0,0,0,0,0,22,35,0,0,0,0,0,0,16,0,0,0,0,0,0,0,23,40,0,20,53,23,0,23,0,0,24,23,0,0,0,0,24,0,0,38,0,0,0,0,0,20,100,0,0,0,0,0,0,0,0,0,0,24,70,24,0,66,18,0,29,0,0,40,0,0
2010-06-01,17,0,31,0,0,0,23,0,31,0,0,0,0,0,0,52,0,29,0,0,32,0,23,0,0,24,0,0,21,0,0,16,0,0,22,36,23,0,0,23,31,49,32,0,0,0,0,0,0,0,0,61,0,0,0,23,0,0,0,0,24,0,0,0,0,0,25,58,0,17,23,0,38,0,0,20,0,0,0,25,0,71,0,0,0,0,0,25,0,24,0,0,28,0,12,32,0,41,0,0
2010-07-01,30,21,28,17,21,0,41,0,21,28,0,0,0,21,0,0,0,0,0,0,0,14,0,0,0,23,0,0,0,0,0,14,0,0,21,0,21,0,0,0,0,0,22,0,0,52,0,0,0,0,0,19,0,0,49,42,43,0,0,64,0,21,0,21,0,14,45,0,0,38,42,0,12,0,16,0,0,0,33,0,0,0,0,0,0,93,0,0,16,22,19,0,17,0,22,20,0,19,0,0
2010-08-01,51,21,0,0,41,0,34,0,30,27,0,22,0,20,0,34,0,25,0,0,0,0,21,0,0,22,0,0,0,22,22,14,0,0,0,0,31,0,33,0,0,0,0,0,0,50,0,0,22,0,0,18,0,18,0,51,0,0,0,0,21,20,0,0,0,14,43,0,0,25,0,0,17,0,0,54,0,0,0,22,0,0,0,0,0,0,0,22,0,43,0,0,16,0,21,0,0,36,0,0
2010-09-01,34,0,0,17,0,0,28,61,34,27,0,22,0,0,0,0,0,0,25,0,0,0,20,0,0,0,0,22,0,0,0,14,0,0,0,42,20,0,33,20,0,43,14,0,0,0,0,0,0,0,20,18,0,0,0,82,0,20,0,0,22,21,0,10,0,0,0,50,0,29,0,0,11,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,16,0,0,0,17,0,10,32,0,18,0,0
2010-10-01,46,0,0,16,19,0,26,57,48,78,0,21,0,0,0,22,0,24,0,0,52,13,0,0,0,0,0,0,0,0,0,20,0,0,18,30,0,0,0,19,26,0,20,0,0,48,57,29,0,0,0,51,0,0,0,19,0,0,0,58,20,19,0,10,0,0,0,47,0,14,19,46,16,0,15,51,0,0,0,21,0,0,0,39,0,0,0,0,30,0,0,0,31,0,15,18,0,34,0,0
2010-11-01,43,0,25,0,19,0,19,56,44,0,0,0,0,19,31,21,0,0,23,0,0,0,19,0,0,0,0,20,0,31,0,13,0,0,0,0,0,0,31,19,25,0,13,0,0,46,0,0,0,0,19,0,0,0,0,28,0,19,0,0,0,19,0,0,0,13,0,0,0,27,19,0,10,0,0,25,0,0,0,0,0,0,0,38,0,0,0,20,29,30,17,0,25,0,10,0,35,17,20,0
2010-12-01,32,20,0,16,58,0,37,0,26,0,0,21,0,19,0,0,0,24,0,0,27,0,0,0,82,0,0,21,18,0,21,13,0,0,19,0,29,0,0,19,0,41,13,0,0,47,0,0,0,0,0,26,0,0,0,19,0,0,0,0,31,0,29,10,0,0,21,48,0,19,19,0,25,0,15,52,0,0,30,0,0,0,0,0,0,84,71,0,15,0,0,0,0,0,25,0,36,17,0,0
2011-01-01,34,16,0,13,16,0,34,0,27,0,0,34,0,16,0,18,0,0,20,17,0,0,16,0,0,17,0,18,0,18,0,15,34,0,16,25,16,0,26,32,0,0,22,0,0,0,0,0,17,40,16,33,0,0,0,16,0,0,0,0,0,0,24,12,25,0,17,40,0,12,16,38,9,0,12,28,69,0,0,34,0,0,0,33,0,0,0,35,12,28,14,0,17,17,12,15,30,14,17,0
2011-02-01,24,0,22,20,33,0,45,0,33,0,0,0,0,17,27,19,0,62,0,0,0,11,17,100,0,0,0,0,0,0,0,19,0,0,0,26,25,0,0,17,22,35,11,0,0,41,0,0,18,0,0,15,0,15,0,50,0,0,0,50,0,0,0,8,0,11,18,0,0,18,17,0,27,0,13,15,0,0,0,0,0,0,0,34,0,0,0,36,0,18,15,0,13,0,8,16,31,15,0,0
2011-03-01,51,0,18,11,14,0,34,41,21,18,0,0,0,0,0,23,0,17,0,15,19,9,0,0,58,0,0,15,0,23,0,23,29,53,13,21,14,0,0,28,18,29,19,0,0,0,0,0,0,0,0,20,0,12,32,27,0,0,0,0,14,0,0,7,0,0,20,34,0,17,0,33,12,0,0,18,0,0,0,0,0,0,0,0,0,0,0,59,11,14,0,0,22,0,10,13,25,12,15,0
2011-04-01,33,0,19,18,14,0,42,0,43,19,0,0,0,29,23,16,0,18,0,0,20,10,14,0,0,0,0,0,13,31,0,19,0,56,19,56,29,45,0,0,19,30,10,0,0,0,0,0,0,0,0,19,0,13,33,43,0,14,0,0,0,14,0,7,22,10,15,36,0,10,0,0,26,0,11,25,63,0,0,0,65,0,0,0,100,63,0,31,22,23,13,0,0,0,11,20,0,44,0,0
2011-05-01,35,0,18,0,13,0,44,39,22,0,53,14,0,13,22,30,10,17,16,0,18,14,13,0,0,0,0,0,0,20,0,9,0,0,0,0,13,0,44,0,27,28,14,0,0,33,40,0,14,0,0,12,0,12,0,40,0,0,15,0,42,0,0,13,21,0,14,100,0,10,0,0,47,0,0,12,0,0,0,0,0,42,0,0,0,0,0,14,31,14,12,39,11,0,14,12,25,29,0,0
2011-06-01,21,27,45,22,20,0,26,40,41,0,0,15,0,0,0,23,0,0,17,15,0,9,27,0,0,0,0,15,12,15,0,9,0,0,13,21,14,0,22,41,18,0,47,0,0,0,0,21,0,0,0,20,0,12,0,47,0,14,0,0,0,0,0,7,21,0,0,34,0,15,14,0,11,0,0,24,0,0,0,15,0,0,0,0,0,59,50,15,21,14,12,0,0,0,28,13,25,59,15,0
2011-07-01,27,13,17,11,13,0,37,0,17,0,52,14,0,0,21,15,10,33,0,0,0,9,0,0,0,0,0,0,0,43,0,21,0,0,0,20,13,0,43,26,0,28,9,0,0,0,0,0,0,0,0,12,0,12,30,39,0,0,0,0,14,13,0,7,0,0,14,32,0,16,13,31,19,0,0,17,0,0,0,14,0,0,0,27,0,0,0,14,20,18,0,38,0,0,13,24,0,46,0,0
2011-08-01,35,0,16,15,24,0,33,0,36,0,47,13,0,0,19,0,9,15,30,0,0,0,0,0,50,0,0,0,0,0,0,8,0,0,12,19,24,0,20,12,16,38,11,42,0,30,0,18,0,0,0,28,36,21,0,30,25,0,0,0,25,0,0,9,0,0,26,60,0,17,12,0,15,0,9,37,0,0,0,13,0,0,0,25,0,0,0,33,9,34,11,0,15,0,15,17,0,11,0,0
2011-09-01,27,0,0,10,12,0,34,53,20,0,0,13,0,12,0,27,0,15,15,0,16,0,24,0,0,13,0,39,0,26,13,20,0,47,0,28,24,0,20,12,16,25,14,0,0,0,35,0,13,0,0,14,0,11,28,30,0,0,0,36,25,12,18,6,0,0,26,30,0,13,12,0,24,0,9,27,52,40,0,0,0,0,52,0,0,52,0,19,9,13,11,0,10,0,6,17,22,11,0,0
2011-10-01,31,0,15,0,34,0,26,34,34,15,0,0,0,0,0,13,9,43,0,0,26,8,11,0,48,12,0,12,0,13,0,12,0,0,16,35,40,0,19,0,31,0,16,0,0,0,0,17,0,0,0,0,34,10,0,23,23,11,0,0,24,0,17,6,18,0,12,28,0,16,0,27,12,0,0,55,0,0,0,18,0,0,0,23,0,0,0,31,17,24,15,33,23,0,20,11,21,25,0,0
2011-11-01,33,22,20,9,28,0,38,33,52,0,0,0,0,11,0,12,9,28,0,12,15,0,22,0,0,12,0,16,0,18,12,11,23,43,16,29,28,0,18,11,15,0,8,0,0,27,0,0,12,0,0,16,0,0,0,33,0,11,0,0,24,11,0,17,0,7,18,0,0,16,17,27,26,0,17,20,0,0,0,18,0,35,0,23,0,0,0,30,13,12,10,0,18,0,6,10,0,29,0,0
2011-12-01,34,0,45,0,17,100,24,0,17,15,44,0,0,11,18,51,13,14,14,0,15,8,23,0,0,12,0,12,10,19,12,15,48,0,11,35,11,0,18,0,0,0,16,0,0,28,0,0,12,0,0,10,0,15,0,11,0,15,0,0,12,0,17,6,0,7,12,28,0,29,0,54,43,0,9,15,0,0,0,12,0,35,48,0,0,0,0,30,29,12,10,0,21,0,17,21,21,20,12,0
2012-01-01,20,0,15,9,17,0,39,0,22,15,0,0,0,11,18,25,9,28,0,12,15,8,23,0,0,12,0,12,10,12,0,12,24,0,11,18,22,0,37,11,0,0,12,0,17,28,0,0,12,0,0,20,0,10,0,17,0,11,0,0,12,0,17,6,0,8,24,28,0,12,0,27,18,0,0,10,0,0,17,12,0,0,0,23,0,0,0,12,20,12,10,0,9,12,11,11,21,30,0,0
2012-02-01,25,11,14,0,16,0,38,31,25,28,0,0,0,21,0,18,0,26,13,0,15,0,0,0,0,0,0,0,0,17,0,7,22,42,10,16,14,0,26,16,0,22,15,0,0,78,0,0,23,27,0,9,0,9,0,47,22,11,0,0,34,0,0,8,0,0,15,26,0,20,0,25,15,0,8,0,0,0,0,12,0,0,0,0,0,0,0,23,19,15,10,0,13,12,8,10,0,19,0,0
2012-03-01,20,10,13,8,29,0,39,0,24,0,0,0,0,9,16,27,7,24,12,0,13,7,0,0,0,0,0,10,0,17,10,15,20,0,14,30,14,0,23,19,13,20,13,0,15,23,0,0,10,0,10,8,0,8,22,10,0,19,0,0,10,0,0,5,0,0,15,24,0,21,0,23,16,0,7,17,0,0,0,0,43,30,41,0,0,41,35,31,7,15,26,0,15,0,24,9,0,17,0,0
2012-04-01,33,10,13,8,15,0,38,0,54,14,0,0,0,10,16,34,0,38,0,0,14,7,0,0,42,11,0,15,0,11,0,14,0,0,15,0,40,0,16,10,14,21,7,0,0,0,0,0,11,0,0,21,0,9,0,20,0,10,0,30,21,10,15,8,0,7,22,25,0,17,0,0,5,0,0,9,0,0,0,22,0,0,0,20,0,0,0,44,15,11,0,0,19,0,15,9,0,13,0,0
2012-05-01,29,0,21,8,19,0,42,28,22,0,37,0,10,28,0,26,0,0,23,0,13,6,9,0,0,10,100,20,9,17,0,10,20,0,15,15,25,0,15,9,0,20,15,0,14,23,0,0,0,24,0,22,0,8,0,42,0,9,0,0,15,0,28,0,0,0,10,23,0,11,9,0,14,0,0,0,41,0,0,0,42,0,0,0,0,0,0,36,7,30,0,0,19,10,17,9,0,17,10,0
2012-06-01,38,0,13,16,34,0,42,0,42,0,0,0,0,19,0,11,0,20,12,0,0,0,19,0,0,10,0,10,9,21,10,15,0,0,9,15,24,0,0,10,0,20,11,34,0,0,0,0,10,0,0,23,0,0,0,58,20,10,0,0,15,10,0,7,15,0,21,0,0,21,10,0,17,0,7,38,0,0,0,10,0,0,41,0,0,42,0,31,20,15,0,0,12,0,27,9,27,30,0,0
2012-07-01,28,9,12,8,23,0,41,27,28,12,0,10,0,9,0,10,0,17,11,0,13,9,14,0,0,20,0,10,8,10,10,6,0,0,0,14,9,0,15,23,12,20,11,0,0,23,0,0,0,0,0,37,0,16,0,28,19,0,0,0,10,9,0,5,0,0,10,23,0,16,9,0,10,0,0,8,0,0,0,10,0,0,0,0,0,40,0,50,14,15,0,0,11,0,23,9,17,20,0,0
2012-08-01,23,9,18,15,18,0,23,0,32,0,0,14,0,13,14,35,0,11,11,0,24,9,18,0,0,9,0,14,0,15,10,12,0,0,9,14,18,0,15,18,12,19,15,0,0,22,0,0,19,23,0,24,0,12,0,9,0,9,0,27,0,13,0,4,14,0,14,33,0,26,0,0,14,0,7,27,0,30,0,10,0,0,38,18,0,0,0,19,14,9,0,0,14,0,18,17,0,47,10,0
2012-09-01,34,9,12,15,18,0,39,27,30,12,0,10,0,0,15,10,0,22,0,0,0,6,9,0,0,0,0,10,8,13,10,15,0,0,9,23,9,0,15,9,30,19,14,0,0,0,0,0,0,0,9,24,0,8,0,9,18,15,0,27,9,0,0,4,28,6,10,22,0,20,9,43,8,0,0,24,0,0,0,10,0,0,0,18,0,39,0,24,10,13,8,0,15,0,14,17,17,20,0,0
2012-10-01,25,8,11,7,8,0,24,24,36,0,33,9,9,0,14,14,0,10,0,0,34,6,8,50,34,9,0,18,7,14,0,13,35,0,12,13,17,0,13,17,22,17,13,0,0,20,0,0,15,0,0,19,25,11,19,12,17,17,0,0,9,12,0,4,0,0,18,0,0,12,8,0,11,0,0,18,0,0,0,9,38,0,0,51,0,36,0,31,11,14,7,0,20,0,21,23,15,14,0,0
2012-11-01,33,8,11,7,8,0,31,24,25,11,33,0,0,8,13,14,0,31,0,9,23,6,8,0,0,9,0,0,0,18,9,6,0,0,0,0,25,0,0,13,0,17,11,0,0,21,0,0,18,21,0,33,0,0,0,8,17,8,0,0,9,17,12,6,0,7,9,21,0,24,0,0,30,0,6,7,36,0,0,9,0,0,0,17,58,0,0,18,19,12,15,0,31,9,13,8,0,26,9,0
2012-12-01,32,0,22,14,42,0,35,0,8,28,0,9,0,8,14,10,13,0,0,0,0,0,26,0,0,9,0,9,0,9,0,13,18,33,8,26,25,0,14,17,0,0,6,0,13,21,25,0,9,21,0,19,0,7,20,21,26,9,0,0,22,0,25,17,0,6,23,21,0,14,0,41,51,0,13,19,37,0,0,14,39,27,0,17,0,37,0,27,24,18,8,0,14,0,19,8,0,15,9,0
2013-01-01,34,0,27,10,20,0,41,24,19,11,0,9,0,8,13,9,0,25,10,0,11,0,8,0,0,0,0,12,0,9,0,7,0,0,13,12,13,0,13,8,11,17,16,0,0,39,0,12,9,0,0,18,0,7,19,28,16,8,0,24,8,8,0,4,0,5,13,33,0,14,8,19,20,0,6,14,35,27,0,0,36,25,0,16,56,0,0,39,6,14,15,0,28,9,12,19,25,14,0,0
2013-02-01,27,0,20,10,23,0,36,27,33,0,0,10,0,0,30,15,0,17,11,10,13,6,0,0,0,10,0,0,0,10,0,22,0,36,9,19,14,0,22,9,12,29,16,0,14,0,27,0,19,0,0,13,0,11,21,18,0,0,0,0,19,18,0,11,0,6,20,34,0,26,9,0,22,0,7,16,40,0,0,15,0,0,39,0,64,39,33,34,21,16,17,26,12,10,18,13,17,32,10,0
2013-03-01,27,8,30,10,26,0,36,0,19,31,0,0,0,7,12,30,0,23,0,0,10,8,15,0,0,8,0,8,7,8,8,5,0,30,15,16,15,0,12,15,15,24,10,0,0,0,0,0,8,0,0,16,0,7,17,23,0,8,8,0,12,31,0,9,12,0,16,0,0,20,8,18,22,0,0,17,0,26,0,8,0,24,33,31,0,0,0,29,6,24,14,22,22,0,15,14,14,23,8,0
2013-04-01,32,0,10,14,42,0,45,22,63,10,0,8,0,11,18,21,0,19,0,0,21,5,8,0,32,0,0,8,7,13,0,14,0,29,10,35,42,0,19,8,24,21,9,0,0,37,0,0,8,19,0,33,23,0,0,23,16,8,0,0,12,19,0,4,0,0,11,19,0,9,8,0,21,0,17,30,33,26,0,8,34,24,0,31,0,0,0,29,16,21,14,0,8,0,19,0,21,23,0,0
2013-05-01,37,7,10,8,25,0,33,43,26,15,0,8,0,7,12,12,6,9,0,0,10,5,11,0,0,8,0,8,0,13,8,13,31,0,10,11,24,0,24,14,10,15,17,0,0,0,0,0,0,0,7,8,22,10,17,22,15,7,0,0,23,0,11,11,0,0,10,36,0,14,7,17,12,0,6,26,0,0,0,15,0,0,0,15,0,0,0,23,17,13,7,42,12,0,22,11,0,35,8,0
2013-06-01,22,15,10,14,34,0,46,22,22,20,30,0,0,15,12,17,6,19,0,0,31,5,8,0,0,0,0,16,7,22,8,17,16,0,7,12,17,0,12,7,30,0,12,0,12,37,0,0,16,0,8,18,0,27,0,15,0,8,8,0,8,0,11,8,0,0,13,19,0,14,0,18,12,0,12,33,33,25,0,12,0,23,0,0,0,33,27,53,17,12,14,0,18,0,21,7,0,36,0,0
2013-07-01,35,0,19,24,44,0,68,58,19,13,0,10,0,10,16,33,7,12,12,0,13,7,10,0,41,10,0,16,0,21,0,13,0,0,0,23,20,0,32,24,13,20,13,0,15,24,0,0,0,0,10,26,0,9,22,29,20,10,0,0,0,10,0,19,0,0,10,24,0,25,0,0,13,0,0,17,0,0,0,32,44,0,0,20,68,42,0,21,17,24,0,28,13,0,17,27,18,34,0,0
2013-08-01,30,8,21,16,35,0,42,0,28,10,0,0,0,8,0,22,0,13,10,0,11,11,8,0,0,8,0,17,0,17,0,5,16,45,15,24,19,0,13,8,21,16,16,0,12,0,0,0,8,0,0,9,0,7,0,23,0,10,0,0,8,0,0,10,12,5,8,19,0,8,0,0,14,0,12,20,0,0,0,0,0,0,0,24,0,0,28,17,30,11,0,0,15,0,20,7,14,38,0,0
2013-09-01,23,14,14,8,21,0,44,20,28,14,0,0,0,0,11,23,11,13,8,0,19,9,21,0,29,11,0,7,6,23,0,11,15,0,0,36,25,0,11,14,0,0,22,24,0,17,0,0,7,0,14,37,0,0,16,24,14,7,0,21,11,0,10,12,11,5,12,34,0,15,7,16,18,0,5,18,30,0,0,7,0,22,0,56,0,0,0,30,12,18,13,0,11,8,23,16,0,24,7,0
2013-10-01,41,13,14,11,26,0,41,0,28,0,0,7,0,7,0,19,0,14,8,0,15,6,10,0,28,0,0,14,6,14,14,13,14,26,13,14,16,0,11,17,18,14,29,0,0,0,0,0,7,0,0,29,20,11,0,16,13,10,0,20,14,26,0,8,0,7,21,32,0,12,7,47,17,0,5,38,0,22,0,14,30,0,0,0,0,0,0,28,13,18,0,0,16,7,20,12,0,32,7,0
2013-11-01,33,7,22,5,27,0,40,20,18,13,26,7,0,7,11,11,0,22,0,0,9,7,10,40,0,0,71,10,18,10,0,8,0,0,13,16,20,0,11,7,9,21,15,0,10,38,0,0,14,0,0,28,0,6,15,30,21,17,0,0,14,7,30,7,0,0,17,17,0,15,7,48,39,0,9,24,0,0,10,7,0,0,0,0,47,0,0,22,26,7,0,19,18,0,14,8,0,6,10,0
2013-12-01,32,0,32,7,10,0,36,20,41,0,0,15,0,0,0,15,7,8,8,7,9,5,21,0,0,0,0,7,6,15,7,9,14,0,10,27,16,0,22,14,18,14,11,24,0,33,0,0,11,35,7,28,0,6,0,10,14,0,0,21,7,7,10,5,0,0,10,17,0,7,0,16,42,0,0,15,0,0,0,11,0,0,0,0,0,30,25,29,21,14,6,20,24,0,10,19,13,0,7,0
2014-01-01,34,7,15,12,36,0,27,0,33,9,0,7,7,0,11,22,5,28,12,0,22,9,20,39,27,21,0,11,6,14,14,12,14,0,13,10,17,0,0,26,18,0,14,0,0,27,0,0,14,33,7,19,0,8,0,16,13,13,0,0,10,7,10,10,0,4,9,0,26,11,0,16,23,0,0,12,0,0,10,7,30,0,0,20,0,0,0,21,22,28,6,0,18,7,22,24,12,20,7,0
2014-02-01,30,0,15,11,34,0,36,0,32,0,27,7,0,7,11,19,5,14,0,7,9,9,14,0,29,22,0,15,6,8,0,14,15,0,17,18,21,0,0,7,15,22,11,24,0,34,0,10,10,17,7,36,0,12,0,14,28,9,0,0,0,7,20,7,0,0,15,17,0,17,0,24,25,0,5,21,0,47,0,15,0,0,29,14,0,30,50,37,16,22,0,0,19,8,12,13,19,15,7,0
2014-03-01,34,0,8,13,29,0,32,17,45,8,0,10,0,6,10,39,5,15,0,0,20,9,0,0,0,19,0,6,5,17,6,8,12,0,8,21,6,0,0,12,8,19,13,0,0,29,0,9,8,15,6,21,18,9,13,23,0,23,6,0,12,6,18,6,9,4,19,15,0,11,6,14,21,0,0,21,26,0,9,19,0,0,26,12,0,0,0,35,11,12,11,0,19,10,19,13,0,23,6,0
2014-04-01,31,18,16,17,33,0,45,18,32,16,24,7,7,0,10,24,5,15,7,6,21,10,12,0,25,0,64,7,0,18,0,11,25,0,6,14,10,0,10,18,12,0,14,0,9,39,0,0,10,0,6,42,0,11,21,18,12,9,0,18,16,6,9,10,9,4,9,20,0,22,6,14,16,0,9,24,26,0,0,13,27,0,26,12,0,26,22,16,9,19,8,0,15,7,23,6,0,34,0,0
2014-05-01,30,12,21,10,27,0,34,35,34,8,0,7,0,6,10,24,9,17,11,7,8,8,12,36,26,6,0,11,0,7,0,14,0,24,9,19,14,0,23,6,16,13,18,0,0,25,0,0,6,15,0,34,0,7,21,18,12,12,0,0,16,9,9,15,0,0,13,59,0,7,6,43,21,0,5,13,0,0,0,0,0,0,0,12,0,0,0,29,12,9,22,0,15,7,20,17,23,26,0,0
2014-06-01,37,11,19,15,48,0,34,20,39,9,27,7,0,16,0,31,0,35,9,0,10,5,21,42,29,7,0,13,6,19,7,19,15,27,7,32,23,0,27,14,19,22,14,0,0,26,0,0,7,18,0,27,0,8,16,49,14,14,8,0,7,14,10,7,0,5,17,17,0,20,7,16,11,0,8,21,0,0,0,15,0,22,0,14,0,0,25,19,7,10,6,20,11,0,23,11,13,21,0,0
2014-07-01,26,10,18,7,53,0,26,0,40,0,0,0,0,0,11,22,5,11,17,0,27,8,13,0,0,11,0,14,0,26,7,11,14,0,10,21,23,0,14,7,12,14,18,23,10,43,0,0,7,0,0,16,0,29,0,43,0,0,0,40,7,7,10,5,0,4,16,25,0,14,7,24,7,0,5,20,0,0,0,14,30,0,0,27,0,0,24,43,8,28,0,19,9,7,20,12,12,20,0,0
2014-08-01,33,7,17,9,52,0,46,0,35,9,0,14,0,7,0,22,5,22,8,0,12,4,17,0,0,10,0,9,0,15,11,13,14,0,13,26,13,0,22,7,13,14,18,23,0,27,20,0,7,0,0,19,0,27,15,26,13,7,0,20,14,0,10,8,0,0,14,16,0,11,9,31,17,0,5,35,0,22,10,7,30,0,28,13,0,29,0,21,20,21,6,19,14,0,12,12,12,32,7,0
2014-09-01,31,6,17,10,40,0,36,0,29,8,0,7,0,0,10,28,0,16,8,7,9,4,9,75,0,7,0,14,6,10,0,16,13,0,14,39,12,0,10,16,8,13,16,22,10,23,0,10,13,0,0,18,0,5,0,22,13,9,7,19,7,9,9,6,0,0,17,31,0,14,6,0,18,0,0,22,0,0,0,7,0,0,0,13,44,27,0,24,12,24,0,0,12,7,16,6,0,8,0,0
2014-10-01,37,0,16,12,43,0,38,0,37,14,48,13,0,6,10,24,7,23,8,0,8,13,9,0,0,0,0,13,0,20,0,15,26,0,16,22,16,0,10,12,8,13,14,0,0,55,0,0,7,0,9,18,19,13,14,15,13,0,0,0,13,6,0,15,0,4,20,53,0,16,6,29,13,0,9,38,27,0,9,13,28,19,0,12,0,53,0,50,28,17,6,0,16,0,14,19,11,24,0,0
2014-11-01,31,6,8,8,37,0,40,18,39,8,0,7,7,6,10,14,0,21,0,0,21,11,19,0,26,7,0,7,14,23,7,13,13,0,21,23,9,0,10,6,11,26,7,0,0,36,0,0,0,0,6,18,0,11,14,18,13,6,0,18,7,6,9,6,10,4,7,15,0,12,6,15,20,0,0,27,27,0,0,17,0,0,27,13,0,27,0,43,16,15,0,18,23,0,22,10,11,22,7,0
2014-12-01,34,13,28,7,25,0,39,0,29,17,0,0,0,0,0,11,5,16,16,0,9,10,6,37,0,7,0,9,6,17,0,9,13,24,12,20,23,0,10,9,8,39,17,0,10,26,0,9,0,0,6,13,0,5,0,13,13,6,0,19,13,6,28,13,0,8,7,0,0,12,0,15,26,0,5,16,28,21,0,7,28,20,0,13,45,28,23,20,31,18,6,0,15,14,10,9,12,25,0,19
2015-01-01,37,6,8,11,23,0,50,0,35,8,0,0,0,6,19,49,5,27,7,0,16,7,18,0,0,24,0,13,5,11,0,17,24,0,6,9,15,0,10,6,10,12,13,0,9,48,0,18,12,15,6,26,17,7,14,29,48,18,0,0,12,6,0,9,0,4,27,15,0,21,6,35,15,48,5,26,0,20,0,0,0,18,0,24,41,0,0,32,16,25,5,34,27,7,28,11,27,21,6,0
2015-02-01,39,0,9,14,30,0,45,0,31,9,0,7,0,7,11,15,5,28,0,7,28,5,20,40,0,7,0,10,6,15,0,23,14,0,15,14,16,0,33,14,12,0,25,23,0,61,20,15,14,0,7,38,0,12,0,27,0,0,0,0,7,7,10,5,10,4,18,25,0,16,0,0,26,0,0,12,0,0,10,15,31,0,0,14,0,0,0,33,16,19,6,20,29,7,12,17,13,27,0,0
2015-03-01,29,6,15,9,30,0,37,16,38,7,0,6,0,5,9,34,4,23,7,6,18,10,8,33,0,6,0,16,7,10,6,9,0,43,5,13,20,0,18,11,7,12,19,0,0,27,0,0,12,14,6,32,0,12,25,11,0,14,0,0,9,6,8,3,9,4,20,18,0,16,11,13,22,45,9,39,0,19,0,6,25,0,0,22,0,24,0,42,10,17,5,0,21,6,17,15,21,19,9,0
2015-04-01,25,6,20,8,42,0,37,0,45,15,0,0,0,6,9,22,4,19,7,6,15,13,17,0,24,0,0,10,0,28,6,12,24,22,13,13,9,0,23,6,18,18,17,20,9,28,0,0,6,14,0,20,17,5,13,17,12,11,0,0,12,0,8,8,18,8,16,19,0,16,6,20,12,0,4,17,0,19,0,12,26,26,24,12,40,0,21,34,4,18,0,16,20,6,21,11,11,35,0,0
2015-05-01,27,5,14,4,46,0,62,16,51,0,0,8,6,5,9,12,8,14,7,0,17,9,11,33,0,9,0,14,0,15,0,9,11,21,16,31,15,0,13,8,11,15,20,19,0,54,0,8,6,14,0,19,0,10,13,30,22,5,0,0,11,5,8,7,8,4,29,20,22,17,5,19,21,0,0,39,0,0,0,0,0,17,0,11,38,0,0,38,11,11,10,0,25,6,25,10,10,34,6,0
2015-06-01,21,6,15,9,36,0,45,0,37,7,0,15,0,11,18,22,4,23,7,0,23,8,22,33,0,0,0,15,0,26,0,16,23,0,12,21,18,0,9,22,12,12,26,19,0,45,0,17,0,14,0,23,0,6,0,38,11,9,0,17,12,6,12,12,0,4,14,14,0,21,0,13,20,0,0,17,0,19,0,15,50,17,0,11,0,0,20,65,18,25,0,16,18,6,25,10,10,39,6,0
