date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Belgian Endive,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Boysenberries,Broccoflower,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Casaba Melon,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Dried Plums,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mandarin Oranges,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava,Zucchini Squash
2008-11-01,25,32,25,53,0,11,0,8,0,67,18,20,22,0,0,0,5,3,41,0,0,0,14,7,15,0,45,25,15,0,9,14,55,67,20,0,0,14,15,15,24,0,31,22,12,25,28,10,32,9,31,23,13,57,14,20,0,20,51,21,49,67,6,17,0,18,35,48,16,0,18,24,46,21,0,43,13,0,48,0,13,0,30,36,27,28,4,13,28,22,20,0,51,0,7,7,19,29,52,25,3,12,0,12,26,10,9,7,8,43,24,0,12,3,32,8,28,10,13,17,0,19,38,17,46,35,5,23,0,0,0
2008-12-01,27,24,15,48,0,6,0,12,0,56,10,19,16,0,0,32,8,9,0,97,0,0,9,32,36,0,25,40,19,0,9,11,0,0,15,0,0,7,30,11,26,0,15,14,0,0,20,12,35,9,27,12,10,62,26,38,0,0,0,0,34,0,5,18,9,17,23,47,14,28,13,16,0,27,0,0,22,0,31,0,14,28,34,34,29,32,8,14,35,19,18,21,33,31,5,12,25,31,17,0,1,8,21,19,29,13,29,6,0,23,31,23,16,22,16,4,0,10,0,19,0,17,27,12,100,38,5,29,35,0,81
2009-01-01,23,24,21,50,0,7,0,11,0,62,29,26,34,22,27,0,3,19,48,0,0,0,14,5,17,0,21,23,12,0,8,27,51,0,14,0,27,12,9,13,30,0,35,12,0,12,25,8,34,16,28,27,8,0,11,31,0,0,0,0,29,0,6,0,15,10,28,36,18,0,14,20,17,15,53,40,29,0,39,41,12,24,31,62,25,25,11,28,36,29,31,17,44,27,7,13,27,0,23,23,1,5,18,16,33,8,6,12,8,20,45,20,18,6,22,11,0,12,24,40,0,21,35,42,0,28,5,12,0,31,0
2009-02-01,24,22,22,59,48,16,0,11,0,60,9,27,43,0,15,28,7,7,31,0,0,0,14,9,12,0,44,24,12,0,9,15,0,22,15,14,0,11,6,12,32,42,18,17,12,12,36,10,26,17,11,20,5,0,18,22,0,0,0,28,28,0,10,0,8,9,28,38,22,25,9,14,36,22,0,0,49,25,30,0,13,0,32,35,0,21,13,34,33,24,42,0,47,0,7,17,32,28,20,0,1,1,0,9,33,12,7,8,8,21,14,0,22,4,16,9,0,11,13,13,0,21,31,33,0,27,6,22,0,22,0
2009-03-01,21,23,26,56,22,10,0,9,0,68,16,25,17,21,52,26,5,11,18,0,0,0,15,5,13,0,20,43,15,0,9,21,0,19,13,0,26,14,5,16,33,0,15,12,10,22,24,8,30,7,46,34,17,0,23,27,0,0,0,25,50,30,8,15,14,12,24,27,20,23,13,21,16,7,0,38,22,22,48,0,23,38,30,53,0,16,15,23,32,26,23,0,41,0,7,10,30,25,22,0,1,3,17,13,37,13,5,14,21,19,17,19,23,3,15,12,25,10,11,19,0,25,32,26,0,27,7,24,28,29,22
2009-04-01,47,23,15,44,0,21,45,10,24,62,13,24,21,0,0,0,3,10,20,0,48,0,15,6,8,0,22,47,11,0,10,20,0,21,18,0,0,21,9,14,21,41,20,9,0,42,20,5,31,8,27,26,8,55,10,42,0,0,0,14,30,49,6,0,31,22,28,12,33,24,14,28,35,18,0,0,18,25,48,0,38,0,26,36,0,12,11,8,26,35,25,18,48,0,9,9,29,28,24,24,1,1,0,11,23,18,4,32,8,20,28,20,24,3,14,15,27,7,0,25,0,25,18,22,0,47,6,13,0,21,24
2009-05-01,0,21,24,44,0,33,0,15,0,66,19,28,19,0,26,39,3,18,55,0,0,0,9,4,8,0,30,36,8,31,11,18,0,0,19,13,0,18,8,19,24,0,29,8,0,22,24,7,26,8,24,28,17,51,19,29,0,17,0,25,13,30,4,29,25,35,23,27,23,0,16,13,48,25,0,38,33,0,42,0,12,46,33,38,24,9,16,21,30,30,28,49,45,0,8,11,24,26,36,0,1,3,51,18,24,24,4,31,7,19,34,19,28,1,13,17,25,8,11,17,0,36,16,30,41,47,10,28,0,39,0
2009-06-01,43,17,21,38,0,20,0,17,0,66,8,28,19,0,13,26,5,17,24,0,0,0,9,5,7,0,30,21,10,0,8,15,0,19,36,13,25,8,5,25,33,0,35,8,0,22,26,5,23,57,19,28,14,0,29,30,0,17,0,12,8,0,4,15,32,8,14,30,32,22,18,13,16,23,0,37,39,22,43,0,31,23,29,34,23,8,13,41,21,36,35,0,47,0,13,16,25,25,13,0,1,3,17,18,30,14,2,22,14,37,25,19,26,2,10,41,25,8,11,22,0,38,24,20,0,20,14,20,28,0,22
2009-07-01,21,20,42,25,0,11,0,15,0,59,15,28,12,0,19,25,15,13,17,0,42,0,13,2,9,57,19,21,10,0,8,17,0,38,42,12,0,10,6,29,41,0,24,15,0,21,31,7,32,48,26,18,18,49,13,25,0,33,0,18,10,29,9,0,27,11,10,37,29,0,23,19,31,16,0,0,21,22,45,0,34,22,33,25,46,6,13,22,18,37,41,0,42,0,21,7,26,74,22,0,1,4,22,22,26,28,5,23,21,0,8,36,22,2,11,26,0,6,11,11,50,40,32,10,0,42,16,11,27,0,21
2009-08-01,0,35,35,36,0,15,0,14,0,57,0,32,25,0,13,0,21,20,18,0,0,0,14,3,8,0,39,32,11,0,8,19,0,0,29,13,0,26,5,28,21,0,39,8,0,22,26,17,36,25,32,22,22,0,26,19,93,17,0,0,5,29,5,15,32,10,14,45,24,22,26,25,40,18,0,0,22,0,42,0,17,23,34,19,47,8,14,36,37,32,37,16,38,0,78,8,24,0,22,0,2,6,17,23,28,17,3,27,7,19,17,0,21,1,20,17,0,8,0,17,0,51,21,10,0,26,9,18,42,19,43
2009-09-01,20,50,33,31,0,10,0,14,0,66,18,25,0,0,20,0,16,21,0,0,83,0,14,2,9,0,28,41,11,0,8,19,46,0,12,0,0,30,12,27,31,36,22,11,10,26,28,34,34,7,23,30,16,47,22,37,0,0,0,0,14,28,7,0,13,13,24,14,17,21,7,12,30,10,0,0,38,21,42,0,11,21,42,24,89,16,31,15,63,22,30,0,42,24,56,11,23,24,55,0,2,17,16,14,37,14,8,20,7,18,8,26,24,2,27,13,39,9,0,16,0,39,31,9,0,35,10,11,27,0,21
2009-10-01,57,43,33,35,0,10,72,16,0,59,14,23,11,18,17,0,7,7,0,0,0,0,13,7,15,0,0,38,14,0,12,18,42,42,16,11,0,23,7,17,16,33,27,13,12,10,31,26,27,10,9,38,11,0,18,24,0,15,0,11,35,0,6,13,12,10,17,17,17,0,12,11,0,14,0,0,32,0,47,0,10,27,33,43,41,22,14,16,59,29,29,15,39,22,16,10,24,22,43,0,11,37,22,13,26,13,5,8,6,49,41,16,21,3,39,9,22,10,10,10,23,29,34,9,71,43,7,10,0,17,19
2009-11-01,19,29,20,43,0,9,0,11,0,62,7,26,29,0,17,30,0,10,16,0,0,0,16,6,12,0,17,56,15,0,9,14,42,0,10,11,0,17,21,13,24,33,23,17,9,14,29,8,36,13,25,27,14,44,12,29,81,0,0,11,33,0,6,0,28,20,20,40,18,39,14,11,14,17,0,0,31,19,50,0,15,20,34,34,20,22,9,13,28,23,25,21,43,0,10,13,23,22,19,19,5,19,22,9,40,10,8,6,0,16,15,0,18,5,29,9,22,14,0,16,0,18,40,21,0,23,8,55,0,0,19
2009-12-01,0,23,30,40,21,9,0,10,21,62,18,18,24,0,0,49,0,7,0,0,0,0,12,23,32,0,19,0,20,0,8,14,0,18,16,0,24,14,47,13,33,36,14,22,0,21,28,7,37,0,18,16,12,48,18,17,0,16,0,12,43,0,4,0,7,22,21,22,13,21,15,36,31,10,0,54,31,0,39,37,11,22,37,65,22,32,4,12,17,23,18,0,35,0,7,14,33,0,25,21,2,6,16,0,24,5,28,3,7,18,64,18,15,23,25,7,0,11,0,32,25,21,28,0,0,27,8,19,27,18,0
2010-01-01,0,22,29,48,0,13,0,13,0,62,32,27,17,0,14,21,6,11,20,0,35,0,16,6,15,0,16,29,17,0,10,22,0,0,19,10,21,9,10,21,15,62,34,9,13,27,30,10,26,6,24,26,14,41,17,38,0,14,0,10,66,32,7,24,11,21,32,19,16,0,10,31,0,19,0,0,12,18,43,0,10,28,33,61,0,25,9,13,39,22,28,0,37,0,11,18,27,21,44,0,1,3,14,16,41,11,5,6,6,23,28,15,24,3,27,8,0,16,19,28,0,22,37,20,0,27,6,10,0,16,0
2010-02-01,37,23,17,65,19,13,0,13,0,66,24,26,17,0,34,23,5,9,16,0,0,0,18,4,12,51,35,19,15,0,8,23,0,51,17,0,0,10,10,16,33,33,18,20,0,0,31,8,33,7,21,28,7,44,18,30,0,0,0,33,53,39,5,0,15,15,33,37,19,20,28,11,14,41,44,33,19,0,44,35,0,20,30,48,21,18,9,10,45,21,24,0,42,22,12,15,31,22,39,0,1,6,29,7,54,7,7,9,6,22,11,0,23,3,18,10,22,14,0,25,0,21,30,20,0,25,6,0,25,0,19
2010-03-01,25,24,17,56,0,11,0,14,0,72,18,28,20,0,10,20,7,11,21,0,0,0,18,4,15,46,15,45,16,0,12,21,76,15,17,15,30,15,9,18,11,0,21,15,8,17,31,8,27,6,42,26,15,39,20,32,0,0,0,15,61,46,5,11,19,11,23,33,15,35,21,15,19,18,0,29,28,18,40,0,9,18,39,42,18,16,13,24,35,31,23,13,50,20,10,10,32,20,38,0,1,5,39,12,40,17,8,16,8,15,26,0,21,3,19,17,20,13,9,15,0,25,29,8,0,40,8,12,0,15,0
2010-04-01,28,23,17,28,0,20,0,13,0,59,23,21,18,0,11,22,10,19,23,0,0,0,15,4,12,0,17,27,11,27,9,20,41,16,12,0,22,9,13,23,16,32,25,27,0,37,40,6,32,13,42,22,12,43,24,32,0,15,0,21,17,25,6,19,30,25,26,29,30,0,18,11,27,12,0,0,34,39,51,0,10,29,29,35,20,13,12,11,32,32,30,0,48,0,9,13,28,22,26,0,1,3,0,20,36,30,5,27,9,32,14,16,23,3,18,16,22,14,13,16,22,32,18,23,0,42,8,10,0,0,19
2010-05-01,24,23,24,29,0,37,34,12,0,61,16,25,31,0,16,21,9,14,30,0,36,0,14,8,14,0,0,71,11,0,7,18,40,24,15,0,21,11,8,21,31,62,36,19,13,9,26,9,36,12,28,25,19,0,29,36,0,14,36,10,4,36,4,12,17,11,20,22,30,18,19,10,40,24,41,0,27,18,52,0,10,0,34,44,19,10,11,27,32,26,28,13,48,41,9,12,23,21,40,0,1,3,34,31,32,15,4,32,8,0,24,15,27,3,12,20,0,8,12,28,0,40,28,12,0,32,12,19,0,0,0
2010-06-01,0,19,35,17,19,32,0,16,0,59,7,29,22,0,11,33,13,27,31,0,75,0,13,4,7,0,23,46,13,0,8,20,0,33,31,11,22,15,7,28,28,0,21,13,9,23,23,9,34,36,31,23,12,43,33,29,0,15,0,27,4,76,7,13,46,14,15,39,35,0,14,11,35,20,0,32,40,19,26,68,20,39,32,34,60,6,11,22,24,34,30,14,45,0,7,17,25,22,27,0,1,2,14,22,30,24,3,25,8,16,11,24,31,2,10,35,21,10,10,15,0,47,19,8,0,44,14,0,0,0,37
2010-07-01,17,21,29,26,0,15,0,15,17,57,9,33,17,16,20,34,18,22,28,62,0,0,14,2,9,0,16,34,10,25,10,21,75,15,73,10,20,15,6,30,26,29,24,9,8,13,29,9,31,45,19,28,21,40,19,39,0,14,0,39,8,23,4,12,69,21,7,27,36,0,9,13,19,24,40,29,30,18,38,31,37,35,30,19,0,5,12,30,25,37,38,32,40,0,18,13,28,20,21,0,1,5,40,9,35,43,2,25,6,22,10,15,25,1,13,24,0,8,9,9,31,46,27,8,0,37,15,9,22,30,0
2010-08-01,17,38,42,27,17,8,0,16,0,53,25,33,27,16,28,0,40,20,19,0,35,0,15,3,14,0,32,34,9,0,11,21,0,0,23,10,30,25,5,27,53,60,32,18,12,26,45,22,41,14,19,19,24,80,28,37,0,28,35,20,8,47,8,12,45,22,16,21,20,18,28,10,38,26,0,0,32,36,41,0,23,27,38,16,0,6,14,47,42,34,33,13,32,0,62,12,28,41,39,0,1,10,40,8,38,18,3,24,6,0,24,15,24,2,25,13,30,8,0,9,21,47,28,8,0,21,14,9,67,0,23
2010-09-01,50,64,36,39,0,8,0,16,17,60,12,32,42,0,20,0,23,18,42,0,0,0,16,5,12,0,20,25,12,0,11,25,0,0,17,0,19,30,9,22,33,44,27,15,16,13,33,34,36,6,30,29,19,39,23,32,0,13,34,0,17,23,7,17,38,29,29,26,28,0,12,10,12,10,0,0,14,0,63,30,24,17,50,37,36,8,14,24,64,21,33,0,39,0,39,19,23,20,10,0,2,35,32,12,30,22,5,15,5,19,26,29,25,2,28,10,19,11,17,20,0,46,27,20,0,27,19,14,22,15,33
2010-10-01,31,55,23,38,16,11,0,14,0,62,23,25,40,0,10,0,4,10,57,0,0,0,15,7,13,0,44,31,16,0,13,24,53,0,13,9,0,17,18,15,34,0,27,6,8,24,28,15,37,13,32,31,14,37,19,33,0,13,0,9,26,43,11,16,23,19,36,11,20,25,10,9,23,16,0,0,13,0,41,0,21,33,37,50,17,20,15,8,34,23,38,24,38,0,14,21,24,19,16,16,13,74,18,8,37,21,8,12,5,14,28,14,25,4,42,6,27,16,17,17,0,30,37,19,0,28,10,17,20,14,24
2010-11-01,23,36,22,46,15,12,0,13,0,68,14,25,15,15,25,27,2,6,13,0,0,0,15,7,19,0,14,0,14,0,11,17,0,27,15,14,0,13,12,16,45,27,22,16,0,16,27,8,35,5,24,15,20,90,22,40,0,12,0,18,22,21,5,10,13,22,34,32,17,16,17,18,34,13,0,0,23,24,36,0,8,16,31,49,17,24,13,13,32,32,24,18,39,18,14,19,23,27,22,0,4,30,36,11,48,12,9,7,8,18,33,0,23,6,40,9,18,17,8,24,0,20,36,19,29,32,8,59,0,0,0
2010-12-01,16,27,21,52,0,10,0,11,17,61,6,23,16,0,10,20,4,13,28,0,0,0,16,47,38,0,15,28,25,0,10,30,75,15,14,10,19,9,39,21,25,29,18,6,8,13,34,10,46,6,11,16,17,0,21,27,0,33,0,24,45,30,9,0,16,23,34,38,14,23,27,20,25,20,0,0,11,17,27,0,9,17,42,39,18,40,11,12,25,24,25,0,28,0,11,19,32,19,31,17,2,10,0,9,25,8,36,6,5,21,33,14,22,31,33,5,19,13,0,26,0,21,41,11,0,35,8,21,22,15,17
2011-01-01,25,29,26,93,0,14,0,16,13,64,22,38,29,12,15,15,5,20,17,0,0,24,21,11,25,0,19,12,18,18,12,35,0,0,12,7,0,9,17,21,30,22,36,16,6,16,43,11,48,10,45,31,20,29,26,32,0,20,25,14,100,23,9,17,20,19,41,24,21,19,20,15,23,47,0,22,17,0,45,0,7,53,40,68,13,32,18,15,42,32,42,19,62,0,12,21,39,15,20,12,2,5,13,7,41,15,13,5,7,32,27,21,34,6,36,10,14,22,7,26,0,30,54,30,23,53,10,18,16,11,0
2011-02-01,35,31,29,87,0,22,25,21,0,72,28,37,26,13,16,31,2,28,33,0,0,0,20,3,18,0,18,13,18,0,13,26,0,12,19,8,23,14,9,24,23,0,51,28,13,7,46,10,46,5,46,27,20,31,22,39,0,11,0,23,73,24,9,31,17,32,41,37,27,27,27,10,15,38,0,0,15,14,52,24,11,19,43,56,14,29,15,17,39,30,35,20,46,0,9,24,41,0,19,0,2,2,10,17,50,29,8,15,6,50,26,23,32,4,33,14,0,20,7,14,16,31,31,20,25,34,9,17,17,12,13
2011-03-01,45,31,18,67,0,18,0,21,13,78,20,36,19,12,17,29,4,27,24,0,25,0,22,4,16,33,39,37,19,0,12,28,55,22,20,7,14,25,6,25,27,29,21,33,12,22,47,11,43,10,32,36,22,0,35,43,0,29,50,28,63,17,10,0,36,28,40,32,31,13,18,14,9,21,0,21,27,38,48,0,13,21,35,40,13,21,16,22,35,37,35,9,54,0,12,21,41,0,58,12,1,5,10,12,44,29,5,21,8,14,29,11,33,4,29,18,14,22,13,19,0,32,46,26,23,30,11,20,0,0,12
2011-04-01,32,29,32,57,14,32,0,20,14,69,32,35,35,13,25,0,7,19,30,0,0,0,21,3,13,0,42,27,18,0,10,27,31,0,16,8,16,18,12,34,36,0,38,12,0,21,48,9,54,11,45,32,17,0,30,43,0,11,0,12,46,19,11,18,18,25,49,46,34,14,23,16,10,25,0,0,25,0,63,0,7,14,44,54,30,18,21,15,44,41,49,0,55,0,15,19,40,0,20,0,2,4,21,11,57,26,5,43,7,18,21,12,34,4,21,18,16,16,0,21,16,45,24,17,0,52,12,22,0,12,14
2011-05-01,42,30,42,50,0,67,0,22,12,74,26,37,23,0,17,14,8,21,33,0,24,0,18,3,15,0,33,12,22,0,11,35,0,11,22,14,14,17,11,43,36,0,40,17,6,27,43,10,47,14,28,35,26,28,46,47,0,10,0,42,20,16,4,8,37,26,34,36,48,25,9,28,31,24,0,21,30,12,59,0,6,25,37,37,13,11,22,20,51,41,46,9,66,14,13,19,36,14,32,0,2,4,9,32,49,19,3,38,6,21,12,21,42,3,24,32,14,18,9,8,28,59,32,25,22,47,16,23,0,11,12
2011-06-01,33,27,46,44,0,37,0,20,13,69,100,40,27,12,12,36,6,19,48,0,0,0,20,4,13,0,17,36,16,0,13,26,28,11,46,7,0,24,9,49,54,29,34,24,9,6,37,10,47,61,19,36,28,29,32,35,0,10,0,21,9,34,9,17,53,19,17,24,40,13,17,22,46,31,0,0,16,13,50,23,29,13,46,26,27,10,19,29,39,37,46,9,60,0,15,17,34,22,30,0,1,3,24,51,43,42,4,20,11,18,24,11,38,4,17,39,28,16,13,13,15,53,34,17,23,40,18,18,16,17,0
2011-07-01,33,30,65,37,0,23,0,24,0,76,13,39,29,0,23,15,14,20,31,0,0,0,20,3,16,0,34,13,14,0,12,22,0,11,55,8,15,20,30,37,16,29,49,4,6,16,51,13,44,40,51,31,30,44,38,49,0,25,26,25,10,0,11,13,72,27,26,39,36,13,18,17,47,27,0,0,15,13,44,0,31,31,42,46,14,10,22,48,47,55,57,19,52,22,39,28,36,22,23,12,1,6,29,31,39,30,3,23,8,22,27,16,35,3,19,27,14,17,7,13,15,53,36,17,46,46,20,27,57,11,25
2011-08-01,30,62,65,38,0,21,0,21,0,72,20,50,41,12,19,44,30,25,41,0,25,0,21,2,15,0,55,12,16,0,15,26,0,16,30,7,29,30,34,36,34,0,56,20,6,12,42,19,50,4,30,31,41,38,30,51,0,20,0,25,16,25,9,8,62,19,24,38,29,13,22,17,27,30,0,0,18,25,43,22,55,45,45,34,20,8,20,55,76,44,53,18,42,0,96,17,34,19,53,12,2,12,14,13,45,25,3,29,6,11,29,10,31,2,24,16,19,18,0,19,15,52,29,19,34,35,20,27,63,22,24
2011-09-01,40,79,31,41,12,22,23,16,12,72,32,44,28,0,19,43,23,16,50,0,0,0,23,7,18,0,22,12,19,0,18,28,54,0,23,22,14,39,9,28,29,0,43,17,10,12,42,29,41,8,46,46,30,28,26,44,0,14,0,10,15,25,9,0,53,97,35,44,28,12,23,16,18,23,0,0,18,19,54,0,28,17,50,52,13,16,19,27,82,38,41,9,51,0,43,34,34,19,32,0,3,45,18,8,41,22,7,24,11,45,26,21,37,3,38,20,14,18,17,25,14,56,35,13,0,32,15,20,31,11,12
2011-10-01,34,73,25,58,11,16,0,15,23,78,22,36,49,0,16,40,8,9,38,0,22,21,28,7,20,0,31,22,21,0,16,23,0,30,18,7,20,28,12,28,49,29,40,26,9,6,49,34,49,14,73,36,20,52,25,57,0,27,23,29,46,15,12,8,37,25,47,41,27,12,27,7,25,35,0,20,19,12,59,21,18,24,53,53,36,24,21,31,69,34,48,17,52,0,20,20,33,13,40,0,20,71,15,6,51,27,8,17,5,26,35,20,42,6,64,14,26,23,6,8,20,45,39,14,21,31,14,33,29,10,0
2011-11-01,16,49,39,88,16,15,0,15,0,79,10,34,43,10,13,35,5,18,24,0,22,21,22,12,26,0,20,22,25,0,24,34,25,10,24,10,0,21,25,23,38,19,42,12,11,11,47,21,47,6,25,32,28,25,32,43,0,9,22,9,57,30,17,0,25,24,41,40,27,23,22,13,8,26,0,19,24,11,58,20,12,29,54,56,12,28,14,14,48,35,46,33,53,13,13,33,33,13,36,11,5,25,37,12,50,18,13,10,7,22,43,9,36,8,46,12,19,30,11,17,13,32,53,13,20,31,10,86,14,20,11
2011-12-01,28,40,32,88,0,12,0,19,0,64,4,29,47,16,20,13,5,19,22,0,46,0,22,69,62,0,35,26,37,0,20,30,0,10,24,14,27,14,65,25,42,100,29,20,5,12,53,20,57,6,35,25,25,27,20,43,0,9,0,23,85,21,15,16,22,55,47,34,25,12,24,25,21,30,0,20,15,0,63,21,6,18,67,57,25,56,11,14,50,28,36,22,45,13,14,29,48,13,45,11,3,11,27,7,59,13,64,7,9,15,69,10,31,44,43,9,13,23,6,30,14,28,64,19,21,33,13,17,15,0,11
2012-01-01,43,33,36,81,15,17,0,22,0,68,20,44,41,0,20,20,6,23,31,0,0,0,31,11,25,0,55,10,26,21,21,40,0,18,24,12,27,19,21,31,30,17,40,23,11,15,58,14,45,6,41,32,28,23,34,47,43,16,54,20,79,14,19,10,29,36,52,37,27,17,25,20,7,47,23,35,20,0,64,0,16,42,50,62,0,39,20,18,44,43,45,15,48,12,11,24,41,0,39,10,2,7,31,15,47,22,13,11,8,23,45,13,41,8,39,9,23,31,10,24,12,35,59,23,19,35,13,22,19,18,0
2012-02-01,26,33,32,81,21,22,40,23,11,76,32,45,17,0,11,33,5,24,27,39,0,0,26,8,24,0,48,11,24,0,16,38,0,33,23,8,50,26,12,27,44,19,40,17,10,13,61,9,48,7,33,37,27,25,37,39,0,21,0,18,77,14,16,0,10,36,53,46,30,17,10,19,12,55,0,18,18,0,53,19,13,22,43,63,17,32,18,11,46,39,41,24,61,12,13,19,43,12,31,11,2,4,16,7,49,21,11,12,16,32,35,9,34,5,41,18,0,29,11,18,13,34,50,29,20,47,13,15,14,9,11
2012-03-01,16,32,35,55,11,25,0,25,22,77,34,36,21,10,23,25,4,26,38,0,0,0,27,3,19,0,39,11,22,0,18,33,0,19,19,6,12,22,11,30,35,18,44,11,13,27,51,10,49,4,37,38,22,33,29,54,45,8,0,24,38,22,14,29,24,21,43,52,38,11,19,6,31,30,0,18,33,11,67,0,21,19,40,50,0,25,17,19,54,46,45,24,47,0,15,20,44,12,31,11,2,5,27,12,57,21,7,14,10,21,31,18,38,4,29,19,12,22,8,22,13,40,35,29,26,35,12,21,0,14,11
2012-04-01,18,30,21,42,11,30,20,28,0,67,31,39,42,0,17,13,8,22,27,0,21,0,28,2,20,0,49,11,21,0,19,37,0,10,16,13,0,21,9,31,35,31,53,21,0,24,62,10,54,7,36,33,33,50,43,41,0,34,0,9,15,29,16,7,54,31,35,43,43,34,23,16,16,34,0,19,16,0,51,19,12,34,45,47,12,21,19,23,47,42,45,8,54,12,11,26,40,13,42,11,2,4,25,18,73,22,6,32,13,28,19,14,45,3,27,20,19,24,6,11,0,45,32,24,20,51,15,23,28,19,16
2012-05-01,44,25,41,44,0,51,39,32,11,73,20,39,26,15,14,20,6,38,42,0,21,0,28,5,16,28,62,20,20,14,15,48,0,9,22,0,16,35,33,41,35,18,50,20,5,31,57,9,49,7,45,38,29,32,41,52,0,33,0,21,13,28,10,7,45,34,31,37,39,16,21,16,76,30,0,18,31,11,55,0,16,39,48,46,22,13,15,29,33,47,52,12,55,0,12,17,33,20,44,0,2,4,12,35,54,21,6,38,8,23,22,9,39,4,25,30,16,23,9,24,0,51,30,42,32,47,20,24,20,14,0
2012-06-01,25,26,73,37,0,47,0,29,11,74,15,45,40,10,26,38,9,28,39,0,0,0,23,3,17,0,36,11,18,0,15,33,0,19,36,13,21,28,10,42,23,19,39,25,8,24,49,11,47,36,40,28,33,0,43,43,0,17,22,37,2,34,10,0,31,32,28,21,51,11,14,17,39,47,25,19,36,11,63,0,23,22,48,46,12,7,16,41,34,51,56,8,61,25,9,24,33,21,35,11,2,3,16,33,43,25,5,43,12,28,33,9,40,3,23,43,25,20,11,15,0,50,32,15,30,46,22,14,21,0,14
2012-07-01,31,25,68,51,10,22,20,28,0,67,45,43,49,0,12,20,9,21,20,76,21,0,21,1,16,29,32,15,19,0,16,26,23,9,53,9,12,35,9,40,43,0,59,20,5,13,44,9,49,60,34,30,36,49,39,55,0,33,21,24,5,24,11,7,41,23,25,34,38,11,24,22,46,42,0,36,26,22,56,19,56,22,45,36,0,10,18,48,43,54,49,8,52,18,15,29,38,12,30,10,1,2,28,24,52,34,3,42,8,21,35,13,36,3,22,39,24,24,5,14,19,47,34,7,0,54,28,26,14,9,10
2012-08-01,21,31,57,49,0,26,0,33,11,67,39,52,51,0,29,12,28,27,43,0,21,0,27,2,16,0,44,16,22,0,20,28,46,0,35,6,0,41,12,45,29,18,55,11,5,10,52,13,51,18,28,34,47,24,30,51,0,33,21,21,8,21,13,7,37,24,33,31,37,22,20,14,15,38,0,0,21,11,58,19,41,29,61,42,33,9,21,46,42,48,60,24,44,0,27,27,34,16,47,10,2,4,21,22,40,36,4,26,10,30,24,18,36,3,28,28,28,25,5,5,12,53,23,14,58,35,25,26,34,14,10
2012-09-01,21,47,36,36,10,27,0,28,11,84,20,51,57,10,23,24,28,16,40,0,21,0,28,6,26,0,38,10,25,0,26,34,23,18,26,18,48,41,13,42,29,18,52,22,10,21,56,45,58,11,38,40,45,48,42,49,0,25,21,21,13,28,17,0,38,27,43,42,37,18,31,14,27,32,0,0,15,27,56,0,28,14,59,52,0,16,28,37,62,41,56,16,46,12,33,30,36,12,36,0,2,11,16,16,49,43,7,23,9,27,28,9,36,3,42,21,28,26,5,27,12,52,40,24,19,42,18,22,33,18,21
2012-10-01,42,46,26,57,0,21,18,20,0,75,25,44,46,0,24,15,15,16,36,0,0,0,30,3,25,26,11,9,26,0,25,38,63,17,19,0,11,38,31,29,45,16,51,15,7,19,51,34,51,8,38,33,31,22,35,60,0,19,0,19,27,13,22,13,50,40,58,59,26,23,20,11,24,36,0,41,20,10,68,0,22,33,68,41,15,32,20,24,51,49,53,28,52,11,19,38,36,15,40,9,21,22,31,8,55,25,10,12,7,11,40,0,41,6,59,12,21,31,10,18,11,39,60,24,17,67,14,27,12,17,14
2012-11-01,21,40,45,62,9,23,18,24,10,74,26,40,45,0,14,22,6,19,44,0,0,18,29,11,24,0,23,12,23,0,22,36,21,21,22,5,11,25,31,29,28,16,47,26,9,12,70,13,52,6,39,33,32,65,48,61,40,11,0,11,66,19,21,0,33,19,57,72,21,19,28,16,14,39,0,24,23,0,63,17,5,23,64,56,20,38,14,21,55,50,49,32,49,0,15,41,40,11,40,9,6,16,17,7,55,18,13,9,8,21,56,8,38,8,56,11,25,34,0,6,11,36,45,20,23,40,15,68,12,33,15
