date,Apple,Apricot,Artichoke,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Honeydew Melon,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2009-05-01,20,19,9,21,0,10,0,30,0,19,0,0,24,0,0,0,0,4,0,29,0,26,0,0,0,0,0,16,0,0,19,13,0,0,19,0,0,3,0,14,25,0,0,17,0,0,0,15,0,0,0,0,0,76,9,0,24,20,0,0,0,0,0,0,0,0,13,0,0,0,19,8,0,0,10,0,17,27,21,0,5,0,0,0,9,0,0,0,13,0,8,0,30,0,0,20,0,56,0,0,0,25,17,0,0,0,0,0,0,25,0,0,14,0,0,0
2009-06-01,23,37,9,0,0,19,0,40,0,18,0,0,0,0,0,0,0,2,0,0,0,34,18,28,0,0,0,16,100,0,37,0,0,0,24,0,0,3,0,9,16,0,31,0,28,0,37,9,0,0,0,49,44,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,0,0,6,0,16,17,20,0,5,0,0,0,11,0,0,0,9,0,8,0,29,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,28,0,0,12,0,100,0
2009-07-01,17,0,9,0,0,13,0,55,0,9,0,0,0,0,0,0,0,3,0,0,54,21,18,0,0,0,0,0,0,0,0,13,18,0,19,0,0,3,21,7,17,0,0,24,0,0,38,13,0,0,0,0,0,76,8,0,0,0,0,0,0,0,0,0,24,0,13,0,0,0,38,6,0,0,6,0,0,0,0,0,10,0,20,19,17,0,0,0,10,0,0,0,58,0,0,0,0,0,0,0,16,24,0,54,0,0,0,0,0,33,0,0,20,0,0,0
2009-08-01,16,47,0,0,0,5,0,72,0,23,0,0,0,0,33,31,0,2,0,0,66,36,0,0,0,0,0,10,0,0,0,16,0,0,46,29,0,0,0,9,21,0,0,20,0,0,0,22,96,0,0,0,0,0,10,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,47,7,0,0,31,0,20,33,26,0,12,0,49,0,21,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,20,22,0,0,0,0,0,55,0,0,24,0,0,0
2009-09-01,24,17,8,0,0,8,0,92,0,13,0,0,0,0,16,0,0,5,0,0,48,21,0,26,0,0,0,0,0,0,0,35,16,0,59,0,0,5,0,15,15,0,29,15,26,0,0,11,0,0,0,0,0,69,0,0,21,0,73,29,15,0,36,0,21,0,0,0,0,44,34,8,0,0,8,0,0,16,19,0,7,0,27,17,12,27,23,0,17,0,21,0,26,31,0,0,0,0,0,0,15,0,30,0,0,0,0,0,0,28,15,0,18,0,0,0
2009-10-01,38,17,0,18,0,9,0,100,0,8,14,20,0,0,0,0,0,21,81,0,0,21,16,25,0,0,0,7,0,0,0,0,16,0,0,21,0,16,18,14,29,0,0,14,25,0,34,8,0,0,0,0,0,0,7,0,0,34,0,28,0,17,0,0,21,0,12,0,0,22,39,5,0,65,6,0,0,16,18,0,7,0,17,0,12,0,0,0,23,22,20,0,26,0,0,0,0,0,0,0,28,22,0,31,0,0,0,15,0,11,15,0,22,0,0,0
2009-11-01,37,0,0,18,0,15,0,91,0,14,0,0,0,0,0,0,0,25,0,52,0,33,0,0,0,0,0,7,0,0,17,23,16,0,17,0,0,23,0,31,30,0,28,22,0,0,0,10,0,0,0,45,0,0,0,86,0,34,0,29,15,0,35,0,0,0,0,0,0,22,28,10,0,65,6,0,0,16,28,0,7,0,18,17,16,0,0,0,20,22,30,0,39,0,0,17,0,50,0,0,29,22,52,32,0,15,0,15,0,29,0,0,10,0,0,0
2009-12-01,28,0,17,20,0,23,0,82,0,9,0,0,0,0,0,0,0,22,0,28,0,57,0,0,16,0,20,15,0,0,0,12,17,0,0,0,0,3,30,18,32,0,0,0,0,0,0,22,0,0,0,48,43,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,12,0,16,17,20,0,7,0,19,0,6,0,0,0,21,0,34,0,56,0,0,0,0,54,59,0,0,23,48,34,0,24,0,16,38,27,16,0,8,0,0,0
2010-01-01,39,16,15,0,0,25,0,32,69,8,0,0,0,0,0,0,0,28,0,0,45,35,0,0,0,0,0,7,0,0,0,11,15,0,16,0,0,3,18,14,14,0,0,14,0,0,0,22,0,0,0,0,0,64,22,0,20,0,0,0,0,0,25,0,20,0,0,0,0,0,27,9,0,0,5,0,0,30,0,0,6,0,0,16,12,0,0,0,29,0,11,0,0,0,0,16,0,0,0,0,14,31,42,0,0,0,40,0,0,10,0,0,7,0,0,0
2010-02-01,27,0,8,0,0,21,0,31,0,9,14,0,0,0,0,0,0,20,0,26,0,38,16,0,0,0,0,7,0,0,17,17,0,0,16,20,0,5,18,8,15,0,28,14,0,0,0,26,0,0,0,44,40,0,15,0,21,0,0,29,15,0,26,0,0,0,12,0,0,0,0,10,0,0,6,0,15,32,0,0,4,0,0,0,12,0,0,24,21,0,27,0,0,31,58,0,0,0,0,0,21,21,29,0,0,0,0,15,0,22,15,0,15,0,0,0
2010-03-01,28,0,7,16,0,23,0,30,0,10,13,0,0,0,14,0,0,15,0,46,0,30,14,0,0,0,0,10,0,0,0,15,14,0,15,0,0,4,17,7,0,0,0,13,0,0,0,21,0,0,0,0,0,0,20,0,19,0,0,26,14,0,0,0,0,0,11,0,0,0,10,7,0,0,5,20,0,29,0,0,6,0,0,15,15,0,20,0,10,0,8,100,0,0,0,16,0,0,0,0,0,20,27,0,0,13,0,0,0,10,14,13,14,0,0,0
2010-04-01,30,16,8,18,0,16,0,34,0,12,0,0,0,0,15,0,0,9,0,0,0,29,15,0,0,0,18,10,0,0,0,11,23,60,16,20,0,5,0,6,29,0,27,14,25,0,0,13,0,0,0,44,0,0,18,0,0,17,0,0,0,17,0,0,20,0,11,0,17,0,0,0,0,63,5,0,0,0,18,0,7,0,0,16,24,0,0,0,11,0,47,0,0,0,55,0,0,0,0,0,21,21,43,0,0,0,0,0,0,26,0,0,15,0,0,53
2010-05-01,24,0,8,17,0,25,0,37,69,13,0,0,0,0,15,0,0,6,0,0,46,23,15,0,0,0,0,7,0,0,16,11,45,0,16,0,0,0,18,8,0,0,0,14,24,0,0,25,0,0,0,0,0,64,14,83,0,0,0,27,0,25,17,0,20,0,11,0,0,0,11,0,0,0,5,21,14,15,18,0,9,0,0,0,18,0,0,0,0,0,13,0,0,0,0,17,0,0,0,0,27,21,14,0,0,0,0,0,0,31,0,0,18,0,0,0
2010-06-01,29,17,8,18,0,16,0,27,0,0,0,0,0,0,0,0,0,3,0,0,48,29,0,0,0,0,0,7,0,0,0,15,16,0,17,0,0,3,37,18,22,0,28,19,0,0,34,10,0,0,0,0,0,0,15,0,0,17,0,0,0,0,17,0,0,0,0,0,0,22,0,7,0,0,6,0,0,16,0,0,0,0,0,0,8,0,0,24,0,0,21,0,0,0,0,0,22,0,56,0,0,22,0,31,0,0,0,0,0,36,0,0,43,0,0,55
2010-07-01,24,26,0,18,0,11,0,25,73,9,15,0,0,59,16,22,0,2,0,26,0,40,16,0,15,0,0,0,0,0,17,19,16,0,17,0,0,0,19,15,15,0,29,15,26,0,0,11,0,0,0,0,0,69,0,0,21,17,0,0,0,0,0,0,0,0,12,0,0,0,0,5,98,0,17,0,30,16,0,0,11,0,18,0,15,0,23,24,0,0,7,0,27,0,58,0,0,0,56,0,0,44,30,16,0,0,0,0,0,18,0,15,28,0,0,0
2010-08-01,47,0,0,32,0,19,0,27,0,10,0,0,0,0,0,0,0,4,0,0,0,36,0,0,0,0,0,8,0,0,20,18,18,0,19,0,0,3,0,18,0,100,0,0,0,0,0,21,0,0,0,0,0,0,9,0,24,20,0,33,17,20,20,0,24,0,0,0,0,0,19,9,0,0,26,0,17,37,21,0,10,0,0,0,11,0,0,0,20,0,16,0,0,0,0,20,0,57,0,0,0,25,17,18,0,17,0,0,0,42,17,0,14,0,0,0
2010-09-01,34,0,0,0,0,9,0,25,0,18,13,0,19,0,14,0,0,7,0,0,0,31,0,23,0,0,0,6,0,0,0,14,0,55,15,0,0,4,17,7,13,0,0,19,23,0,0,7,0,0,0,40,0,0,33,0,18,15,0,0,13,31,0,0,18,0,10,0,0,0,25,7,0,0,7,0,0,21,16,76,8,0,31,0,8,0,0,0,15,0,8,0,0,53,0,15,0,0,0,0,13,58,13,0,0,13,0,0,0,10,14,0,13,0,0,0
2010-10-01,49,15,14,0,0,12,0,31,0,7,0,0,0,0,0,0,0,23,0,0,0,20,14,0,0,0,16,6,0,0,0,10,27,0,22,0,43,17,16,20,13,0,0,0,0,0,0,9,0,0,0,0,0,59,7,75,18,15,0,0,13,0,0,0,0,0,10,0,0,0,0,4,0,0,5,0,13,0,0,0,4,0,0,15,21,0,0,21,30,19,12,0,46,26,0,0,0,0,0,0,13,19,13,0,0,0,0,0,62,19,0,0,11,0,0,0
2010-11-01,49,0,13,15,0,15,0,34,0,14,12,0,0,0,0,0,0,33,0,0,0,28,13,21,13,0,26,6,0,0,14,19,0,0,14,0,0,28,16,8,12,0,0,12,0,100,0,13,0,0,0,0,34,0,6,0,35,15,0,0,13,0,37,0,0,0,0,0,0,0,10,6,0,0,0,0,0,13,16,0,0,0,0,0,22,0,0,0,29,18,25,0,0,0,0,0,0,0,0,0,24,18,50,0,0,25,0,0,0,46,26,0,10,36,0,0
2010-12-01,39,0,22,0,0,31,0,36,0,18,0,0,0,0,0,0,0,24,0,23,0,39,0,23,0,0,16,6,0,0,0,21,14,0,15,0,0,10,17,11,0,0,0,13,0,0,0,12,0,0,0,41,0,61,27,0,0,0,0,0,14,15,24,0,0,0,11,0,0,0,21,7,87,0,20,20,0,14,34,0,0,0,16,15,31,0,0,21,10,0,33,0,47,0,0,0,0,0,0,0,0,20,0,0,0,0,38,14,0,36,0,13,10,0,0,50
2011-01-01,28,0,9,0,0,26,0,30,0,8,0,0,0,31,17,0,0,28,0,0,0,100,9,14,0,0,15,6,0,0,18,6,14,0,13,0,27,3,10,14,8,0,15,8,0,0,18,16,0,0,0,49,0,37,18,0,11,9,0,0,8,0,28,0,0,0,0,0,0,0,9,3,0,0,11,0,0,22,10,0,0,0,19,0,9,0,0,0,8,0,32,60,0,16,0,0,0,0,0,0,12,24,20,0,0,0,23,8,0,26,8,0,18,0,0,0
2011-02-01,36,14,9,10,0,14,0,32,0,5,8,0,0,0,9,0,0,29,0,14,27,27,9,0,8,0,10,8,0,0,19,10,0,0,23,17,0,2,10,10,8,0,0,8,0,0,19,15,0,0,0,0,0,37,13,0,0,0,0,16,8,0,10,0,0,0,7,0,0,0,0,7,54,0,3,0,8,15,10,0,6,0,0,10,10,0,0,0,6,0,32,0,15,17,0,10,0,0,0,0,8,24,8,9,0,0,0,0,0,18,11,0,7,0,0,0
2011-03-01,45,0,12,9,0,29,0,44,0,7,0,0,21,0,8,0,0,25,42,13,25,22,0,13,0,0,0,4,48,0,9,6,8,0,11,21,0,3,19,9,0,0,15,0,26,0,18,12,0,0,0,0,0,35,15,0,21,9,0,0,8,0,18,0,0,0,6,0,0,11,11,4,0,0,7,0,8,16,0,0,6,0,0,9,14,0,0,0,4,0,22,0,13,0,0,0,0,25,0,37,0,15,8,12,0,0,0,0,0,32,0,0,8,0,0,28
2011-04-01,37,10,18,15,0,22,0,36,0,17,8,0,0,0,9,0,0,12,0,15,0,29,0,0,0,0,0,4,0,0,14,13,12,0,9,0,0,6,21,17,8,0,0,8,0,0,19,10,38,0,0,25,0,57,19,0,12,19,40,16,0,0,0,0,12,0,0,0,0,12,6,0,0,37,6,0,8,0,26,0,7,0,10,0,13,0,12,0,19,0,12,0,15,0,0,10,0,56,0,40,20,12,8,9,0,0,0,0,0,24,9,0,7,0,0,0
2011-05-01,40,9,8,14,0,41,0,42,0,15,0,0,0,0,8,12,0,8,0,14,0,30,17,13,8,0,10,4,0,0,9,12,8,0,17,0,0,3,19,13,8,0,0,8,0,0,18,15,0,0,0,0,0,0,16,0,11,9,0,15,8,9,9,0,16,0,0,0,0,0,6,4,51,0,9,0,8,11,10,0,8,0,14,13,16,0,0,0,6,11,16,0,27,0,0,9,0,0,0,0,15,11,16,16,0,0,22,8,0,29,8,0,18,0,0,0
2011-06-01,35,0,9,10,0,18,0,39,40,14,8,0,11,0,9,12,0,5,0,0,26,26,9,0,0,0,0,10,0,0,9,22,11,0,23,11,0,5,10,12,16,0,46,8,14,0,0,23,37,16,0,24,0,37,6,0,0,9,0,16,8,9,10,0,0,0,13,0,0,12,15,4,52,0,8,0,8,17,10,0,6,0,9,0,12,0,0,0,5,0,8,61,0,0,0,10,12,0,0,0,8,16,0,14,0,0,23,0,0,20,8,16,23,0,0,0
2011-07-01,35,24,9,0,0,11,0,26,0,16,0,12,12,0,9,12,0,4,0,14,53,28,18,0,8,0,0,4,0,0,10,9,18,0,21,0,0,4,10,21,0,0,0,12,0,0,19,13,0,0,0,25,0,0,6,0,0,10,0,0,17,0,10,0,12,0,7,0,0,25,0,3,0,36,8,0,8,9,21,0,10,0,39,10,14,0,0,0,5,0,8,62,15,0,0,0,0,28,0,0,0,0,16,18,17,8,46,0,0,40,8,8,34,0,51,0
2011-08-01,34,11,5,12,0,12,0,35,0,16,18,0,0,0,0,0,0,4,0,0,30,33,0,0,10,0,0,5,0,0,0,7,0,0,31,13,0,3,0,17,19,0,27,9,16,0,21,12,0,19,0,28,0,0,14,54,0,22,0,18,10,0,0,0,13,0,15,0,0,14,14,3,0,41,4,14,19,20,0,0,11,0,11,0,12,0,14,15,5,0,6,0,66,19,0,11,0,0,0,0,9,14,9,10,10,9,0,0,0,18,0,0,14,0,58,0
2011-09-01,41,17,4,0,0,17,0,35,0,18,0,0,10,0,8,0,0,9,0,0,0,16,8,13,0,0,18,0,0,0,17,12,16,31,22,0,24,3,0,6,15,0,14,22,13,0,0,18,0,30,0,0,0,34,4,0,11,0,0,0,0,0,18,0,11,0,6,0,0,0,11,4,0,32,6,11,7,8,9,43,5,0,26,9,15,0,0,0,17,22,15,56,13,0,0,0,0,0,0,0,11,11,19,0,8,7,0,0,0,22,0,0,14,0,0,0
2011-10-01,66,0,8,9,41,14,0,38,0,6,7,10,10,0,0,0,0,30,0,0,0,20,8,0,0,27,12,3,0,0,0,13,15,0,12,0,0,9,9,12,7,0,14,12,0,0,33,8,33,0,61,22,0,32,5,0,0,29,0,14,7,8,17,0,23,0,6,0,8,11,8,2,0,31,5,10,7,13,13,0,4,0,17,11,14,0,0,0,29,16,19,0,0,0,0,0,0,0,0,0,24,10,18,11,7,7,0,0,0,21,18,7,8,0,0,26
2011-11-01,57,0,9,9,0,17,0,38,0,14,0,0,10,0,8,0,100,40,0,12,23,31,8,12,11,0,22,3,0,0,8,24,8,30,16,0,0,20,9,11,9,0,14,14,24,0,16,20,0,14,0,0,0,33,11,0,0,8,0,14,7,8,17,0,40,0,0,93,8,11,11,4,0,0,8,0,0,8,9,0,7,0,8,8,20,0,0,11,23,10,26,0,19,14,27,0,0,24,0,0,21,26,21,8,0,25,0,7,0,12,15,7,12,0,0,27
2011-12-01,48,0,12,0,0,24,0,34,36,8,7,0,10,0,16,11,0,38,0,51,0,39,8,13,0,28,9,0,0,0,0,17,0,0,25,0,0,8,9,9,15,0,14,7,25,0,0,32,0,15,0,22,0,0,34,42,0,8,0,14,7,0,13,0,21,0,0,0,9,0,11,4,0,32,11,0,0,12,9,0,5,0,0,0,16,0,0,0,4,11,41,0,19,0,0,0,0,25,0,0,14,25,26,0,0,0,21,7,0,13,0,0,12,0,0,27
2012-01-01,51,0,9,0,0,29,0,37,0,11,0,9,0,0,0,10,0,38,0,11,21,36,12,11,7,0,8,3,0,64,15,13,11,0,15,9,0,2,12,8,7,0,13,6,0,0,22,24,0,13,0,0,18,30,18,0,9,8,0,0,13,0,27,0,18,0,13,86,0,0,10,4,0,29,7,10,7,21,16,0,6,0,8,8,13,0,0,0,10,0,38,0,34,0,0,0,10,0,0,32,13,19,13,10,0,0,0,7,0,27,7,0,8,0,0,0
2012-02-01,58,8,7,0,0,15,0,38,0,15,0,9,0,0,0,0,0,37,36,12,22,26,12,11,7,0,8,0,0,0,23,29,7,0,15,9,0,4,13,13,13,0,19,10,0,0,0,22,0,14,0,20,0,30,17,39,0,0,0,19,7,0,16,0,0,0,5,0,0,0,5,3,0,29,5,0,7,14,12,0,5,0,8,8,14,0,0,0,5,10,36,0,24,0,0,0,0,0,0,0,6,20,13,0,0,0,19,0,0,24,7,0,12,0,0,0
2012-03-01,49,0,5,14,0,22,0,41,0,9,6,0,19,0,0,10,0,32,0,12,29,32,18,17,7,0,0,3,0,0,15,19,11,0,12,9,0,2,19,13,23,38,19,9,23,0,15,19,0,0,0,27,18,60,25,0,0,23,32,19,11,0,20,0,19,0,5,0,0,10,13,3,0,58,9,0,0,18,8,0,5,0,10,11,22,0,0,11,8,0,33,0,0,0,0,8,10,45,25,32,6,15,7,14,0,10,0,7,0,18,10,6,17,0,0,0
2012-04-01,49,8,6,20,0,23,0,47,0,10,7,0,10,0,0,10,0,16,0,0,22,21,18,18,7,26,17,3,0,0,8,19,7,29,11,0,0,3,14,11,10,0,13,17,12,0,0,34,32,0,0,62,0,47,16,0,0,16,33,13,14,16,8,0,14,0,14,0,0,0,5,5,0,30,14,0,0,15,17,0,7,0,8,12,10,0,21,0,5,10,20,0,24,0,0,8,0,23,0,0,0,10,14,7,0,10,0,7,0,20,7,0,23,10,42,0
2012-05-01,29,0,5,23,0,25,0,79,0,16,6,9,9,0,0,9,0,11,0,22,21,20,7,11,6,0,0,9,0,0,11,10,7,0,21,9,0,2,8,11,13,0,0,19,11,0,15,14,0,13,0,19,0,0,10,0,0,18,0,12,13,7,8,0,9,0,0,0,0,9,12,3,0,0,8,0,13,9,20,0,6,0,8,15,15,0,0,0,10,9,5,48,34,13,0,7,0,0,0,0,12,9,6,14,0,13,0,0,0,19,7,0,17,9,0,0
2012-06-01,47,28,7,0,0,24,0,78,0,12,7,10,0,27,11,10,0,5,38,12,45,19,15,0,7,26,9,20,0,0,8,11,18,0,18,0,0,4,0,11,7,0,0,7,35,0,32,21,0,0,0,21,0,0,16,0,0,20,0,13,0,8,8,0,0,0,0,0,8,10,11,5,0,31,22,10,14,20,9,0,6,0,0,8,13,0,21,0,5,0,10,0,24,0,0,0,0,0,0,34,23,20,7,22,0,7,0,7,0,24,7,0,36,0,0,0
2012-07-01,41,28,9,9,0,23,0,69,34,16,7,19,0,0,7,0,0,4,0,12,22,22,7,12,14,0,9,5,0,68,0,14,15,0,12,0,0,4,20,9,7,0,13,31,12,0,16,18,32,0,0,42,0,32,16,0,0,8,0,27,0,8,8,0,20,0,6,0,0,0,13,5,0,30,10,21,10,11,9,0,6,0,16,8,15,0,10,0,4,10,6,0,12,0,0,0,10,0,52,0,20,17,7,12,0,0,0,0,0,14,11,0,44,0,0,26
2012-08-01,43,0,0,0,0,17,0,70,0,18,0,0,0,0,8,0,0,4,0,20,0,17,21,0,0,0,10,4,0,76,13,20,11,32,17,0,0,3,16,13,8,0,15,15,0,0,35,20,0,0,0,31,0,52,8,0,0,0,0,15,8,0,27,0,11,0,6,100,9,11,12,10,0,33,12,11,23,8,10,0,4,0,18,9,19,14,12,0,11,0,12,0,0,0,30,9,0,0,0,0,15,11,12,8,0,8,22,15,19,24,0,11,36,0,0,0
2012-09-01,51,0,7,0,0,22,0,62,31,11,0,0,9,0,0,19,0,16,0,0,0,20,9,22,7,0,23,9,0,0,15,11,10,0,11,9,0,5,8,17,0,0,12,8,11,0,15,18,29,0,0,26,0,29,3,0,0,15,31,29,6,7,15,0,12,0,8,0,7,0,5,6,0,42,10,9,6,17,11,0,6,0,7,7,18,11,10,0,12,0,17,48,11,13,0,15,0,0,0,0,6,14,16,7,0,0,0,13,15,31,10,12,9,9,39,0
2012-10-01,46,0,9,0,0,18,0,49,0,10,0,16,8,0,0,0,0,38,32,15,0,18,6,10,6,0,9,3,0,0,0,16,6,24,15,8,0,28,12,10,15,0,11,15,39,0,0,26,0,0,0,43,0,26,4,0,0,7,0,22,6,0,13,0,8,0,9,0,0,9,4,3,0,0,8,8,23,9,18,33,3,0,10,10,13,0,0,0,42,0,27,0,10,0,22,0,0,19,0,0,25,13,20,9,6,6,0,0,0,21,9,6,10,8,0,21
2012-11-01,67,10,10,0,0,19,0,57,0,13,8,0,8,0,6,9,0,53,0,10,0,20,8,26,12,0,18,3,0,0,7,18,6,0,17,8,0,34,14,13,17,0,0,11,10,0,13,25,0,0,49,70,0,0,10,33,0,13,0,17,6,7,7,0,11,0,7,0,0,9,7,3,0,26,4,0,12,8,12,0,4,0,7,10,21,0,9,9,10,8,51,43,10,12,22,0,18,19,0,0,17,17,38,0,0,23,16,6,0,17,12,6,6,8,0,0
2012-12-01,46,0,11,8,0,35,0,43,0,6,9,0,0,0,7,9,0,37,0,11,0,44,20,10,6,0,13,7,0,0,11,11,6,26,7,17,0,12,8,10,6,0,12,6,0,0,28,16,0,12,0,19,0,0,20,71,0,21,0,12,6,7,25,0,11,0,5,0,0,0,5,8,0,27,21,9,0,10,15,36,7,0,10,11,22,0,0,0,11,9,51,0,27,0,0,0,0,21,0,0,6,18,9,0,0,9,0,0,0,13,9,0,8,0,0,23
2013-01-01,43,0,8,7,0,29,0,46,26,12,0,7,8,0,6,12,0,48,0,14,17,26,26,9,8,0,7,3,0,0,9,10,9,0,22,0,0,5,13,7,9,0,10,14,9,43,12,27,0,0,46,65,14,24,31,0,0,6,0,17,5,0,25,0,0,0,4,0,0,0,4,5,0,70,14,0,11,8,13,31,9,0,13,19,21,0,16,0,15,0,46,40,19,11,21,0,0,0,0,0,8,18,19,6,0,8,15,5,0,21,8,0,14,0,0,0
2013-02-01,43,13,9,0,0,28,0,53,0,14,6,0,8,0,6,9,0,46,0,40,19,15,12,26,0,0,14,6,0,0,10,13,8,0,9,0,0,5,7,9,13,0,18,15,10,0,26,28,0,0,49,29,0,26,23,0,16,17,0,22,18,7,7,0,8,0,5,0,0,0,4,4,0,0,11,26,6,6,12,0,6,0,0,13,15,0,0,18,4,0,39,0,10,0,45,0,0,0,0,0,11,20,14,6,0,12,16,0,0,17,8,6,7,0,0,0
2013-03-01,38,0,10,10,0,27,0,54,0,14,5,0,7,0,0,13,0,36,0,14,34,20,0,18,5,0,7,3,0,0,6,18,14,0,14,7,0,7,11,12,10,0,15,13,9,0,0,28,0,0,0,0,14,36,19,30,7,0,0,30,5,0,6,0,15,0,0,0,6,0,12,6,0,46,9,15,5,15,10,0,9,0,6,6,20,0,8,8,13,0,24,39,0,0,0,0,0,0,0,26,10,27,0,17,0,5,15,10,0,12,5,5,14,0,0,0
2013-04-01,36,10,9,10,0,28,0,51,0,7,7,0,0,0,6,12,0,17,0,0,18,17,10,13,11,0,14,4,34,0,0,10,6,0,8,0,0,3,16,5,57,0,18,5,24,0,13,26,0,11,47,17,0,0,22,0,16,13,0,28,11,6,20,100,12,0,9,0,7,0,11,4,0,24,4,0,17,18,7,0,8,0,7,6,28,0,8,0,8,8,16,0,10,11,0,6,0,0,0,0,13,16,25,23,0,11,0,6,0,15,17,0,7,0,0,0
2013-05-01,44,9,7,15,0,25,0,54,0,17,5,0,0,0,6,15,0,9,0,0,17,14,6,9,5,0,16,7,0,0,6,14,11,0,19,0,0,3,9,9,8,0,25,10,9,0,12,18,24,0,0,31,0,0,16,30,0,9,25,36,5,12,12,0,0,0,4,0,0,8,0,6,0,22,6,8,5,15,9,0,9,0,6,0,18,0,0,0,7,0,13,0,9,0,0,0,0,26,19,0,5,8,13,16,0,26,0,0,0,20,5,5,19,15,0,0
2013-06-01,38,19,4,11,0,28,0,55,0,16,5,8,0,22,12,0,0,5,31,10,0,25,12,28,11,0,14,8,0,0,13,14,24,23,31,8,0,6,12,12,9,32,21,5,34,0,13,24,0,0,47,40,0,25,14,0,16,6,0,18,11,13,13,0,0,0,13,0,13,0,6,4,0,49,14,0,6,12,7,33,8,0,7,6,23,0,8,0,6,0,6,42,15,11,22,13,0,19,0,0,8,8,11,8,0,6,16,6,13,18,6,11,26,0,0,0
2013-07-01,21,19,5,10,32,32,0,39,0,13,5,0,16,0,6,0,0,4,30,10,24,13,9,9,0,0,14,5,0,0,6,17,14,0,25,0,18,4,10,6,11,0,11,8,19,0,13,26,26,0,0,17,0,33,7,0,10,13,0,39,0,6,33,0,16,0,18,0,0,8,17,3,0,0,10,16,8,8,14,0,9,0,7,6,17,0,8,0,11,8,6,0,0,11,0,6,8,19,0,0,5,20,11,0,6,11,16,9,20,24,11,5,41,8,0,0
2013-08-01,43,7,4,8,0,33,0,46,0,20,9,0,0,0,6,9,0,5,0,0,26,24,7,10,16,0,8,3,0,0,7,9,16,0,27,0,0,3,11,8,12,0,12,18,10,0,14,29,28,0,0,28,17,55,9,0,9,7,0,39,6,0,22,0,9,0,10,0,7,9,9,6,0,45,17,18,18,10,8,0,6,0,14,7,24,0,14,0,12,0,17,0,16,12,24,0,9,0,0,0,6,9,18,7,6,6,0,6,0,21,13,6,48,0,0,0
2013-09-01,41,6,4,6,0,26,0,42,0,15,5,0,7,20,8,0,0,16,29,18,17,13,11,9,5,19,6,2,0,0,6,15,14,22,17,0,17,5,9,10,10,0,10,25,9,0,12,28,0,0,0,36,0,0,8,45,7,6,0,26,10,0,12,0,7,0,8,0,0,15,14,3,0,45,10,8,5,11,6,0,4,0,6,12,16,9,8,0,16,23,18,39,18,0,0,0,8,0,0,25,12,8,10,5,5,5,15,0,0,25,5,10,15,0,0,0
2013-10-01,42,14,5,6,0,24,0,61,0,17,10,0,7,0,5,7,0,42,0,9,0,13,11,13,10,19,16,2,0,0,6,15,5,0,15,7,16,34,21,11,5,0,19,6,8,0,11,46,23,10,0,50,27,34,11,0,7,6,0,29,5,6,29,0,10,0,14,0,0,0,15,4,0,44,7,7,15,12,9,29,6,0,8,20,18,0,0,8,44,11,22,37,17,0,0,0,0,34,19,0,14,17,30,0,10,10,14,0,0,16,10,5,8,0,0,18
2013-11-01,61,12,9,13,0,36,0,76,0,14,5,0,0,0,11,8,0,64,28,18,50,17,8,0,10,0,27,2,0,0,21,17,8,0,19,7,17,58,23,15,15,0,15,7,22,0,12,26,0,11,0,31,0,47,9,0,15,12,0,30,5,6,18,93,0,0,8,0,0,0,8,6,0,23,9,0,8,16,10,0,5,0,18,8,33,0,8,8,26,0,52,39,18,0,20,0,0,0,19,0,12,23,15,16,0,23,14,5,0,20,17,5,10,15,0,0
