date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2010-08-01,16,0,27,0,0,8,14,0,0,12,0,20,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,23,0,0,43,0,0,50,0,0,0,22,0,0,12,0,0,0,0,24,0,0,0,13,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,19,0,0,28,0,0,0,0,0,32,43,0,0,0,0,0,0,0,0,19,0,0,0
2010-09-01,10,0,0,0,13,5,0,0,0,0,0,21,0,0,0,0,0,0,0,0,25,0,0,0,28,0,0,36,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,92,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
2010-10-01,23,0,28,0,0,7,15,0,0,12,0,0,0,0,25,0,0,0,0,0,0,0,0,0,26,0,0,35,0,0,0,24,0,15,0,0,0,100,0,0,0,23,0,0,0,0,0,0,0,24,0,0,0,13,0,0,26,24,0,0,0,0,36,0,0,0,0,19,0,0,20,0,0,28,0,0,0,0,43,0,44,0,0,0,0,0,0,0,0,13,0,100,0
2010-11-01,16,0,0,0,0,11,0,0,0,12,0,20,0,0,24,0,0,0,0,0,0,0,0,24,0,0,0,0,8,0,0,23,0,0,43,0,0,0,0,0,0,0,0,57,12,0,0,0,0,24,0,0,0,13,0,0,26,41,0,25,20,0,0,0,0,0,0,19,0,0,19,0,0,0,46,0,0,0,42,32,0,0,0,0,0,0,28,0,0,13,0,0,0
2010-12-01,15,0,0,0,0,9,15,0,0,0,0,0,100,0,25,0,0,0,0,0,25,0,0,0,54,0,0,0,0,100,29,24,0,15,0,0,0,0,0,0,0,24,0,0,13,100,0,0,0,25,0,21,0,0,0,0,0,12,95,0,21,0,0,0,24,13,0,20,0,0,20,0,0,29,48,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0
2011-01-01,17,24,0,0,8,12,28,0,0,8,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,27,0,22,0,62,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,16,100,0,0,0,0,8,0,0,17,8,0,17,0,8,46,0,15,0,0,12,0,13,12,0,0,54,15,0,0,0,0,21,28,0,0,0,0,0,18,36,0,13,0,0,0
2011-02-01,16,0,0,0,0,7,10,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,0,16,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,42,0,0,14,9,50,0,16,9,60,14,0,14,13,0,0,20,16,0,0,0,30,0,0,0,46,0,0,0,0,40,0,0,0,0,0
2011-03-01,16,0,15,0,7,9,0,21,0,0,0,0,27,0,13,0,0,0,0,0,13,0,0,0,0,0,54,0,0,0,0,19,0,0,0,0,0,27,0,0,0,13,39,0,0,0,0,14,0,13,0,0,0,7,0,15,0,16,0,14,0,0,19,0,25,0,0,21,0,11,0,0,0,16,0,0,0,32,23,0,0,24,0,11,0,0,16,0,0,10,0,0,0
2011-04-01,21,0,0,0,7,10,0,0,0,13,0,0,26,34,0,31,0,0,0,0,13,0,0,0,14,0,0,0,7,0,0,0,0,8,0,0,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,19,0,13,0,0,11,0,0,16,21,0,16,13,0,0,0,35,0,24,0,37,0,0,44,16,0,0,0,0,0,0
2011-05-01,22,0,14,12,0,11,0,0,0,0,0,0,0,0,13,0,0,12,0,0,24,0,0,25,13,0,0,18,24,0,0,12,0,8,0,0,0,26,0,0,0,18,0,0,0,0,0,27,0,12,0,11,0,7,0,14,0,6,0,20,0,6,18,0,12,0,44,10,0,0,10,20,0,22,0,0,0,0,22,0,45,0,0,0,0,0,15,30,0,7,0,0,0
2011-06-01,27,0,14,0,6,9,7,10,0,0,0,10,0,0,0,29,0,0,0,0,0,0,0,0,13,0,0,18,10,0,0,0,0,8,0,29,0,26,0,0,0,0,0,0,7,0,0,13,0,12,0,0,0,10,0,0,0,19,48,13,0,0,0,20,12,0,0,10,0,0,0,20,0,36,0,0,0,31,22,0,22,45,0,10,0,0,0,29,0,20,0,0,0
2011-07-01,13,0,14,0,0,9,0,0,0,0,0,0,0,0,0,29,0,0,0,0,18,0,0,0,0,0,0,35,6,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,6,0,0,27,0,0,0,0,0,7,0,0,0,15,0,13,0,0,0,20,12,6,0,0,0,10,10,0,0,22,0,0,0,30,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-01,18,0,13,0,6,9,7,0,0,6,0,0,45,0,0,0,0,0,27,0,11,0,0,11,16,20,0,0,4,0,0,11,12,7,0,0,0,23,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,6,0,13,0,28,0,12,0,0,17,18,11,12,0,14,0,0,14,0,0,18,0,0,0,0,20,15,20,21,0,0,0,0,13,0,0,6,0,0,0
2011-09-01,18,0,0,0,6,14,0,0,0,6,0,10,0,0,12,28,0,0,28,0,12,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,19,0,28,6,0,0,19,0,24,0,0,0,7,0,14,0,15,0,13,0,0,0,0,15,0,0,19,0,0,0,0,0,14,12,0,0,0,0,16,22,22,0,10,0,0,14,0,0,13,0,0,0
2011-10-01,17,18,0,11,0,10,7,0,0,0,0,10,0,0,12,27,0,0,27,0,11,0,0,0,25,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,6,46,0,19,0,0,0,10,0,6,0,0,0,43,0,0,0,0,0,0,16,0,0,9,0,0,19,0,0,34,0,37,0,0,41,16,0,0,0,10,0,0,14,0,0,19,0,0,0
2011-11-01,25,0,0,0,6,10,14,19,0,0,36,10,23,0,12,0,0,0,0,32,11,0,0,0,19,20,0,17,0,47,0,22,0,0,42,0,0,0,0,0,100,11,0,0,9,0,0,12,0,12,0,0,0,0,0,0,13,12,45,12,0,0,0,0,17,6,0,16,0,9,19,18,10,41,0,0,0,0,51,0,21,21,32,0,0,0,14,0,0,9,0,0,0
2011-12-01,16,19,0,0,6,15,7,0,0,0,0,0,0,30,24,0,0,12,0,0,12,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,14,49,0,0,0,11,0,0,0,0,19,13,0,12,0,10,0,6,0,0,0,15,0,0,10,0,18,38,0,6,0,14,0,10,19,0,0,23,0,0,0,0,21,0,22,0,33,0,0,0,21,28,0,13,0,0,0
2012-01-01,6,19,14,0,6,12,7,0,0,12,0,0,24,0,0,0,0,0,0,0,12,0,0,12,21,0,0,0,0,0,0,11,0,15,22,0,14,25,0,0,0,0,36,28,6,0,0,13,0,24,0,0,0,6,0,0,0,18,0,13,10,6,35,37,11,0,0,16,0,0,14,0,0,33,0,0,100,0,0,0,43,22,0,10,0,0,0,28,0,20,0,0,0
2012-02-01,22,0,15,0,7,11,0,0,0,7,0,0,0,0,14,0,0,0,0,0,26,0,0,0,22,23,0,19,7,0,0,0,0,0,0,32,16,0,34,0,0,13,0,0,7,0,0,0,0,0,0,11,0,7,0,0,14,20,0,0,0,0,40,0,32,0,0,11,0,0,0,0,0,26,0,0,0,0,0,18,24,0,37,11,0,0,0,0,0,7,0,0,0
2012-03-01,9,0,0,0,6,7,0,9,11,11,0,0,0,28,11,0,0,0,0,0,11,0,0,11,20,0,0,0,0,0,0,16,0,7,0,0,0,23,28,33,0,10,0,0,12,0,0,12,0,0,0,0,0,10,0,0,12,19,0,0,0,6,16,0,10,0,0,9,0,0,9,18,9,43,43,0,0,0,20,0,20,20,0,9,26,0,0,0,0,18,0,0,0
2012-04-01,31,17,13,0,17,12,7,9,0,0,0,0,22,0,11,26,0,11,0,0,0,0,0,0,24,38,0,16,19,0,0,10,23,7,20,0,0,23,27,0,0,0,0,0,17,0,0,12,0,11,0,9,0,6,0,0,0,8,0,12,0,6,16,0,10,0,0,9,0,14,9,17,0,22,11,35,0,0,0,15,20,0,61,0,0,0,0,0,0,24,0,0,0
2012-05-01,17,0,12,10,0,7,6,8,0,0,0,9,0,0,11,24,0,0,0,0,0,0,0,0,22,0,0,0,36,0,0,19,0,13,0,0,0,22,0,0,0,19,0,24,5,0,17,11,0,0,0,9,0,6,0,12,0,15,39,0,9,5,15,0,0,0,37,8,0,0,14,16,9,24,0,0,0,0,0,14,37,19,0,0,0,0,12,0,0,8,0,0,0
2012-06-01,13,0,0,10,5,11,9,8,10,8,0,13,0,0,0,25,0,0,0,0,15,0,0,0,22,0,0,0,13,0,12,10,0,10,38,0,0,21,26,0,0,10,0,0,0,0,0,17,0,10,0,9,0,6,0,0,22,21,0,17,9,0,23,0,20,5,37,13,0,0,19,16,0,18,0,0,0,0,0,0,0,38,0,0,0,0,0,49,0,8,0,0,0
2012-07-01,13,0,12,10,11,11,6,8,0,5,0,9,0,0,0,0,0,0,0,29,10,0,0,0,19,18,0,0,6,42,0,0,11,6,0,0,0,22,0,0,0,15,0,0,5,0,17,11,0,10,0,9,0,0,0,0,0,10,39,11,0,5,0,0,13,5,37,8,0,0,8,0,0,20,10,0,0,0,0,0,19,19,0,0,0,0,12,0,0,9,100,0,0
2012-08-01,16,0,11,0,5,11,9,0,0,7,31,0,0,25,10,0,0,10,0,0,10,0,0,0,22,0,0,0,3,41,0,0,0,6,0,0,12,0,0,0,0,9,0,0,5,0,0,11,0,10,0,8,0,5,0,0,0,20,0,11,0,0,0,0,9,5,0,11,0,0,8,0,0,18,0,31,0,0,18,20,18,18,28,0,0,0,18,0,0,15,0,0,0
2012-09-01,22,0,0,0,6,11,10,9,0,0,0,9,0,0,0,39,0,0,0,31,11,0,0,0,0,19,0,0,11,44,0,0,0,7,0,26,0,0,0,0,0,14,0,0,11,0,0,0,0,0,0,9,0,6,0,0,0,14,0,0,0,0,16,0,0,6,0,9,0,0,29,0,9,17,0,0,0,0,0,0,0,40,0,9,0,0,13,0,0,6,0,0,0
2012-10-01,16,0,10,9,7,10,11,7,0,7,29,8,0,0,0,0,27,0,0,26,18,0,0,0,15,16,0,0,5,0,0,18,0,17,0,0,0,19,23,0,0,12,0,0,5,0,0,10,0,9,0,0,0,10,0,11,0,7,0,13,0,5,20,0,17,5,0,7,0,7,24,0,0,11,0,0,0,0,16,0,0,17,0,8,0,30,32,0,0,7,0,0,0
2012-11-01,11,15,11,10,8,8,6,8,0,5,0,0,0,0,15,23,30,0,46,41,14,0,0,0,21,17,0,0,3,0,0,9,10,0,0,0,11,20,0,29,0,19,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,12,0,10,8,10,22,0,0,5,0,19,0,8,47,0,0,12,9,0,0,0,0,0,18,36,0,8,0,0,0,23,0,5,0,0,0
2012-12-01,16,0,0,0,10,7,6,16,0,5,0,12,20,25,10,47,30,0,0,28,0,0,0,10,11,0,0,14,7,41,11,9,10,6,18,0,0,21,24,0,0,14,30,23,5,0,0,21,0,0,0,8,0,11,0,0,0,15,0,11,8,0,15,0,10,0,0,16,0,8,12,0,0,12,0,0,0,24,0,0,18,0,0,8,0,0,0,0,0,11,0,0,0
2013-01-01,13,31,0,0,5,11,8,0,0,6,31,0,20,0,20,24,0,0,0,28,10,0,0,0,18,34,0,14,0,40,0,9,10,0,0,0,11,0,25,0,0,13,0,0,5,0,0,11,0,20,0,0,0,8,0,0,11,30,0,11,0,5,22,0,9,5,36,16,0,8,11,0,8,12,10,0,0,25,18,0,0,18,0,8,0,0,12,0,87,13,0,0,0
2013-02-01,9,0,0,0,6,11,0,0,0,11,0,9,0,0,0,0,0,0,0,0,11,0,0,0,16,0,0,16,4,0,0,11,0,0,0,27,0,24,28,0,0,0,0,0,0,0,0,24,0,34,0,0,0,12,0,13,0,22,0,0,9,0,17,0,22,0,0,18,0,9,9,0,0,13,11,0,0,0,20,0,20,0,0,9,27,0,0,0,100,10,0,0,0
2013-03-01,12,15,0,0,5,10,6,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,13,3,0,22,13,0,0,22,0,11,0,0,0,0,9,0,0,5,0,0,10,0,37,0,0,0,5,0,0,0,16,0,20,8,0,14,0,9,0,0,22,0,0,7,0,0,0,0,0,0,0,0,0,25,33,0,8,0,0,11,0,0,8,0,0,0
2013-04-01,12,14,10,0,5,11,7,0,0,4,0,7,0,0,9,0,0,0,20,0,9,0,0,0,19,0,0,12,16,0,10,0,0,5,0,42,0,0,0,0,0,0,0,0,5,0,0,19,0,0,0,0,0,5,0,10,0,7,0,9,0,0,0,0,17,0,0,7,0,0,14,14,7,10,0,0,0,22,0,0,26,16,0,0,0,0,15,0,0,5,0,0,0
2013-05-01,18,13,10,0,4,13,13,7,0,4,0,7,0,0,17,0,0,0,19,0,8,0,0,8,9,14,0,0,32,0,0,12,9,5,15,0,10,0,0,0,70,8,0,0,0,0,14,18,0,0,0,0,0,0,0,0,14,8,0,9,14,0,12,0,8,0,0,13,0,7,7,0,7,0,0,0,0,0,29,11,20,0,34,7,0,0,29,0,0,8,82,0,0
2013-06-01,15,0,10,8,4,11,5,7,0,4,0,0,17,0,8,0,26,0,0,23,0,0,0,0,15,14,0,12,25,0,0,8,0,5,0,20,0,0,21,25,0,0,0,0,0,33,0,9,0,8,0,0,0,5,25,10,27,4,0,18,0,4,0,13,20,0,0,14,0,0,17,0,0,10,0,0,0,0,22,0,20,0,23,0,0,0,20,20,74,9,0,0,0
2013-07-01,20,0,10,0,4,11,5,0,8,4,25,7,17,0,8,0,0,8,0,23,16,0,0,0,9,0,0,0,7,0,10,0,0,5,15,0,0,17,21,0,0,13,0,0,4,0,0,9,0,0,0,14,0,4,0,0,0,10,0,9,0,0,12,0,10,4,0,11,0,0,10,0,7,13,8,0,0,0,15,11,15,15,0,14,0,0,10,0,0,11,0,0,0
2013-08-01,25,0,19,0,13,15,8,0,8,0,0,14,0,0,0,0,0,0,0,23,16,0,0,0,9,0,0,0,7,0,0,8,0,15,0,0,0,17,20,24,0,0,0,0,0,0,0,13,0,25,0,7,0,9,0,0,9,10,0,13,14,0,12,0,8,0,0,10,0,0,22,0,7,10,8,0,0,0,14,22,0,15,0,7,0,0,19,20,0,7,0,0,0
2013-09-01,19,0,10,0,6,12,11,7,9,4,0,7,18,22,18,0,0,9,21,0,13,0,0,9,10,0,0,13,3,36,10,13,9,0,0,0,10,0,0,0,0,13,0,0,5,0,0,19,0,9,0,0,0,0,0,0,19,13,0,0,7,5,13,14,8,5,0,14,0,7,11,0,7,10,9,0,0,0,0,0,32,16,0,7,0,0,10,28,0,7,0,37,0
2013-10-01,12,0,14,0,10,12,0,6,0,4,0,7,0,0,8,19,24,8,18,0,10,0,0,0,17,14,0,17,8,0,0,15,0,5,0,0,18,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,18,9,22,0,8,0,8,0,0,11,8,0,10,0,6,11,0,0,19,0,0,0,0,14,0,14,0,0,7,0,0,9,19,69,6,0,0,0
2013-11-01,23,0,0,8,4,12,10,7,0,0,0,0,16,0,8,0,0,8,38,46,0,0,0,8,13,0,0,12,4,33,0,8,0,5,15,0,9,0,0,0,70,12,25,0,6,0,0,18,0,12,0,7,0,0,0,9,9,31,0,0,0,4,12,0,16,0,29,18,0,0,9,0,7,16,0,0,0,20,29,11,22,0,23,0,0,0,19,19,0,14,0,34,0
2013-12-01,15,13,10,8,4,20,5,0,0,8,0,7,0,0,0,0,26,0,0,24,17,0,0,0,9,0,0,0,4,35,20,0,0,0,16,0,0,18,22,0,0,24,0,0,5,0,0,18,0,13,0,0,31,0,0,0,9,21,0,9,0,4,13,14,8,4,0,11,0,0,21,0,7,20,0,0,0,21,15,0,31,16,0,0,0,0,10,20,0,10,0,35,0
2014-01-01,19,14,10,0,5,11,16,7,0,4,0,0,18,22,13,0,0,0,20,24,17,0,0,9,9,0,0,12,3,35,0,0,0,11,16,0,0,18,22,0,75,17,0,0,0,0,0,19,0,17,0,7,0,5,0,10,9,15,0,28,7,0,26,14,8,0,31,7,0,7,9,0,0,10,0,0,0,0,0,0,16,0,0,0,0,0,21,0,0,16,0,0,0
2014-02-01,22,16,12,0,8,10,6,8,0,0,0,8,0,0,10,0,31,10,0,28,0,0,0,10,16,0,0,0,0,0,12,10,0,13,18,0,12,21,50,0,0,10,0,0,8,41,16,11,0,21,0,0,0,6,30,12,11,25,0,11,9,0,15,16,29,5,0,16,0,0,16,0,0,20,0,0,0,0,18,0,0,0,0,0,0,0,12,0,0,28,0,0,0
2014-03-01,13,12,9,8,4,10,10,6,0,4,0,13,0,0,16,0,24,15,18,0,8,0,0,0,9,0,0,0,11,0,0,8,16,5,0,0,0,17,26,23,0,13,0,0,6,0,0,17,0,8,0,0,0,0,0,0,9,24,0,11,7,0,12,0,10,4,0,13,0,7,6,0,0,19,8,25,0,0,21,11,0,14,44,7,0,0,19,0,0,4,0,0,0
2014-04-01,23,0,0,0,4,17,6,6,0,0,25,7,16,0,8,0,0,8,19,0,0,0,0,8,9,0,33,0,24,0,9,10,0,0,0,0,0,0,61,0,0,15,0,0,10,32,0,9,0,8,0,0,0,4,24,0,0,8,0,11,7,0,12,0,15,0,0,13,0,0,10,13,0,0,0,0,0,0,0,0,14,0,0,0,0,0,9,38,0,4,0,0,0
2014-05-01,11,13,15,0,8,10,5,0,0,12,24,7,32,0,12,19,24,15,0,22,8,0,0,8,0,14,0,0,54,0,0,8,0,5,14,0,9,16,20,0,0,15,0,0,8,0,0,8,0,8,0,0,0,4,0,9,9,20,30,17,0,4,12,12,11,4,0,11,0,0,15,0,0,14,0,0,0,0,14,21,0,14,0,0,0,0,9,0,70,4,0,0,0
2014-06-01,13,13,10,8,4,13,13,0,0,4,26,18,0,0,9,0,0,17,20,24,8,0,0,0,12,0,0,0,17,0,10,8,0,11,0,0,10,18,21,0,0,0,0,0,4,0,0,23,0,9,0,0,0,5,0,0,9,23,32,9,7,4,19,0,16,0,60,7,0,7,10,0,0,10,16,40,0,0,22,11,15,15,23,7,0,0,15,0,75,0,0,0,0
2014-07-01,21,0,16,0,4,12,10,0,0,8,0,9,17,0,9,19,0,8,19,23,0,0,0,8,9,0,0,23,6,34,0,0,0,0,15,20,10,35,0,0,0,8,0,0,7,0,14,0,0,17,0,7,0,4,0,0,27,8,0,18,0,4,12,0,16,0,0,14,0,0,10,0,7,10,8,0,71,0,15,11,15,0,0,0,0,0,0,20,0,6,0,0,0
2014-08-01,13,26,16,0,0,15,5,0,0,4,0,7,34,0,0,20,0,0,0,46,8,0,0,0,13,29,0,24,5,0,10,8,9,0,15,0,10,17,21,0,0,13,0,20,13,0,0,9,0,13,0,0,0,5,0,10,9,17,0,9,0,4,16,13,11,0,0,20,0,0,17,0,0,10,0,0,71,0,20,23,15,30,23,7,0,0,0,33,0,9,0,0,0
2014-09-01,24,14,20,0,7,12,7,0,8,0,27,22,35,22,9,0,0,17,41,24,9,0,0,9,14,0,0,0,7,0,10,8,0,11,16,0,10,18,0,0,0,14,0,0,5,0,0,9,0,0,0,15,0,9,0,0,0,13,33,12,0,0,13,14,21,0,0,18,0,7,7,0,7,10,8,0,73,0,15,0,24,16,0,7,21,29,10,0,76,13,0,0,0
2014-10-01,21,0,14,8,0,7,17,0,0,6,0,14,32,0,12,19,25,8,0,23,8,0,0,0,9,0,0,0,6,0,10,8,17,10,0,0,9,0,41,0,0,46,0,19,7,0,0,9,0,0,0,7,0,4,0,9,9,14,0,17,7,0,18,13,13,4,0,7,0,7,17,26,0,14,0,0,68,0,14,0,15,15,0,14,0,0,10,19,0,16,0,0,0
2014-11-01,16,13,9,0,10,9,10,0,0,4,0,7,17,21,17,20,0,0,0,46,12,0,0,8,9,14,0,18,8,0,0,8,18,11,15,19,0,18,41,0,0,16,0,0,7,0,14,9,0,0,0,0,0,13,0,0,0,33,0,15,7,4,12,0,16,4,0,22,0,7,16,0,0,13,8,0,0,0,15,11,30,0,46,7,0,0,20,30,0,8,0,0,0
2014-12-01,17,27,10,0,9,17,0,0,8,4,0,14,17,22,9,41,0,0,20,48,13,0,0,0,9,0,35,0,0,0,10,12,0,8,0,21,10,0,21,0,0,12,0,0,9,0,0,18,0,18,0,7,0,11,0,20,0,24,65,9,0,4,13,0,24,5,0,7,0,7,21,0,0,15,0,0,0,0,23,12,16,32,0,0,0,0,15,20,0,12,0,0,0
2015-01-01,23,14,10,0,9,14,10,7,0,4,0,14,18,0,9,21,0,0,0,25,9,0,0,0,13,0,0,19,8,0,10,8,0,5,0,0,0,27,33,0,0,12,0,0,5,0,0,47,0,26,0,7,0,9,0,10,0,24,0,28,7,5,0,14,14,9,0,11,100,7,7,14,0,21,0,0,0,0,15,12,16,16,24,7,0,0,21,31,0,13,0,0,0
2015-02-01,14,15,11,0,5,12,8,0,0,0,30,12,0,0,20,23,30,10,0,0,10,0,0,0,16,17,0,21,7,78,12,14,10,25,0,0,11,20,24,0,0,23,0,0,0,0,0,10,0,10,0,0,0,8,0,11,0,34,0,21,0,10,19,0,19,5,35,20,0,8,12,0,0,12,0,0,0,0,17,0,24,18,0,8,23,0,23,0,87,9,0,0,0
2015-03-01,16,0,9,0,4,15,5,0,8,4,25,13,0,0,8,0,0,8,28,22,8,0,0,0,13,0,66,11,7,0,9,23,16,5,0,0,9,17,0,0,0,15,0,19,6,0,0,17,0,8,0,7,0,0,0,9,9,30,0,17,7,4,12,0,15,4,0,6,0,7,22,0,0,14,0,0,0,0,21,11,22,19,0,13,0,26,19,19,0,11,0,0,0
2015-04-01,27,12,9,8,8,11,5,19,0,8,0,6,16,20,8,18,24,0,0,0,8,0,0,8,17,13,0,0,22,0,14,0,0,10,0,0,18,16,19,23,0,12,0,0,12,0,13,13,0,12,0,0,0,4,0,9,8,8,0,21,0,4,12,25,15,0,56,11,0,0,15,0,0,19,0,0,66,0,55,0,14,0,0,7,0,0,0,0,69,6,0,0,0
2015-05-01,29,0,9,0,4,12,5,0,15,4,0,6,16,0,8,18,24,0,27,0,0,0,0,15,8,0,32,11,51,0,0,11,0,5,14,0,0,16,29,0,0,7,0,0,6,0,0,17,0,0,0,6,0,0,0,0,0,12,0,14,6,4,11,0,15,4,28,16,0,0,6,0,0,9,11,24,0,0,14,10,28,14,0,0,0,0,9,0,0,8,0,0,0
2015-06-01,32,0,9,0,4,15,7,6,0,6,0,6,15,19,0,18,0,0,27,21,8,0,0,0,0,0,0,11,24,31,0,15,8,0,14,0,18,48,38,0,0,12,0,0,4,0,13,12,50,8,0,0,27,8,0,0,0,25,0,12,0,8,11,12,22,0,0,23,0,0,8,0,0,9,7,0,0,19,13,21,14,14,32,0,36,0,18,0,0,6,0,0,0
2015-07-01,21,0,17,0,8,17,14,0,7,5,23,6,15,19,8,18,23,0,26,0,7,0,0,7,8,0,0,11,8,0,0,15,0,5,14,0,9,32,37,0,0,0,0,0,4,0,0,8,0,15,0,0,0,4,0,0,0,15,29,24,0,0,11,0,18,0,27,8,0,0,6,12,6,13,0,0,0,0,27,10,27,0,31,17,18,0,0,36,66,7,0,0,0
2015-08-01,38,11,8,0,6,18,4,0,0,4,0,6,14,18,7,51,22,7,17,40,12,0,89,7,16,12,0,0,2,29,0,11,0,4,13,34,17,15,54,0,61,16,0,17,6,0,23,31,0,7,0,12,0,5,0,0,8,25,0,20,6,4,11,0,7,0,0,9,0,0,9,0,0,13,0,23,0,18,19,19,26,39,20,6,17,0,13,17,0,7,0,30,0
2015-09-01,25,12,9,7,0,12,9,0,0,4,23,6,0,38,15,0,0,7,17,21,7,0,0,0,16,13,31,21,3,0,0,11,0,5,14,0,17,46,25,0,0,38,44,0,5,60,0,16,0,0,0,0,26,4,0,0,8,28,0,16,0,4,11,36,7,0,26,6,0,0,9,12,6,15,0,0,0,0,0,15,27,13,41,0,0,0,9,18,65,11,0,0,0
2015-10-01,24,0,8,0,5,15,6,0,0,3,0,6,0,0,11,0,0,7,16,38,0,0,0,0,7,12,57,10,5,27,0,9,7,0,0,0,8,0,52,0,59,22,0,16,4,0,0,7,0,7,0,6,0,0,0,0,0,43,0,0,6,11,24,0,13,3,24,13,0,0,22,0,6,11,0,0,0,0,12,9,19,25,19,9,0,0,16,16,61,13,0,0,0
2015-11-01,16,0,28,7,0,13,14,6,7,0,0,9,14,0,11,17,21,0,0,39,21,0,0,7,8,24,0,20,3,0,0,27,7,13,0,17,8,15,88,0,60,25,0,17,11,28,0,8,46,7,0,0,0,0,0,12,0,25,27,15,6,4,21,17,13,5,0,17,0,0,17,0,6,0,0,0,0,0,25,0,19,0,29,6,0,23,8,0,0,15,68,0,0
2015-12-01,19,18,0,7,0,12,5,6,0,5,23,9,15,0,15,18,23,0,17,21,15,0,0,0,8,13,0,11,5,0,0,14,0,5,14,18,17,23,19,0,0,31,0,0,14,0,0,20,0,15,0,0,0,4,0,9,0,22,57,12,6,4,22,24,18,4,0,12,0,0,6,0,0,9,7,0,63,19,33,15,20,0,42,6,0,0,18,0,66,19,0,0,0
2016-01-01,16,28,0,9,7,12,8,7,0,0,27,7,0,22,0,21,0,9,0,37,13,0,0,9,10,0,37,25,6,36,15,8,18,6,0,21,31,18,78,0,0,11,0,0,5,0,14,0,0,9,0,7,0,5,26,0,0,38,0,19,0,0,13,0,8,5,31,7,0,0,11,0,0,41,9,0,0,0,16,12,16,0,24,7,0,29,0,21,0,24,0,0,0
2016-02-01,20,0,11,9,5,15,10,8,0,5,0,16,0,0,10,22,0,9,0,40,0,0,0,9,15,0,0,14,5,39,0,14,0,6,0,23,0,20,47,0,0,23,0,0,5,37,0,0,0,9,0,0,0,8,0,11,0,40,37,15,8,5,0,0,15,5,0,11,0,0,8,0,8,17,9,0,0,0,17,13,23,17,0,16,0,0,11,0,0,21,0,0,0
2016-03-01,24,19,9,0,4,11,5,0,0,4,38,13,16,20,16,0,0,8,19,22,0,100,100,16,9,0,0,0,4,33,9,12,0,0,0,19,19,42,27,0,0,11,0,0,4,0,13,9,0,8,0,0,0,0,0,0,0,48,31,9,7,0,0,0,13,8,0,22,0,0,15,0,0,0,0,0,0,0,14,16,22,15,22,7,0,0,28,0,0,28,0,0,0
2016-04-01,17,0,9,0,9,15,8,0,0,6,0,6,0,0,8,18,0,8,55,33,8,0,0,8,8,14,0,22,37,0,9,8,8,7,14,0,14,33,46,0,0,11,0,19,8,0,0,17,0,8,0,7,0,4,0,9,0,43,0,17,7,4,12,0,7,4,28,17,0,0,8,13,0,19,0,0,0,0,28,10,21,14,0,0,0,0,18,28,0,10,0,0,0
