date,Apple,Artichoke,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Beans,Beets,Bitter Melon,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Jicama,Kiwifruit,Kohlrabi,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2010-10-01,36,36,0,0,0,0,43,0,0,0,0,0,0,49,0,0,35,0,0,0,0,0,0,0,0,0,55,0,0,0,0,21,28,29,0,0,0,60,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,30,0,0,0,0,27,29,0,67,16,0,0,0,0,43,0,0,0,0,0,0,0,36,30,30,0,0,0,0,0,0,29,0,0,29,0,0
2010-11-01,43,36,18,0,0,0,19,0,0,0,0,0,35,0,46,59,0,0,0,0,0,0,0,0,0,0,0,0,0,60,30,0,0,29,0,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,35,30,0,0,30,0,0,29,0,0,16,0,65,33,0,0,0,61,0,0,0,0,37,0,90,29,27,28,0,44,0,0,0,29,0,29,0,0
2010-12-01,22,0,0,37,0,0,32,21,0,31,60,36,35,0,23,0,35,0,0,0,0,0,0,37,0,0,27,0,0,0,0,21,0,0,60,0,0,30,0,0,0,0,0,29,0,0,0,30,0,0,0,0,35,0,0,0,30,0,27,0,0,0,24,54,65,32,0,0,0,0,0,29,0,0,0,0,30,0,0,0,0,29,0,0,0,29,0,28,0,0
2011-01-01,46,26,0,0,19,0,24,15,0,0,0,0,0,0,33,0,0,0,0,0,31,21,0,0,0,0,19,0,0,0,0,15,0,21,0,0,22,42,0,0,27,0,0,21,0,20,0,22,0,0,0,0,25,22,0,0,85,0,0,21,0,0,0,0,0,23,0,15,0,0,0,42,30,0,0,0,0,0,20,0,0,41,0,44,0,31,0,61,0,52
2011-02-01,37,27,0,0,0,0,30,16,0,0,0,0,0,0,0,0,0,22,0,0,32,0,0,28,22,0,31,0,0,0,0,0,0,0,44,0,0,45,0,0,0,0,0,22,0,0,0,0,0,0,0,0,26,0,0,0,22,0,20,0,0,0,24,0,0,24,43,0,0,0,0,0,0,0,0,0,45,44,20,0,0,0,0,0,21,22,0,0,0,0
2011-03-01,13,0,0,0,17,0,22,0,0,0,36,0,21,0,0,0,0,0,0,0,0,0,32,0,0,0,16,23,0,0,0,13,0,0,0,0,19,27,0,0,0,0,0,36,0,0,0,0,0,0,0,0,21,18,0,0,36,0,0,18,0,0,10,33,40,26,0,13,0,0,0,18,0,0,0,0,18,18,0,34,0,18,0,0,17,0,0,0,0,0
2011-04-01,40,22,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,17,0,0,38,0,0,0,0,0,0,20,28,0,0,0,0,0,18,0,17,0,0,0,22,0,0,0,19,0,0,18,20,0,18,0,0,10,0,0,20,0,20,0,0,0,19,0,0,0,0,0,0,17,0,0,0,0,39,0,18,0,18,0,0
2011-05-01,33,41,0,0,0,0,35,12,0,0,0,0,20,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17,0,0,0,0,17,51,0,18,43,0,0,0,0,21,17,0,0,0,35,0,0,0,0,0,17,0,0,17,0,0,0,31,0,9,0,37,19,0,18,0,0,0,0,0,0,0,0,17,0,16,0,0,0,0,0,49,0,21,25,0,0
2011-06-01,25,0,0,0,0,100,30,25,28,0,0,0,0,0,13,34,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,15,44,15,0,0,0,0,0,0,0,26,0,0,0,0,0,9,0,0,0,0,0,0,0,0,17,0,0,21,0,17,17,16,0,0,17,0,0,0,17,0,25,0,0
2011-07-01,32,0,10,0,15,0,36,12,0,0,0,20,19,27,25,0,19,0,0,0,0,0,0,21,0,0,15,21,0,0,16,12,15,16,0,0,17,55,0,0,0,0,0,0,15,15,0,28,0,19,0,0,0,17,19,0,16,0,15,16,0,0,13,0,0,0,32,12,0,0,0,0,0,0,0,0,17,16,15,0,0,16,0,0,32,0,0,47,0,0
2011-08-01,32,0,9,0,14,0,17,16,0,0,0,18,35,0,11,30,0,14,18,0,0,0,0,0,29,0,0,0,0,30,15,11,0,0,0,0,16,15,0,0,0,0,19,25,0,28,0,0,0,0,0,0,0,0,0,0,37,0,0,15,0,0,0,0,0,33,0,21,0,0,0,15,0,0,0,0,15,15,0,0,0,14,0,0,29,14,0,14,0,0
2011-09-01,40,0,0,0,0,0,25,0,25,0,0,0,18,25,0,61,0,0,18,0,0,0,0,0,0,0,0,19,0,30,0,11,14,15,0,0,16,54,0,27,0,0,0,30,0,14,0,0,0,0,0,0,18,0,0,30,15,0,0,0,0,0,8,28,0,17,30,43,0,0,0,0,0,0,0,0,15,15,0,0,0,15,0,0,22,15,0,44,0,0
2011-10-01,41,0,9,0,0,0,44,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,13,0,0,0,0,17,0,21,0,0,15,14,0,0,0,0,0,14,0,13,0,21,0,0,0,0,17,14,16,0,28,0,0,0,13,0,19,0,0,31,28,17,0,0,0,0,0,0,0,0,28,14,13,0,15,0,100,0,14,21,0,13,0,0
2011-11-01,26,17,0,0,13,80,32,15,22,0,0,0,16,0,11,27,0,13,0,0,20,0,0,0,0,0,19,0,0,0,14,10,0,0,28,0,0,28,0,0,0,0,0,14,0,13,12,14,0,16,0,0,25,0,0,0,0,0,0,14,13,0,11,0,0,30,0,30,0,0,0,14,0,0,0,0,14,14,13,0,0,13,0,0,13,27,0,20,0,0
2011-12-01,41,0,0,0,12,0,25,19,0,0,0,16,15,0,10,0,15,13,0,0,0,0,0,0,0,0,12,0,0,26,0,0,0,0,0,0,0,22,0,0,0,0,0,26,0,12,12,13,12,0,0,0,23,13,0,0,20,0,0,13,0,0,14,0,0,36,0,9,0,0,0,13,19,0,0,0,20,13,16,0,0,13,0,0,19,19,16,13,0,0
2012-01-01,48,16,0,0,12,0,24,14,0,0,0,0,16,0,0,0,16,0,32,0,0,14,24,0,0,0,0,0,14,27,13,10,0,13,0,0,0,20,0,0,17,0,0,13,0,13,0,0,12,0,0,0,32,14,0,0,33,0,12,13,0,30,9,24,0,20,0,10,27,0,0,0,0,0,16,0,27,40,0,12,0,20,0,0,26,13,0,65,0,33
2012-02-01,37,0,0,0,0,0,22,9,0,0,25,0,15,0,10,0,0,12,15,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,25,0,12,0,39,0,0,0,0,15,0,0,0,25,0,0,0,0,0,20,0,0,0,0,9,0,26,0,0,0,0,0,0,13,25,12,12,0,12,0,0,12,0,0,61,0,0
2012-03-01,39,14,0,0,0,0,29,25,19,12,0,14,13,19,9,0,13,11,14,0,0,12,21,0,11,0,16,0,0,0,0,0,0,11,46,0,12,19,0,0,15,12,0,23,0,0,11,0,0,13,0,0,0,47,13,23,11,0,10,11,11,0,10,0,25,13,0,17,0,0,0,11,0,0,14,0,0,11,11,0,0,0,82,0,11,11,14,22,0,0
2012-04-01,44,0,0,15,0,0,25,8,0,0,23,0,13,0,9,23,0,0,14,0,0,0,0,29,11,0,11,14,0,23,11,17,0,11,0,0,0,27,0,0,15,12,0,11,0,11,11,12,0,13,0,0,27,0,0,0,12,0,10,11,0,0,12,21,0,21,0,11,0,0,0,23,0,0,0,0,19,11,0,0,0,15,0,0,28,11,0,22,0,0
2012-05-01,39,13,0,0,10,0,23,16,18,23,22,13,13,0,0,22,0,0,0,0,0,0,19,14,0,0,20,0,0,0,11,8,0,10,22,0,0,18,0,0,0,0,0,16,0,0,10,11,10,13,0,0,0,11,13,0,11,0,10,11,0,0,23,0,0,28,0,8,0,0,0,0,0,0,0,0,11,11,10,0,0,16,78,23,10,11,0,21,0,0
2012-06-01,63,0,13,0,10,0,41,16,0,0,0,0,0,0,0,0,0,11,13,100,16,11,0,0,11,0,10,0,0,0,21,8,0,11,22,0,0,43,0,0,0,0,0,18,0,0,30,17,0,13,0,0,13,0,13,0,22,23,10,11,0,0,11,0,0,12,0,10,0,0,0,0,0,0,0,0,11,0,10,0,23,21,0,0,10,11,0,26,0,0
2012-07-01,22,12,0,13,10,0,20,15,0,0,21,0,0,0,0,0,12,10,0,0,0,10,0,13,10,0,0,0,0,0,10,7,10,0,0,0,0,21,0,0,0,0,13,10,0,10,19,21,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,45,11,20,17,0,21,0,0,0,0,0,0,10,10,10,0,0,10,0,0,15,10,0,25,21,0
2012-08-01,21,12,0,0,15,0,17,0,16,10,0,0,0,16,8,0,0,9,11,0,0,0,0,12,10,0,9,0,0,20,10,7,0,10,20,0,10,13,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,20,0,0,0,0,22,10,0,22,16,19,7,0,0,0,10,0,0,12,0,20,10,9,9,0,0,0,41,9,0,0,19,0,0
2012-09-01,28,0,6,0,10,60,26,15,0,0,0,0,18,17,8,0,0,10,0,0,0,0,0,26,10,0,10,13,0,21,10,0,0,0,0,0,11,17,0,0,0,0,0,26,0,0,0,11,0,12,0,0,12,11,0,0,26,0,0,0,0,0,11,0,0,23,20,20,0,0,0,10,0,0,0,0,31,10,10,10,0,10,0,0,10,10,0,0,0,0
2012-10-01,22,17,6,0,13,0,36,7,15,0,0,0,22,15,22,0,0,18,11,0,27,0,0,0,18,29,0,0,0,19,14,13,0,12,0,0,10,25,0,0,12,0,0,28,0,13,0,9,0,11,0,0,0,9,0,0,9,0,0,0,8,0,10,0,0,10,18,29,0,0,0,19,0,0,0,0,14,9,9,0,0,27,0,0,9,9,11,18,0,0
2012-11-01,40,11,0,0,26,0,25,7,15,0,0,0,11,0,0,18,11,9,0,0,13,9,16,12,9,0,8,12,0,28,9,10,9,9,0,0,10,25,0,0,12,0,12,9,0,0,8,14,0,11,0,0,0,9,0,18,9,0,0,9,0,0,5,17,0,27,0,20,0,0,0,9,0,0,0,11,9,9,17,0,0,27,0,0,15,18,0,13,19,0
2012-12-01,36,10,0,0,0,0,23,9,0,9,0,0,21,0,7,17,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,9,17,0,0,32,0,0,0,0,11,9,0,0,0,9,0,0,0,0,10,18,0,17,21,9,8,9,8,0,5,0,0,19,0,6,0,0,0,0,0,0,0,0,15,13,8,8,0,13,0,18,8,0,0,25,0,0
2013-01-01,44,10,0,0,15,0,25,24,14,0,0,10,39,14,13,17,0,0,0,0,12,8,0,11,16,0,15,0,0,0,8,9,0,8,17,0,9,31,0,0,0,0,0,8,8,0,0,8,0,10,0,17,10,8,0,16,25,9,8,14,8,0,9,0,36,9,16,10,0,0,0,39,0,0,0,0,8,8,11,8,0,12,0,0,24,16,0,16,0,0
2013-02-01,31,11,0,0,9,0,22,7,0,0,19,0,11,0,7,18,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,19,0,10,31,0,0,0,0,0,28,0,9,0,0,0,0,0,19,22,28,0,0,9,0,0,9,0,0,10,17,0,10,0,10,0,0,0,19,13,0,11,0,19,9,0,0,0,9,0,0,9,0,0,18,0,0
2013-03-01,24,9,0,0,0,0,26,11,13,0,0,0,9,0,6,15,9,7,9,0,0,0,0,0,7,24,7,0,0,0,15,0,0,7,0,0,0,13,0,0,0,0,0,8,7,7,10,0,0,9,0,0,0,16,0,15,13,0,0,8,7,0,6,0,34,8,0,8,0,0,0,34,0,0,0,0,15,10,14,7,0,7,0,16,15,15,0,7,0,0
2013-04-01,51,9,0,0,7,45,24,6,0,0,0,0,9,0,12,16,18,8,0,0,0,0,14,0,8,0,11,10,8,0,0,21,0,0,16,0,8,18,10,0,10,0,0,18,0,7,7,0,0,9,0,0,9,0,9,15,10,8,0,15,0,0,4,0,0,13,15,7,0,0,0,39,11,0,0,0,12,0,0,0,0,0,0,0,23,8,0,30,0,0
2013-05-01,23,9,4,0,16,0,23,13,12,0,0,9,26,0,6,0,9,7,0,0,0,15,0,9,7,0,7,9,0,15,7,0,7,7,15,0,0,20,9,0,0,0,0,27,0,7,0,15,0,9,0,0,9,7,0,0,12,0,0,7,0,0,12,0,32,8,0,7,0,0,0,22,0,18,18,0,15,11,0,0,0,11,0,15,7,14,9,14,0,0
2013-06-01,38,18,0,0,7,43,32,5,0,8,15,9,26,0,9,0,0,7,9,0,0,8,13,14,7,0,7,0,0,0,7,7,7,7,0,0,0,38,0,0,0,0,9,15,0,0,10,20,0,0,0,0,18,0,0,15,11,0,0,7,7,0,11,0,0,8,0,8,0,0,0,15,0,0,9,0,15,7,0,0,0,7,0,0,17,11,0,25,0,19
2013-07-01,24,0,0,0,10,0,88,17,11,0,0,0,16,0,5,14,0,0,0,0,0,7,0,9,13,21,6,8,7,0,7,0,6,7,14,0,7,16,0,0,0,0,0,9,0,6,0,10,0,16,100,0,12,0,0,0,14,0,9,0,0,0,7,0,0,10,13,10,0,0,0,10,0,17,0,8,10,10,0,0,0,7,48,0,9,7,8,16,0,0
2013-08-01,10,8,0,8,12,0,48,5,11,0,0,0,15,0,5,0,0,6,8,0,0,7,12,8,6,0,6,0,7,14,6,5,0,6,13,0,14,27,0,0,0,0,0,17,0,18,6,20,6,8,0,13,8,0,0,0,7,7,0,7,0,0,8,24,15,22,13,5,0,14,0,7,0,0,8,0,13,9,12,6,0,10,0,0,6,7,0,19,0,0
2013-09-01,22,8,0,0,13,0,40,10,0,0,0,0,0,0,11,0,0,0,8,0,10,7,0,0,0,0,6,0,7,28,0,5,6,0,14,0,7,10,0,0,9,0,0,16,6,0,0,7,0,0,0,14,0,0,0,0,10,7,16,10,0,0,5,12,0,23,13,17,0,0,8,7,0,0,8,0,10,0,6,6,0,13,0,0,13,7,0,10,0,0
2013-10-01,22,0,4,0,6,0,32,14,11,7,0,8,0,0,0,0,8,6,8,0,9,0,12,16,6,0,6,0,0,0,0,5,0,6,26,0,0,22,0,0,0,0,0,13,0,6,6,13,0,8,0,0,8,0,0,0,17,14,14,0,0,15,9,12,28,18,0,19,0,13,0,13,0,0,8,0,0,10,9,0,0,13,0,0,19,6,0,6,26,0
2013-11-01,16,8,0,0,6,0,28,14,0,7,0,0,8,11,5,0,16,0,24,0,0,13,0,0,10,0,12,0,0,0,0,10,0,0,0,0,0,27,0,0,0,0,0,23,0,6,6,7,0,0,0,0,8,7,0,0,18,0,12,7,6,0,3,12,0,7,13,16,13,0,0,7,0,0,0,0,7,10,6,0,0,16,0,0,11,13,0,6,27,0
2013-12-01,32,23,4,8,8,0,28,7,11,7,0,0,7,21,5,0,7,0,0,0,18,6,0,8,19,0,0,0,13,0,6,9,6,6,13,0,7,15,0,0,0,7,0,15,0,12,0,0,6,7,0,13,8,6,0,0,13,7,6,6,6,0,9,0,0,16,0,8,0,0,7,13,0,0,8,0,17,13,8,0,0,9,0,13,12,6,0,6,0,0
2014-01-01,23,8,0,0,6,0,23,9,0,7,13,0,0,0,0,13,0,6,7,0,0,0,11,16,0,0,6,0,0,0,0,6,0,0,0,0,7,13,0,0,8,0,0,0,0,6,0,6,6,7,0,0,0,0,0,12,16,0,0,6,0,14,8,11,0,10,12,9,0,0,0,6,9,0,0,0,13,8,9,0,7,6,0,0,12,12,0,6,0,0
2014-02-01,27,8,0,0,6,0,27,7,0,0,0,8,15,11,5,13,19,0,8,0,9,7,35,17,13,0,6,8,0,13,13,5,0,0,0,0,0,22,0,0,0,0,8,10,6,0,0,7,6,8,0,0,0,7,0,0,13,0,0,19,0,0,9,12,14,7,13,5,0,0,0,6,0,0,0,0,6,10,6,0,0,6,0,14,6,13,8,13,0,0
2014-03-01,23,10,5,0,7,0,37,8,0,6,0,7,13,9,7,0,7,6,0,0,8,11,0,0,6,17,0,0,6,0,11,6,0,9,0,0,0,23,0,0,7,0,0,9,0,0,13,6,0,7,0,0,13,6,0,11,6,0,5,0,5,0,9,15,0,9,22,6,0,12,7,9,0,0,7,0,11,8,8,0,0,11,41,0,14,6,0,5,0,0
2014-04-01,21,7,0,0,5,0,27,8,9,6,0,7,10,0,0,0,0,0,0,0,8,0,0,7,6,0,5,0,0,0,6,4,0,6,0,0,6,25,0,10,0,6,7,11,0,8,0,18,0,0,85,0,7,6,0,0,12,6,5,11,5,0,9,10,13,23,0,8,0,0,0,6,8,0,0,0,14,11,13,5,0,7,41,12,13,11,0,11,0,0
2014-05-01,28,11,0,0,5,0,25,12,9,0,0,7,7,0,4,11,0,6,0,0,0,6,0,0,0,0,5,0,9,0,6,8,5,0,0,100,0,29,0,0,0,0,0,6,0,5,5,10,0,7,0,0,21,0,0,0,8,6,8,6,0,0,9,0,0,8,11,8,12,0,0,48,8,14,0,7,11,28,11,0,0,11,0,0,13,11,0,14,0,0
2014-06-01,18,0,4,0,18,0,24,11,11,7,0,0,7,11,0,13,15,6,15,0,0,6,0,0,0,0,9,0,6,0,0,5,6,0,13,0,7,19,0,0,8,0,0,15,0,12,6,37,0,7,0,0,8,0,0,0,19,0,6,6,0,0,12,0,14,7,0,11,0,0,7,16,0,0,8,0,16,9,6,0,0,6,0,0,6,8,0,21,0,0
2014-07-01,23,7,0,0,9,0,28,8,0,12,0,0,14,10,9,12,0,6,7,55,0,0,0,0,12,0,5,0,0,0,0,4,0,23,24,0,0,14,0,0,0,0,0,18,5,6,5,12,5,0,88,0,0,0,0,12,26,0,0,6,0,0,13,0,13,13,0,6,0,0,0,20,0,0,15,0,6,6,5,0,0,9,0,13,6,6,14,20,0,15
2014-08-01,40,0,0,0,11,0,30,6,0,6,12,0,14,0,14,0,0,6,28,0,8,12,0,0,6,0,5,7,0,24,0,4,11,9,0,0,0,18,0,0,7,0,7,16,0,11,5,0,5,7,0,0,7,6,0,12,20,6,5,9,0,0,9,0,13,13,34,6,12,0,0,6,0,0,7,0,12,14,16,0,0,6,0,0,11,8,0,17,0,0
2014-09-01,25,11,4,0,8,0,24,6,10,0,0,0,7,0,0,0,0,6,0,0,0,6,0,8,6,0,5,0,0,12,6,6,0,12,12,0,13,21,0,0,0,0,0,10,0,6,0,8,0,0,0,0,0,6,0,0,24,0,5,6,0,0,6,0,13,15,12,13,0,12,0,0,9,0,0,0,9,12,6,0,0,6,0,0,20,0,0,12,0,0
2014-10-01,25,7,0,7,5,0,23,10,0,6,0,7,7,10,13,11,0,6,7,0,8,6,10,7,6,0,5,0,6,0,0,10,5,8,11,0,6,19,0,0,0,0,7,11,0,0,0,6,5,0,0,0,10,0,0,0,10,0,5,6,0,0,7,0,13,13,0,14,0,0,0,6,8,0,7,0,12,8,7,5,0,6,0,12,19,11,0,0,0,0
2014-11-01,33,14,3,7,5,0,34,10,10,6,0,0,10,0,4,0,10,0,7,0,8,0,15,7,11,18,0,0,0,0,0,8,5,6,17,0,6,19,0,0,7,0,0,11,0,11,0,8,5,7,0,0,14,0,0,0,21,0,0,6,5,0,7,10,13,17,11,12,0,0,7,19,0,0,0,0,20,11,11,0,0,15,0,12,0,15,0,17,12,0
2014-12-01,33,7,0,0,10,0,28,8,9,0,11,0,6,9,9,0,6,0,6,0,0,6,0,0,5,0,7,0,0,0,5,4,0,5,11,0,6,22,0,0,7,0,0,16,0,5,0,0,0,0,0,0,6,11,0,0,5,0,0,5,5,0,6,10,0,10,0,5,0,0,0,11,0,14,0,0,11,7,16,5,6,11,0,0,14,11,7,11,11,0
2015-01-01,32,10,3,7,10,0,28,6,0,0,0,0,24,9,4,0,6,5,0,0,0,0,0,7,5,0,5,0,0,11,0,4,0,5,10,0,0,11,0,0,0,0,0,9,0,5,5,12,0,6,0,0,9,5,6,0,11,6,5,5,5,0,4,0,12,13,10,6,0,0,0,10,0,0,0,0,5,0,7,0,0,26,0,22,15,8,0,13,0,13
2015-02-01,24,11,4,0,0,0,23,6,0,6,0,0,7,0,5,0,7,6,7,0,0,6,11,0,0,0,11,7,0,0,6,4,0,0,0,0,6,6,0,0,0,0,0,6,5,16,5,6,5,7,0,0,7,6,0,12,16,0,5,12,0,0,8,0,0,6,11,10,12,0,0,26,0,0,7,0,16,12,5,0,6,12,0,12,11,6,0,6,0,0
2015-03-01,28,12,3,0,6,28,24,7,8,0,10,0,6,16,4,10,0,5,6,0,7,0,9,6,14,0,7,0,0,15,5,5,0,7,10,86,0,36,0,0,12,0,0,12,4,5,6,5,0,0,0,0,6,5,0,0,7,5,4,10,5,0,12,13,0,13,10,5,0,0,0,15,7,0,9,6,13,10,9,0,0,10,0,20,14,6,0,7,0,0
2015-04-01,32,12,6,0,6,0,25,0,8,0,10,0,6,0,4,0,0,0,6,45,7,5,0,6,5,0,0,0,0,0,5,4,5,5,10,0,5,15,0,0,0,0,6,21,0,0,7,0,4,6,0,0,6,0,6,0,10,5,5,5,0,11,6,9,11,9,0,6,10,20,0,5,0,12,6,0,5,5,7,0,5,7,0,26,13,5,0,33,0,12
2015-05-01,31,16,0,0,10,0,34,8,0,7,18,6,5,0,0,18,0,4,5,0,7,0,0,0,9,14,6,0,5,12,0,3,0,4,0,0,5,20,6,0,0,0,6,9,0,6,0,11,0,0,0,0,8,0,0,9,11,5,4,5,0,0,17,8,30,10,18,7,9,0,0,7,0,12,6,0,6,8,4,4,0,7,0,0,10,9,0,31,0,0
2015-06-01,27,6,0,0,11,27,30,5,8,5,9,6,8,8,4,0,0,9,16,0,0,5,0,0,0,0,4,0,0,19,5,7,0,5,0,0,0,14,6,0,6,5,6,8,0,9,4,16,0,0,0,0,6,0,5,0,19,7,0,5,4,0,5,0,0,15,9,12,0,0,0,5,0,0,6,0,9,9,6,0,0,8,0,0,13,6,0,20,0,0
2015-07-01,20,7,3,0,7,0,65,9,15,9,0,0,8,7,14,0,5,4,0,0,6,10,16,6,15,0,8,0,0,9,0,16,0,17,9,0,0,15,0,0,6,0,0,15,0,25,4,7,8,5,0,0,10,0,0,0,21,5,0,4,4,0,11,0,0,10,0,3,0,0,0,4,6,11,5,0,9,13,8,0,0,6,0,0,13,4,5,30,0,0
2015-08-01,23,5,4,5,16,0,56,6,7,9,9,0,7,10,0,8,5,0,0,0,6,0,8,0,0,0,4,0,0,9,4,5,12,4,9,0,4,16,0,0,0,0,0,14,0,8,4,4,0,0,0,0,10,0,0,8,17,5,0,4,0,0,10,0,9,11,8,11,0,0,5,6,0,0,5,0,13,21,5,0,4,6,0,0,8,4,0,16,0,0
2015-09-01,22,21,0,0,5,0,36,5,0,0,0,5,10,7,3,18,5,7,5,0,6,0,24,6,6,0,8,0,0,9,0,3,4,4,9,0,5,15,0,0,11,0,0,4,0,4,0,5,0,0,0,0,5,4,0,9,13,0,4,4,0,0,6,8,10,8,9,7,18,0,5,7,6,0,5,0,6,16,6,0,0,4,0,0,11,7,0,19,0,0
2015-10-01,28,0,0,0,4,24,34,6,0,4,8,5,10,7,7,8,5,6,0,0,0,0,11,5,8,13,8,0,0,0,0,3,4,6,8,0,9,17,0,0,0,0,5,10,4,0,4,4,0,0,0,0,7,0,0,8,23,0,4,0,4,0,4,0,9,8,0,17,0,0,0,8,0,0,10,0,11,15,10,0,0,4,0,9,9,10,5,12,0,0
2015-11-01,23,14,0,0,6,0,32,12,0,0,0,0,8,7,3,0,5,4,0,0,19,4,0,0,6,0,0,0,0,0,9,5,0,6,0,77,5,19,6,0,0,5,0,13,0,0,4,4,0,5,0,0,5,0,5,0,23,0,8,6,4,0,5,8,10,14,0,15,0,0,5,4,0,0,5,0,19,13,4,0,0,8,31,18,7,4,5,10,0,0
2015-12-01,30,5,0,5,4,0,37,5,7,4,9,0,5,0,7,0,5,4,0,0,0,0,0,5,4,13,8,0,0,9,12,5,6,0,8,0,0,20,0,0,0,0,0,13,4,6,8,4,0,0,0,0,8,4,5,8,14,0,0,6,4,0,6,0,9,12,8,8,0,0,5,8,0,0,5,0,9,10,9,4,5,8,0,9,10,16,5,14,0,21
2016-01-01,39,6,0,0,5,0,40,11,8,0,20,6,12,0,8,31,9,7,12,47,7,5,0,7,10,0,9,0,5,10,10,0,0,0,0,0,0,21,6,0,6,0,0,15,0,5,9,10,0,6,0,0,12,0,0,0,14,0,5,5,0,0,4,9,0,19,10,13,0,0,0,5,7,13,0,0,10,10,0,0,0,10,0,0,21,10,6,24,0,0
2016-02-01,29,7,3,0,10,0,37,4,9,0,0,0,19,9,13,11,6,5,6,0,0,11,10,0,5,17,0,7,6,11,0,4,0,5,0,0,0,15,0,0,0,0,7,20,0,5,5,17,5,6,0,0,10,6,0,11,16,0,5,13,0,12,7,10,0,18,0,10,11,0,0,0,0,0,7,0,13,14,8,0,0,7,39,12,11,11,0,21,0,0
2016-03-01,25,8,3,6,4,0,33,10,0,0,0,6,5,8,4,0,11,14,5,0,0,5,8,6,5,14,4,12,5,0,9,6,4,14,9,0,5,22,0,0,0,0,0,12,0,4,7,10,0,16,0,9,17,14,0,9,9,0,4,6,0,0,12,17,0,7,0,12,0,0,0,7,0,0,0,0,6,9,17,0,0,9,33,10,17,11,0,14,0,0
2016-04-01,22,9,3,0,16,0,30,10,0,5,0,6,23,0,11,0,6,5,12,0,0,0,17,6,5,0,4,0,5,10,0,5,0,5,19,0,5,29,0,9,0,0,6,8,0,7,7,5,0,14,0,0,8,5,0,10,14,0,4,5,4,0,10,0,10,10,0,10,0,0,0,0,7,0,0,0,8,13,4,0,0,12,0,0,14,8,6,12,10,0
2016-05-01,25,8,3,6,9,0,29,7,0,0,9,6,16,8,7,0,0,5,0,0,7,5,8,0,9,0,4,6,5,0,5,4,4,5,9,0,0,30,0,0,0,0,0,11,0,6,4,10,8,5,0,0,6,0,0,9,9,0,0,5,4,0,11,8,20,8,9,7,0,0,0,5,0,0,0,0,9,9,12,4,0,5,0,0,9,8,6,16,0,0
2016-06-01,17,11,3,0,11,0,28,12,0,13,0,0,6,8,11,9,0,0,0,0,0,0,0,6,6,0,4,0,5,10,0,3,0,5,10,84,5,35,0,0,0,0,6,14,4,9,9,10,0,6,0,10,8,5,0,9,14,5,4,7,4,0,14,0,31,12,0,3,10,0,0,7,0,12,6,0,11,16,7,0,5,7,0,10,11,5,6,25,0,0
2016-07-01,16,6,0,0,11,27,24,7,8,12,9,0,8,8,7,0,0,5,5,43,0,5,8,12,5,0,6,6,5,9,9,0,0,5,0,0,0,49,6,0,0,5,0,5,4,4,4,17,4,5,0,9,0,0,0,0,11,5,9,5,0,0,8,17,20,8,9,5,0,0,0,9,7,0,6,0,9,15,4,0,0,5,0,0,13,5,0,13,0,11
2016-08-01,21,6,3,0,16,0,26,5,0,5,10,0,11,0,0,0,0,5,0,0,0,5,0,6,9,0,6,0,5,10,7,3,5,9,10,0,5,80,0,0,0,0,0,12,0,4,0,5,0,6,0,0,6,0,0,10,26,0,4,0,0,0,7,0,0,16,14,3,0,0,6,5,0,0,6,6,21,17,5,5,0,5,35,0,12,9,12,14,0,0
2016-09-01,39,6,0,0,4,0,19,9,8,5,10,6,6,12,6,0,6,5,6,0,7,12,17,0,5,0,6,0,5,0,10,9,4,9,10,0,5,47,0,9,0,0,0,26,0,4,0,5,0,6,0,0,11,5,0,0,21,0,4,5,4,0,46,0,0,7,0,8,0,0,0,5,0,12,6,0,16,8,22,4,0,11,0,0,7,0,0,16,0,12
