date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Mandarin Oranges,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Water Chestnuts,Watercress,Watermelon,Yams,Cassava
2009-05-01,22,88,28,42,22,21,0,41,0,21,39,0,24,0,22,0,9,29,71,0,0,18,0,19,0,0,0,0,0,11,19,37,0,32,0,0,25,0,16,0,26,45,21,0,25,22,0,0,0,65,0,0,0,0,0,0,0,0,32,0,0,0,0,13,0,0,0,23,0,0,0,75,16,0,0,18,0,0,0,24,0,15,0,0,0,15,0,19,27,0,0,0,0,0,0,0,30,0,25,0,22,35,24,21,0,15,0,58,0,45,38,0,21,13,0,0
2009-06-01,0,37,0,21,21,21,0,50,0,18,0,0,0,0,0,0,0,0,34,12,0,0,0,27,0,0,37,0,0,11,0,18,27,16,0,0,24,24,10,0,0,18,0,0,25,14,0,0,0,63,0,0,38,0,0,0,38,52,17,0,63,54,0,37,0,0,0,0,0,0,0,0,16,0,0,35,25,0,18,0,0,36,0,0,30,48,0,0,13,0,0,0,25,0,0,0,0,0,0,25,11,39,0,21,0,30,84,0,0,49,37,0,0,37,0,0
2009-07-01,0,47,28,21,21,21,0,62,0,21,0,0,0,0,0,0,9,0,0,0,0,18,18,0,0,0,25,0,0,0,19,0,27,32,0,0,0,24,14,0,0,45,0,0,0,16,0,0,0,0,0,0,38,0,0,0,0,0,21,0,0,27,0,19,0,0,0,23,0,38,76,48,16,0,32,24,0,16,13,24,0,22,0,0,31,39,0,37,27,0,0,0,19,0,0,0,0,93,0,0,11,23,0,0,0,23,0,0,0,25,37,0,0,31,0,0
2009-08-01,0,56,28,21,43,33,0,58,17,15,0,0,0,0,21,0,14,0,0,0,0,18,0,18,0,85,0,0,0,32,0,19,0,32,0,0,72,0,10,0,25,36,31,0,0,21,0,0,0,65,0,0,0,0,0,18,0,53,38,0,0,27,0,13,0,0,0,30,0,0,0,24,0,0,65,44,38,16,19,0,0,15,0,35,0,19,0,28,18,0,0,0,26,0,0,0,0,0,0,0,21,23,0,21,0,0,0,0,100,49,38,0,0,37,0,0
2009-09-01,0,64,0,21,0,14,0,44,0,15,37,0,0,0,0,0,9,0,34,0,0,0,18,18,0,0,0,100,0,16,18,18,0,16,0,0,24,24,10,18,0,36,21,0,0,16,0,0,0,0,0,0,37,0,0,18,0,0,13,0,0,18,18,12,0,0,0,44,0,0,0,0,16,37,0,18,25,16,12,24,0,0,0,0,0,28,0,0,26,0,0,0,0,37,0,0,0,0,0,0,16,34,24,41,25,20,0,0,0,33,37,0,0,37,0,0
2009-10-01,0,42,27,21,21,14,0,34,0,21,0,0,0,81,0,0,18,0,0,0,0,18,0,18,0,0,24,0,0,11,18,0,0,16,0,0,0,24,10,0,25,18,21,68,0,11,0,0,0,0,0,59,0,0,0,0,0,0,13,0,0,0,0,12,16,0,0,0,0,0,0,47,32,0,33,41,25,0,18,0,0,37,0,34,30,26,0,18,18,0,0,0,19,0,0,0,0,0,0,0,21,28,0,20,0,30,0,57,0,57,37,94,0,12,0,0
2009-11-01,20,38,0,0,0,27,0,31,0,23,36,0,0,0,20,0,22,0,33,0,0,51,18,17,0,0,24,0,0,0,0,18,0,15,0,0,0,0,25,0,0,17,20,0,24,21,0,0,0,0,0,0,0,0,0,17,0,0,20,0,0,17,0,18,0,0,0,32,0,0,72,23,0,0,31,25,0,0,18,23,20,21,0,0,0,39,0,0,19,0,0,0,0,0,0,0,0,0,23,0,10,43,23,20,0,14,0,0,0,42,0,0,0,16,92,0
2009-12-01,0,36,0,21,0,48,0,33,17,13,0,0,0,0,0,32,9,29,0,0,0,0,19,19,0,0,0,0,0,11,0,0,0,32,0,0,0,24,21,0,25,36,0,0,0,16,0,0,0,65,0,0,0,0,0,0,0,0,13,0,0,37,18,13,0,0,0,0,0,0,0,0,24,0,0,18,0,16,19,0,0,30,0,35,31,49,0,19,34,0,0,0,0,0,0,100,0,0,0,0,16,29,0,21,0,15,0,0,0,44,0,0,0,13,0,0
2010-01-01,0,39,0,0,0,32,0,23,16,17,0,0,23,0,21,30,13,0,33,12,0,86,18,36,0,0,24,0,0,10,0,36,52,15,0,0,0,46,30,0,0,23,0,0,0,10,0,0,0,0,78,0,0,0,0,17,37,0,24,0,0,18,0,12,16,0,0,0,0,0,0,0,41,0,32,43,0,0,12,0,20,28,0,0,29,18,0,18,34,0,0,0,0,36,0,0,0,0,0,0,24,33,23,0,0,0,0,0,0,21,36,0,0,16,0,0
2010-02-01,0,57,29,0,0,30,0,56,0,16,0,0,0,88,0,0,10,0,37,0,0,28,0,0,0,0,26,0,0,11,20,20,28,17,19,0,25,38,11,0,26,28,0,0,26,23,0,0,0,0,0,63,0,0,0,0,41,56,13,0,0,29,19,13,26,0,0,48,0,0,0,0,46,0,0,28,54,17,13,0,0,0,0,0,0,32,0,0,35,0,0,0,0,39,0,0,0,0,0,0,0,18,0,0,0,16,0,0,0,47,40,0,0,40,0,0
2010-03-01,17,41,44,17,17,28,0,26,14,14,0,0,0,0,17,0,0,0,0,0,0,0,15,0,0,0,0,0,0,8,22,29,0,19,0,0,38,19,21,0,0,24,0,0,20,13,0,0,0,0,0,0,30,0,70,0,0,0,10,0,50,19,0,15,0,0,0,18,0,0,0,19,13,0,52,19,20,13,13,0,0,29,0,27,0,18,0,15,16,0,0,0,15,0,0,0,0,0,0,0,17,40,28,17,0,20,0,0,0,30,45,0,0,20,0,0
2010-04-01,0,30,0,0,34,11,0,32,14,21,0,0,0,0,34,0,7,0,84,10,0,36,0,15,0,0,20,0,0,9,15,15,0,26,0,0,0,0,17,0,40,19,17,0,0,17,0,0,0,0,0,0,30,0,0,14,0,0,10,0,0,15,21,10,0,0,0,36,0,30,61,0,26,0,0,43,20,13,10,19,0,12,0,0,0,36,0,0,11,0,0,0,10,0,0,79,0,0,0,20,21,23,0,17,0,16,0,0,0,35,30,0,8,50,0,0
2010-05-01,0,49,23,18,0,28,0,36,0,22,0,0,0,0,0,0,0,0,59,10,0,0,0,16,0,0,0,0,0,15,0,31,0,22,0,0,20,20,18,0,0,30,18,0,21,15,0,0,0,0,0,0,0,0,0,15,32,0,11,0,0,26,30,42,0,0,0,19,0,0,0,0,13,0,28,40,0,14,10,0,0,12,0,0,26,31,0,16,23,0,0,0,16,0,29,0,0,0,20,0,21,29,20,35,21,50,0,0,0,35,32,0,0,39,0,0
2010-06-01,0,45,22,16,17,18,0,49,0,7,0,30,0,0,0,0,14,0,0,10,0,14,0,22,0,0,19,0,0,25,0,14,0,17,0,0,19,19,16,0,0,14,0,0,0,22,0,0,0,0,0,0,29,0,0,0,0,0,20,19,49,14,28,10,0,15,0,18,0,29,0,19,13,0,25,21,0,0,10,0,0,23,0,0,0,17,0,0,21,0,0,0,10,0,0,0,0,0,0,0,25,40,19,16,0,35,0,0,0,58,59,0,8,19,0,100
2010-07-01,0,55,19,15,15,23,0,50,0,21,0,0,0,0,15,22,19,0,0,9,0,0,13,13,0,0,35,0,0,15,13,13,0,11,0,0,50,17,25,0,17,17,15,0,0,19,0,0,0,0,0,0,26,0,0,0,0,36,26,0,0,13,0,13,0,13,0,24,0,26,0,25,22,0,22,29,18,0,9,16,0,25,0,0,42,41,0,17,9,0,0,0,9,26,0,0,21,0,0,17,7,31,17,14,0,24,0,0,0,27,26,0,0,40,0,89
2010-08-01,0,48,19,15,0,13,0,41,12,27,0,27,17,0,0,0,16,0,24,9,0,13,0,13,0,0,29,0,0,8,13,13,19,15,0,22,0,25,15,0,0,19,15,48,0,10,0,31,0,45,0,0,0,0,0,12,0,0,22,0,0,25,0,17,0,0,0,16,0,0,0,25,11,0,0,25,0,0,14,0,0,10,0,24,21,31,0,13,19,0,0,38,27,0,24,0,0,0,17,0,7,40,17,14,0,26,0,0,70,65,26,0,0,35,0,0
2010-09-01,15,54,20,22,38,20,0,37,12,15,27,0,0,0,23,0,33,0,25,9,0,0,26,26,0,0,26,0,0,11,20,26,38,17,0,23,0,17,15,0,0,34,15,0,18,13,0,0,0,91,0,0,0,0,0,13,0,37,9,0,0,13,0,9,0,0,0,16,0,0,0,51,11,0,0,51,0,23,26,17,0,21,0,24,21,18,0,13,9,0,0,0,0,0,0,0,0,0,0,0,34,42,17,0,18,39,0,0,0,23,27,0,7,26,0,0
2010-10-01,0,56,0,33,14,19,0,34,12,26,0,0,0,0,0,21,6,0,47,0,0,18,0,12,0,0,0,0,57,7,13,25,37,16,0,0,0,49,18,0,17,24,0,0,17,15,0,0,0,0,0,0,26,0,0,12,0,36,14,16,0,12,0,14,0,0,0,0,0,0,0,16,11,0,22,18,17,0,13,0,0,20,0,35,0,25,0,0,61,100,0,36,9,26,0,0,0,0,0,0,29,39,16,14,0,34,0,39,0,11,38,0,7,17,0,0
2010-11-01,0,42,19,35,36,28,0,31,0,22,0,26,16,0,0,0,9,19,24,8,0,18,0,25,0,57,17,0,0,14,25,12,0,21,0,22,0,32,19,0,34,18,21,0,17,14,0,30,0,0,0,41,0,0,0,0,0,0,29,0,0,37,0,0,0,0,100,31,0,0,0,33,11,0,22,28,0,11,8,16,0,10,0,23,0,23,0,13,13,99,0,0,0,0,0,0,0,0,0,0,14,31,27,14,17,24,0,0,0,30,38,0,0,34,0,0
2010-12-01,0,53,19,39,30,39,0,21,24,31,0,27,0,0,15,0,10,30,24,0,0,50,13,13,0,0,17,0,0,11,17,19,19,22,13,0,17,17,24,0,0,12,22,0,17,15,0,0,0,44,0,41,0,0,0,12,0,37,23,17,0,21,0,0,0,0,0,40,0,0,0,25,11,0,30,12,18,0,9,25,0,41,0,0,0,59,0,13,22,0,0,0,18,0,24,0,21,0,17,0,22,55,33,14,0,42,0,40,0,23,0,0,7,29,0,0
2011-01-01,0,52,15,22,11,12,0,39,14,20,0,0,0,0,0,17,7,15,28,7,0,19,10,15,0,0,13,0,0,17,0,10,29,13,0,0,13,19,28,0,13,9,17,0,13,6,0,24,0,34,0,0,0,0,0,19,0,0,20,0,0,16,9,13,17,0,0,12,0,20,0,25,31,20,17,19,27,0,10,0,0,20,0,18,16,24,0,10,26,0,0,0,20,0,0,0,16,0,0,0,17,39,19,11,0,34,0,30,0,32,20,0,5,22,0,0
2011-02-01,0,55,0,12,18,28,29,44,0,19,0,0,0,0,0,18,26,16,0,14,0,0,11,14,0,0,14,0,0,6,16,11,0,24,10,18,13,13,26,0,14,30,16,0,14,15,0,0,0,0,0,0,65,0,0,0,22,0,14,14,0,14,10,7,18,0,0,13,0,0,0,27,12,21,18,24,0,9,14,28,0,8,0,40,17,32,0,16,28,0,17,0,7,0,0,0,0,0,0,14,22,26,18,12,14,23,0,0,0,38,32,0,6,33,0,0
2011-03-01,10,60,13,17,10,23,0,49,8,13,0,18,0,0,0,0,22,0,16,6,11,25,9,9,0,0,0,0,0,5,0,13,0,18,0,30,0,0,15,0,12,13,20,0,0,5,0,0,0,0,0,0,18,18,0,8,18,0,20,0,0,9,8,10,0,9,0,0,0,18,0,0,8,0,0,25,0,8,10,23,0,14,0,33,22,25,0,9,19,0,0,0,9,0,16,0,14,0,0,0,34,27,42,15,12,43,0,0,0,42,48,89,5,34,0,0
2011-04-01,0,64,0,26,32,46,0,42,13,28,18,19,12,0,0,16,14,14,51,6,0,13,9,13,0,0,12,0,0,7,18,27,13,8,0,0,18,47,15,0,18,23,10,0,12,9,0,22,0,0,0,29,18,0,0,0,0,26,12,0,0,13,9,9,0,19,0,11,0,0,0,16,24,0,0,44,12,8,6,12,0,29,0,17,22,18,0,9,9,0,0,0,16,0,0,0,15,0,12,0,13,61,18,15,0,22,0,0,0,43,18,0,0,39,0,0
2011-05-01,0,51,0,19,10,22,0,35,0,16,0,0,0,38,0,15,9,13,16,6,0,17,8,8,0,0,34,0,0,8,0,13,0,12,17,15,11,11,8,0,12,25,10,0,0,13,0,0,0,0,0,0,17,18,41,8,0,0,12,0,0,0,17,12,0,9,0,16,0,0,0,15,15,0,23,28,0,0,10,11,0,17,0,0,14,24,0,8,14,0,0,0,9,0,16,45,0,0,11,0,21,55,11,14,0,26,0,27,0,48,61,0,5,60,0,0
2011-06-01,0,55,0,20,15,36,24,49,16,18,0,18,0,39,10,0,4,27,16,0,0,13,0,9,0,41,20,0,0,7,9,22,13,19,0,15,23,11,10,0,24,21,10,0,12,20,0,0,0,0,0,28,0,18,0,0,0,25,12,11,30,20,8,24,0,9,0,22,37,0,0,11,8,0,15,20,0,0,12,11,0,21,0,0,14,46,0,9,19,0,0,25,6,18,16,0,14,0,11,0,15,67,17,20,0,26,40,0,0,26,36,0,7,40,0,0
2011-07-01,0,68,44,19,19,30,0,37,8,36,17,0,0,37,0,14,11,13,16,0,10,8,12,8,0,39,17,0,0,11,8,21,25,25,0,0,22,11,14,0,11,37,29,0,0,21,0,20,0,29,0,0,0,0,0,0,17,0,14,0,0,25,16,28,0,9,0,14,35,0,0,11,10,17,0,19,0,7,9,11,0,13,0,16,0,34,0,0,14,0,0,24,6,0,16,45,14,0,11,11,5,28,22,19,0,20,0,0,0,27,43,43,0,44,43,0
2011-08-01,0,54,24,27,9,22,0,51,7,19,16,16,10,0,9,0,38,0,22,0,0,39,0,13,0,0,21,0,0,9,16,28,0,18,8,0,10,10,19,0,11,20,18,0,11,12,0,0,0,0,0,0,16,16,0,8,17,0,24,10,0,26,10,12,0,0,0,16,0,0,0,21,28,0,14,20,11,7,8,31,0,22,0,22,26,38,0,16,21,63,0,0,11,16,15,0,13,0,10,0,15,41,15,9,0,19,0,0,0,35,40,0,4,23,0,0
2011-09-01,0,61,24,21,9,24,0,52,7,19,0,17,10,0,9,27,18,25,30,0,0,19,0,13,0,0,21,43,0,12,16,20,23,25,0,0,31,26,12,0,0,31,12,0,22,17,0,0,0,28,0,51,16,0,0,8,17,23,16,0,0,8,8,11,0,8,0,15,0,0,0,10,17,0,0,31,0,7,16,15,0,13,0,30,13,48,0,12,33,0,0,0,14,0,0,0,0,0,10,0,25,39,21,18,0,26,0,0,0,50,41,0,7,47,0,55
2011-10-01,0,39,11,17,22,23,20,47,14,30,23,0,10,0,0,0,11,12,21,5,0,11,0,20,0,0,20,0,34,4,7,30,22,19,0,0,0,34,21,0,0,19,14,0,20,19,0,0,0,26,0,0,31,0,0,0,0,21,14,0,0,15,0,8,7,8,0,12,0,0,31,20,16,0,27,18,10,0,13,10,0,24,0,14,12,26,0,15,22,0,0,0,5,15,0,40,12,0,10,10,20,32,20,8,0,37,0,0,0,27,20,38,4,19,0,0
2011-11-01,17,44,23,14,18,48,0,41,0,28,0,16,0,0,9,13,8,12,14,5,0,0,8,19,47,0,10,0,0,10,23,15,11,23,7,0,10,20,17,0,15,18,13,0,10,10,0,18,0,0,0,49,16,0,0,7,0,44,23,0,26,15,7,8,7,8,0,9,31,0,0,10,7,15,13,27,10,7,10,10,9,34,0,14,25,32,0,11,40,60,0,0,18,15,14,0,0,38,10,20,18,30,10,17,0,29,0,0,0,45,16,0,9,21,39,0
2011-12-01,9,61,35,22,9,28,0,44,14,26,16,0,0,0,18,27,12,54,73,5,0,8,19,16,48,36,14,0,0,11,13,12,11,16,8,13,10,20,25,0,11,0,15,0,11,17,0,19,0,0,0,0,16,0,0,15,0,0,14,0,0,10,7,7,10,0,0,25,0,0,32,24,9,0,14,15,11,7,14,0,0,25,0,0,19,69,0,8,39,62,0,0,11,0,0,0,13,0,10,10,15,74,15,13,11,30,0,24,0,30,16,0,13,35,60,0
2012-01-01,0,44,34,43,9,21,0,47,21,28,20,0,10,0,9,0,15,23,43,5,0,22,22,11,0,35,13,0,34,9,8,23,0,9,0,0,10,24,11,0,0,15,13,0,20,7,0,0,0,0,0,0,0,15,0,19,16,21,15,0,0,10,11,5,24,8,0,34,0,0,31,40,50,15,27,14,10,7,15,10,0,18,0,0,12,29,0,19,24,0,0,0,5,0,28,0,0,38,10,10,23,53,10,9,0,29,0,24,0,36,15,0,9,32,39,0
2012-02-01,0,55,28,21,17,28,0,51,0,40,0,15,0,0,8,13,13,17,28,0,0,18,11,11,45,0,10,0,0,6,12,15,0,21,0,0,19,24,22,0,10,14,13,0,10,17,0,35,0,38,0,0,30,0,0,11,15,41,25,0,0,14,14,12,6,8,59,21,0,0,30,29,6,0,13,16,0,6,13,0,8,38,0,13,16,50,0,11,32,57,0,22,18,0,0,38,12,37,0,19,20,45,22,17,0,28,0,23,0,37,30,0,4,30,0,0
2012-03-01,0,47,10,23,23,24,0,71,12,22,14,28,0,30,15,17,13,21,19,5,0,19,13,7,0,0,36,0,30,10,16,13,20,13,7,0,0,9,11,0,14,19,13,0,9,12,0,48,31,0,0,0,21,14,0,10,14,19,18,0,0,10,15,9,0,7,0,16,0,0,0,13,15,0,12,41,9,6,23,22,0,16,0,0,11,36,0,13,23,53,0,20,16,0,13,0,11,0,0,9,27,45,35,19,0,27,0,21,0,44,32,0,4,45,0,0
2012-04-01,0,49,10,13,36,16,0,61,6,29,14,0,0,0,8,12,10,11,13,5,0,20,7,18,0,0,9,0,0,5,21,10,0,20,7,0,9,18,12,0,19,25,24,0,12,11,0,17,0,0,0,0,0,0,33,7,14,0,17,9,0,10,7,11,0,21,0,17,0,14,28,18,12,14,25,24,0,6,12,9,0,25,0,0,11,43,0,7,27,0,0,0,10,28,0,0,0,0,9,0,23,53,18,27,0,28,0,0,0,47,33,0,0,36,36,0
2012-05-01,0,51,29,25,26,32,0,72,6,29,13,0,17,0,8,0,7,0,25,0,0,10,16,10,0,0,9,0,0,13,7,23,9,11,7,11,9,17,16,0,9,28,23,0,0,10,0,0,0,45,0,21,0,0,0,6,0,0,24,0,0,22,6,22,0,7,52,11,0,0,0,20,9,0,11,27,0,0,26,0,0,18,0,0,22,50,0,13,19,53,0,0,11,13,0,0,21,0,9,9,33,48,11,15,0,28,0,20,0,53,13,0,6,28,0,45
2012-06-01,8,53,15,20,27,34,0,67,9,28,0,0,0,0,19,17,20,10,13,5,0,26,10,13,0,62,27,37,0,8,11,27,19,31,7,12,9,22,15,0,14,22,15,0,9,14,0,0,0,0,29,22,41,0,0,6,0,0,20,9,0,20,6,24,0,7,0,14,0,14,0,15,6,14,12,35,9,12,9,9,0,24,0,25,22,34,0,7,24,0,11,20,7,14,0,0,11,34,9,9,22,56,13,30,0,35,0,21,0,36,14,0,4,46,35,0
2012-07-01,22,61,19,29,11,34,0,55,9,32,21,13,8,28,15,21,13,10,36,4,8,15,9,15,0,29,23,0,29,7,15,38,15,14,0,11,21,12,14,6,20,27,11,0,13,17,0,31,0,22,0,21,19,0,0,16,0,18,16,0,0,35,12,21,0,7,0,12,0,0,0,19,8,0,11,22,0,8,14,12,0,23,0,24,10,42,0,8,29,0,0,18,9,13,12,34,0,0,8,0,24,43,22,14,9,50,0,39,0,47,39,0,6,40,0,0
2012-08-01,7,54,28,40,32,32,0,56,6,31,13,13,8,0,14,11,12,10,17,6,0,15,15,14,38,0,17,0,0,5,22,12,18,23,6,0,24,12,19,0,25,22,18,0,8,18,0,15,0,0,0,20,19,13,0,12,13,26,21,8,0,31,12,14,0,0,0,15,26,13,26,16,16,0,11,24,9,5,10,16,0,27,0,29,20,45,0,9,34,99,0,0,17,12,0,33,0,31,8,8,23,57,21,7,0,34,0,19,0,53,13,0,5,32,0,43
2012-09-01,7,60,0,17,33,35,0,53,12,35,19,13,0,28,7,0,27,0,24,4,0,15,6,17,0,0,0,0,28,6,13,29,18,20,0,0,16,24,12,0,13,26,14,0,17,15,0,15,0,0,0,0,21,0,0,6,0,0,25,8,0,27,0,13,11,0,50,15,0,0,0,16,20,13,11,21,9,8,8,8,0,23,100,18,10,46,0,8,37,0,0,0,9,13,12,0,21,0,8,0,21,45,16,14,0,34,0,0,0,54,26,0,4,38,0,0
2012-10-01,0,60,0,18,37,34,16,57,8,30,0,12,8,0,20,20,20,14,11,0,7,42,9,12,0,27,12,0,0,8,18,32,17,28,11,0,8,19,18,0,12,34,10,0,10,19,0,14,0,20,0,19,24,12,28,6,0,0,23,0,0,21,6,12,5,0,0,21,0,0,0,30,20,12,20,36,8,5,9,15,7,16,0,11,19,46,0,12,45,0,10,0,16,0,0,0,10,0,15,12,34,50,13,7,0,41,0,18,0,50,40,0,3,24,30,0
2012-11-01,0,46,18,23,21,41,16,60,8,20,12,12,8,0,7,21,10,9,23,4,0,12,12,18,0,27,16,0,0,12,6,0,9,19,0,0,8,31,12,0,12,12,13,0,11,15,0,15,0,21,0,38,24,0,0,12,12,17,25,8,0,9,12,11,5,0,49,15,0,0,25,31,5,12,11,42,8,5,10,8,0,14,0,22,23,36,0,6,42,95,0,17,12,12,11,32,10,30,12,0,20,42,23,14,0,42,0,0,0,45,49,0,3,19,31,0
2012-12-01,0,56,18,14,18,37,0,46,6,25,12,13,0,27,18,0,11,19,17,0,0,21,9,18,38,0,8,0,0,9,20,18,0,14,0,0,24,0,14,0,11,20,21,0,0,15,0,15,0,0,0,20,25,0,0,12,0,0,32,0,0,10,6,12,0,6,0,20,25,0,0,35,5,12,18,39,0,8,15,20,10,27,0,11,20,65,15,9,37,0,0,0,19,25,11,32,10,0,0,0,34,67,29,14,0,43,0,19,0,56,25,0,5,30,31,0
2013-01-01,0,49,17,15,29,47,0,57,8,31,11,0,7,25,19,29,28,9,53,4,0,27,0,19,0,0,15,0,25,9,14,34,0,16,6,0,14,14,16,0,15,14,6,0,12,19,0,0,0,29,0,18,17,0,27,11,12,16,22,0,0,22,5,11,13,6,0,18,0,11,23,24,21,11,10,38,0,5,19,22,6,34,0,16,37,38,0,11,44,0,0,16,12,11,11,0,18,0,7,7,24,38,27,19,0,47,0,0,0,56,34,0,6,33,43,0
2013-02-01,14,55,14,25,44,32,0,55,12,23,26,0,8,28,7,11,19,10,36,4,0,9,19,16,39,0,14,0,0,13,6,41,9,20,12,0,12,8,20,0,21,9,10,0,11,11,0,0,0,0,28,21,26,0,31,12,26,30,26,0,22,19,0,13,13,0,0,10,0,0,26,14,29,13,22,24,9,6,16,8,7,28,0,12,14,46,15,13,37,0,0,19,9,0,12,0,0,0,8,9,22,53,16,18,0,34,0,69,0,57,34,0,4,31,0,0
2013-03-01,0,61,8,17,22,25,0,60,8,28,22,17,7,25,13,9,27,0,10,4,0,16,14,22,0,0,10,0,25,13,9,44,11,22,5,9,7,25,17,0,7,18,12,0,11,9,0,0,0,38,0,18,19,0,0,11,0,16,26,0,0,20,10,7,0,9,0,22,23,0,0,25,11,0,19,37,0,5,21,7,0,22,0,20,15,55,0,7,40,0,9,0,11,11,10,29,0,27,7,7,23,49,31,18,0,43,0,17,0,44,33,0,6,41,0,0
2013-04-01,6,50,8,20,65,47,0,62,7,29,33,11,7,0,12,9,15,13,60,0,0,18,8,20,33,0,7,0,0,12,19,27,8,28,5,9,24,24,20,0,22,19,14,0,11,25,0,0,0,19,0,0,29,0,0,10,11,15,31,7,19,16,9,10,0,0,0,15,0,11,0,31,16,11,14,21,7,7,18,10,6,32,0,10,18,51,0,5,39,0,0,0,9,0,10,0,9,0,7,7,30,51,35,15,0,57,24,17,0,51,44,0,9,39,28,0
2013-05-01,0,56,16,15,27,50,0,68,7,32,0,16,7,24,0,18,18,16,59,5,6,20,13,14,65,0,28,0,0,12,10,24,15,24,5,9,10,17,20,0,14,20,12,0,18,11,0,13,0,0,23,0,11,11,25,8,0,15,25,14,18,28,15,13,0,0,42,15,0,0,0,24,12,0,9,30,0,8,15,14,6,25,0,15,20,50,0,7,27,0,9,0,7,0,0,0,26,0,10,7,28,47,21,15,0,37,24,16,0,42,29,0,6,44,0,0
2013-06-01,6,54,8,18,37,43,0,65,10,40,16,11,7,23,6,18,26,8,20,0,0,20,8,12,0,24,11,0,24,15,7,13,0,23,5,9,7,14,17,0,19,19,24,0,7,15,0,26,0,0,0,0,27,0,0,5,22,15,36,7,0,21,5,29,0,6,0,13,0,0,22,23,17,11,16,32,0,5,22,14,12,25,0,0,17,43,0,5,31,0,0,0,13,0,10,0,30,0,7,7,29,70,25,18,7,51,0,49,0,50,37,0,4,38,0,0
2013-07-01,6,52,35,9,24,65,14,100,5,29,31,11,0,46,12,9,23,8,38,0,0,20,15,25,32,0,18,0,0,10,13,23,12,15,5,9,7,20,19,5,28,25,6,0,16,14,0,18,0,0,0,16,28,10,0,5,11,29,24,7,0,27,7,30,0,0,0,25,0,10,0,27,12,0,13,18,12,4,11,7,6,35,0,28,29,63,0,8,20,0,0,0,21,21,0,27,13,0,7,7,33,47,31,26,14,37,0,0,0,50,24,0,4,39,0,0
2013-08-01,0,70,27,23,32,47,0,72,9,35,21,14,7,23,15,9,19,20,29,0,6,10,8,5,31,0,14,0,0,13,13,20,15,25,5,9,20,39,16,0,7,29,12,0,14,15,0,24,23,18,0,16,45,0,0,15,0,22,32,7,17,38,5,11,0,11,41,25,0,0,0,23,9,0,15,23,0,6,15,23,6,32,0,19,25,44,0,13,21,0,8,0,12,10,19,0,33,0,7,7,29,64,26,14,7,26,0,16,0,53,45,26,6,42,26,35
2013-09-01,6,73,19,21,26,49,14,70,12,48,15,0,0,23,29,13,23,8,14,9,0,20,10,25,31,0,20,0,0,15,5,18,11,16,0,9,13,23,11,0,27,29,25,0,24,22,0,12,0,36,0,16,21,0,24,10,32,14,31,7,0,32,5,16,4,5,0,25,0,10,0,38,12,0,18,21,7,9,8,7,0,35,0,14,11,50,0,10,29,0,0,0,21,10,0,0,17,26,7,0,27,56,9,23,0,56,0,32,0,54,24,0,7,54,0,0
2013-10-01,8,60,15,16,20,48,0,66,11,34,15,30,6,22,11,17,21,15,36,7,0,23,17,12,30,0,6,0,0,10,16,27,0,33,14,0,22,28,16,0,13,31,19,0,11,23,0,12,0,59,0,16,26,0,0,12,30,14,32,6,0,11,9,16,0,5,78,21,0,10,0,17,14,0,17,42,0,4,15,6,0,21,0,9,21,57,12,10,55,38,8,0,13,10,0,0,8,0,0,13,30,70,17,19,13,42,0,15,0,43,49,50,4,40,0,0
2013-11-01,0,70,19,19,17,42,13,64,11,34,10,0,6,0,11,9,15,15,37,5,0,31,10,10,31,23,11,0,0,7,17,17,7,21,0,0,13,19,24,0,13,26,9,18,10,12,0,12,0,34,0,16,17,0,0,8,0,14,29,6,17,18,14,8,4,0,40,18,0,0,41,19,17,0,13,32,0,4,19,0,0,24,0,9,22,62,0,7,53,0,0,0,17,10,0,0,20,0,9,13,19,58,28,14,0,51,0,15,0,52,20,26,4,49,51,34
