date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boysenberries,Broccoflower,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Water Chestnuts,Watercress,Watermelon,Yams,Cassava
2009-04-01,0,64,29,24,0,24,0,44,26,10,0,0,0,23,33,0,0,0,12,0,0,0,0,26,15,19,100,0,17,0,0,21,0,17,33,23,37,0,67,20,76,32,0,24,18,33,0,0,85,0,0,0,0,0,0,0,27,32,0,36,36,32,0,25,0,0,37,0,0,22,0,0,0,24,19,47,18,0,21,29,17,19,33,0,12,27,34,0,61,0,39,55,0,0,24,25,32,0,37,0,23,100,26,17,19,0,0,28,37,0,0,37,55,0,0,0,9,0,0
2009-05-01,0,57,26,29,0,15,0,43,0,18,27,0,0,0,0,31,0,0,21,29,23,0,0,26,13,34,0,0,10,0,0,0,21,0,29,14,33,0,42,0,41,26,0,0,11,30,0,41,14,0,0,96,0,22,43,0,77,0,22,32,0,31,0,44,0,16,32,0,0,13,0,0,0,16,17,28,16,21,19,13,0,33,20,0,22,18,29,0,0,0,35,25,0,0,43,0,0,17,0,0,0,0,40,30,17,0,0,25,0,0,0,16,16,44,0,16,8,22,0
2009-06-01,0,40,13,43,0,18,0,27,0,23,0,0,27,0,0,31,0,0,25,29,23,33,0,26,13,17,89,31,10,0,73,12,20,0,0,10,0,0,6,17,0,22,32,28,29,30,0,27,14,0,0,0,0,22,0,23,48,0,22,0,21,17,0,0,0,16,98,0,0,26,0,29,0,32,25,31,0,21,44,35,31,17,20,0,0,16,37,0,27,0,47,6,0,0,21,0,29,0,33,0,0,0,29,22,0,29,83,25,0,0,0,16,24,0,0,16,19,17,0
2009-07-01,0,49,13,21,0,23,0,39,23,41,0,0,0,21,20,31,0,0,11,0,23,0,0,0,13,33,0,21,21,30,0,13,0,15,0,20,0,0,4,17,14,25,0,32,14,58,0,28,13,0,0,0,0,22,0,0,43,0,0,32,21,23,0,21,0,16,32,0,0,26,0,0,0,16,33,21,16,21,19,47,15,16,15,0,0,12,37,0,28,0,49,6,0,30,21,21,29,16,0,0,0,44,44,40,26,15,0,25,33,0,0,14,40,43,0,25,20,22,0
2009-08-01,0,65,20,41,12,9,0,37,22,39,51,0,25,0,14,59,0,0,30,0,22,0,0,25,37,16,0,46,16,0,0,12,19,0,27,0,31,0,4,0,26,18,0,46,21,0,0,52,18,0,0,0,0,20,0,0,41,0,21,60,50,16,0,21,21,0,31,0,0,43,0,0,0,20,31,49,31,20,30,29,0,16,56,0,10,0,44,0,0,0,44,0,0,0,27,21,0,31,0,0,0,42,9,28,22,21,0,24,31,0,0,15,31,41,0,0,20,42,0
2009-09-01,31,31,12,41,10,12,0,45,22,31,26,0,0,20,14,30,31,0,14,0,37,31,0,25,13,24,0,0,10,0,0,20,26,0,0,23,31,37,3,17,20,14,0,40,10,57,0,52,14,0,0,0,0,0,0,22,41,0,21,41,41,16,0,21,0,15,0,0,0,37,0,0,0,15,0,40,21,40,18,33,15,0,29,0,0,12,46,0,26,0,36,5,0,29,20,21,54,16,31,0,0,42,34,22,16,28,0,24,62,0,0,35,23,42,0,24,11,16,0
2009-10-01,31,28,18,34,46,23,0,48,0,17,0,47,0,0,0,0,0,0,27,0,22,0,0,27,12,0,0,39,0,0,0,0,19,43,0,29,0,0,2,16,0,21,0,30,14,0,0,25,22,0,0,0,0,20,0,0,27,26,0,30,40,43,0,21,0,15,31,42,0,33,0,0,0,25,47,20,23,20,18,25,15,0,21,0,20,11,47,0,34,0,28,5,0,0,40,31,0,0,0,0,0,0,43,19,16,23,0,35,0,30,0,34,0,41,0,0,23,0,0
2009-11-01,0,33,18,48,39,29,0,45,22,13,0,47,0,0,0,0,31,0,30,0,22,0,0,25,13,16,0,0,20,28,0,12,39,22,0,24,31,0,3,25,13,21,0,20,41,37,0,26,9,0,0,0,22,41,0,43,20,0,21,30,20,29,0,21,21,15,31,0,0,62,0,0,0,38,31,20,15,30,24,29,15,0,28,0,10,12,40,0,52,0,38,11,40,29,20,0,27,16,0,0,20,42,31,29,16,21,0,0,31,0,0,55,0,41,0,21,24,16,0
2009-12-01,0,22,34,35,23,30,0,40,25,40,0,0,0,0,16,0,0,0,34,0,25,0,0,28,14,0,0,0,19,0,0,22,33,41,0,51,35,0,3,19,14,16,0,23,47,32,0,29,10,0,54,0,0,0,0,24,31,30,0,0,30,37,0,24,0,34,0,0,0,71,0,0,0,52,0,22,26,0,20,33,17,18,16,0,18,20,56,0,0,0,27,0,0,33,34,46,0,18,0,0,22,0,53,24,18,40,0,36,0,0,0,41,26,0,0,18,18,18,0
2010-01-01,0,32,75,32,8,15,0,32,46,49,44,0,0,0,15,60,0,0,37,0,30,32,0,17,21,16,0,0,27,0,0,28,20,15,0,30,32,0,4,25,13,28,0,42,18,44,0,0,22,0,50,0,0,21,0,22,14,0,43,0,31,52,0,0,0,15,47,0,0,30,82,28,0,58,0,42,24,20,19,32,15,0,29,0,71,12,54,0,0,55,29,0,42,30,21,21,28,22,0,0,20,44,42,30,42,34,0,24,0,0,0,39,24,0,0,33,38,16,0
2010-02-01,0,40,72,43,16,28,0,35,0,41,54,0,0,41,30,0,0,0,32,0,23,33,0,17,13,17,0,0,15,0,0,21,21,38,29,25,0,0,4,17,14,16,0,21,11,0,0,54,19,0,0,0,23,0,0,68,21,28,0,32,21,27,27,0,0,0,0,0,0,22,0,29,0,40,33,21,40,84,19,33,0,16,54,0,25,12,34,0,0,0,25,14,0,0,21,0,0,33,33,0,0,44,26,40,26,15,0,25,33,0,0,54,16,0,0,16,33,0,0
2010-03-01,28,46,33,37,0,24,0,25,0,16,23,43,0,0,26,26,0,0,15,0,59,0,0,37,17,14,0,0,0,0,0,18,18,13,0,32,28,0,6,15,41,16,0,0,19,26,73,23,20,0,0,0,20,19,0,19,19,24,0,56,18,20,0,0,0,0,0,0,0,45,0,25,0,35,14,36,19,24,33,19,20,0,32,0,12,10,32,0,23,48,49,27,0,0,36,19,25,21,0,0,18,0,25,22,15,13,0,29,0,0,0,45,14,37,0,14,21,14,28
2010-04-01,0,48,16,27,0,26,0,42,0,34,0,0,0,0,14,29,62,0,17,0,29,0,0,16,12,15,83,29,14,0,0,23,51,14,27,32,30,0,31,33,25,30,0,19,10,27,0,25,23,0,0,0,0,0,0,0,27,0,20,29,39,37,0,0,0,29,0,0,0,18,0,0,15,30,23,19,23,39,29,24,29,0,27,0,0,15,29,0,0,0,57,30,0,0,39,0,0,31,31,0,0,0,42,41,37,21,0,23,0,0,0,37,23,40,0,0,19,0,0
2010-05-01,0,66,18,56,11,19,0,37,0,36,0,43,0,18,0,0,0,0,28,0,33,0,0,25,0,14,0,18,9,0,0,11,18,13,0,31,0,33,46,75,27,30,0,0,16,0,0,23,22,0,0,55,20,37,0,0,37,24,19,55,18,16,0,19,0,21,0,0,0,45,0,25,0,28,14,18,14,0,16,19,27,0,32,0,9,21,35,0,0,0,53,24,0,0,18,28,25,57,29,0,0,0,48,30,39,0,0,22,0,0,0,24,14,0,0,14,12,0,0
2010-06-01,29,42,52,39,7,17,0,42,21,37,0,0,0,0,20,0,0,0,26,26,31,0,0,39,18,15,82,0,0,0,0,11,18,14,0,14,0,0,9,23,0,26,0,28,10,26,0,0,13,0,0,0,0,0,0,20,30,0,20,29,28,24,24,39,0,14,29,0,0,23,0,0,0,24,30,57,14,19,34,27,14,15,20,0,15,0,32,0,0,0,56,5,0,0,29,19,0,0,0,0,19,0,31,31,26,13,0,22,29,0,0,14,37,0,0,29,15,35,0
2010-07-01,29,58,11,19,7,21,0,34,21,33,0,0,0,19,27,27,29,0,13,26,31,0,0,31,23,15,80,0,9,0,0,22,18,14,0,9,0,0,4,23,12,23,0,37,13,53,0,24,13,0,0,0,0,29,0,0,30,50,19,66,19,20,0,19,19,0,29,0,0,58,0,51,0,14,15,28,19,37,17,27,14,14,40,0,0,11,39,0,0,0,55,5,0,0,19,0,75,0,0,0,0,0,46,27,20,13,0,22,29,0,0,25,14,0,0,0,15,24,0
2010-08-01,0,49,35,41,7,18,0,40,0,30,0,0,0,17,12,25,0,0,20,0,19,0,0,33,27,27,0,0,17,0,0,15,17,0,0,11,0,0,1,35,0,18,0,0,9,36,0,34,8,0,0,0,0,44,0,19,55,23,30,26,34,0,0,27,18,0,53,0,0,27,0,0,0,17,0,43,27,26,15,18,13,0,12,0,9,10,39,0,22,0,55,0,34,0,34,18,23,27,0,0,0,0,37,18,21,24,0,31,27,0,0,21,20,0,0,13,7,20,0
2010-09-01,0,33,27,30,17,8,0,31,0,23,23,0,23,0,25,0,0,0,27,0,52,0,0,36,17,14,0,18,0,25,0,10,26,0,48,14,27,0,2,59,23,16,0,24,12,25,0,0,12,0,0,0,0,18,0,0,12,24,18,41,45,19,0,0,0,27,55,0,42,40,0,0,0,32,0,35,18,18,32,22,13,0,38,0,9,10,50,0,23,0,33,0,0,0,24,0,24,14,0,0,0,0,33,32,29,0,0,21,27,0,0,31,27,0,0,18,19,28,28
2010-10-01,0,33,28,44,62,32,0,34,20,24,24,44,0,0,13,27,0,0,9,26,40,0,0,30,0,59,0,0,9,0,0,22,18,20,25,51,29,0,3,30,12,28,0,37,25,0,0,24,8,0,45,0,0,19,0,30,21,0,19,42,49,33,0,0,0,28,28,39,0,23,0,0,0,28,14,0,28,0,17,30,20,0,26,0,9,0,51,0,47,0,52,0,37,0,49,19,50,14,0,0,18,38,31,22,15,19,0,55,43,0,0,30,14,0,0,22,17,19,0
2010-11-01,0,39,11,38,33,24,0,38,0,32,35,0,0,0,26,27,0,100,22,0,71,28,0,15,23,15,0,27,24,0,0,11,36,13,0,45,28,0,4,46,0,14,0,18,25,26,0,0,8,0,0,0,0,0,0,40,38,0,29,28,37,27,23,19,0,84,57,0,0,19,0,0,0,37,15,18,24,0,16,23,14,0,72,0,9,11,43,0,59,0,41,0,36,40,31,19,25,15,29,20,18,0,43,0,15,48,0,29,0,0,0,53,24,38,0,14,24,14,0
2010-12-01,0,30,50,42,43,27,0,34,23,77,27,0,0,0,15,30,32,0,35,0,45,0,0,23,32,0,0,62,24,0,0,30,27,37,0,43,32,0,3,26,22,38,0,21,25,58,84,54,14,0,0,0,0,0,0,34,23,28,54,31,21,34,0,32,21,63,32,0,0,30,81,28,0,21,16,21,26,20,28,26,20,0,22,0,16,18,57,0,0,0,63,6,0,0,52,21,0,0,32,0,21,0,74,0,0,58,0,49,0,0,0,77,16,0,0,0,16,16,0
2011-01-01,21,27,94,27,8,33,0,55,15,55,26,0,0,26,25,20,0,0,29,0,29,21,0,16,8,21,0,20,13,0,0,29,26,48,0,45,0,24,2,11,23,21,0,27,18,37,0,34,10,0,0,0,15,0,0,0,18,0,21,0,47,34,0,14,0,10,41,28,0,49,0,27,0,44,21,13,48,26,24,25,13,0,19,0,27,19,46,0,0,0,48,7,26,19,13,18,36,26,21,0,20,28,49,35,54,23,0,47,31,0,0,55,10,27,0,0,35,0,21
2011-02-01,0,46,49,0,5,20,100,25,0,62,17,32,17,20,9,20,21,0,18,0,34,21,0,17,17,11,0,0,7,19,0,32,0,39,19,37,0,0,3,33,20,16,0,27,12,38,0,17,12,0,0,41,0,0,0,22,12,0,14,40,27,19,17,0,14,20,20,0,0,19,0,24,0,44,11,27,31,31,12,19,10,0,9,0,21,8,36,0,34,0,47,8,27,0,27,14,18,25,21,0,0,0,46,0,33,9,0,24,0,0,0,58,14,0,0,10,46,11,0
2011-03-01,17,50,23,12,4,23,0,36,12,42,15,0,0,11,16,17,0,0,11,0,31,0,0,28,11,9,0,0,6,0,0,27,44,12,0,24,17,0,21,23,58,26,17,11,18,26,0,22,42,0,0,34,0,24,0,24,21,15,12,17,19,31,14,12,0,0,35,24,0,42,0,23,0,23,9,11,46,60,20,16,22,0,13,0,14,9,39,0,29,30,53,32,0,16,23,12,16,18,0,0,0,24,28,21,31,11,0,22,0,0,0,60,13,23,0,17,27,0,0
2011-04-01,19,85,17,38,6,27,0,38,27,51,16,0,16,0,17,18,0,0,34,0,36,19,0,30,15,19,52,12,6,0,0,12,20,18,17,12,19,0,76,35,50,17,19,24,15,26,0,16,73,0,0,0,0,38,0,26,22,16,19,19,20,16,0,25,13,9,19,0,0,20,0,0,0,41,19,30,22,12,44,25,24,10,32,0,13,11,33,0,24,33,42,100,0,0,37,0,42,19,0,0,0,26,36,29,33,0,0,15,0,0,0,33,16,25,0,29,16,0,0
2011-05-01,17,73,15,49,6,11,0,41,0,43,14,0,0,0,8,0,0,0,20,30,32,17,11,15,20,13,0,11,5,0,38,6,14,8,0,16,0,0,34,54,18,30,17,11,9,23,0,42,23,0,0,33,0,19,22,24,47,15,11,25,26,24,0,23,0,8,17,0,0,41,0,0,0,17,9,11,20,11,39,29,12,0,26,0,11,0,33,0,14,0,61,19,0,16,27,11,15,17,17,0,22,23,41,39,24,15,0,26,0,0,0,20,13,23,0,13,9,17,0
2011-06-01,18,66,14,39,4,20,0,53,25,22,15,0,0,0,0,17,17,0,29,23,29,0,0,22,31,18,0,0,8,0,0,10,0,0,16,11,0,20,7,14,11,36,0,26,26,16,0,0,8,0,0,0,0,31,0,12,26,15,16,26,28,18,0,12,0,9,35,24,0,33,0,0,0,14,13,41,23,22,25,19,8,0,28,0,0,16,39,0,22,0,53,3,0,0,17,0,38,9,0,12,0,0,53,86,21,16,0,20,18,18,0,9,9,0,0,17,13,40,0
2011-07-01,0,57,25,27,4,16,84,40,12,47,0,0,0,0,0,17,0,0,23,16,25,0,0,37,19,13,0,11,6,0,0,7,22,12,16,16,17,0,3,19,0,27,0,49,12,16,0,15,30,0,0,0,0,17,0,25,31,15,12,46,23,12,0,12,0,9,0,0,0,26,0,0,0,37,31,41,20,0,10,26,14,0,20,0,6,19,57,0,15,30,55,3,0,0,34,12,31,9,0,13,0,0,32,81,31,20,67,27,26,0,0,16,15,0,36,27,12,56,0
2011-08-01,0,52,16,32,4,26,77,57,0,37,27,0,0,0,7,15,16,0,23,0,29,16,0,51,20,12,0,21,10,0,0,18,0,23,0,12,16,0,3,52,0,22,16,24,14,22,0,22,12,0,0,0,12,11,21,17,52,14,0,16,28,28,0,11,11,8,16,0,0,24,0,14,0,26,20,45,16,10,14,21,15,0,17,0,0,9,46,0,13,0,61,6,0,0,26,11,19,12,16,0,10,22,44,32,20,29,0,17,16,16,0,25,13,21,33,24,4,41,0
2011-09-01,17,44,15,22,10,28,79,64,18,42,14,0,0,0,0,26,17,0,16,0,47,0,11,20,30,21,0,21,21,0,0,13,14,0,15,28,17,20,3,22,0,24,0,27,15,52,0,14,10,0,0,0,0,11,43,29,34,14,11,41,50,15,0,11,11,8,33,0,0,24,0,0,0,35,13,16,14,11,14,42,12,0,20,0,11,12,56,0,28,0,48,4,21,15,27,11,14,0,0,0,0,0,53,15,26,11,0,17,25,0,95,29,14,22,0,17,14,31,0
2011-10-01,16,42,17,43,42,40,0,43,11,32,13,25,0,10,7,31,16,0,28,0,38,16,0,13,10,21,0,16,15,0,0,10,10,11,14,29,0,0,3,30,11,28,0,31,25,24,0,13,19,0,0,0,0,32,21,11,19,14,22,16,35,43,0,32,0,12,49,22,0,19,0,14,0,19,12,14,29,14,9,15,12,0,15,0,5,6,54,0,14,0,59,3,0,23,17,0,28,16,0,0,10,33,52,30,17,20,0,25,16,0,0,53,12,32,0,12,14,12,0
2011-11-01,0,34,19,40,52,34,0,42,12,53,14,0,0,10,19,23,0,0,32,15,19,0,11,17,15,8,0,14,12,0,0,17,20,42,44,58,0,0,3,22,14,22,24,21,19,15,43,34,17,0,0,0,12,11,0,17,26,28,11,16,32,40,0,11,0,16,16,22,0,22,0,14,8,27,25,10,49,10,10,41,16,0,40,0,11,30,52,0,14,0,37,3,0,0,46,16,14,11,0,0,11,22,33,28,13,40,0,50,16,16,0,43,12,22,0,8,14,12,0
2011-12-01,18,22,37,31,40,51,0,36,0,35,14,27,0,11,24,28,0,0,36,16,12,18,0,9,24,9,0,11,30,0,0,31,44,33,16,40,17,0,4,28,29,34,0,11,27,32,0,15,14,0,27,0,0,23,23,0,15,30,24,17,27,57,0,24,12,17,17,0,0,21,0,16,0,49,18,23,46,0,10,49,8,0,21,0,20,24,56,0,15,30,63,0,0,16,19,19,0,18,0,0,11,48,48,22,27,50,0,31,0,0,0,47,15,23,0,13,18,12,18
2012-01-01,16,38,90,25,13,46,0,39,11,64,20,0,13,10,22,26,0,0,33,14,23,16,0,23,23,21,0,0,22,0,0,41,14,42,29,44,0,0,3,47,23,24,16,16,7,44,0,22,9,0,0,32,0,11,0,11,14,14,16,0,24,23,0,21,22,12,24,44,0,30,0,28,0,48,29,21,69,26,38,45,20,0,34,0,43,12,53,0,20,42,48,6,0,25,26,16,14,30,16,0,10,22,40,30,17,27,0,41,16,0,0,63,13,21,0,8,41,8,0
2012-02-01,16,39,67,25,6,50,0,46,11,62,27,0,13,0,11,0,16,0,34,0,35,0,0,20,7,21,0,10,10,15,0,35,17,34,14,34,0,0,3,9,31,17,16,16,14,54,0,32,14,0,25,0,0,11,0,17,12,28,16,16,31,26,13,0,0,8,40,0,0,28,0,0,8,43,16,16,37,24,19,26,15,0,44,0,45,12,53,0,13,0,43,6,42,15,26,11,14,19,16,0,10,0,29,15,28,10,0,37,0,0,0,54,16,21,0,16,34,0,16
2012-03-01,14,61,24,16,7,38,0,47,10,43,24,22,0,9,10,27,0,0,31,0,34,0,0,25,10,7,0,9,7,13,0,24,27,10,0,24,22,0,9,31,50,17,14,9,11,48,0,18,21,0,0,0,21,0,38,20,13,12,14,21,19,30,12,10,0,7,0,20,22,29,0,13,0,31,22,12,41,52,20,21,14,0,44,0,8,5,43,0,12,25,45,35,0,0,25,10,13,17,0,0,18,0,45,22,35,9,0,11,14,0,0,52,14,0,30,15,22,7,0
2012-04-01,23,75,16,30,6,23,0,46,32,47,13,0,12,10,12,22,0,0,22,14,43,0,0,16,6,23,42,0,10,0,0,10,29,21,13,17,0,0,64,24,65,19,0,10,20,27,0,13,40,0,23,0,0,40,0,21,11,13,10,30,25,27,13,10,0,7,15,0,0,26,0,0,7,28,19,33,35,15,18,38,11,0,16,0,10,6,43,18,13,0,74,52,0,28,30,0,18,12,15,0,0,21,31,28,32,14,0,27,31,0,44,36,15,20,0,15,10,8,0
2012-05-01,14,57,13,24,3,22,0,51,10,50,15,21,0,0,9,52,14,0,22,12,29,0,9,41,17,14,38,13,9,13,0,17,23,26,12,16,14,0,45,44,19,32,0,18,9,17,0,11,46,0,0,27,10,18,0,26,20,24,12,34,33,29,0,9,9,0,27,0,0,27,0,0,7,34,7,29,32,9,16,13,20,14,17,0,9,8,50,16,0,24,65,13,18,0,36,12,24,0,14,0,9,19,59,25,38,12,0,18,14,14,0,25,16,18,0,14,9,9,14
2012-06-01,0,46,23,22,4,18,0,38,10,53,12,0,0,0,7,0,14,0,22,26,52,15,0,27,12,11,0,0,5,13,0,11,9,7,13,12,15,0,11,42,21,25,0,14,15,26,0,0,22,0,0,0,0,14,0,30,25,25,16,47,34,17,12,10,10,11,29,20,22,29,0,25,0,26,26,37,26,0,14,27,21,15,26,0,10,7,51,0,18,0,73,4,19,14,22,19,32,10,0,10,14,0,58,58,25,15,0,30,14,0,42,19,14,0,0,12,11,46,0
2012-07-01,14,45,18,25,5,13,0,36,0,34,12,0,0,9,13,26,14,0,32,12,40,0,0,32,24,7,0,9,4,0,0,9,9,16,12,17,0,0,4,48,12,24,14,21,14,21,0,46,12,0,0,0,0,15,0,19,27,24,12,41,24,13,0,23,9,10,28,38,0,32,0,0,0,34,14,33,25,18,12,13,7,0,25,0,5,8,54,0,0,0,77,6,18,20,33,12,18,11,14,20,9,0,48,53,29,13,0,37,14,0,40,26,17,28,0,7,7,52,0
2012-08-01,0,45,19,35,3,24,0,40,14,37,27,0,0,8,6,19,13,47,32,12,31,0,9,37,50,10,0,8,4,0,0,20,8,15,0,21,13,0,5,42,13,24,13,21,15,24,0,22,10,0,0,0,19,17,17,34,27,23,9,13,28,23,0,13,9,6,19,18,0,39,0,0,6,43,13,59,15,8,13,23,6,7,20,0,11,5,68,0,26,0,73,2,17,12,17,13,15,7,27,0,13,36,46,32,7,6,0,34,13,0,0,26,13,0,27,13,20,49,13
2012-09-01,20,52,12,24,9,28,64,54,16,65,11,0,11,9,8,26,0,0,37,12,39,14,0,41,20,10,0,17,13,0,0,14,11,13,0,42,27,0,4,47,11,21,0,15,23,41,35,34,12,0,0,0,15,9,18,25,18,18,12,31,47,32,0,18,0,10,13,18,0,36,0,12,0,31,24,22,31,13,18,25,9,0,19,0,5,5,75,0,17,0,59,0,0,13,20,9,36,21,14,10,17,18,67,33,14,10,0,31,14,0,0,34,13,36,0,11,21,18,14
2012-10-01,13,43,15,57,62,41,0,50,18,51,27,0,0,8,18,41,13,0,42,0,36,0,0,43,29,10,0,25,9,0,0,8,11,21,11,44,13,30,3,41,8,17,0,36,10,27,0,11,17,0,0,0,0,11,0,24,15,11,17,21,41,45,11,9,17,25,19,26,0,24,0,0,6,36,20,33,32,11,10,37,21,0,35,0,11,19,55,0,0,0,48,2,33,12,28,9,22,13,0,0,12,26,64,22,20,23,0,33,17,0,0,43,17,17,0,11,21,13,0
2012-11-01,13,37,19,29,65,26,0,47,19,43,11,20,0,0,9,46,13,0,35,12,31,0,9,33,28,14,36,17,6,0,0,22,14,46,0,47,13,15,3,46,13,23,13,37,15,28,0,15,10,0,0,0,0,9,17,15,17,0,9,26,20,34,11,9,9,16,13,0,0,26,0,17,0,41,27,20,31,9,8,33,10,0,38,0,9,24,56,0,0,0,47,2,0,25,23,22,12,18,13,9,14,18,66,22,12,54,34,44,0,0,76,39,13,35,0,13,21,10,0
2012-12-01,0,39,49,15,60,55,0,40,10,75,19,0,0,0,25,22,14,0,31,0,46,0,0,35,47,18,38,9,25,0,0,9,32,55,12,26,14,16,3,45,9,37,19,0,14,51,0,47,15,0,0,0,20,9,36,33,12,24,19,0,45,49,11,28,9,0,28,19,0,22,0,24,0,58,18,15,39,9,12,47,10,0,28,0,30,17,55,0,23,0,38,0,18,17,36,25,29,24,14,0,9,19,63,15,17,93,35,25,14,14,40,50,14,19,0,7,26,7,0
2013-01-01,13,33,76,20,10,36,0,51,18,95,27,30,16,8,33,24,26,0,44,0,40,13,0,18,28,23,0,14,20,0,0,60,0,39,11,38,19,15,3,62,16,19,0,33,9,70,0,22,15,0,20,0,9,9,0,24,15,11,9,19,20,66,11,13,9,6,13,0,0,15,0,19,0,47,13,22,68,21,17,36,18,0,33,32,85,24,54,0,32,33,46,2,17,12,28,9,23,33,26,0,8,0,67,24,43,25,33,30,13,13,0,69,17,17,0,17,49,7,0
2013-02-01,0,50,54,22,3,37,0,49,10,74,11,21,0,9,18,13,14,0,37,12,48,14,0,31,20,17,37,9,7,0,0,53,14,57,12,49,13,0,3,39,15,25,13,22,38,24,0,23,9,0,0,0,10,9,35,23,16,16,9,0,32,39,0,9,9,0,27,0,0,20,0,16,0,49,7,9,47,26,23,30,11,0,29,33,40,8,46,0,23,23,55,6,0,0,23,9,28,14,27,14,9,18,35,17,33,6,34,28,13,0,39,84,9,36,28,14,48,0,0
2013-03-01,12,70,21,23,4,34,0,41,13,48,29,18,10,0,13,19,12,0,37,11,31,12,0,29,24,18,0,8,6,0,0,36,30,44,10,43,0,14,9,34,56,17,0,15,30,57,0,10,15,0,0,46,0,8,0,30,19,10,8,12,15,26,0,16,8,6,17,0,0,30,0,21,0,41,15,15,60,40,18,34,22,0,34,29,12,7,46,0,13,20,69,24,0,11,20,13,14,12,0,0,8,32,51,22,64,5,30,36,0,0,33,74,18,32,0,10,32,12,0
2013-04-01,0,87,17,28,6,34,0,45,8,44,15,0,10,7,13,18,0,0,41,11,47,0,0,29,23,18,0,15,4,11,0,18,18,16,17,29,12,0,58,43,52,35,0,11,14,39,0,29,34,0,18,0,13,13,0,33,17,30,10,42,30,33,10,8,12,11,69,0,0,31,0,0,0,50,12,32,35,7,14,19,20,6,23,0,6,4,52,0,15,0,98,44,0,11,18,13,14,12,0,17,10,16,49,29,41,27,30,27,12,0,0,44,9,16,0,14,21,6,0
2013-05-01,0,80,15,55,4,18,0,49,8,49,9,0,9,0,15,27,0,0,31,17,45,11,7,40,33,31,0,7,7,0,25,11,14,21,10,26,11,0,45,42,31,35,0,12,7,24,29,14,22,0,0,22,0,32,0,50,18,34,8,29,19,14,0,22,0,11,17,0,0,40,0,0,0,22,31,34,33,10,16,16,13,8,31,28,4,10,43,0,19,0,84,27,15,11,31,7,15,9,0,8,7,15,72,53,31,7,0,29,11,11,0,33,13,15,0,17,17,19,11
2013-06-01,11,71,22,66,6,14,0,58,8,49,19,18,10,7,9,22,23,0,29,10,41,0,8,35,34,24,32,7,4,0,0,15,15,11,0,23,0,14,13,49,10,37,11,20,10,31,0,24,8,0,0,0,8,31,0,56,30,10,8,53,22,24,0,23,8,0,11,31,0,37,0,10,0,38,29,52,19,7,7,28,16,6,26,0,4,4,60,0,24,0,82,4,0,11,20,15,24,6,17,8,7,0,39,53,46,9,0,30,17,0,0,33,11,15,0,12,15,29,0
2013-07-01,22,64,17,42,3,17,0,63,8,50,9,0,9,7,10,32,11,79,33,20,74,0,0,37,40,14,0,7,11,0,0,13,16,16,10,17,11,0,4,42,5,30,0,41,17,20,0,25,10,0,17,0,0,34,0,44,29,19,19,25,31,20,0,22,0,8,17,0,0,28,0,0,0,40,48,45,28,14,6,28,5,0,27,0,7,0,55,0,23,19,81,2,14,0,26,10,15,14,11,0,7,15,54,84,41,15,28,34,22,0,0,24,17,22,0,11,21,45,11
2013-08-01,22,55,10,26,7,28,0,60,15,35,9,50,0,7,10,26,11,38,51,10,38,0,7,36,32,17,0,7,9,0,0,12,7,13,14,22,11,13,2,61,10,25,0,23,20,26,0,18,14,0,17,0,0,21,0,58,21,14,15,32,37,38,0,25,0,10,27,15,0,26,0,0,0,32,16,42,30,21,17,39,24,0,34,0,8,11,62,0,12,0,61,0,14,10,26,10,32,11,11,0,0,15,53,58,32,10,28,30,11,11,0,24,14,29,0,5,24,42,0
2013-09-01,11,50,9,24,20,40,0,58,12,40,14,0,0,0,12,21,0,0,42,15,28,0,0,32,29,31,0,28,3,0,0,14,9,23,19,51,44,0,2,58,5,30,0,28,13,59,29,18,14,0,0,0,8,11,0,43,14,19,10,25,31,45,0,18,7,11,11,0,0,42,0,10,0,38,28,28,23,14,13,30,16,0,30,0,4,10,68,0,15,19,55,5,0,10,19,0,19,6,28,0,14,15,79,35,17,21,28,45,16,0,0,31,11,22,0,11,14,7,0
