date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Iceberg Lettuce,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava,Zucchini Squash
2009-06-01,0,28,0,27,0,0,37,0,15,13,0,0,47,0,0,0,11,91,45,0,0,12,0,0,21,27,0,0,0,0,0,34,13,0,15,0,0,0,63,16,13,0,15,0,0,19,14,0,60,0,18,0,28,13,0,0,17,100,15,0,0,22,0,10,0,0,0,65,0,0,0,6,0,0,0,0,15,19,0,16,0,0,0,11,0,0,13,0,0,0,14,0,0,0,0,21,0,0,11,0,20,13,0,0,0,16,27,0,17,20,0,0,0,0
2009-07-01,0,15,16,14,0,11,41,0,8,14,0,0,0,48,0,0,0,96,0,0,0,15,0,0,22,21,0,0,0,0,0,24,13,0,15,0,0,0,0,17,26,0,15,0,0,0,15,0,0,0,19,0,0,0,0,0,0,0,0,0,0,78,0,13,0,0,36,0,0,0,0,0,0,0,0,0,15,13,0,8,0,21,0,11,0,0,14,0,15,0,15,0,0,0,0,0,0,0,0,13,24,0,39,0,0,17,28,0,0,25,0,0,0,28
2009-08-01,100,17,21,21,7,33,34,0,19,0,0,0,0,0,0,0,16,0,0,0,27,15,0,0,0,21,0,14,0,0,14,23,13,0,15,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,13,0,6,0,14,0,36,30,13,0,11,0,21,0,27,0,64,13,17,0,0,14,11,0,0,0,0,0,0,11,0,14,13,0,0,0,16,34,0,17,16,0,0,0,0
2009-09-01,0,26,15,13,0,0,35,0,7,0,16,0,0,0,0,0,20,0,21,0,0,36,0,0,20,19,0,13,0,0,0,32,12,0,0,0,59,42,59,15,12,13,27,0,0,0,13,0,55,0,28,0,0,12,0,0,16,0,14,16,0,41,20,4,0,0,32,0,0,0,7,12,34,9,0,33,14,0,0,22,0,19,0,40,0,0,29,0,14,61,0,0,0,0,0,0,0,0,10,0,19,24,34,0,0,22,0,19,16,7,0,0,0,25
2009-10-01,0,28,0,25,0,20,27,0,7,18,0,0,0,0,0,0,10,0,0,0,24,31,0,14,0,34,0,13,0,0,0,21,0,0,26,0,0,0,0,0,12,13,14,0,0,0,0,0,0,0,43,0,0,12,0,0,16,0,13,0,0,13,0,13,0,19,32,0,0,11,6,15,0,17,0,0,13,0,0,7,0,0,0,14,0,0,28,0,0,0,0,0,0,0,29,0,0,0,10,12,12,0,34,0,50,0,12,0,0,11,0,0,0,0
2009-11-01,0,41,15,0,7,11,21,0,25,13,0,0,0,22,0,26,26,0,0,0,0,24,26,14,0,53,0,35,0,0,13,33,13,22,14,0,0,0,0,16,12,0,14,23,37,0,28,0,0,0,46,0,0,25,0,0,17,0,0,0,0,14,0,5,0,21,0,0,0,19,7,9,0,0,0,0,0,12,0,10,0,0,0,46,0,0,26,17,0,0,14,0,0,0,0,0,0,0,21,0,22,0,54,0,0,0,26,0,0,13,0,0,0,0
2009-12-01,0,41,34,35,7,12,45,0,8,15,0,50,0,25,0,0,12,100,25,0,58,27,59,0,0,11,0,15,0,0,15,0,0,0,16,0,0,0,0,0,14,16,0,26,0,0,16,0,0,0,26,0,0,0,0,0,13,0,0,0,0,0,0,11,0,23,0,0,0,0,0,12,0,15,42,0,16,14,0,9,0,23,0,12,0,0,20,0,0,0,16,0,0,0,0,0,0,0,12,14,25,0,41,0,61,0,15,0,0,14,23,0,0,0
2010-01-01,0,34,23,35,0,16,29,0,11,13,0,0,0,0,0,0,16,0,0,0,0,21,0,0,20,26,0,21,0,0,13,22,12,0,14,0,0,0,62,15,33,0,0,35,0,0,23,0,0,0,37,14,0,12,0,62,22,0,0,0,0,0,20,5,0,41,0,0,0,0,7,6,36,12,37,34,29,12,0,8,0,0,0,15,0,0,21,0,0,0,14,0,0,0,0,0,64,0,21,0,26,12,36,0,0,0,26,20,0,23,0,0,0,0
2010-02-01,95,16,0,33,7,10,50,0,7,0,0,0,46,0,0,0,10,88,22,0,0,21,0,14,0,30,0,0,0,0,13,22,25,0,14,0,62,44,0,15,12,0,21,23,0,18,23,0,0,0,55,0,0,0,0,0,11,98,0,0,26,0,0,7,0,0,0,0,0,0,7,12,0,33,0,0,14,0,0,8,0,40,15,26,0,0,13,0,0,0,14,11,0,0,0,0,64,0,21,24,13,12,36,0,0,0,26,0,0,8,20,0,0,0
2010-03-01,0,27,21,18,0,19,33,0,13,12,0,0,42,20,0,0,19,0,0,0,0,19,0,0,18,18,0,13,0,0,0,20,0,0,0,0,0,0,0,14,17,13,13,21,0,0,37,0,0,0,42,0,0,0,67,0,20,0,0,0,0,13,0,8,94,0,0,0,0,23,6,6,0,12,0,31,17,11,0,14,0,0,14,9,0,0,27,0,0,57,13,0,0,0,0,0,0,0,9,11,18,22,33,0,0,14,36,18,0,16,0,0,0,24
2010-04-01,0,22,0,0,13,10,36,0,7,12,0,0,0,21,0,0,20,0,0,0,0,22,24,0,19,16,0,13,0,0,0,0,0,0,13,0,0,42,0,15,12,13,0,0,0,17,20,0,0,0,49,0,0,12,70,0,31,0,14,0,0,14,19,9,0,0,32,0,0,12,7,9,0,9,35,0,14,12,0,7,0,0,15,20,0,59,16,0,14,0,13,0,0,34,0,0,61,0,10,0,31,12,34,12,0,15,12,19,0,22,19,32,0,0
2010-05-01,0,41,29,12,6,10,53,0,7,0,0,0,44,0,12,0,10,0,21,0,0,22,24,27,19,23,0,0,0,100,0,41,12,0,20,0,0,0,0,0,29,0,0,22,0,17,13,0,0,0,27,0,0,0,0,0,0,0,0,16,0,13,0,13,0,0,0,0,0,12,0,18,0,14,0,32,13,0,0,14,0,0,0,14,0,0,16,15,0,0,13,0,0,0,0,0,0,0,16,0,12,0,0,12,0,14,12,0,0,7,0,0,0,0
2010-06-01,0,29,0,25,0,10,27,0,7,13,17,0,0,0,0,25,20,0,0,0,0,23,0,0,0,19,0,13,0,0,0,21,0,21,14,0,0,0,60,0,18,13,14,0,0,0,13,0,56,0,28,0,0,12,0,0,32,0,0,17,0,37,0,15,100,20,0,0,0,12,7,9,0,9,0,0,14,12,0,22,0,0,15,10,0,0,0,0,14,0,0,11,0,0,0,0,0,0,17,0,13,12,0,0,0,0,26,20,0,22,0,0,0,0
2010-07-01,95,31,0,13,6,0,57,0,7,13,0,43,45,22,0,0,10,0,22,0,51,17,0,0,0,29,0,0,0,0,0,43,12,0,14,0,0,0,60,15,12,0,0,0,0,18,13,0,0,0,23,0,0,0,0,0,0,0,0,17,0,42,0,17,0,20,0,0,0,12,7,18,0,9,0,0,28,0,0,8,0,20,0,50,0,0,8,0,0,0,14,0,0,36,0,0,0,0,20,12,0,24,0,0,0,0,65,20,0,23,20,0,0,0
2010-08-01,88,23,0,12,0,10,40,64,0,0,0,0,43,0,11,0,0,0,0,0,0,28,24,13,0,37,0,13,0,0,0,20,23,0,0,0,0,41,0,14,23,0,13,21,0,17,13,0,0,79,19,13,0,0,0,58,15,0,0,16,0,26,0,9,0,0,0,0,0,35,0,10,33,17,34,0,13,0,67,0,0,19,0,0,0,57,0,15,0,0,0,0,34,33,29,0,0,0,0,11,20,11,0,12,0,0,12,0,0,12,0,0,0,0
2010-09-01,0,31,0,16,0,0,37,62,11,0,0,0,42,20,0,0,9,0,0,0,24,21,23,0,0,36,0,12,0,0,0,33,0,0,0,0,0,0,55,14,22,13,0,21,0,16,12,0,0,77,28,0,0,0,0,56,30,0,13,0,0,0,0,6,0,18,0,0,0,17,6,8,0,12,0,0,13,0,0,10,0,18,0,14,0,0,16,0,0,0,25,0,0,0,28,0,57,0,0,11,12,11,0,0,0,0,18,36,0,16,0,0,0,0
2010-10-01,0,36,20,15,6,18,31,0,8,0,0,0,0,19,0,23,0,0,19,0,0,29,0,0,0,49,0,12,0,0,0,19,0,0,24,0,0,38,53,27,11,0,0,0,0,0,12,0,0,0,28,0,0,0,0,0,0,0,0,0,0,12,18,8,0,0,0,0,0,0,6,5,0,16,65,30,25,11,0,13,0,17,14,18,0,0,34,0,12,0,12,0,33,0,0,0,0,0,9,11,23,11,31,0,47,13,11,18,0,16,18,0,0,23
2010-11-01,84,40,18,15,11,9,36,0,12,0,0,0,0,0,11,0,18,0,0,0,0,21,45,12,0,49,31,24,0,0,11,19,11,0,0,13,0,38,0,0,14,12,0,20,0,16,0,0,0,0,50,0,0,0,0,54,10,0,0,15,0,12,0,7,0,18,29,55,0,16,0,5,0,8,0,0,19,0,0,13,0,17,0,44,0,0,26,0,0,0,12,0,0,0,0,0,0,0,9,11,11,11,42,0,0,0,0,0,14,11,0,0,0,23
2010-12-01,0,38,15,25,13,10,30,0,10,25,0,0,0,21,0,0,15,0,21,0,0,20,25,14,0,16,0,0,0,0,13,84,18,0,21,0,0,42,0,30,12,0,14,0,0,17,14,0,0,0,42,14,0,12,0,0,21,0,0,0,25,14,0,0,0,20,32,0,0,24,0,14,0,9,0,0,28,12,0,7,0,0,15,35,0,0,13,0,0,0,14,0,0,35,0,20,63,0,15,0,38,24,46,12,0,0,13,20,16,15,20,33,0,0
2011-01-01,0,45,0,14,0,6,37,0,12,14,9,0,0,0,0,0,6,0,12,0,0,19,0,8,0,38,19,15,0,0,7,12,9,0,13,0,0,0,67,17,11,8,8,0,0,0,13,100,0,0,40,8,0,20,0,0,12,0,0,0,0,16,0,6,0,11,0,0,11,7,0,3,0,10,20,19,8,10,0,17,0,0,0,11,0,0,33,0,8,0,8,6,0,0,0,0,0,0,17,0,29,10,39,0,0,0,14,11,0,8,11,0,0,0
2011-02-01,0,52,17,7,4,6,39,0,12,0,9,0,25,0,0,0,0,0,0,0,0,29,21,8,11,34,0,7,0,0,7,24,7,0,30,0,0,0,33,8,9,0,8,0,0,0,7,0,0,0,30,15,0,10,0,67,9,0,0,9,14,12,22,12,0,22,0,0,11,7,0,4,0,5,30,18,10,7,0,6,0,11,8,17,0,33,7,0,0,34,10,0,0,0,17,0,0,0,6,0,11,0,19,0,29,0,18,0,0,14,0,18,0,0
2011-03-01,0,24,7,15,3,5,38,34,10,0,0,0,0,11,0,13,5,0,11,0,0,19,0,0,15,30,0,7,0,0,6,16,6,0,7,0,0,0,0,11,0,10,14,0,0,9,20,0,0,0,63,0,0,6,0,30,11,0,0,16,12,14,0,7,0,20,0,0,0,6,3,9,17,4,18,17,14,9,0,17,0,10,7,17,0,0,6,8,7,0,11,0,0,0,0,0,0,0,10,0,8,9,26,0,0,7,22,25,0,31,0,0,0,0
2011-04-01,0,27,17,12,4,6,36,0,6,11,9,0,0,12,7,14,0,0,0,0,0,23,14,0,11,23,0,0,0,0,0,16,0,0,15,0,0,0,33,8,13,10,0,13,0,10,22,0,0,0,52,0,0,13,0,34,6,0,8,9,0,15,11,18,0,22,0,0,0,13,4,3,19,7,20,19,16,11,0,8,0,0,8,17,0,0,9,0,0,0,23,0,0,0,0,0,0,0,8,7,18,7,19,0,29,25,18,11,9,12,0,0,0,0
2011-05-01,0,30,15,16,0,10,53,0,9,13,0,0,0,0,0,0,10,0,11,0,25,17,0,7,0,22,0,20,0,0,13,11,9,0,10,7,0,0,0,0,8,7,7,11,0,0,7,0,0,41,28,7,0,0,0,30,11,0,7,8,0,12,0,14,0,0,0,0,0,18,3,6,17,9,0,0,12,6,0,7,0,10,8,15,0,0,21,0,7,0,13,0,0,17,15,10,0,0,7,6,9,6,26,0,0,0,19,0,8,11,0,0,0,13
2011-06-01,0,32,0,11,3,5,42,0,11,6,0,0,23,0,0,0,8,44,11,0,13,28,25,0,10,26,0,7,0,0,0,11,6,0,12,0,0,22,0,0,9,7,7,0,0,9,10,0,0,0,48,0,0,18,36,30,11,48,7,0,12,16,0,11,0,20,0,0,0,6,10,6,17,6,18,0,14,6,0,11,0,0,0,15,6,0,13,0,0,30,20,5,0,36,15,0,0,0,15,6,10,6,17,6,26,7,13,0,0,21,0,0,0,26
2011-07-01,0,50,8,10,3,16,29,0,7,7,0,0,0,0,0,0,16,0,11,0,0,15,13,7,10,28,0,14,0,0,0,11,13,0,14,0,0,22,31,16,12,0,0,23,19,18,7,0,29,43,23,7,0,12,0,0,11,0,7,9,0,36,0,9,0,10,17,32,0,0,0,8,0,5,19,0,7,13,0,6,0,0,8,15,6,0,6,8,0,32,19,0,0,18,16,20,0,0,5,12,13,14,18,0,0,8,23,20,0,19,0,0,0,0
2011-08-01,43,37,7,12,3,5,42,0,3,15,0,20,0,0,0,0,14,0,10,0,0,20,12,0,9,19,0,0,0,0,6,0,0,0,11,0,0,20,27,14,8,6,19,10,0,0,12,0,0,0,25,9,0,0,66,0,10,0,6,0,0,17,0,3,0,14,0,0,9,0,5,5,32,8,0,0,6,6,0,8,0,9,7,5,6,0,17,15,0,28,27,0,0,0,14,9,29,0,9,8,10,17,16,0,0,0,18,9,7,14,0,15,0,0
2011-09-01,0,31,13,9,3,0,39,0,13,6,0,0,20,19,5,0,0,0,10,0,11,19,11,6,9,29,0,6,0,0,6,9,16,0,15,0,0,0,40,7,13,0,12,0,16,0,10,0,25,0,31,6,0,5,0,0,7,42,6,11,11,15,9,5,45,9,0,0,0,5,3,7,0,8,16,15,6,8,31,10,0,9,0,18,5,0,13,7,6,0,12,0,0,16,14,0,0,0,9,5,23,11,16,0,0,10,17,9,7,15,0,0,0,0
2011-10-01,0,65,6,5,3,4,35,29,7,0,0,0,0,19,0,0,9,0,18,0,27,19,11,0,8,34,15,11,0,0,5,9,5,9,6,0,0,0,26,6,10,6,9,0,0,0,11,0,0,0,33,6,0,5,30,38,14,0,6,0,11,12,0,6,0,9,0,0,0,10,3,6,0,11,23,0,0,10,0,10,0,0,0,13,5,38,45,0,6,0,10,0,0,0,0,17,26,0,6,10,9,5,15,0,0,6,5,0,14,13,9,0,0,0
2011-11-01,40,44,6,6,3,4,43,0,11,5,0,18,0,9,5,0,11,0,0,0,22,19,21,6,13,33,15,6,0,0,5,18,10,9,0,0,0,37,39,0,7,6,12,15,16,15,11,0,0,0,40,6,0,5,0,0,7,41,12,7,11,10,0,4,0,17,14,0,0,8,3,7,15,5,16,14,15,10,0,6,0,0,0,28,0,26,25,0,0,0,27,0,0,0,0,0,0,31,4,8,9,8,50,0,0,6,22,8,0,12,9,0,0,0
2011-12-01,0,52,11,15,6,14,34,0,8,6,0,0,0,0,0,0,8,41,10,0,12,22,18,7,9,21,16,13,0,49,0,20,0,0,15,7,0,0,28,7,11,6,7,21,17,13,13,0,0,0,44,13,0,6,34,29,8,0,7,8,0,7,9,9,0,0,0,0,0,6,5,4,0,4,0,0,10,11,33,11,0,9,7,26,0,43,16,0,13,0,28,0,0,0,14,0,29,34,8,9,15,0,50,0,0,0,18,0,8,13,9,0,0,12
2012-01-01,38,33,6,7,3,8,44,41,14,0,0,0,0,0,5,0,10,0,14,0,0,27,10,6,8,23,0,5,0,0,8,9,8,0,11,0,0,17,24,6,14,5,11,23,0,7,8,0,0,33,51,0,0,5,0,24,4,0,11,7,0,9,8,6,0,12,13,25,8,7,5,6,0,7,15,27,13,12,0,7,0,16,6,28,0,0,8,6,0,0,27,4,0,14,12,0,25,29,5,0,9,11,21,0,21,0,15,12,0,13,0,0,0,0
2012-02-01,38,42,0,13,4,10,39,28,14,5,0,0,18,9,0,0,7,35,9,100,0,31,41,0,8,31,0,22,0,0,10,9,15,0,7,12,25,26,49,6,10,11,6,9,0,7,11,0,0,0,36,0,0,10,0,24,7,0,6,7,10,8,0,9,0,8,0,0,0,7,5,9,0,4,0,13,11,7,0,11,0,8,6,14,5,24,15,7,11,0,38,4,15,14,0,0,25,29,14,5,7,8,21,5,0,0,31,8,0,11,8,0,0,10
2012-03-01,0,39,6,5,0,10,42,0,8,5,6,0,0,8,0,0,6,0,11,0,19,22,9,8,15,35,13,5,0,39,0,27,9,0,14,6,0,16,23,6,4,5,10,9,0,7,10,0,0,0,51,5,10,5,27,23,8,0,0,0,9,10,0,11,0,23,0,23,0,9,5,6,0,9,14,13,5,9,27,16,0,0,6,23,0,23,13,0,5,0,43,0,0,0,0,0,35,0,13,0,7,6,20,5,0,6,14,22,6,13,8,0,0,10
2012-04-01,0,31,6,7,7,11,46,0,12,5,0,0,0,9,5,0,7,0,27,0,11,19,21,6,11,27,0,6,0,0,11,18,8,9,6,0,0,18,0,6,10,8,6,0,0,8,6,0,24,0,54,0,0,0,31,26,14,0,0,0,0,6,0,8,0,17,0,0,0,5,0,4,0,5,0,0,14,13,30,11,0,8,6,32,0,0,11,0,0,0,27,5,16,15,13,0,0,30,11,10,14,10,15,0,22,0,19,8,0,13,0,0,0,11
2012-05-01,0,36,8,5,4,6,44,25,8,12,0,16,0,8,4,0,4,0,8,0,19,15,9,0,7,16,13,5,0,0,0,16,4,0,15,6,0,0,22,6,9,8,0,0,0,7,10,0,0,0,68,5,0,4,0,0,12,0,0,0,9,31,7,10,0,11,12,0,0,9,3,7,0,7,14,0,8,9,27,17,0,10,6,11,0,0,23,0,5,23,17,0,0,0,0,0,0,0,6,4,19,7,13,0,0,6,5,15,0,16,0,0,0,10
2012-06-01,0,24,8,6,3,6,37,0,9,5,6,0,0,12,0,9,4,0,8,0,34,25,14,0,7,27,0,10,0,0,0,8,5,0,14,0,0,0,23,15,7,15,5,9,0,10,5,0,0,0,48,5,0,9,27,23,6,0,0,6,19,40,0,8,0,15,12,0,0,14,3,5,0,3,27,13,5,9,0,11,0,7,6,23,0,0,22,0,0,0,29,4,14,13,0,7,0,0,11,5,7,11,0,0,0,0,12,7,6,14,11,0,0,0
2012-07-01,36,30,8,10,5,6,45,26,13,10,6,0,0,8,0,10,8,0,8,0,30,35,10,0,10,15,0,8,0,0,7,17,9,0,5,0,0,17,23,6,9,5,16,9,0,0,5,0,0,0,27,9,10,5,28,47,6,0,5,6,0,16,0,8,0,12,0,0,0,5,3,12,13,3,14,13,0,6,0,10,0,7,12,15,0,0,15,0,0,24,26,4,0,0,12,0,24,27,12,9,8,9,13,5,20,0,30,8,6,14,0,0,0,10
2012-08-01,0,32,5,9,2,7,43,25,8,7,0,0,0,16,4,0,9,31,16,0,9,29,14,0,7,25,0,10,0,0,5,19,7,8,5,5,0,16,22,8,9,0,5,16,0,19,6,0,0,30,31,5,10,4,0,0,12,0,0,0,0,15,0,5,0,15,0,0,0,4,4,7,13,7,0,30,15,4,0,10,0,14,8,11,0,0,6,0,5,0,20,0,0,13,0,7,0,26,7,9,7,9,13,0,0,0,16,7,6,13,0,12,0,0
2012-09-01,0,37,9,7,5,9,45,0,8,5,6,0,0,16,0,0,7,0,0,0,9,30,32,10,7,45,12,7,0,37,9,10,4,0,5,0,0,15,22,11,11,5,7,12,13,11,17,0,0,29,31,5,10,0,0,0,8,34,5,0,9,17,0,4,0,7,0,0,0,11,0,6,12,14,0,36,8,6,25,5,0,10,5,21,0,0,21,12,0,0,28,0,0,0,11,0,0,25,5,9,9,4,12,0,19,0,16,11,0,18,7,12,0,0
2012-10-01,30,36,8,8,3,3,38,22,14,0,0,0,15,7,4,8,8,28,7,0,8,28,8,9,10,39,11,0,0,0,8,19,4,7,11,5,0,14,19,5,4,7,9,7,0,6,9,0,18,27,69,4,0,6,23,20,10,0,0,5,8,14,6,6,0,7,0,0,0,4,7,7,0,4,18,22,9,5,0,8,0,6,5,13,4,0,45,0,0,0,13,0,12,0,0,0,20,23,3,8,10,4,11,4,17,0,17,16,0,14,13,0,0,0
2012-11-01,0,29,0,10,4,7,40,0,20,17,6,15,15,7,0,9,8,30,7,0,44,40,17,5,7,36,0,7,0,0,4,12,6,0,16,5,0,0,21,8,12,5,7,27,25,6,9,0,0,0,42,9,0,8,0,0,6,0,5,0,0,14,14,6,0,14,0,0,7,12,0,3,0,8,0,17,10,8,24,7,0,13,10,29,0,0,34,6,10,0,14,4,0,0,0,7,21,25,12,12,15,4,32,6,18,0,13,7,0,15,7,0,0,9
2012-12-01,0,41,8,16,4,6,36,25,13,5,0,0,0,0,0,9,10,32,8,0,0,33,23,5,11,21,13,5,0,0,5,21,7,0,31,0,22,16,33,6,9,5,8,12,0,13,10,0,0,0,38,13,0,9,26,0,4,0,5,12,0,14,0,3,0,15,12,0,7,13,4,6,13,8,13,25,0,4,0,10,0,10,0,29,0,0,12,6,0,23,20,4,0,0,0,0,23,0,11,9,6,4,47,0,29,0,7,7,0,15,7,12,22,9
2013-01-01,30,35,6,12,2,13,38,0,11,6,0,0,14,7,8,8,6,28,14,0,0,25,12,4,6,33,0,4,0,0,4,14,6,7,13,0,0,0,29,5,9,13,4,7,12,6,9,0,0,26,65,12,0,8,23,19,14,30,4,0,8,11,0,3,0,13,10,0,6,4,4,8,11,6,12,11,13,6,0,9,0,9,5,22,0,19,12,0,4,20,12,3,12,11,10,0,20,23,11,8,12,4,26,0,17,0,16,6,0,14,6,10,0,0
2013-02-01,0,32,5,11,2,7,32,23,17,4,0,0,0,7,4,0,6,0,10,0,0,31,17,9,11,28,23,5,0,0,4,12,4,7,11,0,0,15,30,5,14,7,5,15,0,15,21,0,0,0,66,14,0,8,24,0,13,0,0,6,0,9,7,5,0,0,11,0,0,16,0,9,0,4,25,23,11,6,0,8,0,13,0,25,4,0,7,5,5,21,15,4,12,0,0,0,21,0,14,4,12,9,24,4,0,15,9,7,5,15,7,0,0,0
2013-03-01,30,31,6,12,6,10,53,0,15,8,5,14,0,14,0,0,6,0,9,0,8,20,12,4,6,30,11,6,0,0,4,13,8,0,13,5,0,13,25,28,12,8,4,0,0,7,11,0,0,26,74,14,8,4,22,0,7,0,0,0,8,15,6,9,0,6,0,0,0,11,8,12,0,7,17,10,4,6,0,5,0,10,5,19,0,0,10,0,4,0,14,3,0,11,0,0,0,23,11,6,4,9,22,0,0,0,20,6,5,14,0,0,0,0
2013-04-01,0,33,4,10,3,6,41,20,7,8,5,0,0,0,0,8,9,0,6,0,0,26,15,4,9,34,0,4,0,0,4,13,7,0,10,4,0,0,54,8,14,14,4,7,0,5,16,0,0,25,73,0,0,4,21,18,15,28,4,0,15,11,6,12,0,9,0,18,6,5,9,7,10,3,0,20,19,9,0,10,0,6,5,23,0,0,5,0,4,0,11,3,0,11,9,6,0,32,10,7,6,5,17,0,16,0,19,9,5,12,0,0,0,8
2013-05-01,0,28,4,12,3,7,41,19,9,5,5,0,13,12,0,11,4,25,0,0,11,17,14,0,6,17,0,8,0,0,11,10,9,6,11,0,0,25,17,6,10,6,6,13,0,8,8,0,0,47,58,5,0,3,0,17,20,0,4,5,0,20,6,11,0,6,9,18,0,7,3,4,0,8,21,10,5,10,20,8,0,11,0,16,3,0,7,0,0,0,10,3,0,10,0,0,27,0,10,7,13,9,15,0,15,4,11,0,5,23,6,0,0,0
2013-06-01,0,31,7,12,2,19,45,0,6,0,0,0,14,7,5,0,9,0,7,0,23,16,23,4,12,27,0,8,0,31,0,0,10,0,6,0,0,0,18,9,6,8,0,10,11,7,20,0,34,75,39,15,0,6,22,19,13,0,4,0,0,37,6,12,0,6,0,0,6,0,3,6,11,7,11,0,11,9,0,10,0,6,5,27,4,0,8,0,6,0,14,0,0,11,0,0,0,0,9,6,16,4,16,0,0,5,22,9,7,19,0,10,0,0
2013-07-01,29,31,5,4,3,6,100,0,10,4,5,0,0,15,4,0,4,0,7,0,23,33,8,4,10,29,0,6,0,32,8,16,4,6,13,5,0,13,18,9,13,4,0,14,0,5,10,0,17,25,34,14,0,6,0,18,20,0,0,10,0,27,6,8,0,12,10,19,0,11,4,6,0,7,11,0,6,4,0,11,0,0,6,23,0,0,8,0,9,0,6,6,0,11,9,0,0,0,8,6,14,7,18,0,0,0,16,6,5,14,6,10,0,8
2013-08-01,55,30,9,4,5,4,82,40,12,4,0,12,13,12,0,0,8,25,15,0,22,42,7,0,9,19,0,4,0,0,7,17,6,0,12,0,0,19,35,11,7,0,4,20,0,5,15,0,0,24,29,18,0,3,21,17,14,27,4,5,22,15,6,7,0,12,9,54,0,7,4,6,10,4,10,10,12,3,0,6,0,0,6,22,0,0,6,0,4,0,12,0,10,0,9,6,0,21,6,16,10,0,20,4,0,4,18,10,5,24,0,9,0,7
2013-09-01,0,39,6,9,2,12,50,19,11,7,0,0,0,10,3,0,4,25,6,0,15,34,11,4,6,27,0,6,0,0,4,18,7,0,4,0,0,12,42,13,6,11,6,6,0,13,9,0,0,47,29,18,8,3,0,0,8,27,4,9,14,16,6,4,0,9,9,0,6,14,4,5,10,3,0,29,7,7,0,5,0,0,4,14,7,17,17,5,4,0,8,3,10,0,9,6,0,0,8,10,15,3,10,0,0,4,7,6,5,9,6,0,17,7
2013-10-01,25,40,0,12,3,4,41,0,9,3,4,0,24,9,3,7,8,0,0,0,20,28,20,0,13,60,0,0,100,0,10,11,11,0,5,4,0,11,27,4,14,7,7,6,0,9,11,0,15,33,57,13,0,3,19,16,13,25,4,0,0,11,5,5,0,8,9,0,0,8,2,5,18,5,10,13,4,3,0,7,0,5,0,19,3,0,37,4,0,16,11,3,0,9,8,0,0,0,9,6,12,4,23,3,0,12,7,16,0,12,0,13,0,13
2013-11-01,26,34,4,11,2,6,64,0,15,11,0,0,0,6,0,7,7,49,6,0,7,31,11,4,9,62,10,4,0,0,4,22,15,6,13,4,0,30,17,6,9,8,8,41,0,10,9,0,0,23,59,8,0,7,20,17,11,0,0,0,7,10,11,6,0,8,9,0,0,5,4,8,10,7,0,19,12,3,40,10,0,5,17,14,0,17,22,5,4,0,6,0,0,0,0,0,18,0,8,17,17,7,69,4,29,4,16,11,9,15,11,0,0,0
2013-12-01,0,34,9,17,4,8,78,0,13,12,10,0,14,13,7,0,6,26,7,0,15,20,8,0,6,29,10,8,0,32,15,22,5,0,6,5,0,13,30,0,13,4,6,14,0,5,11,55,0,0,79,18,8,5,0,18,11,0,0,0,0,11,0,4,0,6,10,19,0,7,2,12,11,10,0,10,6,11,0,10,0,0,5,41,4,18,8,0,6,0,4,5,0,11,0,0,38,22,8,13,15,4,35,0,0,0,12,6,15,16,6,10,0,0
2014-01-01,25,25,4,11,3,8,78,0,13,9,4,0,0,9,10,0,5,35,12,0,14,32,13,4,11,35,18,7,0,28,0,15,6,6,11,0,0,12,27,5,15,5,6,33,0,14,10,0,15,0,59,15,0,6,0,0,7,0,4,0,0,11,11,5,0,11,17,0,0,6,3,3,9,3,10,9,11,5,19,11,15,5,0,27,0,16,7,4,4,16,13,4,0,19,0,5,17,0,15,13,10,6,19,0,0,4,12,21,6,16,0,9,0,7
