date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Dried Plums,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2009-04-01,0,27,0,19,0,15,22,0,12,65,12,0,0,0,0,0,0,0,0,48,0,0,0,21,0,23,0,0,9,0,0,51,0,0,0,0,26,0,0,0,29,18,0,20,19,24,0,0,16,0,55,0,0,0,0,0,0,0,0,19,0,21,0,100,0,0,0,0,0,0,8,0,88,0,42,0,0,16,16,30,16,0,9,0,30,32,52,0,0,41,0,0,0,19,0,0,0,31,0,0,0,22,23,22,0,0,21,0,0,0,15,16,0,0,8,53,0,0
2009-05-01,0,51,13,25,0,0,23,0,17,56,21,0,0,0,0,0,31,23,0,21,0,40,0,18,0,0,44,0,8,43,0,89,0,0,0,0,44,0,0,17,38,31,0,17,16,21,86,15,40,0,47,0,0,0,0,0,0,31,0,0,17,18,0,0,0,0,0,0,0,0,16,0,75,0,18,21,0,0,0,0,14,0,23,0,0,0,52,0,0,18,87,0,31,0,0,0,0,0,0,0,0,15,0,12,28,0,18,0,0,100,33,0,0,0,10,0,0,0
2009-06-01,0,35,9,0,0,14,14,0,10,0,18,76,0,0,0,0,0,18,0,0,0,21,0,19,0,20,0,0,0,0,0,0,0,31,19,0,23,0,0,17,0,49,0,18,0,15,0,0,14,0,100,100,0,0,0,0,0,0,31,0,0,28,0,0,0,0,0,0,0,0,12,0,0,0,0,15,20,29,0,18,14,0,8,0,18,14,46,0,0,19,45,0,0,0,0,0,0,0,0,0,0,16,40,13,22,0,38,0,0,0,35,15,0,0,0,0,0,0
2009-07-01,0,27,13,16,0,0,27,0,10,54,13,0,0,0,0,0,0,22,0,20,0,19,0,35,18,0,42,0,7,0,0,0,0,29,0,0,21,22,0,16,18,29,0,0,48,14,0,14,13,0,45,0,0,0,0,0,0,30,39,0,32,18,0,41,0,0,0,0,0,0,20,0,0,0,35,13,0,18,13,25,13,0,7,0,17,13,39,0,19,26,42,0,0,16,35,38,0,0,0,0,0,15,28,12,13,58,44,0,0,0,32,13,0,45,7,22,0,0
2009-08-01,0,29,0,16,0,0,26,0,21,0,10,0,0,0,0,0,0,33,0,39,0,19,0,34,35,0,0,0,7,0,0,0,0,0,0,0,0,22,23,24,24,0,0,0,16,20,0,0,13,0,0,0,0,92,0,0,0,30,19,0,16,35,0,0,0,0,39,0,29,0,17,0,0,0,0,27,0,13,26,25,13,0,7,0,16,13,40,0,0,17,0,0,0,31,0,0,0,0,0,0,0,18,19,12,13,57,26,0,0,0,32,0,0,0,20,0,0,0
2009-09-01,0,45,9,24,0,13,13,67,19,55,24,0,0,0,0,0,0,17,0,27,0,0,0,18,0,28,0,0,0,0,0,43,0,29,0,0,21,0,0,40,12,15,0,17,24,0,0,15,13,0,45,0,0,93,70,0,0,0,19,0,0,52,0,42,0,0,40,0,30,0,20,0,0,0,17,27,19,20,13,16,13,0,7,0,17,14,47,0,0,23,0,0,0,16,0,0,0,0,0,22,0,34,28,12,36,59,17,0,0,0,13,14,0,46,7,0,0,0
2009-10-01,0,46,8,30,0,12,12,0,17,100,16,0,0,16,0,0,0,15,0,37,0,18,0,16,16,18,0,0,7,0,0,39,27,53,0,0,19,0,0,15,11,41,58,0,15,0,0,14,12,0,0,0,0,0,0,0,0,0,0,15,15,65,0,0,0,69,0,0,27,96,15,0,68,53,24,0,0,13,19,15,12,0,0,0,0,12,40,0,0,21,39,0,0,24,32,0,0,0,0,0,0,17,17,19,21,0,16,0,0,0,47,12,0,0,0,21,0,0
2009-11-01,0,22,11,15,0,12,30,0,10,0,36,0,0,0,0,23,0,38,0,38,0,0,0,51,0,37,0,36,18,0,0,41,0,28,0,0,31,0,0,15,24,14,0,16,31,26,0,14,25,0,0,0,0,0,0,41,0,29,0,0,0,34,0,40,0,24,0,0,0,100,7,0,0,0,25,13,0,33,0,16,22,0,7,0,0,13,42,0,0,50,0,76,0,20,0,37,0,0,94,0,0,14,0,12,26,0,25,0,0,0,100,0,0,22,7,0,0,0
2009-12-01,0,25,42,42,0,17,63,0,9,0,27,94,0,0,0,0,0,0,0,26,0,26,0,46,0,0,0,0,19,0,0,57,39,39,23,0,0,0,0,21,16,20,0,22,21,18,0,20,17,0,60,0,23,0,0,0,0,0,26,0,42,0,0,55,0,0,0,0,0,0,9,0,0,0,23,0,25,18,0,0,18,0,10,0,37,18,57,0,26,31,0,0,0,31,0,0,0,0,0,0,0,10,25,16,18,0,46,0,0,0,17,18,0,0,18,0,0,0
2010-01-01,0,37,9,24,0,0,20,0,13,0,17,0,0,0,0,0,0,42,0,40,0,19,0,52,18,0,0,0,7,0,0,0,30,73,0,0,32,0,0,0,12,25,0,0,0,14,0,15,13,0,0,0,0,0,0,43,0,61,0,16,16,27,81,41,0,0,40,0,0,0,16,0,73,0,0,14,19,27,13,25,22,0,0,0,17,13,74,0,19,43,0,0,0,24,0,0,17,26,0,15,0,29,19,30,13,0,17,0,0,0,64,14,100,0,20,0,0,0
2010-02-01,0,46,17,15,0,25,22,0,12,0,26,0,51,0,0,0,0,24,0,29,0,19,22,34,17,18,0,0,11,0,0,0,0,28,0,100,20,21,0,0,18,14,0,16,15,20,0,14,12,0,44,0,0,0,0,0,0,0,0,0,0,34,77,0,0,0,39,0,29,0,13,0,70,57,17,26,0,13,13,24,0,0,11,0,48,13,45,25,19,0,83,0,0,15,0,0,0,0,0,0,0,21,0,23,13,0,42,0,43,0,37,13,0,0,6,0,0,0
2010-03-01,0,30,8,0,0,0,33,0,9,0,22,64,0,16,0,0,0,38,0,18,0,18,0,32,0,0,39,0,7,0,0,0,27,26,0,0,29,0,22,15,11,20,0,0,0,0,0,27,12,0,0,0,0,0,0,0,0,0,0,14,14,32,73,0,30,0,0,0,0,0,12,0,0,0,16,12,0,25,18,30,0,0,13,0,23,24,25,24,0,26,39,0,0,0,0,0,0,0,0,13,0,24,17,15,12,0,16,0,40,0,53,0,0,0,15,0,0,0
2010-04-01,0,27,14,17,0,35,49,0,7,0,15,0,0,0,0,0,0,55,0,22,0,32,0,0,0,0,0,0,16,0,0,0,0,0,20,0,35,0,0,0,27,16,0,18,17,0,0,0,38,0,0,0,0,0,0,0,0,0,0,17,17,19,0,0,0,0,0,0,0,0,10,0,0,63,19,29,0,29,0,74,15,24,16,0,18,15,60,0,21,56,92,0,0,17,0,42,0,0,0,0,0,16,21,31,0,0,19,0,0,0,35,15,0,0,18,0,0,0
2010-05-01,0,23,9,34,0,27,47,0,15,0,14,0,0,0,0,25,0,17,0,21,0,20,0,18,0,20,0,0,8,0,0,0,0,61,0,0,22,0,0,17,0,31,0,0,17,21,0,30,18,0,47,0,0,98,0,0,15,0,0,17,17,28,0,43,0,0,0,0,0,0,11,0,0,61,0,28,20,14,14,23,21,0,23,0,0,14,45,0,0,18,0,0,62,0,73,0,0,0,100,16,0,23,59,12,14,61,37,0,0,0,53,14,0,0,7,23,0,0
2010-06-01,0,23,10,18,0,0,38,0,18,0,12,80,0,0,67,0,0,38,0,34,0,0,0,0,0,22,0,0,0,0,0,49,0,0,0,0,24,0,0,18,14,34,71,0,0,31,0,17,0,0,0,0,0,0,0,0,0,35,22,0,18,20,0,0,0,0,0,0,0,0,8,0,83,0,20,0,0,16,23,19,0,100,0,0,38,0,36,0,0,40,0,0,0,0,0,0,0,30,0,0,0,55,43,14,15,0,20,0,0,0,59,23,0,0,0,0,0,0
2010-07-01,0,11,0,15,0,0,49,0,16,49,25,0,0,0,0,0,27,30,0,18,100,18,0,32,0,0,0,0,7,0,0,0,0,0,16,0,19,20,0,0,0,27,0,0,29,12,0,0,16,0,0,0,0,0,0,38,0,0,35,22,14,16,0,0,0,0,0,0,0,0,15,0,67,0,16,18,17,0,12,15,0,20,7,0,0,12,43,24,0,24,0,0,0,14,0,0,16,0,0,0,0,30,17,25,37,0,56,0,0,0,47,24,0,0,12,20,0,0
2010-08-01,27,51,8,14,0,11,24,0,15,0,21,63,0,0,0,0,0,30,0,44,0,17,0,24,16,17,0,0,7,0,62,38,27,0,0,0,25,20,0,14,0,26,55,15,14,24,0,13,23,0,0,0,15,0,0,38,0,0,17,0,28,32,0,0,0,0,0,0,0,0,9,0,0,0,16,12,0,0,12,15,12,20,10,0,15,12,38,0,0,39,38,71,0,21,0,69,0,0,0,0,0,27,17,18,16,0,32,0,0,0,23,0,0,0,0,0,0,0
2010-09-01,0,31,8,15,0,13,26,0,16,53,33,0,50,0,0,23,0,16,0,19,0,0,0,17,17,18,0,0,21,0,0,41,0,28,17,0,0,21,0,16,12,24,0,16,15,13,0,14,25,0,0,0,0,0,0,0,0,29,19,0,0,17,0,40,0,0,0,0,0,0,20,0,0,0,17,26,0,13,20,16,26,21,7,0,21,0,46,0,0,42,0,0,0,15,0,0,0,0,0,0,0,29,18,19,13,0,17,0,43,0,19,0,0,0,0,21,0,0
2010-10-01,0,21,0,15,0,0,17,0,13,51,25,0,49,0,0,0,0,23,0,0,0,0,0,33,0,18,0,0,0,0,0,0,28,27,0,0,20,0,0,15,0,28,58,16,60,13,0,0,12,0,0,0,0,0,66,0,0,28,18,15,0,50,0,0,0,23,0,0,28,0,13,0,68,0,16,25,0,13,0,16,13,0,17,0,0,0,22,0,0,41,0,0,0,22,33,0,0,0,0,0,0,10,27,11,25,0,16,0,0,0,24,13,0,21,6,0,0,0
2010-11-01,0,26,21,15,0,12,17,0,15,0,26,0,0,0,0,0,0,16,0,57,0,0,0,33,0,0,0,0,7,0,0,41,28,28,0,0,0,0,0,15,12,19,0,16,30,19,0,0,12,0,0,0,0,0,0,0,0,0,0,0,15,34,0,0,32,0,0,0,0,0,9,0,0,0,17,13,0,26,13,16,26,21,7,0,16,26,26,0,19,33,0,0,0,15,0,0,17,25,0,0,0,21,18,29,13,56,33,0,0,0,31,13,0,0,16,0,0,0
2010-12-01,0,22,29,27,0,17,34,0,13,0,26,0,0,0,74,0,38,0,0,0,0,25,0,22,0,24,0,48,9,0,0,54,0,74,0,0,27,0,0,0,16,38,0,0,40,18,0,0,27,0,0,0,0,0,0,54,0,0,25,20,0,44,0,0,0,0,0,0,38,0,9,0,0,0,45,0,0,17,17,21,17,0,0,0,21,34,55,0,0,22,0,100,0,20,44,49,0,33,0,0,0,42,48,38,17,0,23,0,0,0,41,17,0,0,17,0,100,0
2011-01-01,0,23,9,22,0,7,14,0,16,0,22,0,0,0,0,12,0,23,0,10,0,15,0,18,18,10,0,0,5,0,0,22,15,15,0,0,16,11,0,12,6,18,0,9,16,14,0,7,13,0,23,0,0,0,0,0,8,0,0,0,0,22,0,21,0,13,41,0,15,0,14,0,0,0,31,7,10,7,7,9,14,0,11,0,13,0,26,13,10,23,43,0,0,11,53,0,0,0,0,0,0,34,14,25,21,30,36,0,0,0,49,0,0,11,22,0,0,0
2011-02-01,15,26,4,13,0,7,25,0,20,27,27,36,26,9,30,12,0,13,0,20,0,0,0,13,13,9,0,0,0,0,0,0,0,0,9,52,18,11,12,8,9,26,0,17,20,14,0,0,13,0,0,0,0,0,36,0,0,0,10,0,12,9,0,21,0,0,0,0,0,0,5,0,0,0,22,7,0,18,7,13,7,0,6,0,8,14,36,13,15,32,22,0,0,12,35,0,0,0,0,0,0,15,14,18,0,30,31,0,23,0,62,0,0,11,17,0,0,0
2011-03-01,0,30,4,14,12,0,30,0,18,25,26,0,0,0,0,0,14,15,0,9,0,0,0,24,8,14,19,0,3,0,0,29,13,53,0,0,19,10,0,7,14,13,28,0,22,12,0,0,12,0,0,0,0,0,31,19,0,27,0,0,0,20,0,0,0,11,0,0,0,47,6,0,0,0,32,6,9,27,6,8,6,0,7,0,8,18,42,12,9,31,78,0,0,7,0,0,8,12,43,0,0,18,17,30,6,26,20,0,0,0,35,0,0,0,9,0,0,0
2011-04-01,16,39,5,8,0,7,33,0,13,29,11,0,0,0,0,0,16,17,0,10,0,0,0,18,0,10,0,0,0,0,0,22,16,61,0,0,22,12,13,0,6,21,0,9,0,0,0,8,11,0,0,0,0,0,0,0,0,0,15,8,13,18,0,0,0,0,0,0,0,0,11,0,0,30,18,14,0,14,7,17,14,23,4,0,9,14,45,0,10,21,56,0,16,14,0,0,0,0,0,16,0,16,30,15,7,0,18,0,24,0,20,7,0,12,5,0,0,0
2011-05-01,0,32,6,7,0,0,41,0,17,0,23,48,0,0,0,0,14,13,0,9,0,9,0,28,12,9,0,0,3,0,0,68,27,27,0,47,29,0,11,15,17,20,0,8,15,6,0,9,14,0,0,0,0,43,0,0,0,21,18,0,7,16,0,0,15,0,0,0,14,0,6,0,0,0,16,12,8,10,9,11,12,30,10,0,8,0,39,0,9,24,29,36,0,7,16,18,0,0,0,0,0,25,0,16,6,26,28,0,0,0,32,6,46,10,9,10,0,0
2011-06-01,0,35,6,8,0,6,22,0,16,26,26,0,25,0,0,11,14,12,13,19,0,9,11,17,17,9,0,0,4,0,33,41,0,14,0,0,0,21,0,15,12,19,0,8,15,20,0,14,8,0,0,0,0,45,0,0,0,0,16,15,8,13,0,30,0,0,19,0,14,0,7,0,35,0,8,13,9,15,0,8,6,32,4,0,0,6,36,0,9,19,20,0,0,15,17,0,8,0,0,0,0,25,14,12,13,0,46,0,0,0,31,13,0,0,6,0,0,0
2011-07-01,0,33,14,11,0,6,12,0,14,25,22,0,0,0,0,0,14,10,0,9,0,9,0,12,16,17,0,0,3,0,0,20,28,13,0,47,10,10,11,15,0,34,0,15,18,25,0,7,16,0,32,0,0,0,0,20,0,0,36,7,15,28,0,0,0,11,19,0,0,0,14,0,0,0,12,16,9,25,0,8,6,20,12,0,8,0,63,0,18,19,39,0,0,7,0,0,8,0,0,0,0,39,9,22,6,0,36,38,0,0,21,8,0,10,5,10,0,0
2011-08-01,12,36,5,11,0,10,31,0,10,22,19,43,21,0,0,0,0,25,0,21,0,8,0,32,14,18,0,0,4,0,0,26,12,18,14,0,17,0,10,9,10,30,0,7,16,8,0,0,18,0,18,0,7,38,0,29,0,24,16,10,13,25,0,0,0,0,0,0,0,0,9,0,30,0,28,19,8,11,5,11,9,18,3,0,0,8,52,0,16,26,0,0,0,10,0,0,0,0,39,6,0,33,23,24,11,0,28,0,0,39,37,7,0,9,7,0,0,0
2011-09-01,0,29,5,13,0,16,31,0,11,0,25,0,0,0,0,0,12,32,0,16,0,8,0,18,15,13,0,15,0,0,29,26,12,12,0,0,9,0,10,13,15,9,25,10,10,11,35,0,9,0,0,0,0,0,0,17,0,12,8,13,19,33,0,17,14,0,0,0,0,0,6,0,0,48,18,6,8,17,6,18,19,0,11,0,0,5,64,11,8,32,0,0,12,9,0,16,7,11,0,0,0,24,23,17,11,24,14,0,0,0,42,17,0,9,8,0,0,0
2011-10-01,0,22,5,9,11,8,11,0,15,22,26,0,0,0,24,0,0,16,16,16,0,8,0,21,10,15,0,0,4,0,0,17,12,41,10,0,26,0,0,13,10,18,0,7,13,22,0,9,14,0,18,0,7,37,56,0,0,12,8,13,10,28,32,17,0,10,16,0,0,42,6,0,29,0,14,8,8,19,5,7,14,0,9,0,7,5,39,0,0,37,0,0,12,13,0,15,7,10,0,6,11,27,15,18,23,0,14,0,0,0,47,0,0,9,15,0,0,0
2011-11-01,0,31,23,21,0,10,25,0,19,0,19,0,42,0,0,10,16,20,10,16,0,0,0,21,11,11,0,0,3,0,0,26,48,35,7,41,17,0,10,19,12,14,25,0,0,11,0,6,10,0,18,0,0,0,0,17,0,0,8,6,13,21,0,17,0,20,32,0,12,0,16,0,29,0,46,16,8,18,5,0,9,0,6,0,10,5,49,0,12,21,0,0,12,19,14,15,0,0,0,6,11,27,8,13,13,0,28,0,0,0,54,11,0,0,15,0,31,0
2011-12-01,14,27,29,12,0,9,40,0,19,0,23,0,24,8,0,11,13,23,12,22,0,9,0,16,12,11,0,17,9,0,0,68,13,26,0,0,14,0,0,22,6,13,0,8,11,31,0,13,6,100,21,0,0,0,32,19,7,14,0,7,0,12,0,0,0,11,36,0,13,0,11,0,0,26,32,6,8,14,12,10,9,0,13,0,20,6,46,0,15,27,0,0,0,7,16,17,8,0,0,0,0,34,21,16,14,26,24,0,0,0,41,6,0,10,11,10,0,0
2012-01-01,0,28,11,12,0,9,20,0,20,20,33,0,0,0,0,9,22,30,19,10,0,7,0,32,10,10,0,13,5,0,0,0,11,32,7,0,21,8,0,17,4,20,23,6,29,20,0,11,16,0,17,0,0,0,0,0,0,11,7,0,6,26,0,15,0,0,15,0,11,0,16,0,26,21,16,5,7,15,10,9,15,8,7,0,9,10,56,29,7,29,15,0,0,13,0,14,6,0,35,0,0,31,17,25,7,0,19,0,0,0,37,10,0,8,13,16,0,0
2012-02-01,0,33,9,0,0,11,24,0,13,0,15,0,37,0,21,13,10,23,0,16,0,7,0,22,9,13,0,0,8,0,0,15,0,20,6,36,25,10,0,9,17,24,22,0,31,10,0,10,17,0,16,0,0,0,0,15,0,11,0,7,6,18,0,15,0,0,28,0,16,0,9,0,51,0,21,9,0,16,9,12,17,8,8,0,23,5,52,18,14,37,15,28,11,11,12,40,6,9,0,10,0,42,17,32,6,0,25,0,16,0,34,5,35,8,7,0,0,0
2012-03-01,0,27,5,11,0,0,24,0,18,18,20,0,17,0,20,8,0,15,9,13,0,6,8,26,12,13,0,12,2,0,0,29,20,39,6,0,21,7,0,5,10,21,0,7,16,14,0,0,13,0,0,0,0,31,24,14,0,10,13,8,7,29,27,14,0,0,20,0,0,0,7,0,0,0,15,0,6,14,0,9,15,0,9,0,6,14,54,9,6,29,42,26,15,8,12,0,0,0,0,0,0,17,6,19,5,0,20,0,0,32,47,0,0,8,15,7,0,21
2012-04-01,11,55,13,9,0,5,37,0,17,20,29,26,19,0,0,0,11,21,0,22,0,7,0,16,7,7,16,0,3,0,52,0,22,32,7,0,16,8,9,6,7,20,0,12,12,15,31,5,13,0,17,0,6,0,0,16,0,11,7,9,12,26,0,0,12,18,0,0,11,0,8,0,27,0,13,15,7,10,7,12,10,0,5,0,16,15,51,10,7,19,16,0,11,21,13,14,7,10,0,11,0,36,31,18,13,0,29,0,0,0,41,0,0,0,14,0,0,0
2012-05-01,0,39,3,13,0,4,37,0,15,0,32,0,17,0,0,0,19,19,8,11,0,0,0,31,14,24,13,12,2,0,22,40,9,28,6,0,18,7,0,5,4,22,0,20,23,13,0,5,26,0,14,0,8,30,0,27,0,0,6,8,5,31,0,13,0,0,0,0,9,0,11,0,0,0,28,19,12,14,4,7,9,0,5,0,5,9,56,0,12,26,13,0,9,8,0,0,6,8,0,0,0,32,18,23,11,0,28,26,0,0,33,6,0,0,5,7,50,0
2012-06-01,0,41,0,11,0,4,23,0,19,0,18,0,0,0,20,0,0,21,9,21,0,7,8,15,19,9,0,0,3,0,0,30,0,20,16,0,7,8,0,13,21,14,22,0,8,9,0,5,16,0,0,0,0,32,0,15,0,21,11,6,11,18,0,15,0,0,0,0,0,0,13,0,0,0,12,14,10,21,5,10,9,8,8,0,6,9,35,0,7,16,0,0,10,11,0,13,6,12,33,0,0,23,20,26,5,0,21,0,0,0,34,9,0,0,2,0,55,0
2012-07-01,10,31,6,10,0,4,32,0,17,26,14,23,17,0,0,8,10,16,8,17,0,6,0,11,17,6,0,12,0,0,22,27,10,9,0,0,18,7,0,5,8,16,0,11,20,9,0,11,26,0,0,0,6,0,0,0,0,10,19,10,10,28,0,13,0,0,0,0,10,0,8,0,0,19,11,22,9,15,4,8,7,7,7,0,5,9,61,0,13,22,0,25,0,10,0,0,0,0,0,5,0,37,15,17,13,38,37,0,14,0,46,7,32,0,7,7,0,0
2012-08-01,0,48,5,6,0,0,26,0,15,17,22,0,16,0,0,14,9,33,0,14,0,6,0,16,14,6,0,0,4,0,21,13,18,26,8,0,13,0,0,10,6,22,0,12,17,16,0,9,6,0,0,0,0,0,0,0,0,9,12,5,10,18,0,0,0,15,12,0,0,0,7,0,0,18,8,8,8,10,4,18,14,0,4,0,5,4,55,0,6,21,0,0,0,19,0,12,0,0,0,0,0,33,11,21,9,0,21,0,0,0,39,5,0,7,5,13,0,0
2012-09-01,10,34,6,10,0,4,30,0,22,35,29,23,0,0,0,8,0,14,0,15,0,6,0,6,14,12,0,12,5,0,0,34,10,19,6,0,20,7,0,13,8,24,0,11,8,15,0,5,7,0,0,0,5,30,0,27,0,0,10,15,5,14,0,27,11,0,26,0,19,0,9,0,0,19,14,11,6,16,0,0,9,0,5,0,11,4,60,0,0,24,0,0,10,18,0,0,0,8,0,0,0,31,21,15,13,19,22,0,14,0,37,9,0,15,6,0,25,0
2012-10-01,0,32,6,13,0,16,35,0,15,15,35,19,15,0,16,7,8,25,0,22,0,8,6,17,10,5,0,0,3,0,0,42,8,8,0,0,12,0,0,21,14,17,35,7,15,13,23,4,11,0,0,0,5,26,20,12,0,8,8,4,7,29,0,11,0,10,11,0,8,29,6,0,41,0,24,17,21,11,5,5,10,0,7,0,0,4,50,0,8,26,0,0,8,12,0,11,5,7,0,0,0,28,10,18,9,16,22,0,12,0,43,8,0,6,8,0,0,0
2012-11-01,9,36,12,17,0,13,15,0,17,16,21,21,0,0,0,14,9,16,8,16,0,6,0,10,13,9,0,0,4,0,21,0,18,13,5,0,12,0,7,16,13,9,18,5,19,8,0,9,11,0,13,0,5,0,20,25,0,9,6,5,5,13,24,0,0,7,24,0,0,0,9,0,22,0,16,8,6,9,11,5,6,0,11,0,7,4,47,0,6,20,0,46,9,11,10,11,16,8,0,4,0,36,17,13,12,17,28,0,0,0,57,8,0,0,12,10,0,0
2012-12-01,0,35,25,6,0,15,39,0,15,0,19,0,20,0,22,0,11,28,0,30,0,0,0,23,14,14,0,0,6,0,26,65,11,28,7,39,16,0,0,10,5,19,0,0,12,26,32,7,12,0,18,0,6,36,0,0,0,11,7,12,6,14,0,16,0,19,15,0,23,0,11,0,27,0,40,10,7,28,13,6,21,0,8,0,13,16,64,10,7,24,0,0,0,15,0,14,0,0,0,6,0,31,22,26,22,0,13,0,0,0,62,0,0,0,22,8,30,0
2013-01-01,9,30,16,10,0,10,18,0,14,17,39,22,24,0,0,15,9,21,8,21,0,10,0,14,14,14,13,0,4,0,22,33,14,9,6,32,27,0,0,7,11,26,0,7,17,13,26,8,12,0,14,0,5,0,0,13,5,0,9,7,5,25,0,26,0,8,19,0,0,0,8,0,0,0,22,4,6,14,13,16,18,0,9,0,7,8,47,16,12,22,13,25,0,8,22,12,0,8,0,5,0,30,32,45,13,18,52,0,0,0,40,0,0,14,23,0,0,0
2013-02-01,0,28,3,7,0,4,14,0,12,0,30,0,24,0,18,7,9,29,0,14,0,6,0,16,17,9,13,12,2,0,22,40,9,23,0,32,20,7,7,7,10,14,0,5,20,19,0,9,8,0,0,29,0,0,0,13,5,0,9,0,5,16,0,13,0,0,25,0,9,0,8,0,23,0,27,11,0,18,13,8,21,0,7,0,8,4,44,12,6,32,13,0,0,10,11,12,5,0,0,9,0,22,21,23,8,18,27,0,0,30,50,10,31,7,22,7,0,19
2013-03-01,0,39,5,11,0,6,33,0,10,0,28,41,0,0,0,0,9,29,0,12,0,0,0,5,9,6,0,0,4,0,0,56,22,38,0,0,17,6,0,5,16,29,0,15,33,24,0,9,19,0,0,0,0,0,21,12,0,18,6,5,5,13,0,12,0,7,12,0,9,0,11,0,21,17,23,10,5,11,4,6,9,0,6,0,5,12,45,18,0,19,31,23,9,12,10,0,10,8,28,4,0,35,19,31,16,0,49,0,0,0,64,7,0,20,17,6,0,0
2013-04-01,0,50,2,13,7,4,30,0,22,31,34,0,29,5,0,0,8,30,7,15,0,14,0,17,15,16,12,0,3,0,0,12,8,32,5,0,30,9,0,6,14,25,0,9,7,21,0,10,22,0,13,0,0,26,0,0,0,0,5,9,10,32,0,12,0,7,11,0,8,0,17,0,0,0,17,11,5,17,4,16,11,6,8,0,9,13,59,0,11,27,24,22,13,18,10,0,0,7,27,0,0,27,13,28,5,33,42,0,13,0,42,4,28,13,8,0,0,0
2013-05-01,8,41,6,10,7,5,21,0,14,0,26,0,28,5,0,6,16,34,0,23,0,8,0,23,24,10,0,0,3,0,0,23,0,23,7,27,30,6,0,16,8,21,0,6,21,13,0,4,22,0,12,0,0,25,0,23,0,24,9,4,10,30,0,11,9,0,11,0,8,0,11,0,0,0,26,9,12,12,12,13,14,0,7,0,4,11,50,0,5,24,17,21,0,14,9,20,5,0,0,12,7,37,13,37,9,16,49,0,0,0,54,8,0,6,9,6,0,0
2013-06-01,9,44,3,12,0,9,34,0,21,24,30,21,15,0,17,0,9,37,8,16,0,6,13,18,7,11,0,11,0,0,0,25,9,25,10,60,17,0,0,16,7,22,0,5,14,20,0,16,11,0,13,0,0,27,0,12,0,9,15,9,9,39,0,0,0,14,0,0,0,0,9,0,0,0,13,14,8,15,4,8,12,0,4,0,5,0,70,0,6,25,12,0,0,5,10,11,5,8,0,6,8,30,28,32,13,17,44,24,0,0,40,9,58,0,8,13,46,0
2013-07-01,8,40,4,4,0,3,28,17,19,14,30,18,13,0,15,0,8,27,7,10,0,0,6,18,17,11,0,10,3,0,0,22,8,15,5,0,24,6,0,11,0,20,0,9,10,12,0,10,13,0,12,0,7,24,18,11,0,16,18,8,8,18,21,14,9,0,10,0,0,0,13,0,0,0,14,16,7,17,7,11,9,6,14,0,0,7,66,7,10,27,22,0,0,15,9,10,0,0,49,0,0,29,15,29,13,0,49,0,0,0,27,5,0,6,8,0,0,0
2013-08-01,7,46,4,12,0,6,37,0,17,27,24,17,0,0,0,12,7,26,6,16,27,10,6,24,7,7,0,0,2,0,0,21,15,18,9,0,29,6,0,12,6,24,0,7,10,13,20,9,12,0,11,0,0,0,0,17,4,11,14,8,6,26,0,10,0,6,0,0,7,0,8,0,0,14,28,10,5,22,5,10,10,0,12,0,8,3,65,6,6,23,0,20,7,13,0,0,4,0,0,4,0,34,26,19,14,29,56,0,11,0,64,12,0,8,11,0,0,0
2013-09-01,0,35,4,8,0,7,25,0,18,42,35,36,27,0,0,0,10,27,7,22,0,10,0,29,17,7,0,10,2,0,0,22,26,30,0,0,16,8,0,20,8,23,16,11,12,19,0,6,11,0,0,0,0,0,18,33,0,0,20,8,10,18,0,11,0,12,0,0,0,0,13,0,19,15,11,19,0,14,3,7,16,0,17,0,7,5,51,0,5,19,0,0,8,8,0,0,5,7,0,4,0,41,10,38,14,15,47,21,11,0,53,11,0,12,7,6,0,0
