date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Kumquat,Lemons,Lettuce,Limes,Mushrooms,Napa,Okra,Onion,Oranges,Passion Fruit,Peaches,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Pumpkin,Quince,Raisins,Raspberries,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Watermelon,Yams,Cassava
2013-10-01,6,0,10,0,0,7,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,21,0,12,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,6,47,3,9,0,0,0,0,0,13,0,0,0,0,11,8,0,0
2013-11-01,2,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,17,0,13,0,0,0,0,0,0,0,0,0,0,10,0,90,2,5,92,0,0,0,0,0,10,0,14,0,11,0,0,0
2013-12-01,2,0,0,0,0,8,0,0,4,0,0,0,14,0,37,0,0,0,0,0,0,0,0,0,0,0,11,0,23,0,0,0,0,0,0,0,43,0,0,0,0,10,0,0,2,10,0,11,0,0,5,12,0,0,0,0,0,0,0,0
2014-01-01,2,0,9,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,52,15,0,0,91,0,0,0,0,0,0,0,0,0,0,10,40,0,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0
2014-02-01,4,0,0,0,3,12,0,0,0,0,88,0,0,0,0,0,2,0,0,8,0,0,0,100,10,62,0,0,16,0,0,100,2,0,0,0,0,0,0,0,19,0,0,0,0,5,0,0,2,0,5,13,10,11,0,0,10,0,0,0
2014-03-01,4,0,0,7,0,18,3,0,0,0,84,44,0,0,0,0,2,0,0,7,0,0,4,0,10,0,0,0,15,0,0,0,2,0,0,11,0,0,19,3,0,10,0,42,2,0,0,10,0,0,0,12,0,0,0,0,10,7,0,0
2014-04-01,2,0,0,0,0,6,3,0,2,0,0,0,0,0,0,0,2,12,0,0,0,11,0,0,0,0,0,0,0,0,12,0,2,0,0,12,0,16,0,0,0,15,0,44,3,5,0,0,0,0,5,0,0,0,13,0,10,14,0,0
2014-05-01,0,0,0,7,0,11,0,0,0,15,0,0,15,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,93,13,0,0,0,0,0,0,16,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,11,15,0,0
2014-06-01,0,0,11,0,3,8,0,75,0,31,0,0,16,0,0,36,0,0,100,0,0,12,0,0,0,69,0,0,0,0,27,0,2,0,0,0,0,17,0,3,0,0,6,49,2,0,0,12,2,0,6,14,0,0,0,0,0,8,0,0
2014-07-01,2,0,0,8,0,9,3,72,0,0,0,0,0,0,0,17,0,0,0,0,0,12,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,17,0,3,20,11,0,0,0,6,0,0,0,0,0,0,0,0,14,0,0,38,0,0
2014-08-01,4,0,0,0,3,7,5,0,2,16,0,0,16,0,0,0,3,0,0,8,0,12,0,0,11,0,0,63,18,0,0,0,2,0,0,0,0,0,0,0,42,17,0,0,2,0,0,0,0,0,0,0,11,12,15,0,0,13,0,0
2014-09-01,3,0,0,0,3,9,0,0,0,0,94,0,0,62,0,0,0,0,0,8,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-01,4,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,19,0,0,46,0,13,0,11,2,0,0,0,0,0,0,0,11,15,0,0
2014-11-01,4,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,17,0,0,0,0,0,0,0,46,0,0,0,0,10,0,46,0,0,0,0,0,13,5,0,0,12,0,0,11,7,0,0
2014-12-01,3,0,0,0,4,6,3,0,0,0,0,0,0,55,0,0,0,0,0,7,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,11,0,15,0,0,0,19,0,42,2,5,0,10,0,0,0,0,0,11,13,0,0,7,0,0
2015-01-01,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,10,0,14,0,0,17,9,5,0,2,0,0,0,0,0,0,11,0,0,0,55,9,9,0,0
2015-02-01,2,5,0,0,3,8,3,0,2,14,0,0,0,0,0,16,0,12,0,7,0,0,0,48,0,0,0,56,0,0,0,0,0,0,0,0,43,0,0,3,0,0,5,43,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0
2015-03-01,2,0,0,0,0,11,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,4,46,9,0,0,54,0,0,12,0,3,0,0,0,0,15,0,0,0,0,0,0,3,0,0,10,0,0,0,0,9,0,13,0,14,0,0,0
2015-04-01,0,0,10,0,3,9,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,16,0,0,0,2,0,0,12,0,16,0,0,0,10,5,44,4,5,0,22,2,0,5,12,0,0,0,0,0,0,0,0
2015-05-01,0,0,10,14,3,10,3,0,2,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,12,0,16,0,3,0,10,0,45,0,0,0,11,0,0,5,0,0,11,13,0,10,7,0,0
2015-06-01,4,0,0,0,4,12,3,0,0,0,0,0,0,0,0,0,0,12,91,0,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0,0,45,0,0,3,0,0,0,45,0,5,0,11,0,0,5,0,0,22,0,0,10,12,0,0
2015-07-01,3,0,0,0,0,9,4,0,0,0,0,46,0,0,75,0,0,0,0,7,0,11,0,49,10,0,11,0,0,0,0,98,2,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,10,35,0,0
2015-08-01,0,0,0,7,0,12,3,0,2,0,0,0,0,0,74,0,0,0,0,7,0,11,0,0,0,0,11,0,0,0,0,0,0,0,71,0,0,23,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,20,16,0,0
2015-09-01,4,0,0,7,0,11,3,0,2,0,0,0,14,0,0,16,0,0,0,0,0,11,4,49,0,0,0,57,0,0,0,0,0,0,0,0,0,16,0,0,19,10,5,0,0,8,0,22,0,0,5,25,10,0,0,0,10,7,0,0
2015-10-01,2,0,0,6,0,15,0,63,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,57,11,52,0,0,12,0,2,0,67,0,0,0,0,0,17,9,0,0,2,5,81,0,0,0,0,0,19,0,0,0,0,6,0,0
2015-11-01,0,0,0,13,0,9,0,0,0,13,0,0,0,0,0,0,2,0,0,7,0,0,0,0,9,0,0,53,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,41,2,5,0,10,0,0,5,11,9,10,0,0,0,7,0,0
2015-12-01,4,0,8,0,0,13,0,0,2,13,0,0,0,0,100,0,0,0,79,7,0,0,0,0,0,0,0,50,0,0,11,0,0,0,0,10,39,0,0,0,16,9,5,0,2,5,0,10,2,0,0,11,9,0,12,0,0,6,0,0
2016-01-01,2,0,0,0,0,7,3,0,0,11,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,9,0,13,72,10,0,0,100,0,0,36,13,0,2,0,8,0,36,2,0,0,9,0,0,0,10,0,0,0,0,8,0,0,0
2016-02-01,4,0,8,6,2,10,3,0,0,12,0,0,0,0,0,0,0,10,0,6,13,0,0,0,0,0,20,0,14,0,0,0,2,0,0,0,38,14,0,0,0,9,5,38,2,4,0,0,0,0,7,0,9,0,12,54,0,12,0,5
2016-03-01,2,0,0,0,2,10,3,0,4,0,0,0,0,0,0,14,0,0,76,0,0,0,0,0,8,0,0,0,0,0,21,0,0,0,0,0,37,0,0,2,0,8,0,37,3,4,0,0,0,0,4,0,0,0,0,0,9,6,0,0
2016-04-01,2,0,9,0,0,9,6,60,0,0,0,42,0,0,0,14,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0,0,7,0,0,2,0,5,0,0,0,0,0,0,0,0,0
2016-05-01,3,0,0,0,0,9,3,61,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,29,0,5,0,18,5,0,2,5,0,10,2,0,5,0,0,10,0,0,13,6,0,0
2016-06-01,3,0,0,0,3,11,3,0,0,0,0,0,0,0,0,0,0,12,0,0,14,0,0,0,10,0,0,0,0,0,12,0,2,0,0,0,0,0,0,3,0,0,0,42,4,5,0,0,2,0,0,0,0,0,0,59,10,14,0,0
2016-07-01,3,0,0,0,3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,44,40,0,3,19,10,5,0,2,5,0,0,2,13,5,0,10,0,13,61,10,14,0,0
2016-08-01,6,0,10,0,3,11,5,0,2,15,88,0,0,0,38,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,5,44,2,5,0,11,0,0,0,13,0,11,0,0,16,11,0,0
2016-09-01,0,0,0,0,3,9,3,0,2,0,0,100,0,0,40,0,0,0,0,8,0,12,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,20,21,0,0,2,6,0,0,0,0,0,13,11,0,14,0,11,8,0,0
2016-10-01,4,0,0,0,3,12,3,67,0,0,0,0,0,0,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,0,0,10,0,0,2,10,88,0,2,0,5,0,20,0,0,0,10,7,0,0
2016-11-01,0,0,0,0,3,10,0,67,5,0,0,0,0,0,38,0,0,12,0,7,0,0,0,50,0,0,12,0,16,89,0,0,0,0,0,0,0,0,0,0,0,30,0,0,3,5,0,0,2,0,5,0,10,0,0,0,10,7,0,0
2016-12-01,4,5,0,0,0,5,3,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,12,0,0,0,0,10,7,0,0
2017-01-01,2,0,0,0,0,17,3,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,5,44,0,54,10,0,14,0,0,0,0,0,0,0,0,0,17,2,0,18,5,39,3,0,0,0,0,0,5,0,9,0,0,0,0,9,0,0
2017-02-01,2,0,0,0,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,10,0,43,2,10,0,11,0,0,5,0,10,0,0,61,10,7,0,0
2017-03-01,2,0,0,0,0,14,0,0,2,0,0,0,0,54,0,15,0,0,0,7,0,10,4,0,0,0,11,0,15,0,0,0,2,0,0,11,0,0,0,0,0,9,5,0,6,5,0,10,2,0,10,0,0,10,0,0,0,7,0,0
2017-04-01,2,0,0,7,4,11,5,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,61,11,0,16,0,24,0,0,0,0,0,0,16,0,5,0,10,0,0,2,5,0,0,0,0,5,12,0,0,20,0,0,14,0,0
2017-05-01,4,0,0,0,0,15,3,0,0,15,0,0,31,0,0,0,0,13,0,8,0,12,4,0,0,0,12,0,0,0,13,0,0,0,0,13,0,17,0,3,0,11,0,0,2,0,0,12,0,0,6,0,0,0,0,0,22,0,0,0
2017-06-01,0,0,0,0,0,8,4,0,3,33,0,53,0,0,0,0,3,14,0,8,17,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,18,0,0,22,23,0,0,0,0,0,12,0,0,6,28,0,0,0,71,24,16,0,0
2017-07-01,2,6,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,26,0,18,0,0,0,0,0,0,0,0,54,22,0,0,12,0,100,0,0,0,0,0,0,6,0,23,13,15,0,12,24,0,0
2017-08-01,2,0,0,8,0,10,3,0,2,0,0,0,0,61,0,0,0,0,0,8,0,17,0,0,0,0,0,60,0,0,13,0,0,0,0,0,0,17,0,0,20,14,6,47,2,0,0,12,0,0,0,13,0,0,0,0,11,23,0,0
2017-09-01,2,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,12,0,0,11,0,13,64,0,0,0,0,2,0,0,0,0,0,0,3,0,17,6,49,0,6,0,0,2,15,0,0,11,0,0,0,0,8,0,0
2017-10-01,4,0,0,0,0,8,3,0,0,0,0,0,0,0,0,17,0,0,97,0,0,12,0,0,0,0,0,61,0,0,0,0,2,0,0,0,48,0,0,0,20,0,0,0,2,6,95,0,0,0,6,0,11,0,14,0,11,15,0,0
2017-11-01,5,0,0,0,3,8,3,0,0,0,0,0,0,60,0,0,0,0,95,8,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,10,5,46,2,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,2,0,0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,50,0,0,17,0,16,0,0,0,0,0,0,0,0,16,0,3,0,10,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0
2018-01-01,5,0,0,0,3,15,9,64,0,14,0,0,0,0,0,15,0,0,0,7,0,0,0,0,0,59,11,0,0,0,0,0,0,0,0,0,42,15,0,0,0,10,0,42,2,5,0,0,0,0,5,12,0,0,0,59,10,7,0,0
2018-02-01,2,0,10,0,3,8,3,0,2,0,0,48,15,0,0,0,0,0,0,0,0,0,4,0,0,65,12,0,0,92,13,0,0,0,0,0,0,16,0,3,0,10,0,0,2,8,0,11,0,13,5,13,20,0,14,0,0,11,0,0
2018-03-01,5,0,0,0,8,8,0,64,0,0,0,0,14,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2018-04-01,4,0,22,0,0,11,0,76,0,0,0,0,0,64,42,0,3,0,0,0,0,0,4,0,0,70,13,0,18,0,14,0,0,0,0,0,0,18,0,3,0,11,0,0,3,0,0,0,0,0,6,14,0,0,0,0,23,0,0,0
2018-05-01,2,0,0,0,3,9,3,0,5,0,0,50,0,0,0,0,0,0,0,8,0,0,0,0,11,68,13,0,17,0,0,0,2,0,0,0,0,18,0,3,20,11,6,0,0,0,0,12,0,0,0,13,11,0,0,0,11,19,0,0
2018-06-01,4,0,0,0,3,11,3,0,0,31,94,0,0,0,41,0,0,0,0,8,0,12,0,0,0,67,0,0,17,0,0,0,0,0,0,13,0,34,0,0,0,0,0,0,2,6,0,12,0,0,0,0,11,0,14,0,11,46,0,0
2018-07-01,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,10,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,19,10,5,0,0,5,0,0,2,0,0,0,0,0,0,0,10,18,0,0
2018-08-01,2,0,0,0,5,8,0,0,0,0,90,48,0,0,0,0,0,0,0,8,0,0,0,51,10,0,0,0,0,0,13,0,0,0,0,0,0,16,20,0,0,0,0,0,2,10,0,0,0,0,5,0,14,0,0,0,11,18,0,0
2018-09-01,2,0,0,0,6,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,18,0,0,0,0,0,0,13,0,18,22,3,21,0,0,0,0,6,0,0,2,0,6,0,11,0,0,0,0,8,0,0
2018-10-01,2,5,0,0,6,13,3,0,0,0,0,0,15,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,17,0,3,0,11,0,0,2,5,93,12,0,0,0,13,21,0,0,0,11,7,0,0
2018-11-01,4,0,0,0,0,10,0,0,0,0,0,49,0,0,0,0,3,0,0,8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,46,2,7,0,11,0,0,5,0,10,0,14,0,11,0,0,0
2018-12-01,4,0,10,0,3,13,3,0,0,0,0,0,0,0,0,0,2,0,0,7,15,0,8,0,0,0,0,57,16,0,0,0,2,0,0,12,0,0,0,3,0,0,0,0,2,8,0,0,0,13,5,12,0,0,13,0,10,14,0,0
