date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Belgian Endive,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Boysenberries,Broccoflower,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Casaba Melon,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Dried Plums,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mandarin Oranges,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava,Zucchini Squash
2008-11-01,24,31,11,39,0,14,0,13,0,78,33,36,20,0,20,53,14,9,19,0,0,0,23,13,40,0,15,41,22,0,9,35,0,0,10,33,0,10,21,10,35,0,27,58,15,61,26,30,46,0,34,26,21,21,12,40,0,0,0,14,30,18,5,0,12,23,46,39,7,48,40,0,31,15,0,42,0,33,38,21,11,32,36,49,21,16,10,12,34,27,27,76,34,37,13,27,24,0,40,14,9,61,0,10,40,21,17,6,1,20,38,27,42,8,25,5,24,19,32,59,0,23,25,0,0,41,8,27,18,34,11
2008-12-01,0,24,14,65,0,20,0,12,0,65,48,33,12,68,23,27,0,5,24,0,0,0,30,24,26,42,15,17,21,0,12,29,0,0,8,0,41,9,52,8,18,0,27,78,20,0,34,26,41,0,38,27,31,32,30,27,0,31,0,0,30,25,2,32,8,42,27,16,3,33,16,35,0,22,0,80,30,0,49,0,0,33,45,60,21,35,11,10,53,24,23,43,24,38,13,32,43,0,16,0,2,19,25,10,64,14,26,9,1,26,64,17,65,18,15,10,24,34,33,61,0,22,44,26,68,21,8,69,18,0,11
2009-01-01,44,23,5,32,27,12,0,22,28,63,39,33,23,30,28,36,37,12,24,0,0,0,39,12,29,0,13,0,24,0,12,35,0,22,12,0,0,9,20,10,16,0,32,41,32,0,41,18,40,0,44,30,21,0,34,43,0,0,23,6,27,17,11,0,8,46,28,43,7,55,37,62,28,36,0,25,13,30,41,19,10,29,45,73,0,28,7,7,31,38,28,19,29,0,8,13,27,30,50,13,1,11,22,0,40,19,38,5,2,14,69,25,39,12,14,12,43,17,30,0,0,21,21,58,30,25,14,21,16,0,10
2009-02-01,47,19,10,29,29,18,70,17,29,67,23,31,18,86,30,39,26,15,36,0,0,0,24,9,23,0,14,16,20,0,15,29,0,0,8,0,0,8,15,12,17,0,40,62,15,0,49,10,34,31,30,38,12,21,27,52,0,0,0,7,43,12,8,31,12,27,39,0,5,35,16,17,41,36,0,36,14,0,49,20,11,31,33,65,0,27,7,8,39,39,28,20,22,36,10,11,25,0,28,41,2,12,72,19,24,10,16,8,1,16,25,43,39,8,10,13,23,10,64,29,0,26,21,0,0,53,9,30,0,0,10
2009-03-01,21,23,20,27,78,28,0,21,0,70,45,32,14,29,27,23,12,19,44,0,0,0,22,8,16,0,17,14,19,0,13,43,18,32,6,0,35,8,14,12,31,0,35,23,13,27,45,23,39,14,35,28,18,18,20,40,0,26,22,6,0,21,8,0,11,47,23,41,5,21,28,22,18,26,0,31,32,0,36,18,15,28,26,55,18,13,14,8,24,24,25,0,33,32,7,6,25,0,24,20,2,11,0,8,41,20,44,12,1,22,25,19,42,13,11,15,20,16,28,25,36,25,17,44,29,24,9,19,15,0,9
2009-04-01,55,20,18,35,27,39,0,21,0,64,30,31,14,60,28,24,31,13,22,0,0,0,25,12,27,0,13,0,19,0,13,27,19,0,9,30,37,13,24,11,16,0,33,37,14,28,30,22,34,15,43,35,18,19,23,60,0,27,22,6,80,28,4,0,13,41,48,50,5,22,22,15,94,36,0,49,0,0,45,19,15,0,34,46,38,25,12,17,42,43,28,19,41,33,9,9,33,30,38,0,1,11,22,26,43,16,23,13,2,19,34,30,44,10,8,23,0,22,0,27,38,29,19,0,0,31,13,30,0,0,0
2009-05-01,22,25,13,33,54,40,66,24,0,63,30,29,10,30,33,24,33,11,17,0,0,0,25,6,23,0,40,15,17,0,11,30,19,22,25,0,37,19,26,18,16,0,30,49,14,28,56,15,37,0,37,46,21,29,27,42,0,54,22,6,45,19,5,0,0,25,48,50,6,0,34,23,19,47,0,33,33,0,54,19,21,30,28,44,48,8,18,7,20,48,33,19,25,0,14,9,28,0,28,0,1,33,0,35,49,21,23,53,1,11,23,53,47,11,7,43,22,15,0,27,38,41,9,46,61,31,22,21,32,31,19
2009-06-01,22,19,11,31,27,40,0,29,0,60,38,28,11,30,28,24,31,17,27,0,0,0,22,0,18,0,35,0,21,0,14,35,0,33,18,0,0,27,20,26,16,0,29,45,21,0,35,13,35,24,19,46,19,29,36,36,0,27,0,19,0,37,5,29,28,25,32,29,6,33,29,31,38,50,0,100,33,45,40,57,17,29,37,31,19,11,18,9,20,44,35,19,37,0,14,7,24,0,15,0,1,11,45,39,37,22,15,65,1,8,29,25,51,7,6,58,0,14,0,0,0,49,10,23,30,25,35,14,16,0,19
2009-07-01,22,19,53,28,0,19,0,25,0,56,38,38,15,30,33,0,49,49,43,0,62,0,25,9,16,0,22,15,18,0,12,38,19,22,52,0,55,31,16,36,40,39,41,49,14,28,30,24,38,24,31,31,28,0,57,30,31,0,22,13,27,37,9,29,28,16,24,36,8,44,19,38,19,78,45,22,13,29,48,0,31,29,35,38,19,14,12,22,34,53,34,19,33,0,24,12,26,30,38,0,2,0,22,39,33,51,15,44,2,12,43,30,52,10,6,58,64,11,29,27,0,52,14,35,0,12,44,14,24,31,29
2009-08-01,32,28,85,30,0,20,0,22,27,57,45,46,38,29,47,23,36,66,16,0,0,0,20,11,17,0,13,15,17,0,18,32,37,22,35,0,0,31,14,38,31,37,55,32,18,27,44,64,35,14,24,47,36,0,37,18,30,0,0,0,0,16,8,28,66,28,18,35,5,21,19,15,18,46,0,24,26,57,57,19,23,28,44,36,28,11,20,45,38,50,49,0,30,0,42,7,24,58,32,0,2,32,22,21,35,40,15,23,1,4,17,29,53,6,11,19,63,12,0,0,37,56,8,0,29,24,40,8,57,0,33
2009-09-01,20,55,13,32,0,13,58,25,24,61,23,35,52,54,38,22,17,14,26,0,0,0,28,7,21,0,40,13,24,0,21,37,0,0,13,28,50,29,25,33,36,35,62,22,16,25,17,44,37,0,20,58,22,17,30,27,0,25,20,0,24,10,9,0,32,19,51,51,6,20,40,14,25,35,0,15,24,27,45,0,34,26,48,32,17,15,13,30,71,23,57,17,42,0,61,22,28,27,39,11,7,44,40,8,44,19,20,16,1,17,36,22,35,7,25,13,58,14,0,73,68,49,16,21,82,0,20,17,36,0,39
2009-10-01,36,66,8,39,0,20,0,24,0,64,32,38,40,25,23,40,0,4,32,0,0,0,42,16,43,31,27,12,34,0,24,28,31,37,6,0,30,29,53,11,33,32,50,20,17,46,41,31,46,0,20,36,29,55,33,25,0,45,0,5,81,27,9,0,21,27,53,53,5,36,24,13,62,27,0,0,22,0,40,23,8,48,44,44,0,37,7,4,62,25,40,26,34,0,17,16,43,37,27,16,59,46,55,11,43,11,44,11,1,29,66,25,37,16,53,15,26,45,36,22,0,34,47,19,25,15,9,74,33,26,8
2009-11-01,37,37,13,39,23,23,0,20,23,65,39,37,23,42,19,20,10,9,40,0,0,0,31,22,20,31,15,25,24,0,15,37,16,19,11,25,0,15,48,15,27,48,43,55,0,23,38,26,44,12,31,23,31,40,39,36,26,0,19,5,37,19,8,0,15,38,54,36,4,24,12,13,16,21,38,48,28,25,65,16,9,74,34,67,16,57,19,8,35,32,28,47,34,0,11,32,40,0,24,18,12,32,25,22,41,15,25,0,1,25,33,25,35,17,28,15,90,37,0,23,32,27,30,0,25,10,14,44,18,0,8
2009-12-01,29,31,37,68,24,28,0,17,0,49,22,39,19,52,16,21,14,7,6,0,0,0,35,33,24,0,0,13,34,0,13,29,17,19,10,0,32,12,64,12,14,0,30,61,24,24,45,25,45,0,19,29,35,83,24,37,0,24,20,11,47,19,8,0,9,22,56,56,4,26,13,13,16,22,0,63,12,0,38,17,9,38,40,76,17,40,18,9,44,30,29,44,30,0,14,41,41,26,22,29,3,19,33,8,58,6,33,4,0,26,60,22,65,23,21,12,0,42,39,71,33,21,47,20,53,16,9,66,14,0,17
2010-01-01,35,24,13,44,22,26,52,28,0,62,34,50,20,24,39,38,20,16,40,0,0,0,48,9,33,0,21,12,30,0,15,52,20,18,6,0,0,10,29,14,13,30,41,55,25,44,27,14,48,0,42,22,29,23,38,41,0,22,0,8,85,18,8,0,15,26,19,40,6,35,23,30,0,31,0,26,10,0,52,0,0,0,34,75,15,38,10,3,40,37,34,20,37,0,7,20,36,24,32,17,2,9,54,17,51,8,36,8,2,23,36,16,53,14,16,17,51,24,23,43,30,27,13,37,36,20,11,23,17,25,15
2010-02-01,28,22,18,37,45,26,0,32,0,65,36,38,17,25,18,27,21,9,32,0,0,66,32,15,21,31,17,19,27,0,16,43,16,46,6,0,31,12,28,17,34,97,40,51,40,23,49,24,42,12,41,26,19,32,26,43,26,45,0,11,45,34,9,0,10,17,20,24,4,31,24,19,32,35,0,23,33,0,48,40,9,49,30,64,16,24,17,7,37,44,39,16,38,0,11,12,27,38,27,32,2,0,28,22,57,5,25,4,1,11,34,46,46,11,13,13,18,19,25,56,0,29,19,19,25,26,9,18,22,26,20
2010-03-01,33,25,9,33,41,39,0,27,0,59,45,40,15,23,21,24,19,17,66,0,0,60,34,7,32,0,40,11,29,0,16,44,22,51,8,0,28,10,18,18,24,0,33,47,26,21,57,21,47,11,40,39,18,14,40,23,0,0,0,14,34,20,14,22,12,31,31,16,7,28,15,23,14,25,0,29,10,0,46,22,16,33,28,63,19,37,11,14,49,46,35,14,42,25,10,9,29,34,31,14,2,8,62,16,51,7,35,4,2,14,33,34,41,14,10,28,49,23,22,61,0,28,17,35,23,23,11,17,12,0,15
2010-04-01,27,24,16,33,22,42,0,27,22,71,48,39,19,72,26,0,17,17,33,0,0,0,35,8,28,0,28,36,33,0,16,48,31,0,12,0,30,10,23,19,26,0,41,46,22,34,33,23,41,12,45,27,26,31,29,37,25,22,0,8,22,27,13,23,18,37,58,46,8,41,28,37,30,36,0,20,54,24,64,15,11,59,41,51,15,23,15,14,23,48,27,15,49,0,15,10,36,0,27,10,2,9,36,14,50,18,25,21,2,17,46,40,46,12,11,36,26,26,36,22,0,30,15,38,97,20,16,31,0,25,31
2010-05-01,28,26,12,41,0,48,56,39,0,59,29,40,13,25,30,21,28,22,47,0,53,0,33,10,25,0,19,19,19,0,12,37,24,47,10,0,63,26,23,27,21,0,44,68,15,24,39,15,47,0,53,47,26,33,27,44,0,23,19,5,23,31,10,0,19,14,68,55,11,19,29,26,43,31,0,33,28,25,61,16,18,0,31,46,22,19,20,9,26,42,36,0,40,0,10,8,30,0,22,0,2,9,19,30,58,23,26,48,5,10,34,21,53,9,8,39,55,18,0,46,0,48,12,20,26,16,28,18,20,0,12
2010-06-01,38,19,36,35,0,35,0,30,0,55,33,37,19,52,20,20,56,29,50,0,0,0,28,5,28,0,63,13,19,51,17,29,0,29,34,0,42,35,23,35,21,0,51,74,18,24,37,9,36,19,32,51,34,16,64,58,0,47,20,16,23,32,16,0,46,22,31,37,9,37,25,13,43,36,39,28,35,64,61,16,27,25,31,29,0,24,18,10,25,48,39,16,49,0,16,8,27,0,9,11,2,0,29,49,42,25,26,48,1,11,25,32,51,10,6,58,28,15,25,23,32,49,12,20,52,42,35,18,32,0,33
2010-07-01,27,20,69,35,22,27,0,34,0,60,17,42,28,37,42,39,37,53,57,0,0,0,31,5,28,0,49,12,21,0,13,43,16,37,52,25,60,37,17,51,13,32,43,33,11,23,42,31,38,0,31,32,36,47,74,40,0,22,18,10,22,36,12,24,56,41,16,23,10,36,40,38,15,52,37,27,44,24,53,23,14,48,41,25,16,21,14,27,28,52,42,31,44,27,17,14,23,0,18,10,1,9,18,28,36,63,0,31,4,10,47,25,50,7,10,47,53,16,0,22,0,64,10,0,37,15,53,10,57,0,39
2010-08-01,34,35,59,27,64,15,0,34,0,57,23,52,41,23,36,38,61,65,26,0,49,0,31,5,24,29,45,23,23,46,17,20,30,35,26,0,38,43,27,59,13,60,74,35,16,0,44,54,38,11,56,49,51,0,62,38,24,21,18,25,21,35,13,0,49,13,35,50,6,40,15,30,15,39,0,26,10,0,57,15,16,69,46,29,15,15,18,56,44,47,50,15,29,52,44,7,27,0,31,0,2,17,35,14,55,40,18,33,2,10,36,18,43,7,14,21,50,18,23,53,0,68,16,36,35,24,40,11,21,0,45
2010-09-01,25,62,23,33,20,18,0,31,0,70,29,45,41,0,39,30,19,20,29,0,0,60,42,9,38,85,30,11,21,0,16,35,0,0,8,23,56,31,26,22,24,0,63,56,21,21,36,53,36,17,24,51,35,15,33,46,47,21,17,7,20,17,13,0,25,25,34,33,5,25,18,29,28,29,0,25,10,0,44,14,13,33,44,31,22,30,15,26,66,33,57,14,24,0,52,11,30,34,30,10,9,25,34,16,58,16,35,21,2,14,48,38,41,10,36,15,32,20,0,31,29,52,17,26,23,19,34,14,49,0,47
2010-10-01,0,66,14,42,39,25,0,19,40,62,22,39,40,43,14,18,9,10,21,0,45,0,43,14,35,27,22,11,38,0,25,45,48,16,7,0,27,38,65,15,18,28,48,41,20,20,46,24,62,11,40,48,35,35,35,42,22,40,16,5,72,21,12,21,18,27,67,36,4,24,32,17,34,24,0,28,10,0,60,28,11,21,28,45,0,35,11,12,51,31,51,18,38,24,11,26,46,22,19,14,66,32,57,28,59,9,39,18,1,31,31,22,52,25,58,17,31,53,21,39,27,30,54,17,37,45,21,76,31,22,21
2010-11-01,62,37,18,43,19,26,0,24,19,57,27,40,25,21,29,17,26,10,20,0,0,55,44,17,37,26,9,11,32,0,18,43,13,39,11,0,35,14,39,16,28,27,42,40,19,39,55,31,48,21,39,22,40,27,31,23,43,19,16,4,38,21,8,20,7,26,48,15,4,31,0,16,13,14,0,50,19,21,55,22,7,27,47,70,14,32,12,5,39,27,34,44,38,0,10,36,40,42,31,18,14,19,16,21,69,18,11,5,1,20,56,21,50,17,36,11,38,44,28,38,40,24,31,0,28,26,13,50,11,0,27
2010-12-01,16,29,16,70,30,27,0,22,0,67,38,46,22,22,10,18,27,8,34,0,0,0,41,28,33,28,10,17,38,0,20,37,0,33,12,0,27,10,70,13,84,0,26,48,20,21,59,37,57,11,39,32,42,50,27,29,23,20,0,12,27,25,10,21,15,31,57,32,6,16,18,29,0,25,0,78,10,22,52,28,8,22,48,63,14,34,12,11,27,34,37,21,41,25,6,44,46,45,14,19,4,16,16,6,72,9,40,8,1,29,51,30,69,26,25,9,48,52,22,60,0,25,46,17,67,55,13,56,18,23,29
2011-01-01,24,28,20,35,22,33,0,38,0,71,42,49,23,66,33,40,9,18,64,0,0,0,42,11,43,21,31,14,29,0,23,42,21,24,11,0,51,11,29,15,27,0,40,72,30,31,62,24,51,8,46,25,28,11,41,39,0,0,0,3,54,18,16,0,18,43,44,51,6,18,16,68,10,34,25,39,26,16,57,17,6,32,46,73,10,33,18,9,37,41,47,21,44,0,6,22,34,17,32,21,2,9,25,7,65,11,29,7,1,28,47,36,54,14,23,12,12,28,0,52,21,30,30,39,39,20,11,23,13,0,8
2011-02-01,53,24,20,25,0,34,0,34,33,69,36,50,24,24,28,22,15,21,67,0,0,47,42,8,43,23,34,12,34,0,19,48,11,27,10,0,22,13,21,12,19,23,40,56,12,25,66,29,50,9,58,38,26,57,24,49,18,16,0,15,43,22,14,17,12,35,29,26,6,35,20,42,11,33,0,20,20,18,61,11,6,26,49,76,23,32,18,13,35,43,38,11,53,0,7,14,31,18,22,20,2,0,49,5,70,10,41,8,2,24,38,33,65,14,19,23,13,26,18,24,0,27,16,14,36,100,14,16,14,0,12
2011-03-01,35,24,17,28,14,35,0,30,14,73,56,46,23,16,32,13,17,17,53,0,0,0,39,16,38,20,54,8,23,0,15,34,20,30,8,0,20,13,21,15,34,20,26,50,22,29,42,28,46,0,53,34,26,10,29,59,16,0,12,8,57,50,19,15,16,28,34,38,5,35,18,28,13,22,0,18,32,16,61,13,11,46,42,50,15,36,22,5,39,43,32,10,43,0,10,7,30,16,29,18,2,6,12,18,58,12,28,6,1,25,27,24,54,16,15,21,23,22,0,36,20,29,16,37,32,29,12,16,25,16,5
2011-04-01,25,26,14,31,31,61,0,26,15,71,65,46,22,25,29,27,19,14,41,0,0,45,41,22,29,43,30,8,34,0,13,39,14,25,7,0,31,17,30,25,27,22,33,39,8,0,56,22,47,8,60,27,34,11,36,39,0,15,26,7,51,21,18,16,7,35,52,40,7,21,25,26,28,25,0,31,23,0,61,11,6,50,39,54,18,35,12,7,36,46,37,11,53,0,14,11,43,17,21,11,1,12,29,20,50,22,9,11,1,12,26,42,56,16,13,30,18,30,33,91,21,33,23,0,17,31,17,27,14,35,16
2011-05-01,25,25,18,41,45,47,0,30,15,65,36,43,18,22,18,20,34,14,36,0,0,0,30,7,20,21,37,17,24,0,16,28,14,31,15,0,41,28,19,30,18,22,49,80,15,31,42,21,42,8,45,33,31,11,35,39,0,15,13,11,50,25,16,16,14,30,67,20,8,31,38,34,24,37,0,25,22,0,74,11,6,16,36,43,21,20,15,6,28,48,36,0,53,0,10,12,31,17,31,7,2,12,19,34,51,22,8,46,1,12,52,36,51,11,10,35,36,21,16,23,0,44,14,19,22,31,30,15,27,0,11
2011-06-01,51,23,34,31,24,54,0,32,0,70,84,37,18,17,40,28,26,20,46,26,36,0,29,8,26,22,28,9,29,0,17,41,11,19,15,0,21,29,18,34,9,22,37,59,12,32,59,12,42,8,31,35,19,33,29,35,0,0,17,17,23,24,18,17,28,31,14,21,10,13,23,18,22,37,0,32,46,17,59,15,20,0,52,26,11,8,13,13,36,44,47,0,42,0,13,13,29,0,21,0,2,6,26,40,59,30,26,64,2,19,13,38,57,14,9,65,19,18,0,16,22,52,16,20,23,39,44,13,9,0,11
2011-07-01,40,19,47,31,16,34,0,34,0,64,27,45,31,24,22,36,34,49,60,0,37,48,30,8,32,0,16,18,20,0,19,41,11,13,55,0,22,38,26,45,19,0,49,61,8,59,62,22,44,26,48,45,40,40,73,40,0,17,14,15,49,40,23,0,64,20,19,30,12,26,50,14,11,50,0,20,36,24,62,23,21,18,50,44,17,27,12,20,20,55,40,15,30,0,23,6,31,0,29,8,1,10,36,57,42,54,9,50,3,9,41,66,58,7,9,72,0,19,18,32,0,60,15,0,0,37,54,10,10,18,23
2011-08-01,12,29,85,32,15,27,0,30,15,64,34,60,55,25,31,41,60,68,41,0,35,0,36,8,24,0,45,34,24,0,25,35,21,25,39,17,21,47,22,55,27,54,67,34,8,32,40,56,48,20,38,48,47,38,63,26,0,31,13,7,45,23,27,16,77,16,27,48,7,25,22,26,27,38,0,15,15,17,55,0,33,17,56,35,22,18,17,50,32,66,58,32,34,0,41,6,33,0,31,0,2,6,19,39,44,32,9,31,2,9,32,65,43,10,16,31,42,18,17,15,0,67,19,13,17,31,46,9,27,17,52
2011-09-01,12,64,26,23,30,23,0,32,0,76,26,53,53,44,38,33,20,24,38,0,0,0,41,6,42,0,36,11,27,0,20,37,14,0,20,0,0,34,35,38,40,0,75,45,7,15,52,45,52,13,32,61,44,16,52,41,17,15,12,3,44,28,28,16,44,18,40,31,6,28,21,29,21,27,25,0,0,32,63,10,24,16,46,29,10,11,16,36,49,38,56,10,32,18,63,7,36,25,56,14,8,15,24,21,69,21,29,12,2,20,38,14,43,12,32,22,29,24,21,0,41,62,20,13,17,20,27,20,47,17,32
2011-10-01,17,76,21,45,21,28,0,26,14,63,48,47,58,25,28,24,8,9,34,0,0,40,53,62,46,0,40,8,53,0,29,50,23,23,13,0,56,35,71,24,21,20,56,42,12,14,66,29,66,7,36,58,33,49,49,32,0,14,12,11,82,17,27,0,30,32,68,36,7,22,22,23,10,31,0,34,17,0,67,10,8,35,59,34,19,56,17,10,60,44,48,10,37,17,22,22,56,15,37,6,68,70,23,9,56,11,62,10,2,55,67,20,52,36,65,16,22,58,15,41,19,39,67,0,31,38,18,77,33,32,39
2011-11-01,33,39,20,44,41,27,0,29,14,76,45,49,36,20,24,20,23,7,62,0,0,40,38,17,46,19,33,19,29,0,18,52,10,0,7,15,31,15,37,21,16,20,46,48,14,21,57,23,55,7,47,26,32,19,31,37,31,0,11,5,91,11,24,29,28,27,43,54,6,30,37,39,13,28,0,31,20,0,54,10,5,37,46,57,10,51,17,10,38,42,42,48,28,0,13,51,37,15,33,9,14,34,30,13,59,12,46,5,2,26,55,15,57,18,39,14,11,30,15,41,19,37,32,12,20,13,12,27,27,16,12
2011-12-01,17,35,22,68,35,25,0,29,0,66,30,45,29,15,28,25,19,9,42,0,32,0,49,55,40,0,18,15,49,0,29,55,19,63,12,16,19,17,67,22,21,20,34,58,12,14,67,32,59,0,41,32,51,73,33,46,0,14,0,8,78,19,18,0,12,34,43,40,6,45,37,16,19,28,0,96,7,15,66,23,0,22,50,84,10,43,18,4,46,39,37,42,33,17,10,73,55,31,39,26,4,31,15,7,55,12,58,4,2,41,47,15,82,40,28,13,44,52,15,55,0,31,63,0,46,13,14,59,24,16,10
2012-01-01,30,28,19,35,38,27,0,41,13,59,69,55,34,21,34,18,17,18,76,0,0,73,44,18,47,17,20,21,44,0,29,60,18,41,10,28,57,15,41,17,41,36,47,51,10,32,82,33,60,10,59,42,31,22,34,49,28,13,21,7,58,27,37,13,13,61,46,40,7,37,16,14,23,34,21,38,21,27,58,35,14,20,51,91,18,35,15,7,41,57,41,17,39,15,6,30,41,14,37,54,3,15,34,20,58,10,39,9,1,34,58,30,58,22,27,16,15,34,54,37,0,36,26,27,21,34,13,25,20,21,7
2012-02-01,43,27,16,34,20,51,0,45,13,76,54,55,26,22,25,29,18,18,65,0,0,0,48,12,38,18,13,11,36,0,25,69,9,54,6,15,54,15,25,20,47,37,40,30,24,14,70,26,60,7,53,34,31,9,43,66,0,53,11,6,20,23,29,28,13,38,33,49,7,50,32,45,18,34,0,16,29,29,56,0,7,14,43,62,14,47,27,8,38,48,39,15,37,16,10,16,39,29,35,14,3,16,47,13,65,15,37,5,2,19,50,29,63,19,20,32,26,30,21,0,18,35,21,34,24,27,15,18,0,15,14
2012-03-01,35,28,16,35,12,63,30,44,13,71,52,52,31,20,36,33,21,11,63,0,0,0,45,17,42,0,42,7,33,0,26,49,22,20,7,21,45,16,30,22,26,17,46,41,16,32,58,23,48,7,68,26,31,13,39,51,0,12,10,9,94,35,35,13,13,47,55,85,7,33,56,21,17,16,0,18,21,0,62,34,12,13,36,52,9,33,20,11,36,58,44,0,51,15,13,18,35,34,43,31,3,20,44,22,50,17,21,10,2,19,57,30,55,18,15,26,19,27,27,24,17,31,24,32,34,34,19,22,7,14,9
2012-04-01,16,28,14,37,26,62,31,50,38,76,38,58,27,19,18,30,25,19,71,0,0,0,48,17,31,18,23,7,32,0,30,53,18,21,14,21,35,26,29,31,19,36,43,75,13,26,71,21,55,7,66,36,36,18,41,36,15,13,14,12,57,26,41,14,18,21,55,51,7,34,37,36,30,40,0,18,31,14,71,13,10,14,51,34,18,21,22,6,36,53,44,0,49,0,13,11,49,0,33,9,2,16,18,41,61,17,18,17,2,24,32,38,61,22,13,30,20,40,19,25,36,41,31,22,28,17,20,35,15,0,9
2012-05-01,31,27,25,36,38,61,30,55,13,74,42,48,26,21,46,19,31,25,45,0,29,37,37,12,31,18,47,11,32,0,20,55,9,21,12,29,46,33,29,41,19,72,64,46,15,26,64,11,41,7,54,37,29,22,51,44,0,13,11,9,21,36,34,20,23,41,45,61,9,38,23,32,53,27,0,10,16,14,63,22,7,14,47,45,9,17,20,10,41,59,41,13,42,16,9,10,39,0,19,9,2,8,31,45,41,28,43,71,2,8,46,45,56,16,11,43,30,26,14,38,26,57,19,33,21,32,37,19,11,29,18
2012-06-01,48,29,35,31,20,57,32,60,13,71,43,50,24,22,38,31,32,29,45,0,30,0,38,9,27,18,43,10,29,0,21,56,15,87,31,0,30,36,22,42,39,0,51,58,18,14,56,25,47,14,59,44,29,23,81,44,15,13,15,11,48,36,43,14,27,34,51,52,11,14,47,26,31,60,22,35,19,14,51,15,12,28,50,34,19,14,16,16,26,65,54,9,46,16,16,9,38,15,37,6,2,13,33,42,47,29,22,77,3,13,46,46,65,15,9,81,21,25,21,26,18,64,18,45,37,27,51,14,23,20,9
2012-07-01,21,23,53,31,0,30,32,57,13,66,41,60,43,22,29,19,44,50,56,21,0,39,41,10,40,0,68,26,33,29,24,44,9,38,64,0,42,48,32,58,28,0,57,50,10,18,60,36,52,17,47,48,46,19,91,34,15,13,0,8,31,61,46,14,65,34,18,31,11,25,33,15,18,57,22,32,39,14,64,25,22,28,62,36,0,30,17,32,30,76,52,14,51,0,23,9,37,29,34,6,2,11,51,55,50,65,15,38,3,19,36,68,65,12,10,66,31,26,0,33,18,76,16,17,39,33,68,13,23,15,26
2012-08-01,16,38,72,31,64,29,62,55,0,79,28,62,61,14,40,23,48,50,51,0,59,0,39,6,35,18,50,9,30,28,27,43,12,42,39,0,46,61,21,63,23,18,75,50,19,13,70,54,53,11,35,69,65,32,60,27,0,0,21,18,25,37,48,14,54,31,32,34,10,73,32,44,13,44,0,26,22,28,71,27,29,21,65,24,0,16,19,55,36,67,65,0,48,31,41,9,35,28,35,6,3,8,35,31,49,34,54,32,4,12,35,40,54,11,17,32,61,23,0,13,54,81,18,11,22,23,58,14,48,15,55
2012-09-01,20,64,34,33,25,30,0,47,13,75,28,64,76,21,49,26,28,22,46,21,0,0,56,10,50,26,52,14,44,0,35,30,18,26,15,0,34,42,38,38,30,30,90,45,8,17,69,41,62,11,34,70,60,35,59,45,14,13,0,7,29,27,51,13,40,32,59,26,7,30,29,60,22,26,21,19,6,0,66,20,21,27,59,41,9,23,14,31,62,57,72,9,38,0,67,11,45,14,52,17,12,33,21,14,66,18,21,19,1,25,45,30,53,16,47,20,49,33,14,12,17,78,23,16,42,34,26,20,64,0,66
2012-10-01,18,70,20,42,17,41,0,42,11,76,52,58,70,20,34,30,20,11,55,0,26,0,59,39,56,31,20,18,56,0,39,55,13,32,11,12,61,35,71,24,33,32,70,50,17,0,76,24,68,6,26,49,53,31,50,60,0,34,18,13,66,20,46,12,52,20,63,32,6,27,20,25,19,26,0,32,11,12,78,16,8,0,59,56,8,49,17,12,66,50,54,16,43,14,27,28,61,37,44,5,69,70,34,21,61,16,69,10,3,50,31,18,59,44,78,24,18,67,12,22,0,45,74,10,29,18,16,84,26,13,28
2012-11-01,23,38,18,41,23,42,28,38,0,70,36,48,41,29,29,10,26,14,38,0,26,0,47,22,49,0,20,15,45,0,29,44,24,37,9,13,41,13,33,20,41,16,46,50,13,16,51,23,49,9,46,38,42,28,34,61,13,34,0,8,98,25,45,12,23,26,63,72,7,40,18,32,16,29,0,53,11,12,70,8,4,45,47,58,16,46,16,12,42,47,49,26,43,0,8,52,44,42,35,11,15,21,53,16,61,15,29,10,2,33,43,25,54,24,42,11,18,32,12,51,32,31,29,0,19,28,14,24,20,13,18
