date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2009-06-01,35,29,0,36,21,50,0,43,0,0,0,0,0,41,0,14,0,21,26,0,18,0,0,0,0,29,36,0,0,9,18,18,21,9,0,17,26,8,17,0,19,21,32,0,0,17,0,0,0,0,0,0,27,14,0,46,12,0,0,23,18,31,0,18,0,21,0,13,0,17,54,0,0,8,32,13,46,21,0,12,0,0,19,15,0,4,16,0,0,0,19,0,0,0,45,21,0,0,15,13,9,9,0,0,0,18,0,27,0,0,0,16,0,0,0
2009-07-01,22,42,0,20,15,43,0,37,17,0,30,0,0,0,0,11,0,23,0,0,19,17,23,0,0,20,0,0,0,10,40,0,11,10,0,0,18,9,26,0,0,23,0,0,18,22,0,87,0,0,0,23,0,18,0,50,13,0,18,12,0,18,0,39,0,22,0,21,0,19,59,0,28,12,34,0,27,44,0,5,0,18,20,27,0,35,13,15,18,0,26,44,0,0,0,7,35,0,24,56,19,10,0,0,0,0,0,29,0,0,0,52,0,0,0
2009-08-01,39,17,20,21,22,64,0,20,18,0,0,0,0,95,0,25,0,50,29,0,21,18,0,0,0,14,0,0,20,17,21,21,18,15,0,5,20,32,19,0,22,25,37,0,0,24,0,93,0,0,3,0,0,15,30,0,20,0,20,13,0,21,0,21,0,24,0,46,0,39,55,0,0,16,36,0,30,24,0,8,0,20,0,31,0,49,12,16,0,66,32,0,0,0,0,0,37,0,35,0,21,16,0,0,0,0,0,32,0,0,0,23,21,0,0
2009-09-01,51,0,41,18,14,42,0,21,15,0,0,0,61,0,0,31,0,21,0,9,26,15,0,25,0,12,0,0,17,13,36,35,15,12,90,10,25,38,0,0,0,31,31,0,33,10,0,0,44,0,3,0,0,10,25,0,23,0,0,0,0,24,0,26,0,20,0,25,0,17,44,0,38,5,61,0,17,0,0,10,0,25,18,29,0,32,15,53,17,0,59,0,58,0,0,7,0,0,29,13,37,0,78,16,0,0,0,34,0,0,18,15,0,0,0
2009-10-01,49,0,31,17,26,38,0,40,0,0,0,0,0,38,0,49,0,39,0,8,17,14,19,0,20,23,0,0,16,25,0,17,14,21,0,13,16,25,15,0,17,29,0,0,15,10,0,0,42,0,2,0,0,10,0,0,0,0,0,21,25,17,0,25,0,26,0,36,0,31,58,0,24,13,0,0,31,0,0,5,0,0,0,42,0,10,27,38,0,0,57,0,0,16,0,19,30,0,21,0,25,0,0,31,0,0,0,14,19,0,17,7,0,0,0
2009-11-01,51,9,38,16,13,30,29,19,14,0,0,31,0,37,0,38,18,39,23,8,38,21,0,23,20,11,0,0,15,38,17,17,16,36,0,30,15,11,35,0,33,19,0,0,15,0,0,0,82,0,0,0,0,20,23,0,21,0,0,10,0,17,0,16,0,25,0,24,0,23,80,0,24,13,0,0,39,19,0,11,0,0,17,32,0,5,20,0,0,0,34,18,0,15,0,17,0,57,54,18,32,8,0,20,17,0,0,7,19,0,17,22,0,0,0
2009-12-01,30,0,0,33,0,45,0,36,0,0,0,0,0,0,0,29,0,20,0,17,17,14,0,0,0,11,0,0,16,63,0,17,24,31,0,6,31,10,45,0,17,29,29,0,16,9,0,0,42,0,2,0,25,32,23,0,11,0,23,10,0,26,27,16,0,19,0,12,0,0,81,0,24,19,0,0,37,19,0,9,0,16,17,36,0,5,8,12,0,0,22,19,0,0,0,26,0,0,0,12,19,0,0,15,17,0,0,10,19,0,0,15,0,0,0
2010-01-01,46,0,14,15,20,40,27,33,0,0,0,0,26,34,0,27,0,18,0,8,15,0,18,0,18,0,0,0,14,30,16,15,26,30,0,0,29,7,14,0,16,27,0,0,0,9,0,0,58,22,0,0,0,11,22,0,16,0,0,19,15,38,25,0,0,0,0,11,0,14,66,0,37,12,0,11,19,18,0,8,0,14,16,31,0,6,13,0,14,0,19,17,38,0,0,24,0,0,38,11,8,8,0,29,16,15,16,13,17,16,0,20,15,0,16
2010-02-01,43,9,15,0,13,42,29,24,0,0,0,32,0,0,0,39,0,20,0,0,25,0,0,23,0,0,0,0,47,25,17,0,19,13,0,15,16,7,30,0,26,19,29,0,15,9,0,0,42,0,2,0,0,22,47,0,11,0,0,0,17,11,0,17,0,38,0,12,0,31,66,0,24,12,0,12,57,19,0,7,0,16,17,42,0,3,8,0,0,52,22,0,28,0,0,15,0,0,14,24,29,0,0,31,0,0,0,20,19,17,0,0,0,0,0
2010-03-01,38,0,49,15,23,37,0,32,13,0,0,0,0,34,0,20,0,36,0,0,15,13,0,21,18,10,0,0,56,25,15,20,17,10,0,3,42,7,27,0,31,18,26,0,0,9,0,0,37,0,0,0,45,22,21,0,19,0,0,19,0,14,0,15,0,17,0,11,0,0,66,27,0,8,26,10,28,17,44,12,0,0,0,37,0,2,13,0,0,0,23,0,0,14,0,11,0,0,25,16,15,22,0,42,0,15,0,20,22,0,0,16,0,0,15
2010-04-01,26,9,30,33,13,35,43,47,14,0,0,0,29,37,0,32,0,29,23,0,16,0,19,0,20,22,0,0,31,38,22,16,19,19,0,6,20,14,29,0,17,38,29,0,0,9,0,0,0,0,0,0,0,20,23,42,26,72,0,10,16,11,0,16,0,19,0,0,0,15,64,0,0,16,0,11,46,19,0,16,0,15,0,29,0,3,5,0,0,0,36,18,27,15,0,12,0,0,36,24,8,0,0,15,0,0,0,20,18,0,17,7,0,0,0
2010-05-01,45,0,15,56,13,44,0,31,14,0,25,0,28,37,0,16,0,25,0,0,16,0,19,23,19,0,0,0,15,43,16,16,0,15,0,7,15,7,34,0,0,19,28,0,15,18,0,0,0,23,0,19,0,21,23,0,10,0,15,10,0,28,0,21,74,19,21,12,48,15,57,0,24,14,28,0,46,18,0,4,0,15,0,42,0,6,6,0,15,0,26,18,0,0,0,6,29,0,20,12,12,8,0,15,0,0,0,27,27,0,0,32,16,0,0
2010-06-01,39,9,15,17,13,45,29,24,0,30,0,31,29,38,0,19,0,20,23,17,17,0,19,0,26,37,0,0,16,22,17,0,9,11,84,11,15,7,15,0,17,19,0,0,16,9,0,73,0,0,0,0,25,13,23,0,37,0,0,21,17,19,0,0,0,19,22,24,0,15,38,0,24,8,29,12,39,56,0,11,0,0,0,24,0,6,5,0,15,0,14,37,0,15,0,16,0,0,32,0,8,12,0,31,0,0,0,14,19,0,0,33,0,0,0
2010-07-01,33,31,16,25,26,41,0,40,29,0,0,32,44,0,0,26,0,0,24,0,17,15,0,24,40,11,0,0,24,28,17,17,10,18,0,23,21,11,25,0,0,0,0,0,24,10,0,0,0,0,3,0,0,22,0,64,18,0,0,17,51,40,0,17,0,0,0,37,0,16,40,0,24,13,0,12,16,19,0,8,0,21,35,31,0,19,6,0,0,0,14,38,0,16,0,13,0,0,55,12,25,8,0,16,17,0,0,30,25,0,17,11,34,0,0
2010-08-01,70,13,16,17,22,40,30,28,14,0,0,0,0,38,0,15,0,0,0,8,17,15,0,0,0,23,0,0,32,31,34,0,16,8,0,10,16,11,41,0,0,40,0,0,0,24,0,75,0,0,0,0,0,13,24,0,11,0,0,16,17,17,0,25,78,20,0,12,0,16,41,0,24,11,29,12,32,58,50,14,0,31,17,43,16,55,19,25,0,52,29,19,0,16,0,6,0,0,14,36,36,8,0,16,17,17,0,41,19,0,0,7,0,0,0
2010-09-01,52,39,14,0,19,42,0,26,0,0,0,0,26,0,0,17,0,0,0,0,0,13,34,0,0,0,0,69,14,22,45,22,8,17,0,3,18,19,31,0,23,17,0,0,14,13,0,0,0,0,2,0,22,12,21,37,13,0,0,9,0,20,0,15,68,23,0,11,0,35,34,0,21,8,26,0,19,50,0,12,0,28,0,39,0,24,14,39,0,0,46,17,0,14,0,13,26,0,36,0,22,7,0,21,15,0,0,48,17,0,15,61,0,0,0
2010-10-01,60,23,20,14,18,40,0,37,12,0,0,0,25,32,0,28,0,33,20,0,14,12,16,0,25,10,0,0,0,21,0,14,16,21,73,20,18,25,38,0,0,22,25,0,20,16,0,0,0,20,2,0,0,13,20,36,18,0,0,9,0,10,0,0,0,33,0,10,42,13,55,0,41,10,0,20,13,0,0,8,0,13,22,38,0,10,45,64,13,0,43,16,23,0,0,20,0,0,16,0,32,7,0,18,0,14,0,12,32,0,0,22,0,0,0
2010-11-01,71,7,19,0,25,46,0,20,0,0,21,26,24,0,0,24,0,17,20,14,14,12,16,20,17,9,0,0,13,46,14,14,12,29,0,36,13,9,29,0,14,17,61,54,20,24,0,0,52,0,3,0,21,17,20,0,13,0,13,9,0,32,0,14,0,16,0,15,0,20,62,0,30,17,0,20,33,32,41,6,0,26,14,33,13,4,24,21,0,0,38,0,0,0,0,36,0,0,42,30,45,7,0,30,0,28,0,11,32,0,0,24,27,0,0
2010-12-01,46,7,19,0,33,37,0,36,12,0,0,0,0,0,0,19,30,41,39,7,14,12,16,20,25,0,0,0,26,71,28,0,16,36,0,16,13,21,19,0,36,25,74,0,0,13,0,0,35,0,2,0,32,36,20,36,9,0,0,26,14,35,0,14,64,16,0,0,0,26,60,0,20,21,0,10,22,0,0,6,0,13,29,29,0,2,6,0,0,44,33,0,0,13,34,32,25,0,29,40,21,7,0,22,14,14,0,11,37,0,0,6,28,0,0
2011-01-01,45,6,19,11,17,44,19,33,9,0,0,0,19,47,0,29,0,13,15,0,16,9,19,0,13,14,0,0,10,51,16,0,9,25,0,6,26,14,10,0,0,13,0,40,0,12,0,0,40,0,0,0,0,24,15,0,7,47,0,7,11,31,0,10,0,21,0,11,0,0,75,19,15,13,0,11,43,12,0,6,0,13,16,40,0,3,8,8,0,0,31,0,0,0,26,20,0,0,23,27,5,8,0,10,0,0,0,12,48,0,0,14,0,0,0
2011-02-01,49,6,11,11,9,45,0,43,10,0,17,0,20,26,0,20,12,27,16,0,30,10,13,0,0,8,0,0,16,21,12,17,7,26,0,13,16,5,16,0,24,22,0,0,21,20,0,0,29,0,2,0,34,29,33,0,7,0,0,19,12,34,0,0,53,13,15,0,0,32,65,0,50,11,0,8,32,13,0,6,0,21,12,44,0,4,10,0,11,35,26,13,0,11,0,23,0,0,22,16,11,11,0,21,12,11,0,19,26,23,12,15,0,0,0
2011-03-01,42,8,34,16,14,52,37,32,9,0,0,20,18,24,0,35,0,25,0,5,16,9,0,15,12,7,0,0,13,31,11,17,12,18,0,11,10,7,25,0,18,12,18,0,10,18,0,46,26,0,3,0,16,24,15,27,10,0,10,10,11,18,0,0,0,37,0,8,0,15,43,0,15,12,0,0,33,24,0,15,0,10,11,45,10,3,6,0,10,0,21,0,0,10,0,8,0,36,17,8,14,16,47,0,0,11,0,17,12,0,0,9,0,0,0
2011-04-01,38,6,22,16,42,50,0,19,0,0,0,0,0,26,0,25,0,21,16,0,23,10,0,0,21,11,0,0,11,27,18,16,18,20,0,15,22,5,43,0,12,18,0,44,11,9,0,0,29,17,0,14,0,24,0,0,10,52,0,15,0,24,0,17,0,20,0,0,0,28,54,0,17,13,0,0,37,27,0,15,0,11,12,39,11,5,20,18,0,0,21,13,0,15,88,15,0,40,32,13,10,15,0,11,0,12,12,14,13,0,12,10,0,0,0
2011-05-01,42,6,10,36,11,52,0,31,0,0,0,0,19,37,0,30,0,0,15,0,16,9,0,0,13,27,22,0,17,31,15,11,8,19,0,15,20,0,10,0,11,39,29,0,21,15,0,0,27,0,2,0,0,31,15,28,11,0,0,10,22,10,18,0,100,13,0,8,32,0,44,0,16,15,19,0,45,12,0,12,0,31,0,33,0,2,7,0,0,34,25,37,0,10,0,10,0,0,9,8,5,11,0,17,0,11,0,25,25,0,22,12,11,0,0
2011-06-01,32,27,11,11,13,53,50,27,10,0,0,0,0,59,0,15,0,27,32,6,0,10,27,0,0,18,0,53,11,26,11,11,9,13,0,18,11,5,10,22,17,0,30,0,0,23,0,0,28,0,2,0,0,20,16,0,17,0,10,14,11,15,0,11,0,26,0,20,0,11,30,21,0,13,0,8,50,32,0,5,0,11,12,36,0,12,7,0,0,0,20,13,0,11,28,11,0,0,14,33,8,6,50,21,23,11,0,15,25,0,0,22,0,65,0
2011-07-01,42,9,22,18,15,59,21,51,10,21,0,22,62,27,0,32,0,42,0,0,0,20,14,0,14,16,0,0,11,25,24,24,18,11,0,8,26,12,21,0,12,28,0,0,11,24,0,0,0,0,0,0,18,19,17,30,15,0,0,11,0,22,0,12,0,34,0,34,0,33,24,21,17,20,41,0,33,40,35,10,0,17,12,38,0,42,10,0,11,37,17,13,0,11,0,14,21,0,34,0,16,12,0,11,12,12,12,28,40,0,0,24,12,0,0
2011-08-01,50,6,28,0,14,58,0,48,20,22,0,23,28,27,0,16,0,14,17,6,0,0,14,0,14,12,0,0,0,28,36,16,18,8,0,15,11,24,27,0,0,14,21,0,22,18,0,0,0,0,2,29,0,26,17,0,21,0,11,15,0,16,0,18,55,14,0,39,0,45,35,0,17,15,21,0,17,27,0,5,0,17,12,45,11,35,10,18,11,0,26,14,20,11,0,7,21,0,20,9,18,6,0,19,0,18,0,46,14,0,0,24,12,0,0
2011-09-01,62,9,10,11,8,62,19,33,9,0,0,21,19,25,0,27,0,32,15,5,16,9,13,15,13,0,0,0,25,30,22,22,18,12,55,7,20,14,13,0,22,34,19,0,10,18,0,0,0,0,2,0,33,19,15,0,28,0,0,11,0,15,0,0,0,12,0,8,0,10,39,0,16,17,0,19,25,31,0,12,0,15,17,29,10,24,18,64,10,0,52,12,0,10,0,7,0,37,18,16,35,5,48,20,0,0,0,35,12,11,0,16,0,0,0
2011-10-01,100,5,9,10,12,54,18,43,26,0,0,0,18,34,0,28,0,30,14,5,25,9,36,14,12,10,0,0,14,65,10,15,13,20,0,22,19,10,18,0,10,24,18,0,9,13,0,0,0,0,2,0,0,15,29,0,10,45,0,9,10,23,0,10,0,12,0,0,0,29,33,0,20,20,0,11,32,40,30,7,0,13,10,41,0,6,38,38,19,0,42,11,0,9,0,19,0,34,8,15,33,10,0,19,10,10,0,22,34,0,0,18,0,58,0
2011-11-01,64,5,14,17,12,55,18,31,17,0,16,0,0,0,0,46,11,42,14,0,15,15,12,14,24,10,0,0,10,47,14,20,12,26,0,34,24,4,21,0,10,16,0,38,14,29,0,0,38,0,3,0,0,27,0,0,18,45,0,6,10,14,0,10,0,39,0,7,60,24,39,0,22,20,0,21,10,35,30,6,0,13,10,38,0,7,30,11,0,0,26,0,0,0,0,38,0,0,25,15,40,5,0,54,0,10,0,17,31,0,0,18,20,0,0
2011-12-01,54,11,24,0,11,45,0,41,9,0,0,0,18,0,20,36,0,44,0,0,31,9,0,0,20,17,0,0,19,47,10,15,12,32,0,12,22,7,19,0,10,12,27,0,0,19,0,0,26,0,2,0,31,52,0,39,7,0,9,10,0,42,34,14,94,24,0,0,0,19,53,0,30,33,0,7,16,23,0,7,0,14,10,37,10,5,20,0,0,0,24,12,34,0,0,20,0,0,42,33,44,0,0,35,0,15,0,11,12,0,10,18,0,0,10
2012-01-01,44,7,17,14,17,49,0,33,20,0,0,0,0,42,0,41,10,29,0,0,15,16,27,0,22,19,0,0,13,35,9,18,7,26,0,7,17,6,22,0,9,11,0,0,9,30,0,0,23,0,5,11,14,32,13,23,15,40,0,15,0,40,0,9,0,11,12,7,0,9,53,0,20,16,16,10,32,26,27,9,0,17,19,36,0,4,14,0,9,0,21,31,0,0,0,27,16,0,19,17,23,5,0,11,13,9,0,22,21,0,0,18,0,0,0
2012-02-01,48,5,37,10,21,54,18,33,9,0,0,0,52,34,0,37,0,23,14,0,10,14,17,14,24,7,0,0,9,85,25,10,17,22,0,3,28,4,21,0,20,16,35,0,0,25,100,0,50,28,2,12,15,29,19,25,16,0,0,19,0,23,0,10,0,35,0,7,0,14,57,0,15,17,17,21,25,11,0,10,0,9,14,31,9,5,11,0,9,0,30,11,16,0,0,18,0,0,16,14,31,5,0,23,15,0,0,11,22,10,10,7,20,0,0
2012-03-01,53,13,18,13,25,58,0,27,24,0,0,0,34,55,19,64,0,11,18,5,22,8,23,0,17,13,0,0,36,40,24,13,18,32,0,15,18,6,15,0,0,26,34,0,9,13,0,0,36,14,1,0,15,34,21,25,22,84,0,14,10,20,0,0,44,23,12,0,0,9,48,17,28,14,17,14,27,11,0,11,0,9,15,51,0,6,9,7,0,0,29,0,16,0,0,21,17,0,32,21,9,7,0,15,10,10,0,26,22,0,0,17,10,0,0
2012-04-01,42,16,18,39,13,51,17,40,14,18,0,0,17,55,0,38,0,12,14,5,20,14,17,0,31,7,19,0,9,34,23,20,11,19,0,10,18,9,18,0,10,12,17,0,27,26,0,0,74,0,1,0,44,35,28,25,19,0,9,20,10,47,0,10,45,17,0,11,0,23,41,0,21,31,17,7,31,28,0,13,0,9,10,51,0,4,7,7,0,30,29,22,0,9,0,14,0,34,24,14,10,7,0,14,10,15,0,15,22,10,10,26,0,0,0
2012-05-01,50,8,22,26,15,51,17,36,8,0,15,0,17,22,0,30,10,19,18,5,14,0,28,0,11,13,19,0,14,40,24,14,18,20,0,14,15,0,14,0,20,11,17,0,9,16,0,0,24,21,2,0,22,28,34,37,21,0,18,10,14,20,0,0,0,22,0,10,0,18,40,17,21,28,28,7,33,38,0,9,0,12,15,47,9,6,6,7,0,60,26,0,0,9,0,12,0,0,32,28,13,12,42,12,0,10,0,30,33,10,10,21,10,0,0
2012-06-01,45,13,32,20,15,53,0,37,8,18,0,19,28,55,0,17,0,17,28,0,13,17,23,0,0,20,0,0,14,31,10,10,17,9,50,8,14,13,27,0,20,17,34,0,0,19,0,0,0,14,1,0,0,30,0,25,17,0,9,6,20,13,0,10,0,17,0,14,0,42,35,0,24,19,17,14,31,22,0,18,0,9,20,45,9,6,5,7,9,31,29,11,0,9,0,9,17,0,16,7,7,7,43,27,10,10,0,32,17,10,0,28,0,0,0
2012-07-01,40,49,14,15,24,54,0,39,9,18,16,19,18,0,0,28,11,12,0,0,24,22,12,0,12,7,0,0,10,46,21,10,12,11,0,8,19,13,23,0,10,12,54,0,19,27,0,0,0,0,5,0,15,27,14,0,9,0,0,15,15,14,0,10,0,16,0,44,0,24,42,37,15,14,18,14,42,29,0,14,0,14,11,37,10,29,13,0,19,0,21,0,0,19,0,17,18,35,17,11,18,8,45,19,0,0,0,43,12,0,10,51,0,0,0
2012-08-01,41,17,30,22,31,61,19,47,9,20,0,21,19,37,0,26,12,13,46,6,29,19,26,0,13,10,0,0,10,50,37,14,27,10,56,13,31,13,30,0,15,26,57,0,14,25,0,0,27,0,3,0,17,22,16,41,14,0,10,7,11,10,0,11,50,21,0,32,0,21,30,0,16,19,19,8,21,31,0,11,0,20,17,48,0,49,11,8,21,0,41,12,0,10,27,13,19,0,36,8,29,5,0,15,0,22,0,52,0,0,0,33,11,0,0
2012-09-01,54,5,32,0,13,48,0,42,13,0,15,19,17,33,0,37,0,23,14,0,20,8,29,14,0,20,0,0,23,36,17,29,30,13,0,9,18,31,24,0,20,35,17,0,9,30,0,44,24,14,4,0,0,19,0,0,16,43,9,8,10,25,0,0,0,11,13,7,0,28,38,0,21,19,51,7,28,45,29,9,0,9,10,56,9,21,14,18,9,0,42,28,0,0,0,13,0,0,16,11,31,5,0,43,10,10,10,32,45,0,0,22,10,0,0
2012-10-01,87,7,37,9,21,48,16,44,15,0,0,0,15,30,0,40,9,21,21,6,9,11,21,13,21,15,17,0,13,51,13,24,15,27,0,20,19,12,29,0,21,10,15,0,0,35,0,0,22,0,4,0,13,26,19,22,11,0,0,5,18,8,15,9,41,21,0,6,0,17,32,0,21,16,15,9,11,0,26,11,0,11,0,42,0,11,42,10,8,0,40,10,15,0,0,21,16,0,31,32,51,7,0,33,9,13,0,28,20,0,9,17,0,51,0
2012-11-01,52,10,41,9,23,42,0,45,11,0,0,0,0,20,0,47,0,26,0,5,22,8,31,13,16,6,0,0,17,49,15,9,17,34,0,46,19,6,27,0,14,17,0,0,8,27,0,0,30,0,4,0,0,25,13,68,6,0,0,11,9,28,15,0,41,38,0,10,0,17,45,0,26,12,16,9,25,20,26,11,0,8,14,53,0,5,31,13,0,28,32,25,0,8,0,34,16,0,27,16,63,9,0,47,0,18,0,21,24,0,9,12,12,0,0
2012-12-01,60,5,29,9,14,42,0,32,8,0,0,17,23,30,0,19,10,10,0,0,32,11,10,12,11,12,0,0,11,63,15,13,12,36,0,17,19,4,21,0,9,31,62,33,8,25,0,0,22,0,2,0,13,50,19,23,14,0,8,15,9,54,0,9,41,10,11,19,0,25,69,0,26,33,15,16,22,15,26,11,0,21,9,46,0,4,20,7,0,0,37,0,15,17,0,37,0,0,26,39,41,13,39,17,0,18,0,13,17,0,9,14,9,0,0
2013-01-01,40,4,22,16,22,52,29,46,21,15,0,0,0,24,0,33,13,29,11,8,38,16,52,0,16,0,0,0,15,43,8,12,12,40,0,15,20,7,22,0,8,9,43,0,8,25,0,0,20,12,3,0,0,28,11,21,12,0,0,8,0,28,0,8,37,16,0,6,0,23,53,0,31,31,0,11,18,9,0,11,0,8,11,41,0,4,14,0,0,0,33,0,13,8,0,26,14,0,25,20,31,4,0,35,8,8,0,12,40,0,0,9,8,0,0
2013-02-01,62,7,29,15,52,41,0,43,12,16,0,0,24,48,18,28,0,32,13,9,24,13,21,0,44,10,0,0,21,62,9,24,14,39,0,10,20,0,27,0,16,22,16,0,8,38,0,0,45,13,5,11,14,35,19,46,24,0,0,14,9,27,15,0,84,21,0,7,0,22,59,0,20,25,32,6,37,10,0,9,0,17,9,48,0,4,10,7,0,29,27,10,0,0,0,43,0,31,40,16,22,7,0,34,9,0,0,10,21,9,9,12,9,0,0
2013-03-01,51,4,15,19,25,47,0,48,10,0,0,15,21,43,16,50,0,25,11,4,32,7,0,11,24,6,0,0,27,16,11,24,20,36,0,9,30,12,22,0,13,24,21,0,8,26,0,0,20,12,3,0,0,42,35,42,17,0,0,5,8,26,13,8,0,14,0,6,24,19,65,0,12,27,14,6,43,9,0,8,0,10,8,44,8,4,11,6,8,25,34,14,13,8,0,22,0,28,31,12,16,12,0,25,0,8,0,14,24,16,16,16,0,0,0
2013-04-01,59,18,27,20,35,43,0,36,14,0,0,0,15,32,0,49,0,13,12,4,25,22,29,0,23,9,0,0,16,42,17,11,18,33,0,13,18,4,48,16,17,13,59,0,0,38,84,37,21,12,3,0,13,72,18,0,16,0,0,8,8,21,0,0,0,49,0,6,0,16,39,0,12,29,29,6,34,19,0,17,0,8,9,42,0,5,15,0,8,0,29,0,14,8,21,16,0,29,25,15,14,8,37,27,17,8,9,20,19,9,9,26,8,0,0
2013-05-01,45,4,34,57,26,45,15,70,14,15,12,16,14,18,0,43,0,19,12,0,8,11,19,0,10,11,0,0,10,26,17,16,14,25,0,12,18,7,25,0,14,23,22,0,8,36,0,36,41,0,2,0,12,37,12,42,16,0,15,10,8,30,0,0,0,38,0,6,0,23,43,0,16,22,14,12,31,19,0,18,0,8,8,53,0,3,7,0,8,0,31,12,0,13,20,16,15,0,23,12,15,6,36,25,8,16,8,21,19,0,14,29,0,0,8
2013-06-01,44,14,20,23,20,50,30,41,15,0,0,16,15,39,0,27,0,24,18,0,21,7,20,12,10,41,0,0,16,23,14,9,28,12,88,10,21,6,23,0,15,20,15,0,8,34,0,75,21,0,6,0,0,31,12,21,18,0,8,11,17,27,0,17,39,20,0,19,0,12,35,0,19,14,15,0,27,15,0,18,5,8,9,42,0,4,7,0,0,40,19,10,0,12,21,9,0,29,14,12,10,19,0,21,9,0,0,17,29,0,9,37,25,49,0
2013-07-01,44,21,16,9,40,57,0,74,15,0,0,0,16,20,0,35,10,18,13,4,21,11,36,13,11,40,0,42,17,15,30,18,24,15,0,13,28,10,20,17,23,26,47,0,25,41,0,0,22,13,3,0,20,28,0,45,15,39,8,13,0,18,0,9,0,0,0,19,0,34,31,0,13,20,26,16,31,46,0,17,5,29,18,43,0,11,12,7,8,28,28,0,15,8,22,5,16,0,20,10,22,11,0,19,0,0,9,35,17,9,9,51,0,0,0
2013-08-01,41,23,18,0,32,68,17,56,16,17,0,36,16,21,0,30,10,23,13,5,19,16,0,13,11,6,0,0,13,27,39,10,24,14,0,9,40,4,23,0,34,11,33,0,0,22,0,42,24,14,3,0,29,32,20,0,23,0,0,12,0,22,0,9,0,11,0,31,0,23,37,17,14,26,17,13,15,43,0,22,0,33,10,46,9,48,12,0,9,0,39,0,0,9,0,100,17,0,23,20,39,9,42,12,10,9,0,58,11,10,15,48,9,0,0
2013-09-01,85,13,19,0,35,50,15,50,18,15,0,27,22,48,16,38,18,36,20,4,22,17,30,0,20,6,0,0,16,26,23,17,16,20,0,5,24,39,30,0,9,39,0,0,10,27,0,37,31,24,9,0,13,14,18,42,13,0,0,8,0,26,14,8,38,29,0,12,0,20,31,0,18,22,29,29,32,47,0,10,0,21,13,56,0,48,14,19,8,26,52,9,14,8,20,11,15,0,42,6,34,4,0,34,17,8,0,45,28,0,9,18,0,0,0
2013-10-01,86,8,29,16,33,51,0,41,13,14,12,15,14,36,0,39,8,34,22,4,28,11,18,11,19,0,0,0,7,34,8,42,23,22,0,24,22,21,19,15,16,19,28,0,0,33,0,0,40,11,4,0,12,28,11,20,9,0,0,7,0,11,0,8,0,31,0,6,0,19,28,0,19,21,14,11,17,27,0,9,0,22,12,42,7,17,40,39,7,0,74,24,13,7,19,31,14,54,30,20,49,4,0,17,0,8,0,24,12,8,11,12,8,0,0
2013-11-01,87,0,26,0,25,49,0,52,14,0,12,0,14,24,0,39,22,38,0,4,24,9,56,11,43,11,16,0,27,41,14,19,17,32,0,62,13,10,17,0,16,9,28,0,11,31,0,35,34,12,10,0,12,29,29,21,5,0,7,10,12,15,0,0,37,28,0,0,0,23,43,0,23,17,14,0,38,32,0,16,0,7,12,45,8,4,29,6,0,0,37,23,13,0,20,39,28,27,35,17,67,4,0,60,0,8,8,19,30,8,16,16,8,0,0
2013-12-01,58,8,11,12,38,37,14,40,17,0,0,0,0,18,16,39,0,16,11,4,20,14,23,23,28,8,0,0,10,76,16,8,12,49,41,25,18,7,24,0,8,13,0,0,0,21,0,0,40,23,7,0,12,62,19,31,10,35,0,18,0,80,0,8,73,19,0,9,0,26,58,15,23,41,0,14,23,18,24,11,0,19,8,50,8,3,15,6,8,0,40,0,13,0,20,34,14,0,24,43,35,0,0,25,0,8,0,19,24,8,8,14,0,0,0
2014-01-01,56,16,17,15,25,51,13,40,17,0,0,14,19,83,0,40,8,35,0,4,20,19,17,0,13,5,15,0,14,42,15,17,11,34,38,11,16,0,29,0,8,9,13,0,10,28,0,32,28,11,11,0,11,38,10,19,8,65,7,12,0,48,0,7,0,26,0,5,22,10,43,0,18,20,13,5,16,21,0,13,0,10,19,50,0,3,18,6,7,0,26,8,18,7,18,42,13,0,40,13,31,4,65,30,23,7,0,21,44,15,8,10,7,0,0
