date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Belgian Endive,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Boysenberries,Broccoflower,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Casaba Melon,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Dried Plums,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Madarins,Malanga,Mandarin Oranges,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava,Zucchini Squash
2008-11-01,23,38,18,42,0,27,15,59,70,0,28,16,26,0,0,0,12,21,0,0,0,8,0,11,0,50,36,20,0,6,42,0,22,20,0,0,19,18,12,36,0,25,24,39,6,8,8,36,0,34,36,12,0,40,25,0,0,0,47,0,6,21,18,9,77,63,23,0,11,13,42,11,0,0,0,22,36,40,0,46,0,32,27,0,14,21,30,40,39,37,17,34,0,7,7,29,0,24,0,23,11,0,0,24,21,0,39,18,0,0,38,31,11,12,8,0,14,0,50,0,34,11,31,37,17,22,18,0,0,0
2008-12-01,26,28,45,36,0,20,33,0,54,36,20,18,0,0,0,24,17,15,0,0,0,18,0,17,0,0,0,16,0,10,26,0,25,48,0,0,16,15,21,40,0,15,40,0,7,20,13,34,37,47,34,13,0,23,23,0,0,0,27,0,7,37,0,14,0,30,19,37,26,0,25,25,0,0,0,25,0,51,0,20,0,36,21,0,10,19,21,29,39,28,0,33,0,27,7,38,27,53,0,37,7,64,0,21,18,29,22,21,36,54,43,43,11,27,6,0,22,13,57,0,49,9,0,0,19,27,21,0,0,41
2009-01-01,0,30,100,22,0,23,28,0,62,50,30,24,0,0,0,22,6,22,0,0,0,9,0,60,0,0,24,22,0,7,41,0,0,14,0,0,23,0,28,24,0,45,25,0,5,10,19,45,34,35,33,24,34,28,28,0,0,0,0,31,4,17,19,14,27,44,21,0,47,27,9,23,63,0,0,27,38,33,0,50,0,40,28,0,19,15,50,26,27,19,0,35,0,54,5,26,0,49,30,28,9,79,0,13,10,26,41,29,33,85,40,32,13,24,8,0,18,0,0,0,50,16,0,0,41,27,0,30,33,38
2009-02-01,23,32,24,38,0,17,17,0,43,26,19,0,0,0,31,22,24,16,0,0,0,11,0,24,0,0,48,22,0,7,17,0,23,15,0,0,26,0,28,73,0,32,24,0,7,7,44,37,0,17,40,17,0,21,55,0,0,0,0,30,4,0,0,10,0,27,14,0,21,26,20,17,0,0,0,11,0,46,0,41,31,29,31,0,9,17,38,62,33,13,0,31,0,31,5,25,25,49,0,29,9,39,30,21,9,26,40,0,0,32,39,24,11,19,14,49,17,12,52,0,51,19,0,0,26,22,0,0,33,37
2009-03-01,20,43,9,22,0,8,13,52,50,17,25,14,23,0,26,19,8,11,0,0,0,12,0,40,0,29,31,16,0,8,20,0,0,7,0,0,11,8,18,21,0,32,21,69,5,7,43,41,0,34,24,15,29,30,27,0,0,0,21,26,0,21,16,16,23,37,18,29,27,22,11,34,0,0,0,14,32,51,0,12,26,26,48,29,11,11,11,22,41,27,29,25,89,19,3,27,21,28,25,21,26,66,26,18,8,22,43,16,0,0,34,30,12,25,7,0,13,0,0,0,37,10,28,0,23,14,16,0,0,0
2009-04-01,0,51,17,50,32,7,27,56,59,54,27,22,0,36,0,20,11,15,0,0,45,19,49,22,0,32,34,34,0,10,32,0,21,6,0,0,22,13,8,0,0,38,37,0,16,12,24,20,31,24,28,27,0,26,44,55,0,0,23,28,8,15,17,12,25,58,22,32,26,33,8,16,0,0,0,0,35,53,0,25,28,19,46,0,14,27,23,24,48,29,16,38,0,25,11,37,23,34,0,29,58,36,0,29,8,0,28,0,0,22,45,34,17,33,4,45,18,11,0,0,35,18,0,0,16,15,17,28,30,0
2009-05-01,26,61,13,48,0,10,24,0,61,24,29,40,0,0,0,0,25,20,0,0,0,13,0,19,0,28,20,17,0,18,29,0,0,9,0,0,17,0,9,0,0,46,40,33,42,28,6,47,28,52,29,24,28,29,53,0,27,0,30,50,5,14,15,10,36,45,28,28,32,11,11,19,0,99,0,15,0,56,0,0,38,24,41,0,41,22,21,34,55,10,14,40,0,16,9,36,20,50,0,27,78,0,25,21,11,21,28,16,0,40,48,40,23,22,7,40,23,15,43,0,42,13,0,0,24,9,15,0,0,31
2009-06-01,39,58,18,66,0,15,25,0,60,33,30,54,0,32,0,0,20,22,0,0,0,14,22,36,0,0,20,19,0,13,26,0,0,6,0,0,22,13,10,20,0,39,20,0,8,22,10,57,0,48,31,30,28,17,27,0,0,0,20,25,6,27,15,21,22,62,25,43,24,17,18,12,0,100,42,9,0,61,0,0,0,36,65,0,10,14,21,17,51,31,14,32,0,18,4,40,0,47,0,27,23,0,25,18,11,54,28,16,0,61,33,34,23,14,16,41,20,20,0,0,33,29,27,0,15,10,31,0,0,31
2009-07-01,19,58,15,63,0,12,19,51,55,16,23,13,0,65,0,18,8,9,0,0,0,16,22,16,0,28,20,22,0,11,32,0,0,11,0,0,16,76,15,20,0,33,21,0,10,46,8,50,28,43,17,16,29,17,19,0,27,0,20,25,9,14,31,45,22,52,18,47,26,15,31,23,0,0,41,12,0,29,0,11,0,22,46,0,36,27,10,17,43,26,14,29,0,12,4,40,20,50,0,17,22,33,0,25,9,0,28,0,27,47,24,33,21,26,19,41,14,36,0,0,26,16,0,31,22,16,16,25,0,31
2009-08-01,0,50,16,60,0,16,18,0,51,26,41,19,21,61,24,0,14,21,0,0,0,24,0,46,0,26,19,16,0,13,15,0,18,15,0,0,10,21,19,29,0,28,29,0,5,39,11,44,27,36,31,19,0,33,27,0,25,0,19,24,7,13,15,40,55,52,23,0,22,24,29,11,0,0,0,9,0,70,0,14,24,27,34,0,34,32,15,24,54,24,13,28,0,6,7,37,0,70,23,24,16,0,58,23,10,31,26,15,0,32,26,41,21,14,18,39,18,19,40,0,40,15,25,30,14,19,30,0,0,0
2009-09-01,28,49,10,82,28,28,23,0,59,24,35,39,21,31,50,0,15,15,0,0,0,32,0,32,0,0,19,23,0,13,34,0,0,11,0,0,24,11,13,20,0,29,39,0,5,32,12,40,0,65,30,21,0,78,18,0,0,0,20,24,6,20,20,20,21,41,28,28,6,21,25,14,0,0,0,18,0,62,0,16,25,37,38,0,25,24,35,29,32,20,0,40,0,10,6,35,0,59,0,26,14,0,24,17,11,32,27,15,0,26,48,42,25,18,20,0,17,16,42,0,35,9,0,0,38,13,15,0,0,0
2009-10-01,55,40,15,63,27,36,26,0,61,23,33,45,0,31,0,17,24,28,0,0,0,13,0,22,0,0,19,24,0,18,15,0,18,11,0,0,23,11,19,29,27,37,45,64,11,21,6,38,0,34,33,15,27,55,24,0,0,0,19,0,9,0,35,11,21,44,27,0,6,11,32,23,0,0,0,18,30,35,0,11,24,32,44,27,40,26,25,41,45,20,14,29,0,9,5,36,0,26,0,25,9,31,36,24,9,21,27,20,0,29,21,51,18,27,12,0,16,13,0,0,46,9,0,0,28,24,0,24,26,60
2009-11-01,0,41,22,35,0,33,30,0,58,63,29,13,21,47,50,18,15,24,0,0,0,18,0,32,0,28,29,21,96,10,38,0,18,16,0,0,21,30,24,20,0,20,20,0,8,15,7,30,0,23,40,14,27,17,26,0,26,0,40,0,4,13,15,23,0,48,31,0,13,21,69,25,0,0,0,21,0,31,0,18,0,26,20,0,18,44,25,29,40,10,0,30,85,10,10,33,20,33,0,26,6,0,24,14,14,21,40,15,0,46,32,43,7,31,18,0,19,20,0,85,44,6,0,0,28,30,45,24,0,61
2009-12-01,42,40,51,46,0,30,47,0,53,18,35,29,0,70,28,20,25,26,0,36,0,15,24,36,0,31,22,28,0,8,63,34,0,53,0,0,35,44,36,0,31,36,0,0,8,21,27,53,31,42,17,31,0,25,29,0,0,100,22,0,4,15,0,9,24,27,25,0,14,18,39,39,0,0,0,41,34,59,0,25,0,57,21,0,34,25,40,33,42,28,16,36,0,31,13,42,0,66,0,47,17,71,27,38,18,47,36,34,0,22,30,61,10,42,11,0,27,0,0,0,60,7,0,34,24,34,26,81,0,34
2010-01-01,0,33,54,27,28,16,29,0,57,16,32,14,0,65,0,30,20,20,0,0,0,14,46,33,0,29,0,24,99,6,49,0,0,23,0,0,29,18,35,20,0,39,51,34,4,20,24,48,0,29,47,24,29,29,19,0,28,0,27,0,9,14,62,16,22,59,33,0,13,22,29,48,0,0,0,16,31,41,0,38,26,34,31,0,8,40,16,26,42,26,0,34,87,47,6,32,20,41,25,28,4,0,25,43,15,33,51,0,0,27,33,39,14,53,12,0,19,10,0,0,53,16,0,0,25,23,0,38,0,63
2010-02-01,19,41,23,24,0,21,20,0,51,16,33,13,0,0,0,36,8,25,0,0,0,12,22,36,0,29,0,24,0,10,35,0,19,6,31,88,28,71,25,30,0,58,20,67,4,15,57,41,0,22,51,26,28,35,36,0,27,0,41,26,5,14,21,12,22,36,24,56,24,33,12,38,0,0,0,28,0,52,0,41,0,27,57,0,23,26,57,30,29,31,29,38,0,48,4,31,20,51,0,30,17,32,25,32,22,43,22,24,0,20,16,35,15,42,8,0,19,10,43,87,56,13,0,0,24,27,0,25,0,63
2010-03-01,17,53,16,18,24,12,21,43,57,14,24,17,0,28,22,0,13,19,0,0,0,19,19,37,0,37,0,29,0,13,33,0,17,12,0,38,27,15,26,0,25,51,35,29,10,24,44,49,24,19,33,15,0,30,34,0,23,39,0,0,4,12,13,16,48,65,34,24,18,19,24,18,0,0,0,32,27,43,0,16,22,31,44,0,18,36,22,33,44,22,12,41,0,24,11,34,35,43,0,29,22,28,0,15,5,37,29,13,23,23,61,36,25,33,9,35,21,22,37,0,45,6,47,27,25,21,14,36,23,0
2010-04-01,18,54,17,40,0,10,18,0,50,31,36,38,0,30,0,17,14,19,0,0,0,20,0,44,0,27,19,29,0,12,37,0,0,9,0,41,27,10,19,58,27,43,29,31,30,23,23,51,27,34,30,23,0,22,49,0,0,0,19,24,7,13,15,19,42,56,22,54,22,10,32,25,0,0,40,9,0,41,0,0,24,33,44,0,11,30,10,29,34,25,18,40,0,23,12,37,58,48,24,33,58,31,0,30,7,21,47,15,0,51,26,43,20,31,9,0,24,0,41,0,42,6,0,30,14,15,0,36,26,30
2010-05-01,17,59,10,59,0,10,24,0,65,38,36,16,0,29,23,16,22,8,0,0,0,12,99,35,20,0,0,36,88,14,31,0,17,16,0,0,29,32,21,0,0,37,36,0,44,44,10,56,0,30,38,32,0,41,49,0,0,41,18,23,6,18,14,23,49,38,20,25,30,15,13,8,0,0,0,12,27,68,0,25,22,34,50,0,16,24,14,27,60,28,25,37,0,13,11,39,0,18,22,34,43,100,0,25,10,19,15,14,24,36,34,41,27,34,11,0,25,18,39,76,37,25,24,0,13,18,18,33,24,55
2010-06-01,18,62,18,50,26,15,22,0,48,15,41,25,0,30,0,17,7,14,0,31,0,19,62,57,0,26,0,16,0,17,30,29,17,8,0,0,24,31,15,19,0,44,28,0,17,43,9,49,0,48,18,30,0,21,35,0,0,0,38,0,7,0,36,34,20,45,19,26,26,30,13,9,0,0,38,0,58,82,0,10,0,33,60,0,38,41,19,16,54,19,26,24,0,8,4,38,19,56,0,31,29,59,69,19,20,40,31,0,25,31,61,40,30,30,9,0,14,14,40,0,34,24,25,0,22,11,14,23,25,29
2010-07-01,25,61,21,49,24,16,28,43,53,28,32,17,0,28,22,16,13,12,0,0,0,25,19,34,0,25,17,26,0,18,33,0,16,14,0,0,25,17,12,26,0,46,23,0,8,53,6,38,0,78,23,27,0,20,62,0,23,0,18,0,11,18,13,34,76,48,18,0,24,14,6,20,0,0,71,8,0,72,0,15,0,26,49,0,31,28,13,33,54,31,12,39,0,14,4,40,0,46,0,27,9,70,85,42,12,37,36,14,0,60,33,32,26,38,12,0,20,32,37,0,36,39,0,0,33,14,27,21,47,0
2010-08-01,15,54,14,89,22,14,20,0,51,26,38,21,0,26,30,43,12,28,0,0,0,30,18,23,0,0,16,33,0,20,44,0,15,11,0,35,23,24,16,16,0,32,32,0,9,39,5,45,0,30,36,32,0,18,38,0,0,0,0,0,10,22,25,23,29,73,24,22,19,17,17,17,0,0,66,10,0,58,0,9,20,38,51,0,27,33,17,27,49,29,11,36,0,14,6,34,16,40,20,26,11,26,20,25,13,26,46,0,21,59,39,42,26,22,13,0,16,28,35,69,32,38,22,0,23,19,25,20,43,25
2010-09-01,26,52,16,64,23,22,33,41,55,27,38,11,18,0,21,30,16,20,0,0,33,29,27,45,0,0,0,34,80,13,37,0,16,6,0,0,28,6,24,28,0,37,25,0,13,58,15,53,23,35,22,13,0,24,34,0,0,0,17,21,7,19,21,19,45,53,23,35,23,21,18,14,0,0,34,15,26,45,0,14,21,31,53,0,26,33,17,21,45,34,12,37,0,5,6,40,0,50,41,38,11,79,20,13,15,18,32,19,0,33,31,49,26,25,19,0,21,17,35,0,45,37,0,26,36,36,13,20,0,25
2010-10-01,31,43,16,64,0,44,27,0,62,34,33,26,0,26,40,14,24,14,0,0,0,22,0,31,0,23,32,23,0,15,31,0,0,12,0,0,26,21,24,24,0,31,16,0,4,51,10,43,22,30,32,17,0,18,42,0,22,0,32,20,8,18,31,6,26,41,29,22,12,13,51,19,0,0,0,22,49,47,0,27,0,37,27,0,14,23,37,17,47,0,0,40,0,16,4,36,0,21,0,34,3,26,39,28,14,17,40,0,21,32,34,42,16,14,21,0,16,8,34,69,45,15,22,0,31,24,25,20,22,0
2010-11-01,15,36,23,45,22,37,27,40,57,26,41,16,17,51,20,14,22,14,0,0,0,20,0,26,0,22,16,33,0,11,51,25,15,30,0,35,18,89,25,32,0,23,24,0,7,20,8,43,0,26,46,35,22,23,41,39,22,0,32,20,12,16,12,21,52,41,28,0,12,17,51,28,0,0,0,37,25,36,0,15,20,32,27,22,19,26,21,24,33,17,11,35,0,16,6,34,16,32,0,29,9,26,29,36,13,40,22,12,0,32,34,38,17,33,13,32,22,0,0,0,45,20,0,25,19,24,25,79,22,25
2010-12-01,0,39,59,50,0,46,46,0,56,19,36,12,0,0,0,32,17,21,0,29,0,24,20,31,0,100,0,34,0,9,28,0,0,50,27,0,35,100,25,24,0,39,54,0,6,24,19,46,50,21,29,30,0,15,23,0,24,0,18,22,6,12,40,11,19,20,34,25,11,13,60,33,0,0,36,22,41,34,0,36,0,58,34,24,10,39,23,22,44,14,13,40,76,32,14,48,0,27,22,51,7,56,22,41,24,38,29,21,0,41,33,64,14,37,10,0,28,9,0,0,55,23,24,0,38,39,34,0,24,27
2011-01-01,15,37,75,35,0,25,31,0,52,13,44,16,0,38,15,21,15,30,0,0,0,20,13,40,0,17,0,30,0,6,45,18,11,22,0,26,39,21,52,16,33,54,20,29,9,19,27,50,0,46,34,32,16,27,31,0,16,0,24,15,8,16,32,12,13,50,23,0,25,32,18,36,0,0,0,0,18,58,0,31,15,48,20,0,12,44,46,15,49,24,8,36,0,76,12,38,12,55,0,34,5,19,14,27,7,25,19,28,16,24,19,39,13,48,11,24,29,12,25,0,64,15,0,18,39,25,9,73,16,36
2011-02-01,12,45,28,27,17,14,29,0,59,29,37,16,13,19,23,27,26,31,0,0,0,20,13,29,0,28,20,32,58,8,39,0,0,11,0,0,27,17,32,36,26,58,57,20,6,18,49,48,0,34,31,22,0,21,42,0,0,28,24,23,6,12,28,11,18,29,28,25,17,11,11,40,0,0,0,7,19,38,0,20,15,37,39,17,8,35,37,36,37,41,9,37,52,69,7,37,18,73,0,33,8,19,15,17,7,13,27,19,16,36,26,39,14,59,10,0,28,0,0,0,49,15,16,0,23,25,19,35,0,28
2011-03-01,13,60,17,28,0,17,31,0,59,25,39,14,0,17,39,28,13,25,0,0,0,20,23,27,0,29,21,28,100,7,35,16,10,14,0,22,30,46,28,28,0,52,31,0,13,22,47,52,14,29,51,21,14,32,51,0,14,0,21,33,10,18,20,18,23,54,23,19,20,17,15,24,0,0,21,13,0,45,15,29,20,43,44,14,17,32,32,68,49,21,7,44,0,43,11,37,31,21,0,36,49,66,25,29,8,30,26,8,27,31,28,36,17,39,8,0,32,5,22,0,50,8,14,16,15,25,8,25,0,24
2011-04-01,11,68,16,75,0,14,26,28,52,12,40,15,0,18,14,20,11,16,0,0,0,25,31,27,0,0,11,36,0,13,25,0,10,11,17,0,28,45,25,17,0,41,11,18,41,29,62,54,16,37,45,25,0,32,68,0,0,25,15,14,12,11,26,23,28,49,26,16,24,33,8,24,28,0,23,9,0,74,0,8,0,41,43,16,34,31,9,45,54,29,16,39,48,21,9,46,22,19,0,46,100,18,27,52,7,20,43,13,15,59,27,43,26,46,9,23,28,6,0,0,49,12,0,0,38,19,9,14,15,17
2011-05-01,15,68,14,73,43,23,21,26,58,14,48,24,0,16,13,9,8,23,0,0,0,30,17,45,0,29,10,42,0,14,39,32,14,8,16,22,23,17,23,31,15,44,27,25,65,35,42,64,14,43,30,32,14,32,54,0,0,23,15,19,10,17,24,19,60,79,22,14,24,11,11,17,0,0,32,11,0,71,14,9,13,33,50,0,43,26,11,17,43,16,24,41,0,11,12,43,10,24,13,41,73,25,25,34,7,16,37,8,14,31,21,43,30,44,9,0,24,15,0,0,43,32,0,0,15,15,8,21,28,0
2011-06-01,17,64,12,60,15,19,24,26,53,28,42,19,12,45,27,14,7,31,0,0,0,28,52,39,0,30,21,43,0,17,42,0,20,5,0,23,22,21,19,28,15,36,35,17,16,60,11,70,15,65,27,28,0,45,33,0,14,48,21,13,14,19,11,16,61,77,24,22,12,11,12,12,0,0,0,12,0,76,0,12,13,38,55,15,54,30,16,25,48,35,7,38,0,9,7,49,11,35,0,33,26,51,39,37,9,34,41,8,14,35,25,40,35,28,11,0,26,21,34,0,37,37,0,16,28,18,8,26,29,0
2011-07-01,20,70,13,71,0,14,23,0,54,19,43,16,0,0,39,19,9,28,0,17,0,28,46,37,0,29,10,43,0,24,50,16,15,10,0,23,24,47,19,21,0,34,37,34,11,93,13,61,15,64,28,27,14,36,30,0,14,23,26,26,8,23,40,38,34,87,23,15,10,23,17,23,0,0,28,5,16,58,0,6,13,38,56,0,48,31,16,35,51,21,7,46,0,12,5,61,10,52,0,36,12,0,19,31,8,22,66,8,14,34,29,42,41,31,18,52,33,19,22,0,37,38,0,16,35,13,24,13,0,16
2011-08-01,18,57,14,65,0,23,27,0,62,23,34,23,0,30,18,0,13,26,0,16,19,34,26,40,0,20,19,42,0,22,56,0,9,13,15,0,34,18,24,22,13,33,35,0,9,66,21,57,0,49,26,28,13,24,26,0,13,0,19,12,9,32,17,40,28,77,27,13,14,19,20,25,0,0,39,9,0,70,0,11,24,31,69,13,38,37,12,44,51,10,14,31,0,7,8,42,13,35,12,32,7,30,23,33,13,25,29,7,19,47,36,46,33,25,23,19,27,37,20,41,41,30,13,15,25,15,22,12,13,22
2011-09-01,19,48,15,62,14,28,32,25,63,29,39,10,0,16,25,9,17,20,0,0,0,35,27,42,0,42,10,36,48,17,67,0,0,10,20,32,34,13,21,25,0,42,23,17,8,54,19,70,0,78,23,27,0,28,32,0,13,0,20,12,10,20,19,17,33,53,29,14,17,18,50,17,0,0,20,9,46,62,27,17,19,43,53,14,26,32,15,42,60,33,7,35,0,12,6,48,10,37,12,34,7,56,24,38,9,35,38,8,26,40,37,47,23,23,24,20,27,22,21,43,47,17,13,15,31,24,10,12,13,0
2011-10-01,22,53,12,81,0,41,36,23,62,18,44,21,0,0,12,8,14,29,0,0,0,31,31,44,0,13,15,40,0,18,46,0,0,12,0,0,39,20,37,16,0,42,28,15,9,44,19,51,0,35,26,24,0,64,23,0,0,0,22,16,17,21,33,21,24,63,28,17,8,15,69,20,0,0,58,26,14,44,0,7,12,39,32,13,24,35,22,22,42,22,0,39,0,12,11,44,9,41,11,41,6,15,12,47,15,37,33,7,12,31,33,53,18,31,20,19,32,20,20,60,50,27,0,0,27,25,14,12,0,14
2011-11-01,14,43,23,41,0,38,39,0,69,23,43,21,10,15,24,17,15,19,0,0,0,30,26,35,0,22,9,44,0,14,30,0,0,24,0,0,40,25,38,38,0,37,44,16,7,37,11,50,13,38,24,38,0,46,34,0,0,0,33,18,10,17,27,14,35,49,33,27,14,10,31,24,0,0,0,34,44,38,0,14,12,41,25,13,17,40,20,26,49,49,10,38,41,8,12,38,10,19,12,38,4,53,12,26,12,36,36,10,0,44,33,45,15,32,17,19,31,5,20,0,59,24,13,15,32,27,10,19,0,15
2011-12-01,13,46,67,39,0,34,52,0,65,25,47,18,0,33,13,14,16,26,0,17,0,21,34,45,0,29,0,43,0,12,44,0,14,48,47,0,35,81,41,20,14,41,44,17,10,41,23,59,0,43,24,54,14,29,33,0,21,0,31,26,14,7,29,9,17,31,42,14,13,33,28,43,0,0,21,17,0,45,14,40,26,59,48,0,22,30,47,22,55,45,7,47,44,34,23,59,0,34,12,65,15,65,12,35,17,40,39,18,0,44,41,77,27,34,18,21,40,10,44,44,69,18,14,16,39,43,29,29,14,37
2012-01-01,17,37,44,48,0,23,36,0,70,29,53,16,0,29,35,19,15,33,0,15,0,27,20,44,0,19,0,48,44,16,53,14,9,16,14,20,38,26,55,21,0,60,46,15,10,24,32,52,25,37,47,40,19,57,34,22,12,0,34,34,9,15,19,17,37,41,36,21,20,28,24,36,0,0,0,13,0,58,0,39,23,47,46,13,19,48,56,16,52,38,20,34,0,36,14,43,9,18,11,53,6,22,45,25,12,24,38,24,0,46,37,57,32,63,12,0,37,5,20,0,81,16,0,28,20,36,16,30,12,47
2012-02-01,15,46,20,35,0,27,35,46,62,29,49,18,10,24,23,33,18,20,0,0,0,21,10,44,0,13,18,55,0,15,42,14,9,10,14,40,37,20,38,15,17,50,21,15,28,21,73,59,13,26,52,45,13,42,36,0,25,0,28,46,24,12,17,8,23,53,30,26,15,30,13,42,0,0,19,6,21,66,0,15,34,46,36,17,16,47,31,35,56,24,0,43,0,36,13,42,15,40,11,47,16,44,28,30,10,24,25,9,18,49,34,58,21,60,11,37,29,9,59,0,67,16,12,0,24,33,9,15,0,28
2012-03-01,16,60,19,35,12,33,32,21,70,25,50,20,0,20,21,22,15,26,0,0,0,29,28,37,0,12,8,46,41,17,46,13,24,9,0,36,41,16,33,22,12,52,34,14,18,23,53,72,0,40,51,32,0,41,54,0,15,0,17,32,19,8,26,11,15,61,25,0,25,33,19,24,0,0,17,6,13,45,12,12,21,45,45,0,18,42,22,48,62,35,15,38,0,36,10,45,11,48,10,42,37,27,21,38,16,21,23,9,0,39,38,50,30,49,9,17,39,4,0,36,53,13,22,26,28,24,9,17,11,26
2012-04-01,17,68,15,59,12,21,31,22,69,14,50,21,0,14,11,12,11,24,0,15,0,37,10,53,0,21,18,53,0,26,63,14,8,7,0,28,31,23,30,20,13,52,15,15,57,34,46,62,12,25,46,37,18,35,67,0,12,20,29,18,20,6,22,13,45,70,28,31,27,19,19,18,0,0,36,8,27,63,12,10,11,45,43,12,33,50,9,41,59,27,13,36,0,24,22,49,9,29,21,46,60,28,27,52,14,38,58,17,12,44,31,56,34,45,10,35,37,9,19,0,48,22,12,14,28,18,14,16,12,14
2012-05-01,15,72,15,72,0,26,28,40,68,23,46,19,0,13,30,7,18,27,0,0,0,36,26,30,9,17,11,54,0,25,65,37,7,7,12,17,36,35,15,20,0,51,29,13,56,64,21,63,11,36,45,39,22,41,49,0,11,0,13,10,21,11,26,27,43,65,24,11,26,19,7,23,0,0,16,5,0,73,11,0,13,45,44,11,44,35,8,46,63,37,21,29,0,13,14,53,35,32,10,42,33,13,10,37,10,17,33,8,21,29,23,48,44,36,8,0,36,9,34,0,45,25,11,12,31,19,12,19,11,24
2012-06-01,24,79,18,70,0,22,26,21,69,13,55,28,9,26,16,7,18,30,0,14,0,41,37,50,0,23,11,60,0,34,72,13,0,11,13,18,31,37,19,17,0,49,42,21,20,79,22,73,0,45,28,48,12,45,34,0,0,0,17,10,21,9,17,27,61,74,27,35,28,12,15,18,0,0,23,4,13,67,0,11,21,40,66,0,49,34,13,41,50,43,15,37,0,12,8,56,25,42,10,44,27,27,21,42,12,57,41,16,11,36,25,47,36,32,13,17,36,15,18,0,40,36,11,0,48,18,10,15,11,0
2012-07-01,15,71,16,89,11,22,29,20,60,22,48,21,9,26,0,21,15,30,0,0,0,41,9,55,0,15,16,50,0,29,69,12,0,16,0,17,30,25,23,24,23,48,32,13,9,85,20,73,22,63,23,35,11,48,36,0,0,0,12,13,16,14,18,23,64,61,25,23,19,9,9,20,0,0,28,7,12,69,11,4,40,46,70,11,52,40,21,49,63,17,6,32,0,11,13,50,8,51,0,42,16,32,15,36,11,48,35,6,32,67,35,51,35,35,15,16,37,23,34,34,47,42,11,25,33,21,10,10,11,12
2012-08-01,15,67,18,82,11,22,30,0,67,18,49,15,0,12,19,7,13,36,0,12,0,38,34,39,0,11,23,57,0,32,59,12,7,17,18,16,36,12,21,36,0,40,28,13,11,87,17,65,0,56,27,42,11,37,24,0,0,0,8,16,22,19,25,29,56,52,24,11,12,17,17,20,0,0,24,8,12,64,11,13,10,40,73,0,34,37,25,32,52,31,7,35,0,11,10,50,12,41,9,38,8,18,42,32,7,25,42,18,20,36,23,54,39,24,26,0,37,24,17,0,42,39,10,20,31,22,16,14,10,0
2012-09-01,28,61,12,73,11,40,34,20,93,39,55,28,0,25,20,11,16,37,0,13,0,47,13,60,0,11,8,45,39,23,72,0,8,9,0,17,36,33,31,12,11,43,24,13,12,70,16,57,11,36,39,44,11,55,24,0,11,0,21,15,27,13,37,26,29,65,31,23,17,15,22,14,0,0,25,11,37,71,0,9,15,44,45,34,38,49,25,36,66,35,6,40,0,13,7,46,8,24,10,41,4,51,20,31,6,31,37,28,11,29,45,60,25,40,31,65,38,19,23,0,50,25,11,12,44,27,16,16,16,16
2012-10-01,23,54,13,77,10,62,35,18,71,22,53,31,0,12,14,13,25,34,0,0,0,39,16,48,8,10,7,46,0,21,47,0,10,9,0,40,41,19,40,15,0,55,29,12,13,54,14,53,0,38,31,39,10,46,34,0,10,17,25,18,20,12,30,25,51,49,33,10,16,12,71,34,0,0,15,19,62,71,0,15,21,42,49,10,21,35,30,19,68,44,5,49,0,12,11,46,0,51,9,49,7,29,27,31,12,34,42,8,15,34,61,57,21,30,17,30,36,6,24,31,61,22,20,11,39,37,8,18,10,17
2012-11-01,24,49,26,46,0,58,43,19,74,26,54,33,8,24,9,11,27,32,0,18,0,36,8,43,0,21,7,38,36,16,73,12,14,25,23,16,49,31,35,12,11,41,20,12,8,39,17,60,0,23,22,45,17,56,28,0,10,0,35,19,26,14,21,18,27,50,42,11,12,12,73,26,0,0,0,28,23,55,11,22,13,45,37,10,29,38,29,14,56,33,7,51,0,19,14,44,8,30,9,45,5,36,14,23,9,21,45,8,15,40,50,55,24,40,19,53,39,6,24,0,65,31,10,0,34,37,13,15,0,12
