date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Boysenberries,Broccoflower,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Casaba Melon,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Dried Plums,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mandarin Oranges,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava,Zucchini Squash
2008-11-01,34,55,25,0,0,28,0,19,0,34,0,37,0,22,0,18,42,19,0,0,0,35,0,19,0,25,0,11,0,22,0,0,26,15,0,0,30,0,22,44,73,18,0,0,0,0,33,25,0,35,31,26,0,18,21,0,0,0,26,0,0,0,0,0,0,0,0,16,59,0,100,0,24,0,0,9,0,16,0,0,0,25,14,0,0,12,0,28,22,0,0,22,0,22,51,19,0,0,0,4,0,0,73,43,0,0,38,0,0,0,0,36,13,30,0,0,19,0,0,0,11,19,0,0,0,16,0,0,47,0
2008-12-01,32,46,52,0,0,26,0,31,100,30,0,21,0,20,0,0,39,17,0,0,0,40,0,53,0,29,12,0,0,34,15,0,0,22,0,0,35,0,28,0,0,0,0,0,98,0,20,23,39,33,21,24,92,51,22,0,0,0,0,0,0,36,29,0,0,52,23,30,0,0,0,0,0,0,0,0,0,25,0,0,36,12,27,24,0,23,0,18,31,0,0,27,0,0,16,36,0,0,0,2,0,0,0,23,0,0,36,0,0,0,0,18,48,28,9,0,35,0,0,0,20,22,0,0,0,18,0,0,0,0
2009-01-01,31,58,15,17,0,34,0,11,0,39,22,37,0,20,0,0,76,0,0,0,0,39,22,17,0,33,12,10,0,0,21,0,0,0,0,0,34,0,23,0,0,17,0,0,0,31,25,26,0,32,21,23,0,17,15,0,40,0,0,0,0,0,0,0,67,0,0,26,36,37,0,0,22,0,0,8,0,20,0,0,0,23,13,0,0,17,20,17,18,11,0,15,0,40,0,46,0,14,35,2,0,0,0,28,0,71,0,27,26,30,32,13,35,0,33,0,17,0,0,0,13,13,0,80,17,19,0,0,0,0
2009-02-01,32,51,32,35,0,27,0,12,0,43,23,28,0,42,0,0,0,0,0,0,0,49,45,36,0,18,0,11,0,31,22,0,0,0,0,0,24,22,28,21,0,35,0,0,100,0,28,36,40,66,41,0,93,17,17,0,0,0,0,0,0,36,0,0,0,0,0,14,38,0,0,0,23,0,0,9,0,21,18,0,0,36,18,0,0,16,21,36,35,0,0,23,0,21,49,40,0,20,0,3,0,0,0,35,0,0,36,0,0,0,0,39,18,14,9,41,18,0,0,0,17,15,0,0,18,27,0,0,0,0
2009-03-01,29,51,38,24,0,22,0,14,0,41,0,35,0,0,0,0,48,0,0,0,0,44,0,32,0,48,0,9,0,19,20,0,0,13,0,0,26,0,26,38,0,32,0,0,0,29,28,32,0,30,44,0,0,63,18,0,0,0,22,0,0,0,0,0,63,0,0,15,0,0,29,0,0,0,0,12,0,9,0,0,0,25,12,0,0,21,0,16,18,0,0,19,0,0,30,36,0,27,0,7,0,0,0,58,0,0,0,0,25,0,0,21,39,0,8,0,16,0,0,0,19,12,0,0,32,34,0,0,40,0
2009-04-01,29,42,36,0,0,32,100,21,0,44,21,35,21,0,19,0,36,16,0,0,0,59,20,16,0,21,0,19,0,0,0,0,22,0,0,0,19,0,13,38,0,0,33,0,92,29,47,13,35,30,15,0,0,31,10,0,37,0,22,0,0,0,0,0,0,48,21,28,0,0,0,0,0,0,0,24,0,38,0,0,0,0,12,0,0,25,19,16,19,11,0,17,0,0,22,43,0,18,0,2,0,0,0,37,30,0,49,0,0,0,0,26,55,19,0,0,16,0,0,0,31,8,0,0,0,77,0,0,0,0
2009-05-01,27,37,40,15,34,15,0,13,0,30,20,36,0,18,0,22,100,0,0,0,0,0,0,30,0,20,0,18,0,18,12,0,0,50,0,0,18,0,24,18,0,14,31,45,0,0,20,13,0,37,18,21,0,15,7,0,0,0,0,0,0,0,24,0,0,0,20,39,0,0,0,0,19,0,17,11,0,26,0,0,30,25,12,0,0,17,0,22,7,0,0,15,0,0,14,47,100,12,0,3,0,0,0,25,0,0,0,23,0,26,0,39,62,12,7,0,30,0,0,0,20,0,0,0,0,36,0,0,0,0
2009-06-01,39,40,34,14,0,15,0,21,83,34,0,55,19,17,0,14,64,0,0,0,0,46,18,15,0,29,0,17,0,0,36,100,0,24,0,0,15,18,46,34,56,14,0,0,0,0,28,19,0,40,22,20,76,21,9,0,0,0,20,100,0,29,0,33,58,43,0,25,41,64,0,0,55,0,0,7,0,17,0,0,0,22,28,0,65,14,26,29,17,0,0,26,100,17,40,52,0,12,0,3,0,0,0,29,27,0,29,0,0,0,0,21,55,11,7,0,22,0,0,0,28,7,0,0,0,31,0,0,0,0
2009-07-01,24,44,24,13,0,21,0,26,0,36,0,33,18,16,0,13,30,13,0,99,0,31,17,14,0,31,0,8,0,0,17,0,0,22,0,0,27,0,32,32,0,0,0,0,0,25,24,20,0,51,35,38,0,13,17,0,0,0,19,0,0,28,0,0,54,0,0,21,0,0,25,31,35,0,0,7,0,32,0,0,0,24,11,18,0,13,25,23,14,18,0,26,0,40,31,49,0,17,28,6,0,0,0,32,25,0,28,0,0,48,0,14,56,16,7,0,27,0,0,0,37,7,0,0,27,14,16,0,0,0
2009-08-01,26,57,21,14,0,14,0,28,0,35,19,37,19,0,17,0,31,0,0,0,0,13,18,14,0,14,10,8,0,17,24,0,0,35,0,0,17,17,23,17,0,28,29,0,0,0,16,24,0,35,19,19,0,14,26,0,0,0,20,0,0,29,0,33,56,0,19,38,30,32,25,0,36,0,0,7,0,12,0,0,29,25,22,19,64,19,17,0,13,10,0,27,0,25,19,67,0,18,29,2,0,0,0,28,0,0,0,0,0,38,0,19,39,11,7,0,0,0,0,0,30,14,0,0,0,18,17,0,0,0
2009-09-01,26,67,38,14,0,24,0,25,0,32,0,20,19,17,0,14,0,0,0,0,0,40,36,29,0,33,10,8,0,33,24,0,0,12,0,0,23,18,27,17,0,28,30,0,0,26,28,24,0,54,17,0,0,14,23,0,33,0,0,0,0,0,0,0,56,0,19,29,0,0,0,0,18,0,0,0,0,12,0,0,29,9,48,0,0,25,17,29,19,0,0,30,0,34,46,52,0,24,0,4,0,0,0,33,0,0,0,0,0,26,0,21,35,23,28,0,15,0,0,0,19,7,0,0,14,13,0,0,0,0
2009-10-01,52,64,38,21,0,29,0,16,82,33,19,26,38,17,0,14,32,14,0,0,0,100,27,36,0,14,10,9,0,17,18,100,0,0,0,0,29,18,19,35,0,21,0,0,0,27,13,10,64,36,31,59,0,14,14,0,0,0,20,0,0,30,0,0,0,0,0,21,31,0,0,33,65,0,0,0,0,8,14,22,0,10,17,0,66,19,17,24,21,29,0,19,0,17,47,33,97,0,0,5,0,0,0,14,27,30,29,0,22,0,0,28,80,29,7,0,29,0,0,0,39,14,0,0,0,29,0,0,0,0
2009-11-01,26,76,29,21,0,42,0,37,0,39,18,48,18,16,0,28,31,14,0,0,0,39,35,21,0,23,10,0,0,49,35,0,0,0,0,0,22,17,11,50,0,28,29,0,0,26,33,24,0,52,34,29,0,41,24,0,0,0,19,0,0,0,0,0,55,0,0,27,0,31,0,0,18,0,0,0,0,20,0,22,29,13,18,0,0,22,17,14,27,28,0,33,0,33,26,38,0,12,0,4,0,0,0,46,0,0,0,0,0,0,26,27,63,17,0,0,36,0,36,0,14,18,0,100,0,30,0,0,0,0
2009-12-01,25,48,28,0,0,14,0,16,0,31,0,32,0,16,16,0,0,0,0,0,0,44,17,14,0,18,0,20,0,21,11,0,0,11,0,0,18,17,25,32,53,27,0,0,0,0,18,27,0,25,17,19,0,27,25,0,0,0,19,0,0,28,22,0,54,40,0,31,0,30,0,0,0,0,0,0,0,20,0,0,0,32,14,0,62,9,16,20,14,18,31,14,0,47,38,27,0,17,0,2,0,0,0,22,0,28,0,0,0,48,25,22,33,27,7,0,14,0,0,0,26,16,0,64,13,22,16,0,0,0
2010-01-01,0,55,24,27,30,27,0,12,0,24,0,22,18,16,0,13,30,0,0,0,0,43,17,14,0,27,0,8,0,16,11,0,0,11,0,0,29,0,16,16,53,20,0,0,0,24,21,25,59,42,33,19,0,33,23,0,0,0,0,0,0,0,0,0,53,0,18,21,29,0,24,0,17,0,0,7,0,20,0,21,27,31,42,0,60,18,0,27,24,0,0,13,0,32,31,42,0,11,0,4,0,0,0,22,25,0,27,0,0,24,0,12,51,11,10,0,20,0,0,0,18,24,0,0,14,29,0,0,0,0
2010-02-01,0,42,29,20,0,14,0,8,79,33,18,27,0,0,33,0,61,0,0,100,0,19,17,14,100,27,10,19,0,32,29,0,0,0,0,0,18,17,37,0,0,20,28,0,0,0,43,12,0,52,42,19,73,14,24,0,0,0,19,96,0,28,0,0,54,42,18,19,0,0,0,32,0,0,0,0,0,16,0,0,28,12,32,0,62,24,0,14,25,9,0,14,0,16,32,43,0,23,28,5,0,0,0,36,0,29,28,22,21,24,26,33,43,11,14,0,28,0,0,0,43,14,0,0,0,31,0,0,0,0
2010-03-01,22,50,40,0,0,12,0,9,0,41,33,27,32,0,15,12,55,0,0,0,0,17,0,25,0,25,0,17,0,29,31,0,0,0,0,0,23,15,23,0,0,12,0,0,0,34,53,15,0,46,62,34,0,18,21,0,0,0,17,0,0,25,0,0,0,37,16,14,0,0,0,0,16,0,0,6,0,15,0,0,25,25,32,0,56,16,15,25,28,0,0,19,0,14,28,28,0,15,0,2,0,0,0,25,0,0,0,0,0,22,0,24,51,10,0,0,19,0,0,0,31,17,0,58,0,44,0,0,0,0
2010-04-01,24,45,30,38,0,20,0,15,0,30,17,15,0,0,0,13,43,0,0,0,0,35,16,26,0,26,0,8,0,15,11,0,0,10,0,0,21,16,34,15,0,13,0,0,0,0,30,19,0,24,31,18,0,21,13,0,0,0,18,88,0,27,21,0,52,0,17,22,0,0,0,0,32,0,0,0,0,19,0,0,0,11,10,0,59,14,15,30,19,0,29,18,0,0,18,26,0,18,0,3,0,0,0,17,0,0,0,0,0,0,24,32,53,30,0,0,19,0,32,0,32,10,30,0,13,42,0,0,0,0
2010-05-01,24,38,35,19,0,13,0,20,0,32,17,26,0,15,0,0,29,0,0,0,0,18,17,13,0,0,0,11,0,15,16,0,0,21,0,0,21,0,24,23,0,26,0,0,0,0,23,23,57,0,22,27,0,13,19,0,0,0,0,0,0,27,0,0,0,0,18,15,0,0,0,0,50,0,0,6,0,15,0,0,0,26,20,0,60,30,0,26,26,0,0,30,0,46,24,29,0,11,0,2,0,0,51,39,0,0,27,0,0,0,0,21,40,21,7,0,33,0,0,0,25,10,0,0,13,53,16,0,0,17
2010-06-01,23,36,33,12,0,17,0,17,0,34,17,32,16,0,15,12,46,0,0,0,0,23,16,32,0,17,9,11,0,37,21,0,0,16,0,0,23,21,23,15,0,12,0,0,0,23,15,13,0,23,25,17,0,12,15,0,0,0,17,0,0,26,0,0,50,37,17,24,26,28,0,0,81,0,0,19,0,26,0,19,51,11,23,0,0,14,15,0,19,0,0,11,0,22,46,42,0,21,0,2,0,0,0,29,0,0,0,20,0,0,0,31,35,30,6,0,13,0,0,0,22,10,0,0,13,32,0,0,0,0
2010-07-01,20,49,22,18,0,33,0,13,0,31,19,28,0,0,13,0,72,21,0,0,0,50,0,22,0,16,15,6,0,17,9,0,0,22,0,0,26,20,29,13,0,11,0,0,0,39,25,22,0,20,23,15,0,16,19,0,0,0,0,75,0,0,18,0,0,0,29,15,23,0,29,0,14,0,0,0,0,6,0,17,0,12,17,0,0,18,0,22,21,11,0,21,0,25,20,29,0,27,0,4,0,0,0,25,20,0,22,0,0,0,0,21,75,9,9,0,18,0,0,0,23,14,0,51,11,22,13,0,0,0
2010-08-01,0,63,13,32,0,18,0,32,0,37,14,28,29,0,0,0,24,0,0,0,0,15,14,28,0,11,8,13,0,0,18,0,0,0,0,0,23,13,26,13,0,22,0,0,0,20,21,33,0,31,27,15,0,22,37,0,0,0,15,0,0,68,18,50,88,33,15,21,23,0,0,0,14,0,13,5,0,13,0,0,23,20,17,0,100,10,26,22,31,7,25,18,0,32,56,30,0,9,0,4,15,0,0,29,0,0,0,0,0,20,0,16,30,9,11,25,22,0,0,0,17,11,0,0,0,15,0,0,0,0
2010-09-01,20,63,27,17,0,23,0,13,0,32,29,25,15,13,0,11,25,11,0,0,0,10,28,23,0,11,0,13,0,20,28,0,0,0,0,0,24,0,27,0,0,33,0,0,0,0,24,15,0,21,21,15,0,17,19,0,0,0,16,0,0,35,0,0,45,34,15,30,24,25,20,0,22,0,0,0,0,13,0,0,23,15,18,0,51,22,14,19,18,0,0,32,0,0,41,28,0,19,0,4,0,0,44,26,0,0,23,18,0,0,0,35,43,0,6,0,11,0,0,0,24,6,0,53,11,28,0,0,0,0
2010-10-01,21,69,30,11,0,17,0,10,0,31,15,57,15,13,20,11,26,11,0,82,0,21,14,29,0,11,0,7,0,20,14,0,0,0,0,0,36,0,21,14,0,33,0,0,0,21,31,20,25,32,36,0,0,11,22,0,0,0,0,0,0,0,0,0,45,0,15,28,48,0,0,26,22,0,0,0,0,7,0,0,23,25,9,0,52,23,14,0,19,11,0,28,0,13,16,46,0,19,0,6,0,49,0,23,21,23,0,0,0,30,0,33,27,18,17,0,34,0,0,0,22,11,0,0,11,30,0,0,0,15
2010-11-01,21,51,42,12,0,12,0,17,0,24,15,16,15,14,14,0,0,12,0,0,0,32,0,18,0,12,0,7,0,34,10,0,0,0,0,0,16,14,14,0,0,17,0,0,0,43,32,8,26,22,27,24,0,12,23,0,0,0,33,0,0,24,0,27,0,71,15,32,25,0,21,0,0,0,0,0,0,17,12,0,0,18,9,0,53,31,14,18,16,12,0,20,81,21,27,47,0,24,0,3,0,0,0,15,22,24,24,19,0,21,0,21,36,28,6,0,28,0,0,0,39,18,27,0,0,21,27,0,30,0
2010-12-01,0,44,29,16,0,17,0,21,63,37,15,61,14,0,13,22,24,0,0,0,0,25,14,22,0,11,8,6,0,21,9,0,0,9,0,0,15,14,23,0,43,16,0,0,0,40,28,22,0,31,30,30,0,0,32,0,0,0,0,0,0,45,0,25,43,0,14,15,23,24,0,0,0,0,0,11,0,10,0,17,0,15,17,0,50,11,13,15,24,7,0,11,76,13,25,49,0,9,0,3,15,0,43,29,20,0,22,0,0,0,0,24,42,17,5,25,30,0,0,0,17,22,25,0,0,29,13,0,0,0
2011-01-01,0,40,18,8,0,20,0,7,27,31,12,34,0,5,6,5,21,5,0,0,0,24,12,12,0,7,0,4,0,31,4,33,0,12,0,0,12,6,9,17,18,21,10,0,0,13,14,16,21,22,27,6,0,11,21,0,0,0,20,0,20,19,8,0,0,0,12,14,10,10,0,0,12,0,0,2,0,11,0,0,10,21,11,0,21,8,6,11,20,6,0,15,0,8,19,39,0,21,10,4,0,0,18,26,9,0,10,15,7,8,9,19,36,11,7,11,17,0,12,0,20,13,0,0,5,25,0,0,0,6
2011-02-01,21,37,21,8,0,18,0,13,28,33,6,29,6,0,12,5,32,5,0,0,0,36,6,24,0,8,3,7,0,26,20,0,7,8,0,0,15,18,8,12,0,14,0,0,0,9,20,11,0,42,34,20,0,10,14,0,23,0,16,33,0,10,0,0,29,15,0,36,10,0,13,0,19,0,0,6,0,16,0,7,10,15,15,0,0,16,6,19,32,10,0,19,0,6,11,35,0,9,0,2,0,0,19,35,13,20,0,8,7,20,0,16,37,13,8,11,24,0,12,0,33,8,0,0,10,27,0,19,0,6
2011-03-01,8,37,23,8,0,6,0,9,0,28,0,18,6,5,10,6,31,6,0,0,0,39,13,21,0,8,0,5,0,21,12,0,0,7,11,0,18,5,18,13,0,10,18,13,0,27,20,14,0,21,30,6,0,10,8,0,0,0,6,0,0,13,7,10,17,13,8,29,9,9,0,10,16,0,0,2,4,12,0,0,13,19,9,0,38,16,5,20,10,3,0,19,0,10,23,19,0,9,0,2,6,0,0,32,8,9,13,10,0,7,8,15,38,12,2,0,24,0,0,0,27,7,0,0,8,48,0,0,0,6
2011-04-01,8,42,12,4,0,15,0,12,0,37,9,22,17,0,5,4,26,7,0,0,0,36,6,16,0,7,0,3,21,18,9,31,6,4,0,0,13,7,25,11,0,4,9,0,25,8,14,18,0,16,22,0,23,9,13,0,10,0,12,0,0,9,0,0,17,0,12,20,0,0,8,10,14,0,0,7,0,12,4,0,13,21,13,6,20,18,5,16,11,3,10,15,0,5,12,25,30,15,0,4,6,19,0,22,0,9,9,7,7,16,8,17,29,17,5,0,11,0,0,0,27,8,10,0,4,56,10,0,11,0
2011-05-01,15,36,30,8,0,12,0,14,0,27,5,22,5,9,5,4,24,4,0,0,0,24,5,23,0,12,0,7,0,7,12,28,0,3,0,7,18,13,20,5,0,20,8,13,0,15,14,18,0,18,15,17,21,9,14,0,9,0,6,0,18,29,7,9,24,0,19,16,26,9,7,19,49,0,0,8,0,7,0,6,0,12,7,0,0,12,11,11,14,5,0,18,0,12,21,37,0,7,0,3,5,0,16,27,0,8,0,6,12,22,0,19,36,10,3,0,11,0,0,0,31,7,0,0,8,54,0,0,10,5
2011-06-01,14,40,28,13,0,10,0,10,0,32,17,28,10,4,5,9,26,0,0,0,0,21,10,27,0,6,3,6,0,12,10,0,5,14,0,0,22,7,19,16,0,11,8,12,0,7,13,12,0,21,27,16,0,11,13,0,18,0,5,27,17,0,6,26,15,0,5,18,8,8,10,9,69,0,4,7,0,13,0,6,8,19,12,0,17,20,14,11,14,5,0,20,0,29,33,26,0,5,0,2,0,16,15,16,11,8,8,0,6,7,0,16,46,15,4,9,8,0,0,0,26,8,0,0,4,27,0,0,10,5
2011-07-01,16,52,32,10,0,17,0,11,0,28,5,39,7,4,13,7,16,7,0,0,0,13,7,30,0,6,2,3,0,18,19,48,5,10,0,0,18,18,16,17,14,17,22,0,20,10,46,13,15,16,23,5,18,7,20,0,8,0,7,0,15,11,0,8,0,11,9,24,15,0,13,12,34,0,0,5,7,14,0,0,7,17,11,5,0,15,7,9,23,2,0,29,0,21,26,27,0,8,0,4,5,30,14,27,7,10,7,6,0,9,0,23,45,12,3,0,9,0,9,0,24,8,0,0,3,22,0,0,0,0
2011-08-01,8,58,26,11,0,7,0,18,0,36,5,30,9,4,4,3,23,5,0,0,0,22,9,21,0,7,2,4,0,4,9,0,0,8,0,6,26,6,16,12,0,18,0,0,0,9,7,14,8,19,22,17,36,3,21,0,0,18,6,0,15,7,6,0,0,14,5,18,12,22,6,16,17,0,0,3,3,11,0,5,7,15,5,5,0,17,7,10,12,3,0,22,0,12,38,28,0,13,0,3,5,0,13,30,13,14,14,11,5,9,6,18,44,4,4,0,12,0,0,0,33,6,0,16,3,22,4,13,9,0
2011-09-01,9,63,19,7,7,6,0,18,0,40,11,28,0,8,6,3,22,7,0,0,0,24,4,7,0,8,0,4,0,18,10,0,5,8,0,0,22,10,23,10,26,5,7,0,0,18,19,16,0,21,21,18,0,10,22,0,8,0,7,0,0,7,5,7,26,20,7,26,14,7,6,15,6,0,0,3,0,14,0,5,7,15,11,4,15,18,6,13,18,4,0,19,0,8,41,33,0,12,13,3,4,0,0,21,6,7,0,5,0,6,0,20,46,7,3,8,13,0,0,0,28,9,0,16,7,21,0,13,8,7
2011-10-01,12,66,24,6,8,12,0,16,0,36,9,27,5,8,4,3,15,7,0,0,0,35,13,22,0,5,0,5,0,15,11,48,5,13,0,6,26,8,25,12,0,15,21,0,0,6,28,7,10,13,24,28,0,12,19,0,0,0,6,24,0,7,6,8,27,10,8,23,10,10,12,8,13,0,0,2,3,8,0,0,7,18,12,0,16,11,8,16,15,7,16,18,0,20,19,31,0,18,0,3,0,15,13,26,6,7,7,8,0,9,6,24,46,11,3,8,13,0,0,0,23,10,0,0,3,17,4,13,17,5
2011-11-01,11,58,26,12,0,10,0,28,18,35,7,37,0,5,7,3,11,3,0,0,0,37,6,23,0,26,0,6,0,14,15,21,4,20,0,5,22,11,17,15,12,14,8,0,0,14,19,17,7,19,26,6,16,6,18,0,0,0,6,0,0,9,10,7,20,9,6,16,11,14,11,7,20,0,0,0,0,10,0,5,6,9,15,4,21,16,10,14,13,3,0,21,0,18,20,35,0,10,0,4,0,0,0,23,0,0,10,0,0,9,6,24,41,8,4,7,26,0,16,0,20,14,0,15,3,20,4,0,8,0
2011-12-01,7,45,29,6,0,18,0,17,15,34,4,30,7,5,6,4,14,5,0,0,0,33,5,11,0,6,2,5,0,22,13,0,0,4,0,4,20,3,14,5,11,12,6,0,0,5,17,15,12,23,22,15,0,11,19,0,6,0,7,0,0,8,4,12,11,16,4,23,9,6,7,0,12,0,3,3,0,13,0,4,11,12,8,0,12,17,5,14,16,6,0,18,0,11,21,41,0,9,5,3,0,0,11,32,5,6,11,4,4,10,0,19,26,14,4,9,22,0,7,0,29,11,0,0,3,17,9,11,7,0
2012-01-01,9,46,22,14,6,10,0,13,15,31,7,27,0,9,6,5,19,3,0,0,0,38,9,13,0,8,2,7,0,20,12,0,4,6,14,0,20,5,18,6,0,11,5,0,14,19,29,18,6,10,27,14,0,8,16,0,0,0,8,0,11,10,6,0,20,12,5,22,5,6,11,12,20,0,6,1,3,7,0,0,5,15,10,3,12,11,11,12,19,3,12,14,0,20,19,32,0,9,0,2,3,11,0,15,7,5,10,6,0,5,0,20,33,28,9,0,22,0,6,0,24,10,0,12,9,24,3,10,0,7
2012-02-01,10,39,24,7,6,13,0,12,0,34,7,33,3,9,6,3,30,5,0,0,0,37,16,12,0,11,0,8,0,21,10,18,4,10,0,0,12,7,17,19,0,7,5,0,0,24,22,15,0,23,34,13,0,8,15,0,6,0,4,18,0,11,6,6,32,8,5,25,9,12,7,15,17,0,0,1,0,8,0,4,5,15,15,0,18,11,5,6,17,7,0,21,18,3,18,32,0,9,0,3,0,0,10,20,10,11,0,0,4,6,0,17,34,15,7,0,14,68,7,0,24,10,0,12,5,30,3,0,0,3
2012-03-01,4,37,24,7,0,9,15,13,0,32,3,26,3,7,7,8,29,6,0,0,0,19,10,12,0,4,2,4,0,13,10,0,3,2,0,0,15,17,14,7,0,11,5,0,14,13,20,15,5,17,32,18,0,8,15,100,6,0,6,17,0,12,0,5,10,10,10,21,5,8,7,8,11,0,0,6,0,11,0,5,10,14,7,3,16,14,5,12,13,7,5,19,0,10,32,34,0,11,0,3,0,0,9,31,16,7,10,4,0,4,0,18,44,13,8,0,20,0,6,0,24,9,0,0,2,45,3,9,6,0
2012-04-01,8,41,20,3,0,10,0,8,0,33,17,20,5,3,6,8,19,5,0,0,0,26,6,9,0,6,2,4,0,10,12,0,4,11,7,0,21,7,16,11,10,11,0,0,0,12,17,12,6,13,27,12,0,7,11,0,6,0,4,0,11,5,4,6,10,12,10,19,11,6,7,12,26,0,0,5,3,7,0,4,0,14,10,0,16,19,6,13,9,4,6,19,0,10,28,36,0,14,5,3,3,0,10,22,14,5,13,10,4,7,0,19,36,8,3,0,10,67,13,0,20,6,6,0,3,57,3,10,0,3
2012-05-01,4,36,25,16,0,13,0,13,0,29,8,28,3,3,9,4,14,5,0,0,0,26,6,25,0,7,0,5,0,8,10,0,3,0,0,0,22,9,20,7,9,9,10,7,0,11,18,20,0,12,22,5,0,6,14,0,6,0,7,0,0,12,8,0,10,7,11,19,5,11,11,16,51,0,3,2,0,14,0,4,10,8,4,0,11,12,7,9,13,3,5,18,17,25,20,30,0,12,0,3,3,0,9,22,4,5,0,4,0,4,4,17,38,11,4,11,10,63,12,0,25,4,0,23,7,49,4,14,6,0
2012-06-01,9,41,29,21,0,17,0,12,13,32,6,31,6,12,9,5,23,3,0,0,0,30,11,26,0,6,3,5,0,12,10,16,3,16,0,6,19,4,23,14,9,8,10,7,0,4,14,9,5,21,24,21,0,6,18,0,5,0,8,16,0,12,8,11,19,7,15,25,8,5,13,16,44,0,0,9,2,5,0,5,10,15,7,0,0,12,13,10,17,9,5,20,0,17,15,30,0,11,0,3,0,0,14,25,15,5,8,0,4,21,0,17,33,17,4,5,9,62,6,0,26,6,0,11,10,28,0,0,0,0
2012-07-01,9,48,30,15,0,11,14,31,0,36,7,32,6,3,5,7,18,4,0,0,0,28,8,10,0,7,0,4,0,7,9,16,3,2,6,4,27,11,20,5,0,14,0,7,0,4,20,14,7,18,20,12,12,7,25,0,0,0,6,0,0,18,4,5,15,13,10,16,13,5,8,13,26,0,0,3,0,10,0,0,5,19,8,0,20,15,13,19,15,5,5,21,0,24,35,35,0,10,9,3,0,0,9,24,8,0,9,7,0,8,8,19,43,11,3,0,8,59,0,0,28,7,5,0,19,24,3,9,6,0
2012-08-01,8,55,30,10,0,21,0,20,13,43,11,29,9,3,7,4,23,3,0,0,0,46,5,22,0,6,0,8,0,15,13,15,3,3,0,4,27,4,19,4,8,6,4,0,0,14,14,14,0,8,24,14,12,8,25,0,0,0,8,0,0,18,4,5,9,13,13,20,5,0,8,15,21,0,0,3,0,8,0,5,7,18,9,3,10,15,18,25,20,6,5,24,15,18,32,31,15,13,4,4,4,10,0,18,8,7,4,5,0,4,0,25,49,20,4,0,7,0,0,96,33,8,5,0,5,22,0,0,0,0
2012-09-01,8,63,20,12,0,14,0,23,13,39,9,36,6,4,3,2,15,3,0,0,0,32,7,19,0,5,6,6,0,10,14,31,3,6,0,0,24,5,23,15,0,12,0,0,12,4,19,14,0,14,25,12,0,2,23,0,0,0,5,15,10,16,4,8,9,7,15,19,8,0,7,10,11,0,0,3,0,7,0,3,14,17,8,3,17,20,5,13,17,9,5,24,0,9,33,30,0,18,9,4,3,0,9,23,17,0,9,4,3,7,0,21,39,8,2,5,13,0,6,0,28,6,5,0,2,20,3,17,6,3
2012-10-01,9,70,32,13,0,13,0,20,0,39,8,31,8,10,6,2,17,6,0,0,0,36,11,16,0,6,0,4,0,10,8,0,3,5,0,0,25,4,26,7,16,9,6,0,12,21,18,13,5,14,21,13,0,5,19,0,7,0,6,14,0,11,7,5,8,0,5,22,9,0,4,5,13,0,0,2,2,7,2,3,9,19,12,3,9,16,8,15,18,8,14,18,14,15,35,29,0,15,4,5,3,9,14,14,4,9,4,7,3,11,0,22,40,16,2,5,22,0,0,0,26,7,5,10,8,27,4,8,5,0
2012-11-01,12,58,40,6,0,14,14,18,0,34,8,29,4,5,3,3,16,4,0,0,0,28,9,21,0,7,2,7,0,19,11,0,0,6,6,7,20,7,14,9,0,9,5,0,0,10,20,11,0,12,25,8,12,10,20,0,0,0,4,0,10,11,11,7,18,7,7,16,5,0,9,0,15,0,5,2,0,11,0,3,5,15,14,0,23,19,8,10,15,4,5,25,0,14,31,31,0,16,0,4,0,9,9,21,10,5,6,4,0,8,0,19,33,16,3,10,16,0,5,0,30,10,0,10,4,23,3,9,0,3
