date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Casaba Melon,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Strawberries,Sweet Potato,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2010-03-01,16,11,0,20,0,18,0,12,0,0,0,0,0,0,0,41,0,0,0,0,0,13,0,0,9,0,0,27,13,21,16,0,15,0,0,0,10,26,0,26,14,20,0,0,0,0,10,0,0,10,87,0,0,10,0,38,0,0,0,0,0,11,0,26,21,0,0,0,0,0,0,0,7,10,0,0,0,38,0,0,0,0,0,78,0,0,0,20,0,27,0,0,0,6,26,0,15,0,0,0
2010-04-01,15,7,0,0,11,23,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,17,28,5,0,8,11,0,28,0,0,10,0,0,0,0,0,0,0,0,21,0,0,0,32,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,8,0,48,0,15,0,0,0,93,0,0,0,0,0,0,100,0,4,0,0,18,0,0,0
2010-05-01,16,5,11,21,11,16,0,13,0,0,75,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,58,0,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,16,11,0,0,0,17,0,0,0,12,0,0,22,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,8,0,0,0,0,0,0,21,44,29,0,0,0,6,0,0,12,87,0,0
2010-06-01,11,9,0,0,21,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,17,0,0,0,12,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,27,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,44,0,0,0,0,4,0,0,44,0,0,0
2010-07-01,6,9,6,0,0,21,0,13,0,0,0,28,0,0,0,0,0,8,59,0,0,0,0,0,0,0,0,30,15,0,35,0,0,0,0,0,0,29,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,17,0,0,18,0,0,0,0,13,0,0,0,11,0,0,8,0,0,0,8,0,50,0,8,0,0,0,0,0,0,0,0,30,0,0,0,4,0,0,19,0,0,0
2010-08-01,8,5,0,0,0,17,0,12,33,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,9,0,0,0,14,0,0,0,5,0,8,0,0,0,0,0,11,0,0,0,0,0,11,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,10,0,0,0,0,0,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0
2010-09-01,15,6,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,23,28,0,0,8,0,0,0,0,0,16,0,0,0,0,0,11,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,28,8,23,0,0,8,0,0,0,8,0,0,0,0,0,0,44,0,30,11,0,0,8,0,0,24,0,0,0
2010-10-01,18,5,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,28,14,0,16,0,5,0,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7,20,0,0,17,38,0,0,0,0,0,77,0,0,71,0,0,27,0,0,0,5,0,0,17,0,7,0
2010-11-01,9,5,5,0,0,11,0,12,16,0,0,27,0,10,0,43,0,0,0,0,0,14,0,0,0,0,0,29,0,0,0,27,5,0,16,0,0,0,0,0,8,0,0,0,0,0,10,0,14,0,0,0,0,21,0,0,0,0,0,0,17,0,0,0,16,0,0,0,0,10,0,0,0,16,0,0,19,40,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,4,27,80,12,0,0,0
2010-12-01,14,5,10,0,9,14,0,22,0,0,0,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,25,0,0,15,24,0,0,0,0,9,24,26,0,10,0,0,0,0,42,0,0,0,18,0,0,7,14,0,0,0,15,0,0,15,10,0,0,13,0,12,0,0,0,0,0,7,9,0,18,7,0,0,0,0,0,0,0,81,0,67,18,0,25,0,0,0,6,0,0,10,0,0,0
2011-01-01,15,2,2,9,5,17,0,11,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,6,0,7,0,2,0,4,5,5,12,0,0,10,9,0,12,0,21,9,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,5,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,0,0,19,39,13,0,0,0,2,12,0,18,0,0,0
2011-02-01,12,5,0,0,5,18,0,0,0,0,0,0,0,5,0,21,14,0,28,0,5,7,0,0,5,0,0,14,0,0,8,0,3,5,4,16,0,14,0,14,13,0,0,0,0,0,5,0,7,5,45,0,0,14,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,10,0,0,4,5,0,0,8,40,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,2,27,0,6,0,0,51
2011-03-01,16,3,0,0,5,23,0,6,0,0,0,0,0,5,0,39,13,0,0,0,0,0,0,0,4,0,0,13,19,0,7,12,5,0,4,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,29,0,5,0,0,0,15,0,0,15,5,0,0,10,0,6,0,0,5,0,0,0,5,0,9,6,0,0,0,7,0,100,0,0,0,0,18,0,0,5,0,0,3,12,0,12,0,0,0
2011-04-01,16,3,2,10,0,18,0,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,13,0,10,8,12,2,0,7,0,0,0,13,12,13,0,0,12,0,22,5,0,0,10,0,30,4,10,0,0,0,15,0,0,0,0,0,0,20,6,6,0,0,5,0,0,7,12,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,39,0,0,0,4,13,0,5,0,0,0
2011-05-01,11,2,5,10,5,25,0,6,0,35,34,0,0,6,0,20,0,0,0,0,5,0,0,0,0,0,6,13,0,0,8,0,5,5,0,0,0,37,0,12,14,0,0,13,0,0,9,0,0,5,0,0,7,10,0,0,0,8,0,0,8,0,0,0,7,0,0,0,0,5,0,0,0,15,0,9,5,0,0,0,4,0,0,74,0,38,0,10,40,0,0,0,0,5,12,0,9,0,0,0
2011-06-01,8,3,3,20,5,23,13,6,0,0,0,13,0,0,0,20,0,0,26,0,0,0,0,0,0,0,0,14,0,0,8,13,3,5,0,0,0,13,0,0,12,0,0,0,0,0,5,0,0,7,0,62,0,7,0,0,40,8,0,0,16,5,0,0,13,0,0,0,0,15,0,13,4,15,0,0,4,0,0,32,4,32,0,0,0,0,0,10,20,14,5,0,0,3,0,0,15,0,0,0
2011-07-01,16,3,3,10,0,26,0,6,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,31,0,0,6,0,21,0,8,0,3,0,4,5,0,20,0,0,5,10,0,0,0,0,5,0,0,5,0,0,4,5,0,0,0,0,0,32,0,6,0,0,8,6,0,0,0,8,0,13,0,5,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,40,23,0,0,0
2011-08-01,10,3,0,0,5,52,0,11,0,0,0,0,0,5,37,0,0,0,0,0,0,0,0,0,6,0,0,13,6,0,0,12,5,0,4,5,0,25,0,0,9,0,100,0,0,0,5,0,0,5,0,30,4,7,0,0,0,8,0,0,8,0,0,0,5,0,0,0,0,12,0,0,4,7,0,9,4,0,22,0,4,0,0,37,0,0,0,9,20,0,0,0,0,6,0,0,22,0,0,0
2011-09-01,12,3,0,10,0,20,0,17,8,55,35,0,0,0,0,20,14,0,0,0,0,7,0,0,0,0,0,0,7,11,8,0,3,0,8,8,0,13,14,0,7,0,0,19,0,0,5,0,0,7,0,0,0,7,0,19,0,8,0,0,8,11,0,0,8,0,0,0,0,10,0,0,4,5,0,10,4,0,0,32,0,32,0,0,0,0,0,10,0,27,0,0,0,5,0,0,6,0,0,0
2011-10-01,17,0,2,0,14,25,0,11,0,0,0,0,0,6,0,19,0,0,25,0,5,0,0,57,4,0,0,32,6,0,15,0,2,0,4,5,0,12,0,0,46,0,0,0,0,0,0,0,0,5,40,0,0,14,0,18,0,7,0,0,22,0,0,0,5,0,9,5,0,9,0,0,3,7,0,0,12,18,0,0,3,0,0,36,0,0,0,14,19,25,0,44,0,3,12,0,14,0,0,0
2011-11-01,20,2,2,0,0,23,0,6,0,0,0,12,0,5,0,19,13,3,25,0,5,6,0,0,0,0,11,13,6,0,19,12,5,5,5,10,5,19,13,0,17,0,0,12,0,0,5,37,0,5,0,0,0,0,0,0,0,15,0,29,8,5,37,0,10,6,19,0,0,12,0,0,7,17,0,0,8,18,0,0,4,0,0,0,0,0,34,33,0,13,10,0,0,3,13,0,7,0,0,0
2011-12-01,13,3,2,8,0,34,0,7,0,0,0,0,0,4,33,17,12,3,22,0,0,6,0,0,0,0,0,12,6,0,10,11,3,4,3,0,0,22,11,11,15,0,0,11,0,19,6,0,0,6,0,0,0,4,0,0,0,7,0,0,0,5,0,11,6,7,6,4,0,8,0,0,5,6,0,0,8,16,0,0,3,0,0,0,0,0,0,17,17,11,9,0,0,3,11,0,11,0,0,0
2012-01-01,12,4,3,0,8,27,10,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,24,0,0,5,18,5,0,0,10,2,0,3,4,0,21,22,0,9,0,0,10,0,0,4,0,0,0,0,24,0,12,0,0,0,9,0,0,0,4,0,10,13,0,0,4,0,8,0,0,3,12,0,8,3,0,0,0,0,0,0,0,0,0,0,8,16,11,0,37,0,4,10,0,7,0,0,0
2012-02-01,15,2,4,8,13,33,0,5,0,0,0,0,62,8,0,17,0,0,23,0,0,0,0,0,0,0,0,12,6,9,0,11,0,4,5,4,4,11,12,11,25,9,0,11,0,19,6,32,6,4,36,26,3,4,0,0,0,7,0,0,7,14,0,0,4,5,0,4,0,4,0,11,0,12,0,0,7,0,0,0,6,27,0,33,37,33,0,17,18,12,6,0,0,2,22,0,13,0,0,0
2012-03-01,11,4,2,8,0,34,0,8,6,0,27,0,0,8,0,16,11,0,41,0,0,0,0,0,3,0,0,21,0,0,6,0,3,0,0,0,0,10,0,10,20,0,0,0,0,0,6,0,0,8,0,0,0,4,0,0,0,6,0,0,0,4,0,10,8,5,0,8,0,6,0,10,3,12,0,15,8,15,0,0,0,25,0,0,34,30,0,8,21,0,4,0,0,2,31,0,9,31,0,0
2012-04-01,11,2,5,8,0,29,0,5,0,0,0,11,0,0,0,17,0,0,0,0,0,5,0,0,4,0,0,11,0,0,9,0,0,0,3,6,0,11,0,11,12,0,0,0,0,19,4,0,11,4,0,0,0,7,0,0,0,6,0,25,13,5,0,0,11,0,5,0,0,10,0,10,4,6,0,8,4,0,0,0,0,0,0,0,0,0,0,12,17,23,4,0,0,4,11,0,14,0,3,0
2012-05-01,8,5,6,8,6,26,0,5,0,0,0,0,0,0,0,16,0,0,31,0,4,0,0,24,3,0,5,16,5,0,10,10,2,0,4,8,0,10,11,0,9,0,0,0,0,0,4,0,5,4,33,0,9,6,0,15,0,18,0,0,0,4,30,0,6,5,0,4,0,4,0,0,3,8,0,0,5,0,0,0,3,0,0,30,0,0,0,15,0,11,0,0,0,3,10,30,17,0,0,0
2012-06-01,6,4,2,8,4,23,0,10,0,0,0,11,0,6,0,17,12,0,22,0,9,6,0,0,4,0,5,11,0,0,7,11,2,0,3,4,0,11,0,21,14,0,0,0,0,19,6,0,6,4,36,26,0,8,0,16,0,7,0,0,7,0,0,11,11,0,6,0,0,8,0,11,3,11,27,0,6,0,0,0,6,0,89,32,0,0,0,17,35,12,0,0,0,8,11,0,19,0,0,0
2012-07-01,14,3,0,0,6,23,11,8,0,0,0,0,0,4,0,17,0,0,0,0,4,0,0,0,0,0,0,12,11,9,10,0,0,0,0,0,4,22,0,0,10,0,0,11,0,0,4,0,0,4,0,26,0,11,0,0,0,0,0,0,0,5,0,11,10,5,0,0,0,0,0,0,6,9,0,0,3,0,0,0,5,27,90,32,37,0,0,8,0,0,4,0,0,2,0,0,17,0,3,0
2012-08-01,9,4,0,8,4,31,11,10,13,0,0,11,30,0,0,0,0,0,0,0,0,5,0,0,4,0,5,23,8,0,11,0,2,4,10,4,0,16,0,0,9,0,0,0,0,0,4,32,0,8,0,0,0,8,0,0,0,7,0,0,0,0,0,0,11,10,5,9,0,12,0,11,6,13,0,0,5,16,19,0,3,0,0,32,0,0,0,8,0,0,4,0,0,4,22,0,21,0,0,0
2012-09-01,8,4,0,0,0,26,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,11,8,0,13,0,2,4,6,6,0,11,15,0,9,0,0,16,0,0,4,0,0,0,0,52,0,0,0,0,0,7,0,0,13,5,0,0,6,0,0,4,0,8,0,0,5,14,0,0,6,16,0,0,0,0,0,0,0,0,0,8,0,11,0,40,0,2,11,0,9,0,0,0
2012-10-01,10,3,4,8,4,25,0,7,6,0,0,0,0,6,0,16,0,0,21,0,6,0,0,24,3,0,5,11,10,0,12,10,2,0,3,4,4,10,0,10,7,0,0,30,0,0,4,0,5,19,33,24,0,6,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,6,0,0,4,6,0,0,7,0,0,0,4,0,83,0,0,0,0,0,16,11,4,0,0,3,20,0,10,0,0,0
2012-11-01,13,2,0,7,7,31,0,11,12,27,0,9,0,5,0,15,0,5,39,0,4,0,0,22,0,0,0,20,7,0,6,9,2,0,6,8,7,9,20,0,6,0,0,28,0,0,4,0,5,7,0,0,0,4,0,0,0,0,100,0,0,4,0,0,7,0,5,0,67,4,0,19,3,15,0,0,9,18,0,23,0,23,0,28,0,29,0,14,15,10,7,35,0,3,0,0,14,0,0,0
2012-12-01,18,4,0,7,0,30,0,18,5,0,0,0,0,8,27,28,0,2,18,0,4,5,0,0,0,0,0,14,5,0,5,9,2,0,0,4,3,9,10,0,7,0,0,0,10,0,3,26,0,7,0,29,0,7,0,0,0,5,0,0,8,6,0,0,6,0,5,4,0,7,0,0,3,12,22,7,9,13,16,0,4,22,0,0,0,0,0,14,24,9,4,33,0,3,9,0,8,28,0,0
2013-01-01,15,6,3,6,6,22,0,5,8,0,0,0,0,3,0,13,0,0,17,0,3,0,0,0,3,0,0,9,7,0,8,0,2,0,4,7,0,8,0,0,16,0,0,8,0,15,4,25,6,5,0,20,0,6,0,0,0,10,0,0,0,4,0,0,5,0,4,0,0,8,0,12,2,7,0,0,7,0,0,0,2,21,0,25,0,0,0,11,0,9,3,31,0,1,8,25,18,0,0,0
2013-02-01,12,2,6,0,7,27,0,11,0,0,0,0,0,5,0,0,0,0,20,0,4,5,0,22,0,0,0,17,5,0,15,0,2,0,3,4,4,19,0,9,10,0,0,0,0,17,5,28,0,7,0,23,0,6,0,0,0,6,0,0,6,4,0,0,10,0,5,8,0,11,0,9,3,6,0,0,5,0,0,0,3,0,0,0,0,0,0,15,25,10,0,70,0,4,16,0,14,0,0,0
2013-03-01,11,2,3,7,3,26,0,10,5,24,0,8,24,8,0,14,0,2,18,0,3,4,31,0,0,0,4,9,9,7,0,9,2,0,3,7,3,13,0,8,18,7,0,0,0,37,3,0,4,7,0,21,2,8,0,0,0,0,0,0,0,4,0,0,11,4,4,3,0,8,0,0,2,11,0,0,12,0,0,0,5,21,0,0,0,0,0,13,27,9,3,31,96,4,9,0,10,0,0,0
2013-04-01,8,3,6,13,7,28,0,9,5,0,0,9,0,3,26,0,9,2,0,0,4,4,0,0,3,0,4,14,9,7,5,0,3,4,3,44,0,9,0,0,19,0,0,18,0,0,3,0,0,6,29,0,5,10,0,0,0,5,0,0,5,8,0,0,10,4,7,4,62,8,0,9,0,11,0,7,7,0,0,0,2,0,0,26,0,0,24,7,28,9,0,0,0,3,18,26,9,0,0,33
2013-05-01,8,4,3,20,7,22,0,6,5,0,0,0,25,0,0,0,9,2,17,0,0,0,0,0,3,0,0,27,0,0,5,0,2,3,4,14,3,14,0,9,14,0,0,8,0,0,4,0,0,5,0,21,0,7,0,0,0,5,0,0,5,4,26,0,8,4,9,3,0,0,0,0,4,8,0,0,6,0,0,0,2,0,0,0,0,0,23,7,14,9,4,0,0,2,17,26,29,0,2,0
2013-06-01,3,5,0,7,7,21,0,8,0,25,24,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,7,0,16,0,2,4,4,5,0,9,19,17,12,0,0,9,0,0,0,0,5,7,0,0,3,3,0,0,0,8,0,21,8,0,0,0,10,0,4,0,0,5,0,0,4,9,0,0,7,13,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,2,9,0,38,0,0,0
2013-07-01,6,2,2,0,0,23,0,8,0,0,0,8,0,10,26,27,0,0,18,0,0,4,0,0,0,0,0,18,0,0,5,0,3,0,4,0,10,9,9,9,10,0,0,0,0,15,3,0,0,7,0,21,0,7,0,0,0,0,0,0,5,0,0,0,9,4,0,0,0,8,0,8,0,5,0,0,5,0,0,0,2,0,70,0,0,0,0,0,20,0,3,0,0,6,9,0,18,0,0,0
2013-08-01,6,2,0,7,10,34,9,8,6,0,0,0,0,3,0,14,0,0,19,0,0,5,0,0,0,0,4,10,0,8,0,18,0,6,7,0,0,18,10,9,15,0,0,9,0,16,11,27,5,5,0,0,0,4,0,0,0,6,0,0,17,4,0,0,11,4,5,4,0,7,0,0,4,5,22,0,9,13,0,0,5,0,0,0,0,0,0,14,22,0,0,0,0,2,9,0,22,0,0,0
2013-09-01,16,2,0,7,7,26,0,5,0,0,0,0,0,3,0,28,0,2,18,0,4,4,0,0,0,0,4,9,6,0,5,9,2,4,3,9,0,9,10,0,39,0,0,36,0,0,3,26,0,14,0,21,0,6,0,0,0,5,0,0,8,4,0,0,11,4,0,0,0,7,0,0,2,14,0,0,4,13,0,0,3,0,0,0,0,0,0,14,0,9,4,0,100,4,9,0,8,0,2,0
2013-10-01,16,4,5,7,3,38,0,11,11,0,0,9,0,7,0,0,0,2,27,0,4,4,0,21,3,0,0,9,5,0,9,9,3,0,0,5,3,13,0,17,17,0,0,13,0,15,3,26,0,6,0,0,0,6,0,0,0,8,0,0,7,4,0,0,10,0,4,0,0,10,0,0,6,6,0,0,11,13,0,0,2,22,0,0,0,0,0,13,14,9,5,0,0,4,9,26,13,28,0,0
2013-11-01,14,3,2,0,9,21,0,7,5,0,0,0,23,9,0,0,0,0,0,0,3,4,30,19,6,0,4,22,4,0,5,16,6,7,2,0,0,0,9,8,20,0,0,16,0,14,3,0,0,7,0,39,0,5,0,0,0,7,0,0,10,0,0,0,5,0,4,5,58,9,0,0,3,8,0,0,5,16,0,0,2,0,67,24,28,0,0,19,26,9,6,0,0,3,8,24,14,0,0,0
2013-12-01,13,2,0,6,3,19,0,6,0,0,0,7,22,3,23,12,0,2,0,0,3,8,0,18,3,0,0,11,8,0,5,8,2,3,2,3,3,8,0,15,12,0,0,15,0,13,3,0,0,3,0,18,0,7,0,0,0,9,0,0,5,0,0,0,7,0,4,3,0,3,0,0,2,10,0,6,9,17,0,0,2,0,0,0,0,0,0,12,0,16,3,28,0,2,15,0,5,24,0,0
2014-01-01,12,2,1,0,5,22,0,11,4,0,0,0,0,5,0,15,0,0,0,0,6,7,0,0,2,7,3,8,0,0,9,0,2,4,2,6,0,11,0,7,8,6,58,0,0,25,3,0,4,3,0,0,2,4,0,10,0,4,0,0,4,3,0,7,8,3,7,0,0,15,0,0,3,9,0,0,6,10,0,0,2,0,58,0,24,0,19,5,29,11,0,0,0,1,55,0,15,0,0,0
2014-02-01,10,4,3,6,0,25,0,6,0,0,22,0,0,3,0,13,0,0,34,100,3,0,0,19,0,0,4,17,6,0,10,8,2,0,2,3,3,17,9,8,17,13,0,8,0,14,0,0,4,6,0,30,0,6,0,0,0,5,0,0,7,7,0,0,13,0,0,3,0,13,0,8,2,9,0,0,7,12,0,0,2,20,68,25,0,25,0,13,13,12,0,30,0,2,11,0,10,0,0,0
2014-03-01,12,3,4,6,8,19,7,11,9,0,0,7,0,4,0,12,0,0,0,0,0,4,0,17,3,0,5,12,0,0,7,0,1,0,3,6,3,12,8,7,11,0,0,15,0,38,6,0,4,6,24,26,0,4,0,0,0,6,0,0,0,3,0,0,7,0,0,0,0,8,0,0,2,6,0,0,10,0,0,0,2,18,60,43,0,22,0,14,19,12,3,27,0,2,0,0,7,0,2,0
2014-04-01,11,3,2,6,7,19,0,9,0,0,0,0,22,7,0,12,8,2,0,0,3,12,0,0,0,0,5,14,6,6,14,0,4,9,2,6,3,8,8,8,11,0,62,8,0,0,9,46,4,6,0,37,5,4,0,0,24,8,0,0,9,3,0,0,9,0,6,3,0,13,0,8,3,15,0,12,8,0,0,0,2,19,63,0,0,47,0,12,12,8,3,28,0,4,8,23,14,24,0,0
2014-05-01,17,3,3,10,7,27,0,12,5,22,0,13,22,4,0,12,0,0,0,0,3,4,0,37,6,0,4,8,8,6,5,0,2,3,2,8,0,16,8,8,12,0,0,0,0,27,10,0,4,7,0,0,2,6,0,0,0,10,0,0,10,5,0,8,17,4,0,3,0,13,0,0,2,9,0,6,4,11,0,0,6,39,0,23,26,24,0,12,12,8,6,0,0,4,8,46,26,0,0,0
2014-06-01,10,3,0,10,5,20,0,19,5,0,0,0,0,3,0,13,0,2,0,0,3,4,0,19,6,0,4,18,6,7,10,8,0,3,6,7,3,17,0,8,5,0,0,0,0,0,8,25,4,3,0,0,0,3,0,12,0,5,0,40,0,4,0,8,10,0,9,3,0,10,0,8,0,14,0,6,6,0,0,20,2,21,0,0,0,0,0,10,13,22,7,0,0,4,0,0,36,26,2,0
2014-07-01,14,7,2,0,8,24,0,14,0,0,23,0,24,3,0,13,0,0,17,0,0,4,0,20,7,9,0,18,4,7,7,8,0,0,3,7,0,0,9,17,12,0,69,17,9,0,6,0,4,16,55,0,2,4,0,0,0,5,0,0,5,4,0,0,18,4,4,0,0,11,0,8,5,11,0,0,5,0,0,0,5,41,0,0,29,0,0,6,14,9,5,0,0,4,13,0,35,0,0,0
2014-08-01,11,3,2,6,3,37,0,8,5,0,0,8,0,8,0,13,0,0,0,0,0,0,0,20,0,0,8,9,4,0,5,0,2,3,4,3,3,8,9,0,11,0,0,17,0,15,8,25,4,3,0,20,0,8,0,0,0,10,0,20,10,7,25,8,17,4,4,3,0,5,0,8,0,8,0,0,2,0,0,0,6,0,0,0,0,0,0,6,13,18,3,0,0,6,0,0,31,0,0,0
2014-09-01,9,2,2,6,6,21,0,11,10,23,44,12,0,4,0,13,0,2,17,0,3,4,0,19,3,0,4,11,8,0,7,8,0,3,2,3,5,14,9,0,37,0,0,8,0,14,3,24,0,4,0,20,0,4,0,0,0,10,0,0,5,5,0,8,15,0,8,3,0,8,0,8,5,7,0,0,6,0,14,0,2,0,0,0,0,0,0,8,13,8,3,59,0,6,8,0,24,0,2,0
2014-10-01,14,2,6,6,8,32,0,13,9,0,21,8,0,4,0,19,0,0,32,0,0,0,0,18,0,0,0,8,4,0,8,8,3,0,2,6,0,16,8,8,22,0,0,8,0,27,6,23,0,8,0,28,2,6,100,0,0,5,0,0,8,3,0,8,13,0,4,0,55,4,0,0,7,14,0,0,10,17,14,0,3,0,64,0,26,24,22,0,12,16,3,29,0,3,16,23,17,25,0,30
2014-11-01,14,2,2,6,12,27,0,7,0,0,21,0,0,6,0,0,0,0,16,0,3,12,0,0,3,0,6,12,8,0,5,8,5,0,2,3,3,10,0,8,13,0,0,8,0,0,4,45,4,5,0,18,0,4,0,11,0,5,0,18,6,5,0,8,13,0,12,3,0,10,0,0,6,18,0,12,11,0,0,0,3,0,0,0,0,0,0,12,16,0,7,28,85,2,11,23,19,24,2,0
2014-12-01,11,2,3,5,8,27,0,6,0,0,0,7,0,6,21,15,0,2,14,0,3,4,0,25,2,0,3,20,4,0,9,7,2,3,4,8,4,18,8,7,11,0,0,18,0,0,6,21,0,4,0,17,0,8,0,0,0,4,0,0,7,0,0,14,9,0,0,3,0,12,0,0,2,14,0,0,10,31,0,17,2,0,58,0,0,0,0,11,11,0,5,52,0,3,14,0,16,0,0,0
2015-01-01,23,2,4,0,5,41,0,7,4,0,0,7,19,6,0,21,0,0,14,0,3,5,0,0,0,0,0,7,4,0,14,0,2,0,3,4,3,14,7,13,9,8,0,14,7,18,4,40,0,5,22,0,0,5,0,0,0,8,0,0,5,3,0,7,12,0,3,0,0,5,0,0,2,11,0,5,7,10,12,0,2,0,0,0,0,20,0,12,25,7,6,37,0,3,10,0,14,21,0,0
2015-02-01,17,2,4,8,7,32,0,14,7,0,0,7,0,3,0,24,0,2,15,0,6,4,0,18,3,0,3,8,10,0,9,8,2,0,4,6,3,0,16,7,13,6,60,8,0,13,4,22,0,6,0,36,0,6,0,0,0,5,0,0,8,3,0,15,16,0,8,5,0,13,0,0,4,13,19,0,8,17,0,0,4,0,62,22,25,0,0,14,24,0,3,28,0,2,11,0,21,0,0,0
2015-03-01,20,4,3,8,7,35,7,7,4,20,0,7,0,5,21,15,0,2,0,0,3,3,0,0,2,0,5,0,4,0,13,0,2,6,0,8,3,19,7,7,17,0,0,7,0,24,5,20,5,5,0,17,2,6,0,0,0,4,0,0,4,3,21,7,12,3,4,0,0,8,0,0,4,8,0,0,7,10,0,17,4,17,0,41,0,0,0,16,33,15,5,25,0,4,0,0,13,0,0,0
2015-04-01,20,1,3,8,14,30,0,13,4,20,0,7,0,5,21,23,0,2,22,0,0,11,0,17,3,0,3,8,7,6,10,7,1,4,4,3,4,12,8,0,13,0,0,7,0,19,3,0,0,11,0,17,2,7,0,10,0,4,0,0,9,6,0,0,18,0,4,3,0,16,0,14,0,12,0,8,11,10,0,0,2,18,0,0,0,0,0,14,17,13,4,26,0,4,14,0,14,0,0,0
2015-05-01,16,3,4,5,11,31,0,11,4,0,0,7,0,4,21,11,0,2,0,0,6,0,0,0,0,0,5,10,6,6,7,0,4,4,4,8,3,14,8,7,14,0,0,7,0,16,8,21,0,5,0,26,7,8,0,0,0,9,0,0,6,0,21,7,17,3,4,6,0,9,0,14,2,12,0,8,7,0,12,17,6,17,0,21,0,21,0,14,11,11,5,35,0,2,21,21,32,0,2,27
2015-06-01,16,4,0,5,5,37,7,17,0,0,19,7,0,5,0,11,0,2,14,0,3,4,0,0,2,0,3,15,5,0,17,0,3,6,2,3,5,11,0,0,8,0,56,7,0,0,3,0,0,5,0,17,0,11,0,0,0,17,74,0,4,3,0,0,15,3,0,3,0,12,0,0,5,7,0,0,6,10,0,0,2,18,58,0,24,21,0,5,11,8,3,34,0,6,7,0,32,0,2,0
