date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Corn,Cranberries,Cucumber,Dates,Eggplant,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lettuce,Longan,Lychee,Mushrooms,Onion,Peaches,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Spinach,Sprouts,Squash,Tomato,Turnip,Watermelon
2017-09-01,7,0,0,0,39,5,0,0,0,44,0,0,0,22,20,0,0,10,0,0,0,31,0,6,0,0,23,0,0,0,0,17,0,0,21,0,38,0,17,44,0
2017-10-01,7,0,0,0,57,13,27,69,23,0,0,0,0,0,38,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,44,21,0,0,0,17,22,0
2017-11-01,7,0,0,0,36,8,25,64,0,0,18,0,0,0,0,0,10,0,0,40,0,0,43,0,0,0,21,0,0,0,0,16,0,82,19,10,0,96,15,20,0
2017-12-01,4,0,23,0,38,9,13,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,16,0,44,0,0,37,0,17,22,0
2018-01-01,3,0,0,0,35,0,12,0,21,0,0,0,0,0,18,0,9,0,0,39,0,14,0,0,20,0,0,0,0,45,40,0,0,40,28,0,0,62,0,20,0
2018-02-01,0,0,0,0,42,10,15,0,0,23,0,0,21,0,0,25,0,0,0,0,25,16,0,0,0,18,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
2018-03-01,3,60,20,0,0,8,24,0,0,0,0,38,17,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,0,33,0,15,0,15
2018-04-01,5,0,0,0,0,4,0,62,0,0,17,39,0,0,0,0,0,0,82,0,0,14,0,5,20,0,0,0,0,0,0,15,0,0,0,14,33,61,0,0,0
2018-05-01,6,0,0,0,32,9,45,58,0,0,0,0,0,0,0,0,9,0,0,36,0,13,0,0,0,0,0,19,0,0,0,14,0,37,0,9,0,0,14,19,14
2018-06-01,6,59,0,39,33,10,17,0,0,19,0,0,0,0,25,0,0,0,0,0,0,0,40,0,0,28,0,19,0,43,0,14,0,0,0,18,32,59,0,0,0
2018-07-01,3,59,0,0,33,6,28,0,0,0,16,0,0,0,0,0,9,0,0,0,0,0,0,0,48,14,0,0,0,0,37,14,0,0,0,9,32,58,21,18,14
2018-08-01,3,59,0,0,100,5,0,60,0,0,16,0,17,0,17,0,0,8,80,0,0,0,40,0,19,14,0,19,0,0,0,0,0,0,18,0,0,0,14,0,0
2018-09-01,3,0,0,20,0,7,12,0,0,19,17,0,18,0,0,0,9,9,0,0,0,27,0,0,20,0,0,0,0,0,0,15,84,39,0,9,0,61,15,20,15
2018-10-01,5,0,0,0,0,5,12,0,0,0,0,0,0,0,18,0,0,0,0,40,0,14,0,0,0,0,0,0,0,0,0,0,0,40,19,0,34,63,15,0,0
2018-11-01,3,0,0,21,0,4,13,0,22,0,0,0,19,20,27,0,0,9,88,40,22,14,0,12,0,0,0,43,0,0,42,16,0,42,20,10,0,65,32,21,0
2018-12-01,4,0,0,22,0,4,13,0,0,0,0,0,0,0,19,0,0,10,0,0,0,31,46,6,0,0,0,22,0,0,44,0,94,0,0,11,0,68,17,0,17
