date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Kiwifruit,Kumquat,Lemons,Lettuce,Longan,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2012-02-01,6,0,0,0,1,8,3,0,3,0,0,2,2,5,1,1,2,2,0,1,0,0,1,0,0,0,1,2,1,0,1,0,0,1,3,1,1,0,3,0,0,0,0,1,0,5,2,3,3,3,1,17,2,1,0,1,0,2,0,2,5,0,0,1,1,5,1,1,2,2,0,3,0,43
2012-03-01,3,0,0,4,1,6,1,0,2,1,0,2,2,0,1,1,1,1,0,1,1,1,1,0,0,1,1,3,1,0,1,0,0,1,0,0,3,2,2,3,6,0,0,1,1,4,1,0,0,3,1,0,2,1,0,2,0,3,2,2,5,0,2,1,1,0,1,1,1,1,0,2,0,0
2012-04-01,5,2,0,2,1,5,4,0,0,0,0,1,0,0,1,1,1,1,2,0,0,0,2,0,1,2,1,0,2,1,1,0,2,1,0,1,1,2,1,6,2,0,0,1,3,0,1,0,0,3,0,0,3,1,3,2,3,1,0,0,0,0,0,2,1,1,0,2,1,1,3,3,0,0
2012-05-01,4,2,1,0,1,6,2,2,0,0,0,1,6,0,1,0,0,2,0,0,1,0,1,0,1,0,1,4,1,0,1,1,0,1,0,1,0,2,3,0,2,33,0,1,1,0,1,0,0,1,0,0,2,1,0,1,3,1,0,1,0,0,0,0,1,1,1,0,2,1,3,5,0,0
2012-06-01,3,2,0,4,1,6,2,0,0,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0,2,1,0,1,0,2,1,0,0,0,1,3,3,2,0,0,0,1,4,2,3,2,2,0,0,2,1,0,1,3,1,0,1,0,0,0,1,0,0,1,1,2,0,0,3,0,0
2012-07-01,5,2,1,2,1,9,2,0,0,1,2,2,2,0,1,0,1,1,0,0,1,1,1,0,0,1,1,4,2,0,1,0,2,1,0,0,1,0,2,5,0,0,0,1,2,4,1,2,2,1,2,0,2,1,0,1,2,2,0,2,4,0,0,2,2,1,0,0,1,2,0,4,2,31
2012-08-01,5,2,0,0,0,7,3,2,0,0,0,1,0,2,1,3,1,1,1,1,0,0,3,0,1,1,0,3,0,0,1,1,0,0,2,1,1,1,1,0,4,33,0,0,3,0,1,3,2,2,0,0,2,1,5,1,0,1,0,1,5,0,0,2,0,2,0,1,2,1,0,3,0,0
2012-09-01,7,5,2,5,3,14,6,0,0,0,5,2,5,5,3,0,6,0,2,0,4,0,6,2,0,2,0,4,2,0,2,2,4,2,0,2,3,0,0,0,0,75,0,2,2,10,3,0,8,4,0,0,7,0,6,2,0,2,0,4,0,0,5,2,0,3,3,1,2,2,0,6,0,0
2012-10-01,13,6,3,6,6,17,5,0,0,0,0,5,11,0,3,3,4,4,3,0,3,0,3,3,4,4,3,4,3,0,2,0,0,0,7,3,3,4,3,0,5,0,7,0,3,0,5,0,0,0,4,0,6,0,0,4,0,9,0,3,0,0,0,9,0,4,4,1,5,3,0,5,0,0
2012-11-01,13,7,4,7,0,13,8,6,0,0,16,6,0,0,0,3,5,4,3,3,3,0,3,4,0,2,0,6,7,0,3,0,0,0,0,2,3,3,5,0,0,0,0,3,4,0,0,0,0,3,0,0,5,0,8,6,0,5,0,7,0,0,0,5,3,5,4,4,4,3,0,5,20,0
2012-12-01,14,7,3,0,4,17,7,0,0,0,7,6,10,0,0,3,4,4,3,3,0,0,3,0,6,2,3,0,3,0,4,3,0,6,0,3,3,3,3,10,6,0,8,0,3,0,3,9,0,0,4,0,4,0,0,9,9,3,0,7,0,0,0,3,6,7,0,2,3,5,0,7,0,0
2013-01-01,8,6,3,13,2,8,4,5,0,7,0,9,0,6,4,6,4,8,6,0,6,0,3,0,0,7,6,0,3,0,4,0,0,3,0,3,4,0,3,0,0,0,0,0,0,0,3,0,6,3,0,0,6,3,0,4,0,3,0,5,0,0,0,3,5,6,0,2,4,0,0,8,0,0
2013-02-01,7,0,4,7,3,8,8,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,7,0,3,4,0,6,0,3,2,0,0,3,0,3,5,0,5,0,0,0,0,0,7,15,0,0,0,3,0,0,3,7,0,3,0,0,0,0,0,0,0,8,0,0,0,3,2,3,0,7,0,0
2013-03-01,14,0,6,9,3,6,3,4,0,3,6,4,5,5,3,5,4,4,0,0,3,0,3,3,3,0,0,9,3,0,4,3,5,0,0,3,0,0,0,0,0,0,0,5,6,0,5,0,0,4,4,0,3,0,7,6,0,3,0,3,0,0,0,4,5,0,3,0,4,3,0,5,0,0
2013-04-01,9,0,0,6,2,12,4,0,0,0,6,3,0,6,5,3,0,7,4,2,5,0,3,3,3,2,3,9,3,0,4,0,0,5,0,3,3,8,3,8,0,0,7,5,3,0,8,0,0,3,0,0,5,3,0,3,8,4,0,0,0,12,7,3,0,4,4,1,3,3,0,4,0,0
2013-05-01,7,8,6,5,0,12,4,4,6,3,0,4,5,0,3,2,4,3,3,0,2,0,5,3,0,4,2,0,0,0,3,2,0,2,0,2,2,3,5,0,0,0,0,2,0,0,5,7,5,2,0,0,3,3,0,7,0,3,5,0,0,0,6,2,5,6,0,4,5,3,0,8,0,0
2013-06-01,7,8,0,9,3,12,8,0,0,3,6,3,6,6,3,0,0,7,3,2,3,0,0,0,0,2,0,4,3,3,3,0,0,3,0,2,3,4,9,0,0,0,0,3,0,12,3,0,5,3,0,0,5,6,7,5,8,4,0,9,13,0,0,3,2,12,0,1,4,3,0,10,16,0
2013-07-01,8,7,3,5,2,14,4,0,0,0,0,3,0,0,3,0,7,0,3,0,2,0,0,0,2,6,3,11,0,0,4,0,0,0,6,3,4,3,7,8,10,0,0,0,3,12,4,7,5,8,0,0,4,0,6,5,8,2,0,3,0,0,6,4,2,4,3,1,3,4,15,9,0,0
2013-08-01,10,6,3,6,3,19,5,4,0,3,0,5,5,5,3,3,0,0,0,0,5,0,6,0,4,6,0,4,4,0,3,2,0,0,0,1,4,3,10,8,5,0,0,3,3,0,4,0,0,3,0,40,4,0,0,9,0,3,0,3,0,0,0,3,0,0,0,0,3,3,8,8,8,100
2013-09-01,14,6,3,6,2,11,6,5,0,0,0,8,6,0,3,0,4,0,3,0,5,0,0,3,3,4,3,5,7,0,4,3,5,3,0,4,4,0,5,8,0,0,0,5,3,0,5,0,10,5,4,0,3,0,7,5,8,5,0,0,13,12,0,4,3,4,4,0,4,3,0,6,0,0
2013-10-01,10,6,3,0,3,11,8,0,0,3,0,4,12,6,4,6,16,4,3,3,5,0,4,3,0,2,4,9,0,0,4,3,11,0,7,1,3,6,5,0,0,0,8,3,3,13,4,8,0,5,0,0,4,3,0,6,0,7,0,3,0,0,7,5,3,4,0,2,2,6,17,4,0,0
2013-11-01,14,12,0,6,3,18,9,0,0,3,0,11,12,0,7,3,6,7,5,3,4,0,7,3,3,0,3,5,7,0,5,4,6,3,0,4,3,3,0,9,6,0,0,3,3,13,4,0,5,4,4,0,5,0,0,8,0,10,0,9,0,0,7,3,4,6,0,3,4,3,9,5,0,0
2013-12-01,11,6,0,6,3,9,5,0,0,0,0,8,12,0,4,0,4,6,3,3,3,6,3,3,3,7,4,5,6,4,6,6,0,3,0,2,3,3,3,0,6,0,0,3,3,13,6,0,5,3,0,0,2,0,0,5,0,8,0,3,0,25,7,4,3,6,0,4,4,3,0,5,0,0
2014-01-01,11,0,3,6,6,17,7,0,0,3,0,7,12,0,4,6,8,4,4,4,0,3,6,0,3,2,3,0,3,9,6,0,0,4,0,3,4,3,0,0,0,100,0,9,3,14,7,0,6,6,0,0,5,3,0,6,9,7,0,3,0,0,7,5,4,0,4,3,3,4,9,6,0,0
2014-02-01,6,0,3,0,3,14,8,5,15,4,0,6,0,7,6,3,4,0,3,3,3,0,3,3,3,7,3,8,3,0,4,3,0,3,0,3,3,9,6,10,0,0,0,6,7,0,0,0,6,0,9,0,4,3,8,6,0,0,0,0,0,0,8,5,8,5,8,2,5,5,0,4,9,0
2014-03-01,12,6,3,6,3,10,10,0,6,3,6,5,8,0,3,4,11,0,0,2,8,0,6,3,5,2,0,4,4,3,7,0,0,3,7,3,3,8,3,8,0,0,0,3,9,0,5,0,5,5,7,0,12,3,0,4,8,3,0,3,0,0,7,8,4,0,4,3,4,3,8,5,0,0
2014-04-01,13,0,3,8,3,14,5,0,0,0,7,4,9,6,4,0,4,4,4,0,3,0,3,3,0,4,3,5,3,3,8,11,0,3,7,4,5,8,5,9,0,0,0,3,6,0,8,8,5,4,0,0,8,3,0,6,0,5,0,6,0,0,7,7,5,8,4,3,10,0,8,5,0,0
2014-05-01,9,12,3,10,9,13,5,5,0,3,0,3,0,0,4,3,4,6,3,3,6,0,6,3,0,4,3,14,4,3,6,4,0,3,0,3,6,9,7,0,0,0,0,3,3,0,4,0,5,3,0,0,6,0,0,6,0,4,0,3,0,0,0,6,0,8,0,2,5,3,9,11,0,0
2014-06-01,31,0,0,0,14,20,0,0,0,21,0,18,38,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,13,0,0,0,0,9,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,31,0,0,18,0,0,0,0,0,0,0,18,0,54,0,0,9,0,0,17,0,0
2014-07-01,23,0,30,0,20,22,21,0,0,30,0,27,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,45,0,0,14,0,0,0,0,0,0,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
2014-08-01,36,0,36,0,24,27,25,0,0,36,0,63,68,0,0,0,0,45,32,0,32,0,0,0,0,0,0,0,34,0,31,0,0,32,0,16,32,0,32,100,0,0,0,0,36,0,0,0,0,0,0,0,41,0,0,0,0,32,0,36,0,0,0,31,0,0,0,0,32,0,0,22,98,0
2014-09-01,18,0,0,72,0,30,25,0,0,0,0,32,0,0,0,0,0,0,33,0,32,0,0,0,32,0,0,0,0,32,25,0,65,0,0,0,0,0,33,0,0,0,0,32,0,0,0,0,0,0,45,0,0,0,0,32,0,32,0,0,0,0,0,0,30,0,0,0,0,0,0,23,0,0
2014-10-01,28,0,0,72,25,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,25,0,0,0,0,29,33,0,0,0,17,33,0,33,0,0,0,0,33,0,0,0,0,0,33,0,0,28,0,0,0,0,33,0,0,0,0,83,0,0,0,0,0,16,0,0,0,0,0
2014-11-01,0,0,47,0,0,31,32,73,100,0,100,0,0,0,0,0,62,0,0,38,41,0,41,0,41,0,41,0,0,0,29,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,41,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,23,21,0,0,58,0,0
2014-12-01,37,0,0,0,0,44,0,69,0,0,95,0,0,0,50,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,38,0,77,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
2015-01-01,41,0,0,0,55,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,100,0,0,0,0,0,0,0
2015-02-01,86,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0
2015-03-01,37,0,0,0,0,74,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,46,65,0,65,0,33,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,46,0,0
2015-04-01,74,0,0,0,0,50,68,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,88,90,0,0,0,0,0,87,100,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,61,0,0
2015-05-01,55,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,51,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0
2015-06-01,56,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,50,0,0,71,0,0
2015-07-01,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,87,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,98,0,0,0,0,0,0,0,99,0,0,0,57,0,0,0,0,0,0
2015-08-01,55,0,0,0,0,55,100,0,0,0,0,96,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,96,100,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
2015-09-01,50,0,0,0,0,50,0,0,0,0,0,88,0,0,0,0,0,0,0,83,0,0,0,100,0,0,0,0,0,0,93,0,0,0,0,45,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,88,82,0,0,0,0,0,0,62,0,0
2015-10-01,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,58,100,0,0,0,0,0
2015-11-01,100,0,100,0,100,50,68,0,0,100,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,67,0,0,0,0,46,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,87,0,0,0,100,0,0,0,0,0,0
2015-12-01,50,0,0,0,0,100,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,62,0,0
2016-01-01,29,0,0,0,39,29,60,0,0,0,0,0,0,0,0,0,0,0,53,0,52,53,0,0,0,39,0,0,0,0,73,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,51,0,100,0,0,0,45,0,0,51,0,0,0,59,0,0,0,51,96,78,71,0,26,0,0,0,0,0
2016-02-01,40,0,0,0,54,40,55,0,0,81,0,0,0,0,0,70,0,100,0,0,0,0,0,81,0,0,72,0,0,0,100,0,0,0,0,0,72,0,72,0,0,0,0,71,82,0,0,0,0,0,100,0,61,0,0,70,0,0,0,0,0,0,0,71,0,0,0,40,36,0,0,100,0,0
2016-03-01,27,0,53,0,71,53,91,0,0,0,0,47,100,100,0,0,0,66,0,0,0,0,0,0,0,36,0,0,100,0,70,47,0,0,0,48,0,0,0,0,0,0,0,47,0,0,47,0,0,48,66,0,41,0,0,46,0,0,0,0,0,0,0,46,0,0,65,27,24,0,0,0,0,0
2016-04-01,28,0,56,0,0,83,38,0,0,0,0,49,0,0,0,49,0,0,100,46,0,0,0,0,0,0,0,0,52,0,58,0,100,0,0,25,49,51,0,0,100,0,0,0,0,0,48,0,0,0,0,0,43,0,0,48,0,0,0,0,0,0,0,49,46,73,0,28,0,100,0,35,0,0
2016-05-01,28,0,55,0,37,55,56,0,0,0,0,0,0,0,0,49,72,0,0,0,0,0,49,0,0,37,0,0,0,0,51,49,0,0,0,0,0,0,49,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,49,100,0,0,0,0,48,0,0,0,56,33,0,0,51,0,0
2016-06-01,26,100,0,0,34,26,0,0,0,0,0,0,0,0,58,0,67,64,0,0,45,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,68,0,26,0,0,0,32,0,0
2016-07-01,22,86,0,86,29,22,30,0,0,44,0,0,0,0,0,39,57,0,39,0,39,0,0,0,0,0,0,0,0,39,75,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,38,0,75,0,0,0,0,44,100,0,0,39,0,44,0,0,0,0,0,0,0,0,29,0,0,27,0,0
2016-08-01,21,0,0,0,0,41,28,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,77,0,0,0,0,19,0,0,37,0,75,0,100,0,42,0,0,0,0,0,0,0,47,0,0,36,0,0,0,0,0,0,0,36,0,0,0,21,18,0,0,26,0,0
2016-09-01,68,0,0,0,0,51,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,0,0,0,0,0,0,69,34,0,0,0,0,0,0,0,0,0,0,0,34,0,0,34,0,0,0,0,0,30,0,0,51,0,0,0,39,0,0,0,0,0,51,0,19,26,0,0,24,0,0
2016-10-01,47,0,0,0,0,40,28,0,0,0,0,71,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,61,0,36,66,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,92,71,0,48,0,0,0,0,0,35,0,0,0,0,18,37,0,34,0,0
2016-11-01,31,0,0,79,54,47,55,0,0,0,0,36,0,78,0,0,0,51,36,100,0,0,36,0,0,27,0,0,38,0,47,36,0,0,0,46,54,0,0,0,0,0,0,54,0,0,35,0,0,0,0,0,63,0,0,83,0,60,0,41,0,0,0,53,100,53,0,21,0,37,0,26,0,0
2016-12-01,65,0,0,72,25,49,51,0,0,0,0,0,71,70,0,0,0,0,0,0,0,0,33,0,0,0,0,0,35,0,46,0,0,0,0,17,49,0,33,0,0,0,0,0,0,0,32,100,0,0,46,0,28,0,0,32,0,0,0,37,0,0,0,64,0,49,45,19,16,34,100,23,100,0
2017-01-01,71,0,0,0,63,31,32,0,0,0,0,0,0,0,0,0,61,0,43,0,42,43,0,47,0,0,0,0,0,0,29,0,0,0,0,21,84,0,0,0,85,0,0,0,0,0,0,0,0,0,58,0,0,0,0,83,0,0,0,0,0,0,0,0,0,62,0,24,21,0,0,29,0,0
2017-02-01,25,0,0,0,66,37,68,77,0,0,0,65,0,0,0,66,0,0,0,0,0,0,88,0,0,100,0,76,0,0,42,43,0,0,0,0,44,0,44,0,0,0,0,0,0,0,0,0,0,44,0,0,38,0,0,86,0,44,0,100,0,0,0,43,41,65,0,0,0,0,0,31,0,0
2017-03-01,18,0,0,71,24,54,33,0,0,37,0,0,69,0,41,0,48,0,0,0,0,0,32,0,0,24,32,56,34,0,45,0,0,33,0,0,32,50,32,0,0,0,0,64,37,0,32,0,62,0,0,0,28,36,83,32,100,0,0,0,0,0,0,32,30,48,44,0,16,0,0,23,0,0
2017-04-01,44,0,0,74,25,31,26,0,0,0,0,33,0,0,0,0,100,0,0,0,34,0,33,0,0,0,34,0,36,34,50,0,0,34,0,17,33,35,34,0,0,0,0,0,0,0,66,0,0,0,0,0,29,0,0,50,0,34,0,0,0,0,0,0,0,0,0,0,17,0,0,71,0,0
2017-05-01,34,0,0,100,45,68,23,0,0,0,74,0,65,0,0,0,0,0,0,0,0,0,0,34,0,0,0,52,0,0,37,0,0,30,0,39,30,52,92,0,0,0,0,0,0,0,50,0,0,0,0,0,52,35,78,30,0,0,0,0,0,0,77,0,0,45,0,17,15,0,0,43,0,0
2017-06-01,34,65,0,66,45,61,0,0,0,0,0,29,64,0,38,0,0,0,30,0,0,0,0,0,0,23,0,51,0,0,39,59,0,30,0,0,30,31,30,0,0,0,0,30,34,0,44,0,0,0,0,0,0,68,0,29,0,30,0,0,0,0,0,29,0,0,0,17,22,0,0,42,0,0
2017-07-01,25,64,0,0,44,33,34,0,0,0,0,0,62,62,0,0,0,0,0,0,29,0,29,0,29,22,0,50,0,0,51,29,0,0,0,15,29,30,88,0,0,0,79,0,33,0,0,0,0,0,0,0,100,33,0,29,0,0,0,67,0,0,0,29,27,43,0,33,29,0,0,41,0,0
2017-08-01,16,62,0,61,21,52,21,0,0,0,0,28,60,0,0,28,0,0,0,0,0,0,0,0,28,0,28,0,29,0,46,28,0,28,72,0,28,29,28,0,0,0,77,0,0,0,28,0,54,0,0,0,0,0,72,27,0,0,0,0,0,0,0,27,26,42,0,24,14,0,0,39,0,0
2017-09-01,37,0,0,0,0,32,44,0,0,32,0,0,60,60,36,28,83,0,0,0,0,0,42,0,28,0,28,49,30,0,52,0,0,85,0,14,28,29,28,0,58,0,0,0,32,0,42,0,0,0,0,0,24,0,73,28,0,0,0,0,0,0,0,28,26,42,0,16,14,0,0,46,0,0
2017-10-01,38,0,0,75,25,47,39,0,0,0,0,100,71,0,0,0,0,47,34,0,0,0,33,38,0,0,33,0,0,0,35,0,0,34,0,23,0,0,34,0,0,0,93,66,0,0,66,0,65,0,46,0,0,0,0,33,0,50,0,38,0,0,0,0,0,100,0,19,34,0,0,47,0,0
2017-11-01,39,0,0,0,22,39,30,0,0,34,0,59,63,0,0,0,44,0,0,0,30,30,0,0,0,0,0,0,0,0,36,0,0,0,0,30,0,0,60,0,0,0,0,29,34,0,87,0,0,60,0,0,0,0,76,58,0,30,0,0,0,0,0,87,27,44,40,17,30,0,0,0,0,0
2017-12-01,27,0,0,0,44,43,22,51,0,0,0,57,61,0,37,0,0,41,0,0,29,0,0,0,0,22,29,100,61,29,40,0,0,29,0,0,57,30,29,0,0,0,0,0,33,0,28,0,0,29,0,0,25,0,74,28,90,0,0,33,0,0,0,28,27,43,0,0,29,0,0,34,0,0
2018-01-01,15,0,0,0,31,41,21,0,0,0,0,27,58,0,0,0,80,38,0,0,0,0,27,31,0,0,28,47,0,0,53,27,0,28,0,14,28,29,28,0,0,0,0,27,0,0,27,0,0,0,38,0,47,0,0,27,0,55,57,31,0,0,0,27,25,40,38,15,27,28,0,29,0,0
2018-02-01,51,0,44,0,39,51,30,0,0,44,94,39,0,0,100,0,58,0,40,0,39,0,77,0,0,0,39,0,0,0,30,0,0,39,100,26,0,0,0,0,0,0,0,0,0,0,38,0,0,59,0,0,0,0,0,76,0,0,0,0,0,0,0,77,36,57,53,22,19,39,0,27,0,0
2018-03-01,37,0,0,0,37,32,38,43,0,0,0,24,0,0,32,25,0,0,25,0,0,0,25,0,0,19,24,0,0,0,32,24,0,37,0,13,0,0,25,78,50,0,0,24,28,0,24,0,0,37,0,0,21,0,0,60,0,25,0,0,0,0,0,24,23,37,34,14,12,0,0,17,0,0
2018-04-01,53,51,0,52,26,48,30,83,56,0,57,46,0,0,30,47,34,33,48,0,24,24,71,0,0,18,0,40,0,23,39,0,0,0,60,12,0,24,0,0,48,0,0,0,0,0,46,0,45,23,0,0,27,0,61,46,0,35,0,27,0,0,0,0,65,70,0,0,16,0,0,16,0,0
2018-05-01,24,47,0,0,24,18,27,0,0,0,0,0,45,46,0,21,63,0,22,0,21,0,21,0,0,0,21,37,22,0,56,43,0,22,0,11,21,0,53,0,0,0,0,0,24,0,21,0,0,21,0,0,27,0,55,35,0,42,0,0,0,0,0,21,20,32,0,0,21,0,0,40,0,0
2018-06-01,46,49,0,49,25,50,17,0,0,0,54,22,0,0,0,0,0,32,23,0,0,0,45,0,0,0,0,0,47,23,23,0,0,23,0,17,0,23,23,0,0,0,61,0,0,0,51,0,0,0,0,0,19,25,77,44,0,34,0,51,0,100,0,22,21,33,31,0,22,0,0,47,0,0
2018-07-01,18,0,0,47,0,32,16,0,0,0,0,21,0,45,27,21,31,0,0,0,21,0,21,0,0,0,0,0,0,0,33,21,0,0,0,11,21,22,32,0,0,0,0,21,24,100,28,0,41,21,0,0,27,0,0,42,0,21,0,24,0,0,0,21,0,0,0,12,16,22,0,64,0,0
2018-08-01,16,0,0,0,23,41,27,36,0,0,50,20,44,0,0,21,46,0,0,19,41,0,41,0,20,23,21,36,44,0,42,0,0,21,0,32,21,0,41,0,42,0,0,21,0,0,41,0,0,21,0,0,36,0,53,20,0,21,0,0,0,0,53,31,0,0,28,12,21,21,0,22,0,0
2018-09-01,27,0,0,0,0,30,47,0,0,0,49,30,0,43,26,0,40,0,21,0,41,0,20,0,0,0,20,0,0,0,42,20,0,0,51,31,40,21,0,0,41,0,0,0,0,0,40,0,0,0,0,0,44,0,0,20,0,20,0,23,0,0,51,0,19,30,0,0,10,0,62,14,0,0
2018-10-01,34,0,0,44,23,19,23,35,0,0,0,39,42,0,26,20,29,28,0,0,20,21,20,0,0,15,0,69,32,0,31,0,0,30,0,10,0,0,40,0,0,0,0,20,0,0,20,0,0,20,0,0,26,0,52,20,0,33,0,23,100,90,0,39,0,60,27,23,15,20,61,14,0,0
2018-11-01,16,0,21,42,0,57,29,100,0,0,46,31,40,40,24,19,0,0,38,0,0,0,0,0,0,14,19,33,30,0,45,19,0,19,49,10,28,0,0,0,0,0,0,0,0,0,31,0,0,19,0,0,16,21,0,46,0,19,0,0,0,0,97,19,0,0,0,14,0,39,0,35,0,0
2018-12-01,26,43,0,43,0,33,25,0,0,0,0,19,41,0,25,19,29,0,20,0,0,0,26,0,0,0,19,0,21,0,25,19,0,20,0,30,39,0,20,0,0,0,0,0,0,0,19,0,0,39,0,0,17,0,50,32,0,39,0,22,0,0,49,19,18,29,0,33,10,20,59,14,0,0
