date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2009-04-01,0,32,22,10,20,16,33,0,29,24,0,24,0,0,0,7,14,0,20,25,13,0,26,21,0,0,11,0,0,43,0,22,20,21,29,0,0,0,0,25,0,32,13,0,0,0,20,0,0,0,0,0,0,0,0,7,0,0,20,0,0,0,0,0,0,33,0,21,0,0,0,42,29,0,0,16,22,26,35,0,0,6,0,22,0,44,0,0,0,9,0,0,57,28,0,20,40,0,0,0,53,38,47,16,24,0,0,0,0,0,59,28,0,0,13,0,0,0
2009-05-01,0,31,40,9,31,15,31,0,22,0,30,0,0,18,0,6,26,0,0,0,0,0,0,0,26,0,19,0,0,0,0,21,0,19,0,0,13,0,0,22,0,30,0,27,0,31,36,0,0,0,0,22,0,0,0,6,0,26,37,0,0,0,14,19,0,15,0,19,0,34,0,29,27,13,38,14,0,0,11,30,0,23,0,0,0,23,0,18,0,8,0,0,0,0,0,0,18,0,0,0,0,29,22,30,30,0,37,0,0,0,44,100,0,38,24,0,0,0
2009-06-01,0,20,33,9,18,37,33,0,22,0,0,0,0,0,0,6,13,0,18,0,6,0,0,0,0,0,19,0,0,20,17,20,0,19,0,0,6,30,0,11,0,0,0,0,0,31,18,0,0,0,0,0,0,0,0,6,31,0,18,0,0,0,21,0,0,30,0,19,0,68,0,0,13,13,0,14,0,0,11,0,0,15,0,20,0,28,0,18,0,8,0,19,0,26,0,0,0,0,0,0,0,17,22,0,22,0,15,0,0,0,43,0,0,0,20,0,0,0
2009-07-01,0,21,21,9,19,47,38,74,19,0,0,23,0,0,0,0,13,0,39,0,6,58,25,39,27,0,10,0,0,20,18,54,0,34,27,0,10,0,43,12,0,46,12,0,0,32,19,0,0,0,0,22,0,0,90,10,64,0,19,0,0,0,15,19,0,0,0,20,0,0,0,20,14,14,0,22,0,0,17,19,0,10,0,63,0,27,0,19,0,8,19,0,0,54,0,0,19,0,0,0,0,27,23,15,23,0,15,0,0,0,33,0,0,0,19,0,100,0
2009-08-01,0,32,23,10,21,40,41,0,15,0,0,0,39,0,0,7,0,0,0,26,11,0,0,0,0,0,11,0,0,0,20,31,0,22,0,0,0,0,59,13,0,0,21,0,0,0,62,0,0,0,0,0,0,0,50,7,35,30,28,56,31,0,0,42,21,0,0,45,0,0,0,22,15,15,0,16,23,0,18,21,0,7,0,0,61,23,0,0,0,14,0,0,0,30,0,0,21,0,0,0,0,30,25,0,0,0,17,0,0,0,32,29,0,43,20,75,0,0
2009-09-01,0,21,0,13,17,28,33,67,22,21,28,0,0,0,0,11,12,0,17,21,13,35,22,0,25,17,9,0,0,18,0,19,0,18,0,0,6,28,48,24,0,0,0,25,0,0,34,0,0,0,0,20,9,0,41,17,29,25,17,0,25,17,0,35,0,14,0,18,0,0,0,0,0,19,0,0,0,22,15,0,0,9,0,19,25,45,55,17,0,10,34,0,0,48,29,0,0,69,0,55,0,27,20,21,21,0,0,0,0,0,30,24,0,0,24,0,0,100
2009-10-01,0,38,18,13,16,26,44,0,21,0,27,0,0,16,0,13,19,0,0,0,5,0,21,0,23,33,9,0,0,0,15,18,0,34,23,26,11,0,18,29,0,52,10,23,0,27,32,0,0,0,33,19,8,0,0,5,27,23,16,0,0,0,25,16,0,33,0,26,0,0,0,34,20,12,0,31,0,0,14,16,17,12,0,18,24,38,0,0,0,50,16,0,0,23,0,0,0,0,0,0,0,31,19,46,26,0,26,0,0,0,31,22,0,0,14,0,0,0
2009-11-01,0,45,17,8,16,20,29,0,35,0,52,0,0,16,0,27,42,0,16,0,12,33,0,0,31,33,9,0,0,17,25,18,0,34,0,0,11,26,18,16,0,0,16,35,38,0,32,0,0,0,32,19,0,0,38,5,27,0,24,0,0,16,0,16,0,26,0,17,0,0,24,23,28,23,0,17,17,0,19,16,17,9,0,18,0,43,51,0,0,19,32,0,0,45,27,0,0,0,0,0,0,23,38,65,39,0,30,0,42,0,24,33,0,100,11,87,0,0
2009-12-01,0,24,18,0,17,21,41,64,30,0,0,0,0,0,0,6,36,0,17,41,13,68,0,34,24,0,18,0,0,0,63,38,0,18,0,0,12,41,38,20,0,54,11,49,0,29,17,0,0,0,0,20,0,0,40,6,0,0,17,0,25,0,0,34,0,14,0,0,0,0,0,35,31,24,35,17,0,22,10,28,0,14,0,18,24,42,0,0,0,22,17,0,0,0,0,0,0,0,24,0,0,16,100,14,20,0,27,19,43,0,26,23,0,0,18,60,0,0
2010-01-01,0,27,17,12,24,17,35,0,20,0,25,19,0,0,0,8,22,41,16,0,3,0,0,0,22,0,8,0,100,33,15,17,16,22,0,0,0,38,0,24,0,25,0,23,0,0,38,0,0,0,0,18,8,0,0,5,26,0,31,0,23,16,24,16,0,0,0,0,0,0,0,27,23,0,0,12,0,20,21,23,0,13,0,17,23,41,0,0,0,11,15,0,0,55,26,0,31,0,0,0,40,37,18,69,25,0,17,0,60,0,30,0,0,32,10,0,0,0
2010-02-01,0,39,17,8,16,26,36,0,28,19,0,0,0,0,100,11,22,0,16,0,3,64,0,16,0,16,0,0,0,17,15,0,16,28,0,26,8,0,18,10,0,26,16,0,0,27,26,0,32,0,0,19,0,0,0,11,27,0,26,0,0,16,12,32,16,19,0,67,0,0,0,17,23,23,33,12,0,21,23,16,0,8,0,0,0,45,0,0,0,7,16,0,0,33,0,0,0,64,0,0,0,23,19,32,48,0,13,18,0,0,35,33,0,0,12,0,0,0
2010-03-01,0,26,0,7,15,24,32,0,14,17,0,0,27,29,0,10,14,0,0,18,6,29,0,15,21,0,8,0,0,16,14,16,15,23,21,0,10,0,16,12,0,23,9,21,0,25,29,0,0,0,0,0,0,25,0,7,24,21,14,0,0,15,0,14,14,12,0,15,0,55,21,31,11,10,0,30,16,0,17,21,0,9,0,0,21,52,0,15,0,10,0,15,41,0,0,15,29,0,21,0,38,14,0,17,26,0,17,16,0,0,31,40,0,30,19,0,0,0
2010-04-01,0,29,25,10,15,29,35,0,30,18,0,0,29,16,0,5,18,0,31,0,0,0,0,16,0,23,8,0,0,16,14,17,0,16,0,0,11,25,17,12,0,37,0,22,0,26,30,0,0,0,0,18,8,0,36,13,26,0,20,0,0,0,0,15,0,37,0,16,0,0,0,32,15,0,0,18,0,0,9,30,0,19,0,17,0,48,0,0,0,13,30,25,0,0,0,15,15,0,0,0,0,39,0,37,18,0,24,17,0,0,17,21,0,0,20,0,0,0
2010-05-01,0,24,32,15,15,32,38,56,33,0,0,0,0,15,46,5,24,0,15,18,11,30,0,15,0,0,23,0,0,0,14,28,0,16,0,0,5,0,0,0,0,0,0,21,0,37,29,0,30,0,0,26,15,0,0,0,0,21,24,0,21,22,23,22,0,24,0,16,0,0,0,26,21,11,0,11,16,0,26,24,15,8,0,0,22,25,0,15,0,11,0,0,0,41,0,0,15,59,0,0,0,0,35,12,36,0,12,0,0,0,67,0,0,30,27,53,0,0
2010-06-01,0,24,0,0,16,34,36,0,18,0,25,19,0,16,48,5,11,0,0,19,7,62,0,0,0,16,16,0,0,17,0,35,16,25,0,0,11,51,52,9,0,0,20,23,0,0,31,0,31,0,0,0,16,0,37,16,0,22,31,0,23,16,12,16,0,13,0,25,0,29,0,33,11,11,32,12,17,0,14,15,0,12,0,17,23,36,0,0,0,16,0,16,0,22,26,0,15,0,0,0,0,37,0,12,31,0,12,0,0,0,60,0,0,0,32,0,0,0
2010-07-01,0,46,17,8,27,20,36,62,31,0,0,0,30,16,0,11,28,0,32,20,9,0,0,50,0,16,20,0,0,0,15,24,0,34,23,0,9,40,18,13,0,52,11,24,0,41,16,0,0,0,0,38,8,56,0,8,0,23,48,0,0,16,19,16,0,26,0,17,100,30,0,0,12,0,0,13,17,21,14,24,0,10,0,35,0,20,0,24,0,11,0,0,0,23,0,0,16,0,0,0,0,46,19,52,20,0,13,18,41,0,28,0,0,0,17,0,0,0
2010-08-01,0,48,0,8,17,27,45,64,16,20,0,0,0,0,52,6,41,0,17,20,9,0,0,17,24,0,9,0,0,0,16,19,17,45,0,0,6,0,19,14,0,54,0,49,0,28,22,0,34,0,0,20,9,0,40,14,0,0,28,0,0,25,0,17,0,0,0,18,0,31,25,41,12,12,0,13,18,0,10,17,18,5,0,18,0,31,54,25,0,17,0,27,48,47,0,0,0,67,0,0,0,32,20,20,20,0,20,0,0,59,29,0,0,0,27,60,0,0
2010-09-01,40,46,0,7,0,23,39,55,28,17,23,0,0,0,0,5,20,0,0,17,6,0,19,15,20,15,0,0,0,23,13,32,0,15,21,0,5,23,16,35,100,0,14,21,0,0,19,0,0,0,0,33,7,0,34,10,0,0,19,0,21,22,0,22,0,18,0,0,0,0,0,23,14,10,30,19,31,19,11,28,0,16,0,16,21,40,46,19,0,23,0,15,41,40,0,0,14,0,0,0,0,18,0,35,17,0,23,0,37,0,40,20,0,30,37,0,0,0
2010-10-01,0,54,15,7,14,11,42,0,31,0,0,0,0,0,0,18,29,0,14,0,4,27,0,42,19,14,14,0,0,14,25,23,0,19,19,0,14,22,15,19,0,22,13,59,0,23,22,0,0,0,0,16,7,24,64,5,0,0,13,0,0,14,11,23,0,22,0,14,0,0,0,29,15,0,28,21,0,18,16,27,0,9,0,0,33,40,0,14,0,77,33,29,0,0,0,14,13,0,0,0,0,32,32,49,33,0,11,15,0,0,26,56,0,0,18,49,70,0
2010-11-01,0,59,14,13,22,21,35,0,32,16,0,0,37,0,0,9,32,35,13,0,11,53,0,18,28,27,7,0,85,28,25,15,0,14,0,0,21,22,15,24,0,32,34,38,31,33,13,0,0,0,0,16,0,0,0,4,22,19,20,0,19,13,10,27,0,11,0,56,0,0,0,32,16,9,0,10,0,17,15,22,0,8,0,14,19,72,0,13,0,21,20,14,37,18,22,0,0,53,0,0,34,42,31,43,0,13,42,0,34,0,31,27,0,27,17,47,0,0
2010-12-01,0,39,30,7,14,15,36,53,18,17,22,0,26,21,0,16,19,36,28,0,9,41,0,21,0,14,7,0,0,0,51,31,0,22,0,0,5,23,15,29,0,22,18,20,0,0,20,0,0,0,0,16,0,24,32,12,35,20,20,0,0,23,0,18,0,0,0,15,85,0,0,29,23,10,43,11,15,0,8,23,15,9,0,15,30,62,0,14,0,26,14,15,0,29,0,14,0,0,0,0,36,35,41,50,17,0,33,16,36,0,21,28,0,0,15,74,0,0
2011-01-01,0,29,13,15,25,20,32,0,14,0,0,0,0,13,39,4,12,0,25,15,7,25,16,32,27,21,7,100,0,13,12,21,0,27,0,0,7,20,0,15,0,33,0,18,0,21,24,0,0,12,0,0,6,0,30,10,42,18,41,0,18,25,10,13,0,20,0,13,0,0,0,20,23,9,26,0,0,0,18,25,0,6,0,0,18,35,0,0,0,22,0,0,0,35,0,0,25,50,0,0,0,24,15,30,15,0,17,14,32,44,30,34,0,0,14,44,0,0
2011-02-01,0,39,14,13,22,18,36,51,13,16,0,0,0,27,0,9,15,35,27,16,3,26,17,13,0,27,7,0,0,0,12,15,13,21,38,0,5,32,15,16,0,0,0,38,0,22,26,0,0,0,0,0,0,0,93,15,22,19,20,0,19,13,0,26,0,11,0,35,0,0,0,14,24,9,27,10,0,17,12,0,0,12,0,14,0,33,0,0,0,12,0,28,0,55,22,13,0,0,0,0,0,25,23,21,24,0,11,0,0,46,40,18,0,0,9,47,0,0
2011-03-01,0,33,0,8,16,14,39,0,26,0,19,0,0,0,37,8,25,0,0,14,6,35,0,0,17,12,12,0,0,19,16,32,0,21,16,0,4,19,26,12,0,28,15,17,27,20,23,0,0,0,0,0,0,0,28,19,20,0,23,0,17,12,0,12,0,24,88,18,0,22,0,37,23,17,0,27,0,0,23,19,0,17,0,25,25,24,0,12,0,14,12,25,0,24,0,0,12,0,0,0,0,16,27,9,42,0,9,13,30,0,35,0,0,0,15,0,0,0
2011-04-01,0,23,14,13,19,16,34,0,29,16,0,0,24,13,0,6,15,0,13,16,100,39,17,13,19,0,10,0,0,0,12,14,13,28,0,0,5,21,0,18,0,21,17,19,0,0,17,0,26,0,0,0,7,22,0,9,22,19,38,0,38,19,0,13,13,53,0,14,0,24,0,18,14,14,0,10,0,28,18,0,0,20,0,14,19,18,0,13,0,23,0,14,0,100,22,13,13,52,0,0,0,12,0,31,21,0,21,0,33,0,42,18,0,0,10,0,0,0
2011-05-01,0,38,25,9,31,28,39,0,27,0,0,0,0,0,0,4,14,0,12,14,3,0,0,30,0,12,12,0,0,0,22,18,0,12,17,0,4,29,13,7,0,19,8,26,0,20,12,0,0,0,0,14,6,0,27,8,0,34,27,0,17,24,12,12,12,10,0,12,0,0,0,24,17,9,25,0,0,15,9,17,0,8,61,13,0,37,0,0,12,16,12,12,0,66,20,0,17,0,0,0,0,33,14,10,0,0,9,0,0,0,23,16,0,0,10,0,0,0
2011-06-01,0,37,23,16,21,10,30,97,8,15,0,0,0,0,39,6,13,0,51,15,7,0,16,13,18,0,13,0,0,13,12,35,13,13,0,0,9,21,14,15,0,20,16,18,0,21,21,0,26,0,0,0,10,0,0,17,21,0,17,0,0,13,15,0,0,20,0,0,0,23,0,27,9,9,0,15,14,16,11,12,0,12,66,0,19,27,0,12,0,9,13,0,0,71,21,13,0,0,18,0,0,30,37,20,23,0,10,0,0,0,33,0,0,0,16,0,0,0
2011-07-01,0,42,0,7,20,25,41,0,24,0,0,0,0,27,0,9,14,0,0,16,9,27,0,14,0,14,14,0,0,21,12,30,13,21,0,0,0,44,22,20,0,22,9,20,31,23,26,0,0,0,0,0,0,0,32,7,23,19,27,0,0,13,10,13,0,22,100,14,0,0,0,28,10,10,28,10,0,35,8,26,0,4,0,0,19,25,0,31,0,8,13,0,0,66,0,0,0,54,0,0,0,25,40,16,16,0,0,0,0,0,30,0,0,27,23,0,0,0
2011-08-01,0,38,0,10,28,31,43,0,27,17,23,0,0,0,0,5,45,37,0,0,9,0,0,14,20,0,12,0,0,15,0,16,0,15,0,0,12,35,55,14,0,23,18,21,33,24,23,0,0,0,0,17,0,0,33,7,24,20,70,0,20,21,11,28,14,11,0,15,0,0,21,44,21,15,0,11,15,18,8,28,0,10,0,23,20,35,0,21,0,23,0,0,0,89,0,0,0,0,0,45,0,33,17,17,17,0,11,0,0,0,31,19,0,29,18,51,0,0
2011-09-01,0,38,13,6,12,19,29,0,12,0,0,0,0,0,0,6,25,32,0,15,3,73,16,12,17,0,6,0,0,13,17,13,0,26,0,0,9,20,34,18,0,0,8,17,0,0,24,0,0,0,0,0,0,0,0,8,0,17,12,0,18,0,0,12,0,15,90,0,0,23,36,25,26,13,0,14,13,16,7,20,0,15,0,40,0,30,39,12,0,18,24,0,0,94,0,12,0,0,17,0,0,23,0,20,36,0,15,0,31,0,29,25,0,25,10,0,0,0
2011-10-01,0,94,0,6,11,27,40,0,22,0,0,0,0,0,0,17,29,29,28,14,6,23,15,11,24,19,9,0,0,12,0,25,0,18,0,0,32,37,25,14,0,27,7,0,0,19,29,0,23,0,0,0,6,0,0,4,19,0,15,0,0,11,12,0,0,37,0,12,0,21,16,16,8,8,0,13,12,15,33,15,0,9,0,0,0,30,36,11,0,39,11,18,0,87,0,0,0,0,0,0,0,25,27,18,0,0,12,13,0,40,36,31,0,0,16,0,0,0
2011-11-01,0,52,12,15,17,13,47,0,29,0,18,0,0,0,35,26,16,0,0,0,13,55,15,17,16,15,0,0,0,0,21,12,11,24,16,0,49,18,12,11,0,44,7,16,0,19,29,0,0,0,0,26,17,0,0,6,19,16,22,0,16,0,9,17,0,14,0,18,68,21,0,12,28,8,46,9,0,14,17,18,12,9,0,12,24,48,0,11,0,18,16,18,0,46,0,11,0,0,0,36,0,31,26,9,20,0,27,13,0,0,22,15,0,0,19,40,0,0
2011-12-01,32,63,12,13,12,14,40,45,14,0,0,0,0,0,0,15,30,61,17,0,11,23,30,12,33,23,8,92,0,0,11,19,0,12,0,0,14,0,13,21,0,28,7,33,0,39,23,0,0,0,23,0,0,20,0,4,19,16,11,0,17,12,9,17,0,9,0,24,0,0,0,12,29,8,36,9,0,15,9,17,0,18,0,25,17,38,0,11,0,12,15,0,0,73,19,29,0,0,0,37,0,15,54,46,14,0,19,0,30,0,25,16,0,0,11,0,0,0
2012-01-01,0,44,11,21,21,17,53,81,14,0,17,0,0,11,49,16,20,0,16,26,25,0,14,11,15,32,6,0,0,0,10,24,11,22,0,0,7,23,0,13,0,42,14,0,25,36,17,0,0,0,0,0,5,18,0,33,18,30,14,0,15,16,0,25,10,17,0,0,0,0,0,17,13,10,0,8,0,27,14,14,11,9,0,11,0,38,0,0,11,9,0,11,0,52,0,11,10,0,0,0,27,40,25,21,17,0,13,0,27,0,25,22,0,0,16,38,0,0
2012-02-01,0,34,12,5,11,15,41,0,18,13,0,0,0,0,34,5,41,29,0,0,13,22,21,11,16,19,10,0,0,0,21,12,0,19,16,18,8,27,12,13,0,0,14,24,0,19,50,0,0,0,0,0,6,0,0,17,19,32,49,0,0,22,13,33,0,22,0,29,0,0,0,17,29,8,23,0,0,14,24,11,0,13,0,12,16,39,0,11,0,11,11,12,0,85,0,0,11,0,0,0,0,35,13,49,22,0,9,0,0,0,38,38,100,0,9,0,0,0
2012-03-01,29,54,11,14,18,11,44,40,34,38,0,0,20,0,33,7,32,28,21,25,2,21,14,16,15,11,11,0,0,22,20,35,0,41,15,0,4,52,17,13,0,17,7,15,0,26,27,0,0,0,21,12,5,0,25,21,0,22,36,0,0,10,8,11,10,26,0,11,0,0,15,17,15,7,0,8,0,28,9,21,0,9,0,11,15,29,0,10,0,12,0,11,0,44,0,11,21,0,0,0,0,23,25,8,34,0,8,0,0,0,30,65,0,21,11,0,0,61
2012-04-01,0,45,0,14,29,18,38,0,32,0,0,13,20,0,0,4,33,0,0,13,8,33,14,22,16,22,6,0,0,12,21,16,0,23,0,0,8,45,12,20,0,24,7,16,0,25,29,0,0,0,0,0,6,0,26,28,0,16,27,0,16,22,9,28,0,22,0,17,0,20,0,23,12,11,23,34,12,14,6,11,0,14,0,12,16,19,0,11,0,10,22,0,31,46,18,11,11,0,0,0,0,24,13,13,26,0,13,0,28,39,36,38,0,23,20,0,0,0
2012-05-01,29,34,22,8,31,31,48,0,28,0,0,0,0,0,0,3,34,0,16,13,9,31,18,21,15,21,9,0,67,11,0,15,0,11,30,0,7,28,11,17,0,17,13,15,0,18,46,0,21,0,0,12,7,0,24,19,18,0,27,0,15,24,35,14,10,25,0,11,0,19,0,33,8,15,0,11,0,20,6,20,0,10,0,0,15,35,0,0,0,14,10,11,30,65,0,16,10,0,15,33,0,26,12,29,25,10,8,12,27,0,38,43,94,21,18,0,54,0
2012-06-01,0,36,60,7,19,27,49,0,11,0,0,0,0,0,0,6,27,0,22,20,4,89,15,17,16,0,20,0,0,12,10,17,11,16,32,0,12,0,44,20,0,36,11,0,0,19,37,0,45,11,0,0,6,0,26,11,19,16,26,0,16,11,17,11,0,9,0,18,0,21,0,24,16,11,23,11,12,15,15,22,0,12,0,12,16,36,0,0,0,13,22,12,32,39,0,0,11,0,0,0,0,18,13,22,13,0,9,13,29,0,51,31,0,23,27,40,0,0
2012-07-01,0,40,37,6,12,28,42,0,25,14,0,0,0,12,36,4,24,0,29,14,8,0,0,0,17,12,8,0,0,12,16,17,23,24,33,0,10,57,26,19,0,19,26,50,0,19,23,0,23,0,0,0,6,0,27,6,39,16,11,0,0,12,9,23,0,23,0,0,0,22,17,16,25,8,24,13,12,0,18,23,0,5,60,25,0,29,0,11,0,19,11,12,0,40,19,0,0,0,17,0,0,22,14,23,14,0,9,0,0,0,52,16,0,0,34,0,0,0
2012-08-01,0,46,26,6,17,10,37,0,20,0,0,15,0,0,38,4,17,0,12,30,5,0,0,12,35,13,7,0,0,13,11,21,0,39,18,0,13,20,55,30,0,20,24,36,0,0,43,0,0,0,0,0,6,0,29,12,0,0,24,0,18,12,10,25,12,35,0,13,77,23,0,30,24,9,0,16,0,0,11,12,0,16,0,0,0,35,0,12,0,11,12,26,0,78,27,0,0,49,18,0,0,18,0,25,30,0,10,14,0,0,51,17,0,25,29,0,0,0
2012-09-01,0,40,23,5,11,26,41,41,19,13,0,13,20,0,33,9,15,0,32,13,8,0,0,11,15,16,9,0,0,0,0,32,11,19,0,0,11,70,36,15,0,0,14,39,0,18,26,0,0,0,0,13,11,0,25,7,0,0,43,29,0,11,8,18,0,31,0,0,0,0,0,23,8,8,22,19,17,14,17,11,0,10,0,0,0,32,34,11,0,22,11,23,0,30,18,0,11,0,15,0,0,41,13,22,19,0,9,12,0,0,35,29,0,0,13,38,0,0
2012-10-01,0,59,16,6,39,21,43,37,22,17,16,0,0,19,30,19,25,25,19,12,11,19,25,16,14,20,5,0,0,21,27,18,0,20,0,15,12,21,21,8,0,26,0,42,0,16,14,0,0,0,0,11,5,0,23,13,0,14,22,0,14,10,7,14,0,35,0,20,59,0,14,15,35,10,40,19,0,13,14,22,0,9,0,16,14,48,31,9,0,44,16,10,27,27,48,0,0,0,0,0,25,24,34,27,12,0,15,11,24,0,35,0,87,20,21,34,0,55
2012-11-01,0,70,10,13,26,37,38,0,31,0,0,12,0,10,0,40,32,25,19,0,11,29,25,10,14,10,9,0,0,21,27,22,10,17,55,0,58,16,11,16,0,16,0,28,0,32,25,0,0,0,19,17,7,0,46,6,16,0,10,0,0,23,0,15,0,24,0,31,0,18,14,17,14,7,20,15,10,25,21,9,10,6,0,21,37,38,0,10,0,37,9,21,0,47,32,10,10,39,0,31,0,21,17,50,12,0,46,22,25,0,25,20,0,0,15,35,0,0
2012-12-01,0,63,0,17,14,17,46,39,20,12,0,0,0,10,32,22,21,27,10,0,31,20,13,21,29,26,11,0,0,11,29,34,0,0,29,0,23,17,23,16,0,33,20,15,0,17,23,0,20,10,0,12,10,0,24,22,0,29,15,0,0,26,0,10,0,21,0,11,0,0,0,16,22,18,42,16,11,13,8,15,0,9,53,0,15,62,0,15,0,10,20,11,0,29,0,10,0,0,15,0,0,35,54,29,12,0,27,0,0,0,33,28,0,0,11,37,53,0
2013-01-01,0,55,20,18,9,27,46,71,27,22,0,0,17,9,29,20,56,0,23,15,15,27,16,33,13,19,12,0,0,10,9,20,9,10,13,0,11,22,30,11,0,29,12,27,0,15,24,0,0,9,0,11,5,0,54,41,46,13,50,0,13,9,0,9,0,30,0,10,0,0,13,16,27,10,19,9,0,24,21,15,0,11,0,10,13,36,0,18,0,15,14,10,26,38,15,9,9,0,13,44,0,29,22,37,28,0,11,10,0,0,34,19,0,38,15,0,0,0
2013-02-01,0,51,14,18,13,29,43,38,25,12,0,0,0,20,31,5,41,26,20,12,10,39,13,30,0,20,8,0,0,11,9,33,0,21,14,0,7,16,11,26,0,16,6,43,0,17,23,0,0,10,0,11,10,0,23,28,16,14,20,26,0,10,8,10,0,32,0,0,0,0,14,10,17,7,51,15,0,13,6,24,0,20,0,0,14,37,0,20,0,13,10,21,0,28,16,0,10,0,0,0,0,56,17,40,36,0,26,0,25,0,45,20,0,0,11,0,0,0
2013-03-01,0,51,20,9,18,30,46,0,22,11,0,0,0,0,28,9,43,24,18,11,8,27,0,23,13,14,5,73,0,10,21,20,0,23,13,0,11,22,10,13,0,29,9,26,0,15,36,0,18,9,0,11,8,0,43,31,0,13,12,0,13,9,7,9,0,22,0,19,0,0,0,14,23,7,19,11,10,12,12,27,0,9,0,10,18,38,0,9,0,13,9,19,26,45,30,0,9,36,13,0,0,30,22,33,22,0,15,0,23,0,49,38,0,19,16,0,0,0
2013-04-01,0,37,0,16,30,29,49,35,25,11,15,0,0,18,28,3,21,24,9,11,12,45,12,12,13,15,18,0,58,15,13,17,0,43,19,0,5,35,10,17,0,34,6,0,0,15,42,0,0,0,18,11,8,0,32,20,0,26,48,0,13,15,14,15,0,15,0,19,0,0,13,22,13,7,38,14,0,18,16,40,0,9,0,20,0,38,0,0,0,16,9,13,26,45,15,9,9,36,0,0,0,29,27,18,18,0,12,0,23,0,43,19,0,19,25,32,0,0
2013-05-01,0,50,19,14,29,33,42,0,21,21,0,0,0,0,27,3,37,0,13,32,8,26,11,14,21,15,8,0,0,24,8,20,0,25,13,0,3,19,29,18,0,24,11,26,21,15,37,0,18,9,0,14,9,0,21,19,15,0,35,0,13,9,34,9,0,25,0,19,0,16,0,31,21,13,0,16,29,11,10,9,0,11,46,24,26,37,0,0,0,15,17,0,25,43,15,9,0,0,13,0,0,44,16,18,28,9,16,10,0,31,50,12,0,36,26,0,0,0
2013-06-01,0,39,41,5,43,15,50,0,23,17,15,0,0,0,29,8,31,0,14,15,5,28,12,19,14,0,15,76,0,0,22,28,9,45,0,0,7,15,26,15,0,23,6,28,0,48,34,0,19,0,0,22,10,0,45,6,16,13,19,0,27,10,25,19,0,19,0,15,0,18,0,17,21,0,20,7,10,33,9,15,0,10,0,31,14,38,0,9,0,15,0,0,27,0,31,0,9,37,0,0,0,30,33,19,17,0,11,11,0,33,47,19,0,39,32,0,0,0
2013-07-01,0,32,28,5,10,40,48,0,18,12,0,12,0,0,61,7,28,0,30,20,3,20,26,0,14,40,21,79,0,14,12,44,0,21,14,0,9,21,39,16,0,24,6,14,0,17,35,0,0,0,0,12,8,0,0,17,17,0,33,0,14,10,15,15,10,32,0,21,0,28,14,35,12,12,0,15,11,13,14,10,0,11,51,16,14,41,0,10,0,12,10,10,28,21,33,10,0,0,0,31,0,9,23,12,12,0,16,11,25,0,70,40,0,30,37,0,0,0
2013-08-01,0,46,23,8,16,34,50,41,22,19,34,13,0,0,33,5,34,28,11,13,5,32,14,25,15,11,6,0,0,11,24,18,11,22,15,0,4,17,29,15,0,17,7,15,0,18,31,0,0,0,21,12,5,18,25,16,18,30,49,0,15,10,8,16,0,17,0,33,0,19,0,44,18,7,22,16,23,18,10,34,0,7,0,23,46,41,34,17,0,18,10,11,30,29,17,0,0,0,0,0,27,40,44,25,17,0,21,0,0,37,50,14,0,22,42,37,0,0
2013-09-01,0,55,10,9,9,42,45,0,27,11,15,0,0,0,28,12,34,0,14,28,13,46,18,23,13,12,6,0,0,10,23,20,0,35,13,0,3,15,51,11,0,15,15,20,0,15,30,0,18,9,0,16,5,0,0,6,15,13,21,0,13,9,7,9,9,26,0,19,0,17,0,22,13,0,38,25,20,12,16,31,10,9,0,20,13,45,29,15,0,15,9,19,26,64,30,0,14,0,0,0,0,34,11,37,11,0,29,0,35,0,32,19,0,0,24,0,0,0
