date,Apple,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Lemons,Lettuce,Mushrooms,Napa,Okra,Onion,Oranges,Peaches,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams,Cassava
2015-04-01,10,0,0,0,9,3,0,11,0,0,0,0,0,0,0,0,0,0,0,22,13,0,0,6,0,0,24,28,19,0,0,0,0,0,58,50,0,8,0,8,6,0,7,13,23,0,22,11,38,0,0
2015-05-01,8,0,6,27,5,3,0,0,7,0,24,42,25,52,0,48,0,0,0,23,0,11,0,0,0,0,0,0,0,0,0,0,24,0,0,51,0,5,59,5,0,0,7,0,0,0,0,0,20,0,89
2015-06-01,7,0,6,0,0,4,25,0,0,0,25,0,0,0,0,49,0,0,0,0,0,0,0,0,0,10,0,0,20,21,0,0,0,0,0,0,0,5,0,8,6,39,7,0,24,17,22,0,20,12,0
2015-07-01,10,8,6,11,0,4,0,11,0,0,24,0,0,51,0,0,0,0,0,0,14,0,0,6,0,0,32,0,0,0,0,0,0,0,0,0,6,5,0,13,0,0,0,0,23,0,22,11,29,0,0
2015-08-01,5,0,0,0,5,9,0,0,7,0,0,0,0,49,0,0,0,46,0,21,0,0,22,6,0,0,15,0,18,60,0,0,0,0,0,0,11,5,56,5,0,0,7,0,22,15,0,0,37,0,0
2015-09-01,10,8,5,0,5,3,0,10,0,28,23,0,0,0,0,45,0,23,0,32,0,0,0,0,0,0,15,0,18,20,0,0,0,12,0,0,0,10,56,5,6,0,10,0,0,16,21,20,38,0,0
2015-10-01,5,8,0,10,4,3,0,10,0,27,44,0,0,0,0,44,0,22,0,0,0,0,0,0,0,0,0,0,35,20,0,0,0,12,0,46,0,5,0,7,28,35,11,6,22,0,0,20,0,0,0
2015-11-01,13,8,0,0,7,6,24,0,0,0,24,0,0,0,0,0,0,24,0,22,0,0,0,6,0,9,0,0,18,0,0,0,0,0,0,0,6,5,0,7,6,0,14,7,23,0,32,0,0,11,0
2015-12-01,5,8,0,0,9,5,24,0,0,0,0,0,0,0,0,0,0,0,0,22,14,0,0,6,58,0,0,0,19,0,0,0,24,0,0,0,0,10,0,12,0,0,7,7,23,16,0,0,19,0,0
2016-01-01,11,0,6,0,8,3,0,0,0,0,0,0,0,0,0,51,0,25,0,24,15,0,0,0,0,0,17,0,20,0,0,0,0,0,0,53,6,0,0,8,6,0,12,14,0,17,0,0,0,0,0
2016-02-01,6,0,0,0,5,9,0,11,0,0,0,0,0,0,0,50,0,0,0,23,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,5,0,11,0,0,23,7,49,35,46,28,63,0,0
2016-03-01,14,0,5,0,14,3,0,0,7,0,0,0,0,0,0,0,21,36,0,0,13,0,0,6,0,0,16,0,19,0,100,0,23,13,0,0,0,7,0,10,0,38,7,7,23,0,43,14,39,0,0
2016-04-01,8,8,0,22,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,8,0,49,0,0,11,48,0,0
2016-05-01,8,0,0,11,7,0,0,11,7,0,0,0,0,52,0,0,0,0,0,23,14,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,12,0,0,5,0,0,7,7,24,0,22,11,30,0,0
2016-06-01,11,0,0,17,15,3,0,11,0,0,0,0,0,0,0,51,0,0,0,24,15,0,0,0,0,0,17,0,20,0,0,0,0,0,63,53,0,0,0,8,0,0,8,7,0,0,23,11,21,0,0
2016-07-01,10,0,0,18,5,4,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,55,0,11,0,17,0,0,16,0,26,0,49,0,22,0,0
2016-08-01,6,0,0,11,8,4,26,12,0,0,26,0,0,0,0,0,0,0,0,0,15,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,8,0,25,0,23,23,21,0,0
2016-09-01,17,9,0,11,5,5,0,11,0,0,25,44,0,0,0,0,0,0,0,47,15,0,0,7,0,20,0,0,0,22,0,0,0,0,0,0,6,0,0,5,6,0,8,0,0,0,47,12,0,0,0
2016-10-01,9,0,12,11,10,3,0,0,0,0,25,0,0,0,0,50,0,25,0,0,15,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,16,13,0,0,0,0,0,23,23,21,0,0
2016-11-01,11,0,6,11,5,5,26,23,0,0,26,0,0,0,0,50,23,0,0,0,15,0,0,7,0,10,17,0,20,22,0,0,0,0,0,53,0,0,0,13,13,0,15,0,50,0,23,0,0,0,0
2016-12-01,11,9,6,11,10,5,26,0,7,0,0,0,26,0,0,0,23,0,0,0,0,0,25,14,0,10,0,0,20,0,0,0,0,0,0,0,0,5,61,8,6,0,8,7,0,0,23,0,63,12,0
2017-01-01,5,0,5,11,10,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,19,0,0,0,24,0,58,0,0,5,0,8,0,0,7,7,23,0,22,11,20,0,0
2017-02-01,6,0,6,0,8,3,0,17,7,0,52,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,11,0,0,0,0,12,7,25,0,23,0,21,0,0
2017-03-01,8,0,8,0,12,3,0,0,0,29,0,0,25,0,0,0,0,24,0,0,0,11,23,6,0,9,16,0,19,0,0,0,0,0,0,0,0,5,0,10,0,37,7,7,23,0,43,0,0,0,0
2017-04-01,11,8,6,0,0,3,0,11,0,0,25,0,0,0,0,0,0,0,0,35,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,15,7,0,0,23,22,20,0,0
2017-05-01,11,0,0,22,0,7,0,11,7,0,0,0,26,0,0,50,0,0,0,0,0,0,0,7,0,0,17,0,39,0,0,0,0,0,0,0,6,5,0,7,0,0,8,10,24,0,0,11,21,12,0
2017-06-01,0,0,0,18,8,4,0,24,0,0,0,0,0,0,0,0,0,27,0,26,0,0,27,0,68,11,18,0,0,0,0,78,27,15,0,0,0,6,67,17,7,0,11,11,0,0,25,24,45,0,0
2017-07-01,6,0,0,27,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,36,0,21,0,0,0,0,0,0,0,0,8,0,11,0,0,12,0,0,18,0,12,22,0,0
2017-08-01,7,0,0,0,5,5,0,11,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,19,0,0,0,0,13,0,0,0,0,0,10,0,0,11,7,48,0,22,11,20,0,0
2017-09-01,9,0,0,22,13,3,0,11,0,31,0,0,27,54,0,0,0,0,0,0,15,0,0,0,0,10,0,0,20,23,0,0,0,0,0,53,6,8,0,5,0,0,8,7,0,0,0,11,32,0,0
2017-10-01,8,13,0,0,5,0,0,0,0,0,24,42,0,0,0,48,0,0,0,0,14,0,0,0,0,10,0,0,19,0,0,0,0,0,0,50,0,5,0,5,12,0,7,0,59,17,0,11,0,12,0
2017-11-01,21,8,0,0,5,8,25,11,0,0,0,0,0,0,100,47,0,0,0,22,0,0,0,0,0,29,16,0,0,0,0,70,24,0,0,0,6,0,0,12,0,0,7,7,35,0,44,11,0,18,0
2017-12-01,7,0,11,22,10,5,0,0,0,0,0,0,26,0,0,0,0,0,0,0,28,11,24,7,0,10,0,0,20,21,0,0,0,0,60,100,6,5,60,7,0,0,10,7,0,0,22,11,20,0,0
2018-01-01,10,0,0,10,0,3,0,10,0,0,45,0,23,49,0,0,0,0,0,0,0,0,0,0,0,9,16,0,18,20,0,0,0,12,0,0,0,7,0,8,0,0,11,13,33,15,21,15,19,0,0
2018-02-01,5,0,6,11,5,3,25,0,0,0,37,0,0,0,0,0,0,49,0,0,0,0,0,7,0,10,0,0,19,0,0,0,24,0,0,0,0,5,0,0,0,0,7,7,24,17,33,11,20,0,0
2018-03-01,12,0,0,10,7,5,0,31,0,28,23,0,24,0,0,0,0,0,0,21,13,11,22,6,57,9,16,0,0,20,0,0,0,12,0,47,6,5,0,5,0,0,9,0,22,0,0,10,19,0,0
2018-04-01,9,8,5,17,5,6,24,21,0,0,47,0,0,0,0,0,0,0,0,22,40,0,23,0,0,9,0,27,28,21,0,0,0,0,0,0,0,5,0,7,0,37,7,13,0,0,0,21,0,0,0
2018-05-01,10,8,0,10,9,3,23,10,0,0,0,40,24,0,0,0,0,23,24,21,13,0,22,0,0,9,0,0,18,20,0,0,0,0,0,48,0,5,0,7,0,0,10,0,22,0,0,16,25,0,0
2018-06-01,9,0,0,17,5,3,0,0,0,0,25,0,26,0,0,49,0,0,0,23,14,0,0,7,0,0,0,0,20,0,0,0,25,0,0,0,6,8,0,11,0,0,0,0,0,0,0,0,20,0,0
2018-07-01,11,8,0,11,5,7,0,11,7,0,24,42,25,52,0,48,0,0,0,0,14,11,24,0,0,10,0,0,0,21,0,0,0,0,0,0,12,5,0,5,0,0,7,7,24,0,22,16,30,0,0
2018-08-01,5,0,0,15,14,6,0,0,0,0,0,40,0,0,0,0,0,0,0,0,13,0,22,6,0,9,16,0,0,20,0,0,0,0,0,0,6,10,0,7,0,0,10,6,23,0,21,0,0,0,0
2018-09-01,5,0,0,11,12,7,0,11,0,30,0,0,0,0,0,0,0,24,0,0,14,0,0,7,61,9,0,0,0,0,0,0,0,0,58,0,0,5,0,5,0,0,7,10,47,0,44,11,0,0,0
2018-10-01,8,0,6,0,0,7,0,0,0,30,0,42,0,0,0,0,0,24,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,59,0,6,0,0,5,6,0,7,0,24,0,0,0,20,0,0
2018-11-01,17,0,0,11,10,8,0,11,7,0,0,0,0,54,0,0,0,0,0,0,15,0,0,10,0,0,0,0,50,22,0,0,0,0,0,53,6,5,0,5,6,100,15,7,50,0,57,0,42,12,0
2018-12-01,11,18,6,11,5,7,0,0,0,0,26,89,0,0,0,0,0,52,0,0,0,0,0,7,0,10,17,30,30,0,0,0,26,0,0,0,0,11,0,11,0,41,15,10,25,17,47,12,21,0,0
